
[00:00:00.000 --> 00:00:02.000]  長輩大兄弟會平安
[00:00:02.000 --> 00:00:07.000]  今日第一次好高興
[00:00:07.000 --> 00:00:10.000]  都感謝主有機會和你一齊
[00:00:10.000 --> 00:00:12.000]  來分享散個華語
[00:00:12.000 --> 00:00:14.000]  我們一齊祈禱
[00:00:14.000 --> 00:00:22.000]  主我們靠你幫助孩子
[00:00:22.000 --> 00:00:23.000]  節制孩子
[00:00:23.000 --> 00:00:27.000]  都靠聖靈充滿這個地方
[00:00:27.000 --> 00:00:28.000]  充滿我們
[00:00:28.000 --> 00:00:31.000]  以致我們真的在神裡面
[00:00:31.000 --> 00:00:32.000]  散華一點
[00:00:32.000 --> 00:00:36.000]  我們看到那個盼望
[00:00:36.000 --> 00:00:38.000]  看到神那個體諒
[00:00:38.000 --> 00:00:39.000]  我們這樣祈禱
[00:00:39.000 --> 00:00:41.000]  奉耶穌基督的名號
[00:00:41.000 --> 00:00:42.000]  阿們
[00:00:42.000 --> 00:00:44.000]  今天你們
[00:00:44.000 --> 00:00:47.000]  這個是我們
[00:00:47.000 --> 00:00:49.000]  教會今年的專題
[00:00:49.000 --> 00:00:50.000]  專題
[00:00:50.000 --> 00:00:52.000]  最後一個專題
[00:00:52.000 --> 00:00:53.000]  所以你們
[00:00:53.000 --> 00:00:55.000]  那個題目
[00:00:55.000 --> 00:00:58.000]  稍後小組要討論的題目
[00:00:58.000 --> 00:01:01.000]  我已經給了梁牧師
[00:01:01.000 --> 00:01:04.000]  所以你們要好好聽我說什麼
[00:01:04.000 --> 00:01:07.000]  要好好注意我聽什麼
[00:01:07.000 --> 00:01:16.000]  我曾經聽過這樣的報導
[00:01:16.000 --> 00:01:19.000]  他說從前在醫院裡面
[00:01:19.000 --> 00:01:22.000]  醫生和護士他們
[00:01:22.000 --> 00:01:27.000]  很怕治療患了絕症的人
[00:01:27.000 --> 00:01:30.000]  就是患了癌症的人
[00:01:30.000 --> 00:01:31.000]  為什麼呢
[00:01:31.000 --> 00:01:33.000]  一來他們知道
[00:01:33.000 --> 00:01:35.000]  要治療這些絕症的人
[00:01:35.000 --> 00:01:38.000]  是非常非常困難的
[00:01:38.000 --> 00:01:40.000]  二來他們知道
[00:01:40.000 --> 00:01:44.000]  這些患絕症的病人
[00:01:44.000 --> 00:01:46.000]  他們情緒是不好
[00:01:46.000 --> 00:01:47.000]  不行
[00:01:47.000 --> 00:01:50.000]  不是很穩定的
[00:01:50.000 --> 00:01:53.000]  這個我經歷了
[00:01:53.000 --> 00:01:56.000]  因為前陣子我媽媽在新加坡
[00:01:56.000 --> 00:01:57.000]  她患了癌症
[00:01:57.000 --> 00:01:59.000]  第三期癌症的時候
[00:01:59.000 --> 00:02:02.000]  她在醫院差不多兩三個月
[00:02:02.000 --> 00:02:06.000]  我都看到那個情緒不好穩定
[00:02:06.000 --> 00:02:10.000]  那個護士真的沒有辦法
[00:02:10.000 --> 00:02:13.000]  所以這個真的
[00:02:13.000 --> 00:02:16.000]  我看到以前那個醫生護士
[00:02:16.000 --> 00:02:21.000]  他很怕很怕照顧這些病人
[00:02:21.000 --> 00:02:25.000]  直到有一位在歐洲
[00:02:25.000 --> 00:02:27.000]  一個瑞士的心理醫生
[00:02:27.000 --> 00:02:31.000]  他經過了很長很長的時間
[00:02:31.000 --> 00:02:32.000]  研究
[00:02:32.000 --> 00:02:34.000]  他研究的時候
[00:02:34.000 --> 00:02:36.000]  他就陪那個病人
[00:02:36.000 --> 00:02:38.000]  都陪那個病人的家屬
[00:02:38.000 --> 00:02:41.000]  用了很多年之後
[00:02:41.000 --> 00:02:42.000]  他發現了
[00:02:42.000 --> 00:02:45.000]  其實這些病人的情緒
[00:02:45.000 --> 00:02:49.000]  不是我們想這樣無理取鬧
[00:02:49.000 --> 00:02:54.000]  其實他們的情緒是有一個規則的
[00:02:54.000 --> 00:02:56.000]  有規則的
[00:02:56.000 --> 00:02:58.000]  所以這個一般來說
[00:02:58.000 --> 00:03:05.000]  這個規則是可以分五個階段
[00:03:05.000 --> 00:03:07.000]  哪個階段呢
[00:03:07.000 --> 00:03:10.000]  第一個階段就是恐懼
[00:03:10.000 --> 00:03:16.000]  但是當人家醫生說你得了癌症
[00:03:16.000 --> 00:03:19.000]  所以一般人他就不喜歡
[00:03:19.000 --> 00:03:22.000]  他不想面對
[00:03:22.000 --> 00:03:23.000]  他說怎麼會啊
[00:03:23.000 --> 00:03:25.000]  我都沒有吸煙
[00:03:25.000 --> 00:03:27.000]  我都沒有喝酒
[00:03:27.000 --> 00:03:28.000]  我都沒有什麼
[00:03:28.000 --> 00:03:30.000]  我每天都運動
[00:03:30.000 --> 00:03:34.000]  我很健康為什麼會得癌症呢
[00:03:34.000 --> 00:03:36.000]  不會的
[00:03:36.000 --> 00:03:39.000]  這個是第一個階段
[00:03:39.000 --> 00:03:42.000]  第二個就是他很憤怒
[00:03:42.000 --> 00:03:46.000]  他覺得為什麼我這麼好人
[00:03:46.000 --> 00:03:48.000]  我這麼愛喝
[00:03:48.000 --> 00:03:50.000]  我這麼這個這個
[00:03:50.000 --> 00:03:52.000]  我時時都幫人
[00:03:52.000 --> 00:03:55.000]  我為什麼會這件事
[00:03:55.000 --> 00:03:58.000]  這個病會在我心上呢
[00:03:58.000 --> 00:04:01.000]  他就很生氣很憤怒
[00:04:01.000 --> 00:04:03.000]  第三個階段是什麼呢
[00:04:03.000 --> 00:04:06.000]  他是討價還價
[00:04:06.000 --> 00:04:08.000]  什麼是討價還價呢
[00:04:08.000 --> 00:04:11.000]  他就是跟天討價還價
[00:04:11.000 --> 00:04:15.000]  如果吃素可能他說
[00:04:15.000 --> 00:04:18.000]  你給我不會的
[00:04:18.000 --> 00:04:22.000]  如果我這個不是癌症
[00:04:22.000 --> 00:04:26.000]  我會吃一個月的素
[00:04:26.000 --> 00:04:28.000]  或者我吃一年的素
[00:04:28.000 --> 00:04:30.000]  多少可能他說
[00:04:30.000 --> 00:04:33.000]  如果這個不是真的
[00:04:33.000 --> 00:04:36.000]  如果這個不是真的話
[00:04:36.000 --> 00:04:38.000]  可能我會
[00:04:38.000 --> 00:04:40.000]  以前我都沒有來教會
[00:04:40.000 --> 00:04:42.000]  現在我每個星期都來教會
[00:04:42.000 --> 00:04:44.000]  以前我沒有釋放主
[00:04:44.000 --> 00:04:45.000]  我多多釋放主
[00:04:45.000 --> 00:04:47.000]  我多多奉獻
[00:04:47.000 --> 00:04:50.000]  所以就跟天討價還價
[00:04:50.000 --> 00:04:53.000]  希望有轉機
[00:04:53.000 --> 00:04:56.000]  所以第四個階段是
[00:04:56.000 --> 00:04:59.000]  為什麼他看不到轉機
[00:04:59.000 --> 00:05:00.000]  他看那個
[00:05:00.000 --> 00:05:02.000]  其實那個醫生給的報告
