
[00:00:00.000 --> 00:00:02.000]  不如我們一起祈禱吧
[00:00:02.000 --> 00:00:04.000]  祝我們多謝祢
[00:00:04.000 --> 00:00:06.600]  多謝祢給我們有機會去看祢自己的說話
[00:00:06.600 --> 00:00:08.600]  祢的說話是寶貴的
[00:00:08.600 --> 00:00:10.600]  祢的說話是有能力的
[00:00:10.600 --> 00:00:12.000]  我們相信祢一樣東西
[00:00:12.000 --> 00:00:15.000]  求祢說話今天進入我們生命當中
[00:00:15.000 --> 00:00:16.600]  去改造我們的生命
[00:00:16.600 --> 00:00:18.600]  以致我們的生命不再一樣
[00:00:18.600 --> 00:00:21.000]  主我們願意更新我們的生命
[00:00:21.000 --> 00:00:22.000]  學校祢
[00:00:22.000 --> 00:00:23.600]  更加緊緊的跟隨祢
[00:00:23.600 --> 00:00:27.600]  主我們願意將今天我們一同去領受祢自己說話這一樣東西
[00:00:27.600 --> 00:00:28.600]  我們交託給祢
[00:00:28.600 --> 00:00:29.600]  打開我們的心
[00:00:29.600 --> 00:00:30.600]  打開我們的耳朵眼睛
[00:00:30.600 --> 00:00:32.600]  去看見聽見明白
[00:00:32.600 --> 00:00:33.600]  聽我們的祈禱
[00:00:33.600 --> 00:00:34.600]  奉我救主耶穌基督的名
[00:00:34.600 --> 00:00:35.600]  阿們
[00:00:35.600 --> 00:00:37.600]  打開《創世紀》第二章
[00:00:37.600 --> 00:00:38.600]  我們就讀吧
[00:00:38.600 --> 00:00:39.600]  沒什麼特別
[00:00:39.600 --> 00:00:41.600]  都是一個創造的故事
[00:00:41.600 --> 00:00:42.600]  大家一路讀
[00:00:42.600 --> 00:00:44.600]  讀下去的時候
[00:00:44.600 --> 00:00:47.600]  就發覺有些東西特別了
[00:00:47.600 --> 00:00:50.600]  那些特別今天沒有讀到的
[00:00:50.600 --> 00:00:52.600]  大家有沒有聖經
[00:00:52.600 --> 00:00:56.600]  如果有聖經你打開第二章
[00:00:56.600 --> 00:00:57.600]  打開《創世紀》第二章
[00:01:00.600 --> 00:01:03.600]  讀完今天四節到九節之後
[00:01:03.600 --> 00:01:05.600]  他無端端突然說
[00:01:05.600 --> 00:01:07.600]  有幾條河
[00:01:07.600 --> 00:01:08.600]  是不是
[00:01:08.600 --> 00:01:09.600]  有幾條河
[00:01:09.600 --> 00:01:10.600]  有些名字
[00:01:10.600 --> 00:01:12.600]  又說這條河不知道從哪裏流去哪裏
[00:01:12.600 --> 00:01:14.600]  然後怎樣匯聚
[00:01:14.600 --> 00:01:18.600]  但我們再發現
[00:01:18.600 --> 00:01:21.600]  說完那幾條河之後
[00:01:21.600 --> 00:01:23.600]  他又再說
[00:01:23.600 --> 00:01:25.600]  創造人
[00:01:25.600 --> 00:01:27.600]  又再說樹木
[00:01:27.600 --> 00:01:30.600]  又再說原子
[00:01:30.600 --> 00:01:32.600]  又再說果實
[00:01:32.600 --> 00:01:33.600]  這些東西
[00:01:33.600 --> 00:01:35.600]  說的是四至十節
[00:01:35.600 --> 00:01:39.600]  和十五至二十五節
[00:01:39.600 --> 00:01:40.600]  一個段
[00:01:40.600 --> 00:01:42.600]  中間十一至十四節
[00:01:42.600 --> 00:01:45.600]  就是我剛才說有關河流的技術
[00:01:45.600 --> 00:01:49.600]  前段和後段分別都有提到相同的東西
[00:01:49.600 --> 00:01:50.600]  就是神造人
[00:01:50.600 --> 00:01:51.600]  神造一個原子
[00:01:51.600 --> 00:01:53.600]  和神造樹木果子
[00:01:53.600 --> 00:01:54.600]  是有相同的
[00:01:55.600 --> 00:01:57.600]  A B C段
[00:01:57.600 --> 00:01:58.600]  A段和C段有很多相同的東西
[00:01:58.600 --> 00:02:00.600]  B段是很不同的
[00:02:00.600 --> 00:02:03.600]  為什麼這樣的安排呢
[00:02:03.600 --> 00:02:05.600]  或者你讀的時候有點亂
[00:02:05.600 --> 00:02:06.600]  為什麼這裏說一下
[00:02:06.600 --> 00:02:07.600]  接著說其他東西
[00:02:07.600 --> 00:02:09.600]  那裏又說一下
[00:02:09.600 --> 00:02:10.600]  大家想想
[00:02:10.600 --> 00:02:11.600]  為什麼這樣安排
[00:02:11.600 --> 00:02:12.600]  是有原因的
[00:02:12.600 --> 00:02:14.600]  我們讀聖經有時也會這樣
[00:02:14.600 --> 00:02:15.600]  不過有時我們讀聖經
[00:02:15.600 --> 00:02:17.600]  你看下去的時候
[00:02:17.600 --> 00:02:18.600]  你又看不到這些分別
[00:02:18.600 --> 00:02:19.600]  說的時候你又聽到
[00:02:19.600 --> 00:02:20.600]  是哦
[00:02:20.600 --> 00:02:24.600]  所以聽到也有些作用
[00:02:24.600 --> 00:02:26.600]  剛才提到第二章的經文
[00:02:26.600 --> 00:02:28.600]  主要是技術神造人
[00:02:28.600 --> 00:02:29.600]  神造一個原子
[00:02:29.600 --> 00:02:31.600]  和神造果子供人享用
[00:02:31.600 --> 00:02:32.600]  讀到這裏
[00:02:32.600 --> 00:02:36.600]  你會覺得神的創造很周到
[00:02:36.600 --> 00:02:38.600]  有地方住
[00:02:38.600 --> 00:02:39.600]  有東西吃
[00:02:39.600 --> 00:02:42.600]  或者我帶大家仔細看看
[00:02:42.600 --> 00:02:44.600]  經文的一些技術和結構
[00:02:44.600 --> 00:02:46.600]  四至十節
[00:02:46.600 --> 00:02:49.600]  就是講神造了一個環境
[00:02:49.600 --> 00:02:50.600]  當中有些特別的
[00:02:50.600 --> 00:02:52.600]  留意第五節
[00:02:52.600 --> 00:02:54.600]  第五節怎樣說
[00:02:54.600 --> 00:02:57.600]  野地還沒有草木
[00:02:57.600 --> 00:03:00.600]  田間的菜蔬還沒有長起來
[00:03:00.600 --> 00:03:03.600]  因為耶和華神還沒有降雨
[00:03:03.600 --> 00:03:04.600]  在地上
[00:03:04.600 --> 00:03:06.600]  也沒有人耕地
[00:03:06.600 --> 00:03:08.600]  我想問問大家
[00:03:08.600 --> 00:03:11.600]  剛才的經文有沒有菜蔬
[00:03:11.600 --> 00:03:14.600]  有沒有
[00:03:14.600 --> 00:03:16.600]  有菜蔬這個字
[00:03:16.600 --> 00:03:17.600]  但是菜蔬出現了沒有
[00:03:17.600 --> 00:03:18.600]  還沒有出現
[00:03:18.600 --> 00:03:20.600]  為什麼還沒有出現
[00:03:22.600 --> 00:03:24.600]  沒有雨水
[00:03:24.600 --> 00:03:26.600]  沒有雨水
[00:03:26.600 --> 00:03:28.600]  沒有雨降下
[00:03:28.600 --> 00:03:30.600]  下面那一節又說
[00:03:30.600 --> 00:03:32.600]  但有霧氣從地上騰
[00:03:32.600 --> 00:03:34.600]  滋潤遍地
[00:03:34.600 --> 00:03:36.600]  即是說是有水氣的
[00:03:36.600 --> 00:03:41.600]  不過這些水氣不足夠令蔬菜生長
[00:03:41.600 --> 00:03:44.600]  你知不知道水是很特別的
[00:03:44.600 --> 00:03:45.600]  你知不知道
[00:03:45.600 --> 00:03:49.600]  現在不是探測衛星
[00:03:49.600 --> 00:03:50.600]  不是衛星
[00:03:50.600 --> 00:03:52.600]  火星
[00:03:52.600 --> 00:03:53.600]  火星
[00:03:53.600 --> 00:03:55.600]  它最重要發現的是什麼
[00:03:55.600 --> 00:03:56.600]  最重要
[00:03:56.600 --> 00:03:58.600]  如果它發現那樣東西
[00:03:58.600 --> 00:04:00.600]  就很有機會有生命
[00:04:00.600 --> 00:04:02.600]  就是水
[00:04:02.600 --> 00:04:04.600]  這裡說到水
[00:04:04.600 --> 00:04:05.600]  那時候的水
[00:04:05.600 --> 00:04:07.600]  雨是還沒有下來
[00:04:07.600 --> 00:04:09.600]  不過有水氣
[00:04:09.600 --> 00:04:13.600]  而這些水是不足夠令植物生長
[00:04:13.600 --> 00:04:16.600]  所以接著那一段就說什麼
[00:04:16.600 --> 00:04:18.600]  河
[00:04:18.600 --> 00:04:19.600]  河
[00:04:19.600 --> 00:04:21.600]  河的形成
[00:04:21.600 --> 00:04:23.600]  誰有讀地理的
[00:04:23.600 --> 00:04:25.600]  有沒有讀地理的
[00:04:25.600 --> 00:04:26.600]  沒有嗎
[00:04:26.600 --> 00:04:28.600]  不過沒有熟地理都會的
[00:04:28.600 --> 00:04:30.600]  河之所以形成
[00:04:30.600 --> 00:04:32.600]  你知不知道為什麼河形成的
[00:04:32.600 --> 00:04:34.600]  第一個因素是因為地理
[00:04:34.600 --> 00:04:36.600]  地理是因為有山
[00:04:36.600 --> 00:04:39.600]  河是由山流下來的
[00:04:39.600 --> 00:04:41.600]  有山是不足夠的
[00:04:41.600 --> 00:04:42.600]  還要有什麼
[00:04:42.600 --> 00:04:43.600]  水源
[00:04:43.600 --> 00:04:44.600]  下雨
[00:04:44.600 --> 00:04:46.600]  才會有水
[00:04:46.600 --> 00:04:49.600]  為什麼在香港
[00:04:49.600 --> 00:04:52.600]  河是在兩個山中間流下來的
[00:04:52.600 --> 00:04:54.600]  是不會無端端有條河出來的
[00:04:54.600 --> 00:04:55.600]  有河
[00:04:55.600 --> 00:04:58.600]  原來第二個分段說到河
[00:04:58.600 --> 00:04:59.600]  就是說
[00:04:59.600 --> 00:05:00.600]  有雨下了
[00:05:00.600 --> 00:05:03.600]  開始有雨下了
[00:05:03.600 --> 00:05:05.600]  再下一個分段就是
[00:05:05.600 --> 00:05:07.600]  有雨下有河了
[00:05:07.600 --> 00:05:09.600]  再下一個分段就說神做人
[00:05:09.600 --> 00:05:10.600]  有原子有樹木了
[00:05:10.600 --> 00:05:13.600]  不過這個分段和第一個分段很不同
[00:05:13.600 --> 00:05:16.600]  我沒有說A段和C段是相同的
[00:05:16.600 --> 00:05:17.600]  都是提到相同的東西
[00:05:17.600 --> 00:05:19.600]  提到有人
[00:05:19.600 --> 00:05:21.600]  提到原子
[00:05:21.600 --> 00:05:22.600]  伊甸園
[00:05:22.600 --> 00:05:24.600]  又有樹木
[00:05:24.600 --> 00:05:27.600]  但是兩個分段有一個很重要的不同
[00:05:27.600 --> 00:05:28.600]  是什麼不同呢
[00:05:28.600 --> 00:05:29.600]  就是這個分段
[00:05:29.600 --> 00:05:30.600]  就是後面這個分段
[00:05:30.600 --> 00:05:33.600]  是有人的參與的
[00:05:33.600 --> 00:05:35.600]  這個經文的鋪排
[00:05:35.600 --> 00:05:37.600]  是說人怎樣
[00:05:37.600 --> 00:05:40.600]  人的參與才能夠達到神創造的果效
[00:05:40.600 --> 00:05:41.600]  聽不聽得明白
[00:05:41.600 --> 00:05:44.600]  創造是有果效的
[00:05:44.600 --> 00:05:48.600]  但創造的果效不是一做了就發生的
[00:05:48.600 --> 00:05:53.600]  那個果效發生是要人參與才會發生的
[00:05:53.600 --> 00:05:54.600]  這個很重要
