
[00:00:00.000 --> 00:00:02.640]  好,大家可以繼續喫飯了
[00:00:02.640 --> 00:00:05.320]  剛纔敬拜隊叫大家趕快起來
[00:00:05.320 --> 00:00:07.520]  問大家是否喫了一半飯
[00:00:07.520 --> 00:00:10.800]  喫了一半飯就繼續喫吧
[00:00:10.800 --> 00:00:13.240]  但是我想問有多少人拍了一半拖呢?
[00:00:13.240 --> 00:00:16.000]  有沒有人拍了一半拖呢?
[00:00:16.000 --> 00:00:18.680]  我一次看到兩個年輕人
[00:00:18.680 --> 00:00:22.640]  他們抱着對方,我相信應該是在拍拖
[00:00:22.640 --> 00:00:25.760]  但是他們的眼睛和手和心
[00:00:25.760 --> 00:00:29.640]  我估計都不在拍拖的處境裏面
[00:00:29.640 --> 00:00:32.240]  因爲他們每人揹着對方
[00:00:32.240 --> 00:00:35.280]  一隻手拿着遊戲機
[00:00:35.280 --> 00:00:37.000]  一隻眼睛看着遊戲機
[00:00:37.000 --> 00:00:38.040]  一隻手不停地打
[00:00:38.040 --> 00:00:39.760]  我估計他們的心都在拍拖的處境裏面
[00:00:39.760 --> 00:00:43.720]  有時候我們會想
[00:00:43.720 --> 00:00:45.680]  當我們說停止拍拖時
[00:00:45.680 --> 00:00:46.480]  有人會問我
[00:00:46.480 --> 00:00:49.560]  你是不是說一下如何和神拍拖呢?
[00:00:49.560 --> 00:00:52.040]  我想如果大家記得這一季
[00:00:52.040 --> 00:00:54.480]  我看《相福成貴》的課題
[00:00:54.480 --> 00:00:57.000]  按道理我應該不是說這個題目的
[00:00:57.000 --> 00:00:59.520]  我真的和大家說一下拍拖的問題
[00:01:00.640 --> 00:01:01.760]  很多年前了
[00:01:01.760 --> 00:01:02.920]  我已經忘記在哪裏了
[00:01:02.920 --> 00:01:04.200]  應該是在網上
[00:01:04.200 --> 00:01:06.680]  因爲網上有很多不同的說話
[00:01:06.680 --> 00:01:08.560]  有一段這樣的說話
[00:01:08.560 --> 00:01:09.600]  可能大家聽過很多次
[00:01:09.600 --> 00:01:11.360]  如果你聽過,你假裝沒聽過
[00:01:11.360 --> 00:01:13.960]  就容許我說一下這幾句說話
[00:01:13.960 --> 00:01:16.240]  他說太太絕對不會有錯
[00:01:16.240 --> 00:01:18.960]  如果發現太太有錯,一定是我錯
[00:01:18.960 --> 00:01:20.280]  如果我沒看錯
[00:01:20.280 --> 00:01:21.440]  一定是因爲我的錯
[00:01:21.440 --> 00:01:23.160]  所以太太才犯錯
[00:01:23.160 --> 00:01:24.520]  如果是她自己的錯
[00:01:24.520 --> 00:01:26.960]  只要她不認錯,她就沒錯
[00:01:26.960 --> 00:01:28.560]  他說如果太太不認錯
[00:01:28.560 --> 00:01:31.320]  我還堅持她錯,這個就是我錯
[00:01:31.320 --> 00:01:32.840]  總之太太一定不會錯
[00:01:32.840 --> 00:01:35.280]  這句話絕對不錯
[00:01:35.280 --> 00:01:36.280]  以上這段說話
[00:01:36.280 --> 00:01:39.040]  讓做丈夫每天讀六次,以免犯錯
[00:01:39.040 --> 00:01:41.560]  (笑聲)
[00:01:41.560 --> 00:01:46.320]  弟兄開始覺得來錯地方了
[00:01:46.320 --> 00:01:48.640]  先說明,這段話不是我作的
[00:01:48.640 --> 00:01:51.680]  網上有很多這樣的說話
[00:01:51.680 --> 00:01:52.800]  乍看之下
[00:01:52.800 --> 00:01:58.280]  如果我們覺得這是做丈夫的智慧
[00:01:58.280 --> 00:02:03.160]  我就覺得我們的婚姻或者配偶的關係
[00:02:03.160 --> 00:02:05.760]  不會好得去哪裏
[00:02:05.760 --> 00:02:08.480]  因爲做丈夫其實是一個很虛僞的人
[00:02:08.480 --> 00:02:10.160]  什麼都不敢說
[00:02:10.160 --> 00:02:14.920]  太太喜歡的也不是一個真心對待她的人
[00:02:14.920 --> 00:02:16.760]  我記得我結婚之前
[00:02:16.760 --> 00:02:19.720]  我和我現在的太太,以前的女朋友
[00:02:19.720 --> 00:02:22.120]  我們的時間工作很不同
[00:02:22.120 --> 00:02:23.760]  所以我們很少機會見面
[00:02:23.760 --> 00:02:25.760]  她就回到早九晚六
[00:02:25.760 --> 00:02:27.840]  我就回到下午一晚,一點到十點
[00:02:27.840 --> 00:02:28.640]  多數是這樣回的
[00:02:28.640 --> 00:02:29.560]  因爲我經常在教會工作
[00:02:29.560 --> 00:02:31.560]  我教會有很多晚上的聚會
[00:02:31.560 --> 00:02:32.720]  我們很少機會見面
[00:02:32.720 --> 00:02:35.040]  於是我們就想一些辦法
[00:02:35.040 --> 00:02:37.200]  我們可以見多一點大家
[00:02:37.200 --> 00:02:40.840]  於是我試過早點起牀
[00:02:40.840 --> 00:02:43.080]  去她家接她,送她上班
[00:02:43.080 --> 00:02:46.720]  然後我先回家休息一下,然後我上班
[00:02:46.720 --> 00:02:48.440]  然後有時候我又
[00:02:48.440 --> 00:02:51.040]  上班前我去她公司和她喫午飯
[00:02:51.040 --> 00:02:52.120]  因爲很想見她
[00:02:52.120 --> 00:02:54.680]  於是就希望儘量抽多點時間見她
[00:02:54.680 --> 00:02:57.560]  我們甚至試過在她下班的時間
[00:02:57.560 --> 00:02:59.400]  我喫晚飯的時間
[00:02:59.400 --> 00:03:00.520]  我們找過我們最近
[00:03:00.520 --> 00:03:02.320]  大家都是見面的地鐵站
[00:03:02.320 --> 00:03:03.720]  坐在地鐵裏面
[00:03:03.720 --> 00:03:04.600]  輕輕餓餓一頓飯
[00:03:04.600 --> 00:03:07.360]  當然聊聊天而已,沒什麼可聊的
[00:03:07.360 --> 00:03:08.200]  但是爲什麼要這麼做
[00:03:08.200 --> 00:03:10.160]  因爲我們很想念對方
[00:03:10.160 --> 00:03:12.760]  很想和對方有機會見面
[00:03:12.760 --> 00:03:15.520]  於是我們就用盡方法
[00:03:15.520 --> 00:03:18.320]  希望能夠和別人相處
[00:03:18.320 --> 00:03:19.480]  當然你和我不同
[00:03:19.480 --> 00:03:22.320]  可能你的上班時間都是早九晚五
[00:03:22.320 --> 00:03:24.520]  你們見面的時間都是晚上
[00:03:24.520 --> 00:03:25.840]  每一個人其實
[00:03:25.840 --> 00:03:28.280]  他的拍拖,他怎麼用他的時間
[00:03:28.280 --> 00:03:30.240]  都是度身定做的
[00:03:30.240 --> 00:03:32.360]  不過不知道爲什麼
[00:03:32.360 --> 00:03:33.760]  我自己也是有這種感覺
[00:03:33.760 --> 00:03:35.480]  我相信很多人都是
[00:03:35.480 --> 00:03:38.240]  我經常覺得甜蜜的拍拖生活
[00:03:38.240 --> 00:03:40.560]  慢慢就轉型成爲一個
[00:03:40.560 --> 00:03:43.880]  功能性的拍拖生活
[00:03:43.880 --> 00:03:45.840]  最初拍拖的時候我們很甜蜜的
[00:03:45.840 --> 00:03:46.640]  很多東西要說的
[00:03:46.640 --> 00:03:47.840]  但是慢慢就
[00:03:47.840 --> 00:03:51.440]  喫飯,看電影,逛街,買東西
[00:03:51.440 --> 00:03:56.160]  假期或者去行山,喝茶
[00:03:56.160 --> 00:03:57.280]  於是我們就覺得
[00:03:57.280 --> 00:03:58.960]  拍拖就是這樣的,有什麼特別呢
[00:03:58.960 --> 00:04:00.840]  特別是我做婚前輔導的時候
[00:04:00.840 --> 00:04:02.160]  很多時候我都會問
[00:04:02.160 --> 00:04:03.600]  預備結婚的那些人
[00:04:03.600 --> 00:04:06.720]  我說你們現在拍拖做些什麼的
[00:04:06.720 --> 00:04:09.600]  我說談婚禮
[00:04:09.600 --> 00:04:11.920]  一起買東西
[00:04:11.920 --> 00:04:14.040]  還有一件事會做的就是吵架
[00:04:14.040 --> 00:04:16.000]  一談一談婚禮就吵架了
[00:04:16.000 --> 00:04:17.440]  因爲你要這樣,我要這樣
[00:04:17.440 --> 00:04:18.360]  他要這樣,我要這樣
[00:04:18.360 --> 00:04:19.640]  於是
