
[00:00:00.000 --> 00:00:02.000]  讓我再一次低頭同心祈禱
[00:00:02.000 --> 00:00:06.800]  主耶穌讓我們去到祢面前
[00:00:06.800 --> 00:00:08.000]  就好像師哥那樣講
[00:00:08.000 --> 00:00:10.000]  我們好像一個小朋友一樣
[00:00:10.000 --> 00:00:12.800]  我們在祢面前去真的仰望祢
[00:00:12.800 --> 00:00:14.400]  安躺在祢裏面
[00:00:14.400 --> 00:00:16.400]  向祢去求恩典
[00:00:16.400 --> 00:00:18.600]  主就願意祢親自施恩幫助我們
[00:00:18.600 --> 00:00:22.600]  讓我們再一次被祢的愛去吸引感動
[00:00:22.600 --> 00:00:23.800]  我們仰望祢
[00:00:23.800 --> 00:00:25.400]  我們將整個敬拜獻呈給祢
[00:00:25.400 --> 00:00:26.400]  求祢親自閱立
[00:00:26.400 --> 00:00:27.600]  我們仰望祢
[00:00:27.600 --> 00:00:29.400]  聽我們祈禱奉主耶穌的名求
[00:00:29.400 --> 00:00:30.400]  阿門
[00:00:59.400 --> 00:01:00.400]  高沒耶穌
[00:01:00.400 --> 00:01:02.200]  讓我們都去看這段經文
[00:01:02.200 --> 00:01:04.800]  路加方第七章三十六到五十節
[00:01:04.800 --> 00:01:07.200]  大家可以看前面的螢光幕
[00:01:07.200 --> 00:01:08.200]  或者你們打開聖經
[00:01:08.200 --> 00:01:10.200]  或者電話都可以
[00:01:10.200 --> 00:01:12.000]  讓我們一起去讀這段經文
[00:01:12.000 --> 00:01:15.000]  路加方第七章三十六到第五十節
[00:01:15.000 --> 00:01:16.400]  我們一起讀這段經文
[00:01:16.400 --> 00:01:17.600]  預備起
[00:01:17.600 --> 00:01:21.800]  有一個法利塞人請耶穌和他吃飯
[00:01:21.800 --> 00:01:25.400]  耶穌就到法利塞人家裏去坐寂
[00:01:25.400 --> 00:01:28.800]  那城裏有一個女人是個罪人
[00:01:28.800 --> 00:01:32.200]  知道耶穌在法利塞人家裏坐寂
[00:01:32.200 --> 00:01:34.800]  就拿著聖香膏的玉瓶
[00:01:34.800 --> 00:01:36.600]  站在耶穌背後
[00:01:36.600 --> 00:01:38.200]  挨著她的腳哭
[00:01:38.200 --> 00:01:40.600]  眼淚濕了耶穌的腳
[00:01:40.600 --> 00:01:43.000]  就用自己的頭髮擦乾
[00:01:43.000 --> 00:01:45.400]  又用嘴連連親她的腳
[00:01:45.400 --> 00:01:47.400]  把香膏抹上
[00:01:47.400 --> 00:01:50.400]  請耶穌的法利塞人看見這事
[00:01:50.400 --> 00:01:51.400]  心裏說
[00:01:51.400 --> 00:01:53.400]  這人若是先知
[00:01:53.400 --> 00:01:55.400]  必知道我她的是誰
[00:01:55.400 --> 00:01:57.400]  是個怎樣的女人
[00:01:57.400 --> 00:01:59.000]  乃是個罪人
[00:01:59.000 --> 00:02:00.400]  耶穌對她說
[00:02:00.400 --> 00:02:03.400]  西門我有句話要對你說
[00:02:03.400 --> 00:02:05.800]  西門說夫子請說
[00:02:05.800 --> 00:02:06.800]  耶穌說
[00:02:06.800 --> 00:02:10.000]  一個債主有兩個人欠他的債
[00:02:10.000 --> 00:02:12.400]  一個欠五十兩銀子
[00:02:12.400 --> 00:02:14.600]  一個欠五兩銀子
[00:02:14.600 --> 00:02:16.800]  因為他們無力償還
[00:02:16.800 --> 00:02:20.600]  債主就開恩免了他們兩個人的債
[00:02:20.600 --> 00:02:23.600]  這兩個人哪一個更愛他呢
[00:02:23.600 --> 00:02:25.200]  西門回答說
[00:02:25.200 --> 00:02:27.800]  我想是那多得恩免的人
[00:02:27.800 --> 00:02:28.800]  耶穌說
[00:02:28.800 --> 00:02:30.400]  你斷的不錯
[00:02:30.400 --> 00:02:33.400]  於是轉過來向著那女人
[00:02:33.400 --> 00:02:35.000]  便對西門說
[00:02:35.000 --> 00:02:37.000]  你看見這女人嗎
[00:02:37.000 --> 00:02:38.600]  我進了你的家
[00:02:38.600 --> 00:02:40.800]  你沒有給我水洗腳
[00:02:40.800 --> 00:02:44.000]  但這女人用眼淚濕了我的腳
[00:02:44.000 --> 00:02:45.800]  用頭髮擦乾
[00:02:45.800 --> 00:02:47.800]  你沒有與我親嘴
[00:02:47.800 --> 00:02:50.600]  但這女人從我進來的時候
[00:02:50.600 --> 00:02:53.200]  就不住地用嘴親我的腳
[00:02:53.200 --> 00:02:55.600]  你沒有用油抹我的頭
[00:02:55.600 --> 00:02:58.400]  但這女人用香膏抹我的腳
[00:02:58.400 --> 00:03:00.200]  所以我告訴你
[00:03:00.200 --> 00:03:02.800]  她許多的罪都赦免了
[00:03:02.800 --> 00:03:04.600]  因為她的愛多
[00:03:04.600 --> 00:03:06.400]  但那赦免少的
[00:03:06.400 --> 00:03:08.000]  她的愛就少
[00:03:08.000 --> 00:03:10.000]  於是對那女人說
[00:03:10.000 --> 00:03:11.800]  你的罪赦免了
[00:03:11.800 --> 00:03:13.800]  同直的人心裡說
[00:03:13.800 --> 00:03:15.200]  這是甚麼人
[00:03:15.200 --> 00:03:17.200]  竟赦免人的罪呢
[00:03:17.200 --> 00:03:19.200]  耶穌對那女人說
[00:03:19.200 --> 00:03:21.000]  你的信救了你
[00:03:21.000 --> 00:03:23.600]  平平安安地回去吧
[00:03:51.000 --> 00:03:52.200]  這是一個法利賽人
[00:03:52.200 --> 00:03:54.200]  亦都沒有顯示這個法利賽人
[00:03:54.200 --> 00:03:56.200]  就是那個患大麻瘋的西門
[00:03:56.200 --> 00:03:58.200]  而這段經文最主要
[00:03:58.200 --> 00:04:00.200]  對耶穌提疑問的時候
[00:04:00.200 --> 00:04:02.200]  是這個法利賽人的西門
[00:04:02.200 --> 00:04:03.800]  其他方書的記載
[00:04:03.800 --> 00:04:06.600]  看見一個女人去高抹耶穌
[00:04:06.600 --> 00:04:08.600]  而看得很不順眼的
[00:04:08.600 --> 00:04:10.400]  那裡的描述是門徒
[00:04:10.400 --> 00:04:12.200]  而地方亦都不同
[00:04:12.200 --> 00:04:13.800]  所以雖然在方書裏面
[00:04:13.800 --> 00:04:15.800]  有其他三段的記載
[00:04:15.800 --> 00:04:17.800]  都講到同一個主題高抹
[00:04:17.800 --> 00:04:18.800]  即是耶穌
[00:04:18.800 --> 00:04:21.000]  但很大機會其實是講兩件事
[00:04:21.000 --> 00:04:22.200]  即不是同一件事
