
[00:00:00.000 --> 00:00:07.040]  還要跟弟兄姊妹一塊來讀詩篇一百一十九篇
[00:00:07.040 --> 00:00:21.060]  我們今天要思想的章節是在一百一十九篇的一百二十一節到一百三十六節這一段聖經
[00:00:21.060 --> 00:00:29.060]  我們一起先來讀一百二十一節到一百二十八節
[00:00:29.060 --> 00:00:38.060]  詩篇一百一十九篇一百二十一節到一百二十八節
[00:00:38.060 --> 00:00:42.060]  我們一起來
[00:00:42.060 --> 00:00:49.060]  我行過公平和公義,求您不要撇下我給欺壓我的人。
[00:00:49.060 --> 00:01:02.060]  請您為僕人做保,使我得好處,不容驕傲人欺壓我。我應盼望您的救恩,和您公義的話,也不盡失明。
[00:01:02.060 --> 00:01:09.060]  請您照您的慈愛待僕人,將您的余力教訓我。
[00:01:09.060 --> 00:01:22.060]  我是您的僕人,求您賜我慰藉信,使我得知您的法度。這次天花降臺的時候,醫人退了您的律法。
[00:01:22.060 --> 00:01:37.060]  所以我愛您的命令,聖於君子,更聖於君子。您一切的君子,在萬事上我都以為正直,我卻憤怒一切假道。
[00:01:37.060 --> 00:01:45.060]  我們先讀八節的聖經,我們先來看這一段給我們的教訓是什麼?
[00:01:45.060 --> 00:01:56.060]  這一段我們可以看到是義人,他是受到不公平、不公義的事情,他就要向神的禱告。
[00:01:56.060 --> 00:02:10.060]  這一段是有八節聖經,這八節聖經的大一可以說是義人受到不公義的時候,對待的時候,他的禱告。
[00:02:10.060 --> 00:02:23.060]  一開始他就向神申訴了,求神來判斷,我們碰到什麼事情,我們都帶到神的面前來,讓神來判斷。
[00:02:23.060 --> 00:02:37.060]  這是一百二十一節到一百二十二節,然後下來呢,他就是一直向神來告訴神的事情,就盼望能夠得到拯救。
[00:02:37.060 --> 00:02:53.060]  那麼是一百二十三節一百二十五節所講的,然後到了一百二十六節呢,就講到是神工作的時候,求神來做工來拯救他。
[00:02:53.060 --> 00:03:08.060]  最後這兩節呢,一百二十七呢,一百二十八呢,就講到他愛神的話,儘管他受到不公義的對待,但是他還是愛神的話,他恨惡一切的錯誤。
[00:03:08.060 --> 00:03:28.060]  一開始就是一百二十一節,就是說呢,他行過公平和公義,他說求你不要撇下我給欺壓的我的人,他說求你為普通作保,使我得好處,不容驕傲人欺壓我。
[00:03:28.060 --> 00:03:44.060]  這是說到他向神的申訴,當他受到不公平的對待的時候,他把自己的情形告訴神,這就是我們信主的人呢,我們有一個好處。
[00:03:44.060 --> 00:04:03.060]  我們在地上不一定有什麼後台,有什麼勢力,但是我們碰到這些不公正的事情,你怎麼能夠承受呢?第一個,你要把它帶到神的面前,就像詩人這樣,把我們的難處交給神,讓神來看。
[00:04:03.060 --> 00:04:25.060]  這個詩人自己說,我行過公平和公義,他不是說他每一件事情都做得很對,非常正確,也不是自誇自己怎麼正直,他呢是把自己的良心擺在神的面前,讓神來看。
[00:04:25.060 --> 00:04:47.060]  受逼迫的時候呢,這個良心呢是非常重要的,我們得救以後,神不斷地用我們的話語,叫我們存著一個無愧的良心來生活這個世上,隨著我們的生活工作呢,都要順服神。
[00:04:47.060 --> 00:05:09.060]  我們不管是做大的事情,或者小的事情,重要的事情,或者次要的事情,我們都要靠著我們對神的敬畏,讓我們的良心裡頭能夠有平安,我們就要在每一件事情上都盡著我們的力量,規規矩矩地來做,這是非常重要的。
[00:05:09.060 --> 00:05:28.060]  所以這個詩人呢,他說我行過公平和公義,就是說他在一切的事情上,他是願意按照良心的判斷來做,按照上面的規定來做,按照應該用正直的心來做。
[00:05:28.060 --> 00:05:41.060]  所以這個是一個很重要的事情,尤其當你受到逼迫的時候,這個良心,無愧的良心,對你的話是非常非常重要的。
[00:05:41.060 --> 00:06:01.060]  就是說到我們的生活工作呢,我們不但是行在神的面前,我們也是行在人的面前,我們遵守這些工作的地方的這些規定,遵守社會上政府所規定的這些法律。
[00:06:01.060 --> 00:06:11.060]  我們的良心,不是人看見了我們才規規矩矩地做,人就是看不見了,我們知道我們是行在神的面前。
[00:06:11.060 --> 00:06:22.060]  所以良心的見證呢,是非常重要的,特別是在你受到不公平對待的時候,良心是更加的重要。
[00:06:22.060 --> 00:06:32.060]  所以我們曾經也說,如果我們的心不遮背我們,那我們向著神呢,就可以坦然無拘了。
[00:06:32.060 --> 00:06:43.060]  如果人遮背我們,但是我們覺得我們並不是這樣,那你就會心裡頭會把這個事情看得不是那麼重,你會交託給神。
[00:06:43.060 --> 00:06:53.060]  如果你做的本來就不對,人家說你不對,那你就應該是謙卑的承認我是做的不夠。
[00:06:53.060 --> 00:07:00.060]  所以我是想到這個在逼迫的時候,是非常的重要的。
[00:07:00.060 --> 00:07:20.060]  你像我剛開始去工作的時候,那時候已經信了主了,所以在一切的事情上,不管什麼規章制度,上帝給分配的工作,我都是盡了我的力量,好好的去做的。
[00:07:20.060 --> 00:07:30.060]  有的時候,派我出去在市裡頭,出去辦一點事情,辦完事情以後呢,還要回到工作的地方。
[00:07:30.060 --> 00:07:42.060]  有的時候呢,回來的話,看著時間還早,或者很短時間,那我就不用回去了,我直接就回到家裡去了。
[00:07:42.060 --> 00:07:50.060]  有的時候看辦完事情以後,還有一個鐘頭,回到單位還有一個鐘頭時間,那我還是要回來。
[00:07:50.060 --> 00:07:54.060]  就是一個鐘頭要幹了多少事情,我還是要回來。
[00:07:54.060 --> 00:07:59.060]  那麼這個就是說,我的良心很無愧,我應該盡到我的力量。
[00:07:59.060 --> 00:08:09.060]  那麼領導上給我的工作,給我的任務,我都是盡了力量做,甚至可以說是超過自己的力量。
[00:08:09.060 --> 00:08:13.060]  有的時候工作一緊張一忙的話,都要加班。
[00:08:13.060 --> 00:08:27.060]  加班並不是上面說規定你晚上要加班,而是自己覺得,為了要在規定的日子完成這個工作的話,所以有時候晚上就沒有辦法回家。
[00:08:27.060 --> 00:08:37.060]  沒有辦法回家呢,你也沒有地方睡,所以加了班有幾個鐘頭以後呢,也回不去了。
[00:08:37.060 --> 00:08:43.060]  那怎麼辦呢,在辦公室裡頭拉幾個椅子,平起來,就睡在上面。
[00:08:43.060 --> 00:08:50.060]  就這樣的話,到第二天上班,那麼就多幹點工作。
[00:08:50.060 --> 00:08:54.060]  所以交給我的工作,我都是盡力去完成的。
[00:08:54.060 --> 00:09:05.060]  所以在受到這些批判,受到這些逼迫的時候呢,沒有人提出來我對工作有什麼不好的。
[00:09:05.060 --> 00:09:17.060]  人家可以說我思想落後,思想反動,但是他沒有說我投機取巧,你的工作沒有好好幹,你沒有完成任務。
[00:09:17.060 --> 00:09:24.060]  我總是比別人,跟別人一樣我都能完成任務,或者甚至可以超過別人。
[00:09:24.060 --> 00:09:30.060]  所以這樣的話,你的良心對你的話是一個很重的保護。
[00:09:30.060 --> 00:09:41.060]  如果你的工作就掉了當當,你再犯了別的錯誤,兩個都加起來呢,那就是覺得你就沒有辦法說話了。
[00:09:41.060 --> 00:09:47.060]  所以這個良心的見證呢,是我們神百姓喜樂的來源。
[00:09:47.060 --> 00:09:54.060]  就是你能夠安心,就是說你的良心上是存著一個無愧的良心。
[00:09:54.060 --> 00:09:57.060]  你對得起人,你也對得起神。
[00:09:57.060 --> 00:10:04.060]  這樣的話呢,在不公平對待的時候,是一個很重要的。
[00:10:04.060 --> 00:10:11.060]  所以師生說我行過公平和公義,但現在呢,受到人的欺壓。
[00:10:11.060 --> 00:10:20.060]  下面他就說呢,就是求神呢,為他做保,使他能夠繼續的行義。
[00:10:20.060 --> 00:10:29.060]  求神給他心裡頭有平安,求神給他有力量,能夠繼續的來做公。
[00:10:29.060 --> 00:10:42.060]  所以當我們遇到一些困難的時候,最重要的是我們來到神的面前,求神來幫助我們,來鼓勵我們。
[00:10:42.060 --> 00:10:56.060]  做保的意思呢,不是為我們打保票,那是來扶持我們,來安慰我們,來給我們力量,叫我們還能夠繼續來過這個日子。
[00:10:56.060 --> 00:11:09.060]  所以在受到逼迫,當法律都不夠落實的時候,我們就來到神的面前。
[00:11:09.060 --> 00:11:15.060]  在這個人壓迫我們的時候,我們還能夠生活下來。
[00:11:15.060 --> 00:11:24.060]  所以我們要求神,在我們有困難的時候,求神紀念我們,求神施恩給我們。
[00:11:24.060 --> 00:11:36.060]  所以這個三個點,一個就是原因,就是你怎麼能夠在逼迫中間,你還有良心的平安呢,因為你行公平公義。
[00:11:36.060 --> 00:11:42.060]  所以這樣的話,遭遇到困難呢,你心裡頭就有倚靠。
[00:11:42.060 --> 00:11:50.060]  一個呢,就是結果呢,就是不會被撇下,不會被撇下。
[00:11:50.060 --> 00:12:02.060]  當你在行公平公義,有神給你做保,有神加給你力量,那麼你就知道神紀念你,神與你同在。
[00:12:02.060 --> 00:12:11.060]  所以這樣的話呢,神呢,會在我們受到困難的時候,祂會來幫助我們。
[00:12:11.060 --> 00:12:22.060]  再下來到一百三十二節,到一百二十三節,到一百二十五節,祂就求神來拯救他。
[00:12:22.060 --> 00:12:32.060]  祂就等候神,所以祂說,我應盼望祢的救恩和祢公義的話,眼睛是明。
[00:12:32.060 --> 00:12:46.060]  他可能覺得這個事情不是很快就過去,可能有一段時間,雖然它是公平的公義的形式,但是給他的難處一直沒有過去。
[00:12:46.060 --> 00:12:53.060]  好像這個眼睛是明,好像都看不見前面有什麼希望一樣的。
[00:12:53.060 --> 00:12:58.060]  在這個時候,他就感謝神,神公義的話來了。
[00:12:58.060 --> 00:13:10.060]  這公義的話,就是神對我們所說的,給我們安慰的話,知道神與我們同在,就叫他能夠得到拯救的。
[00:13:10.060 --> 00:13:22.060]  所以我們在難處當中,我們沒有別的盼望,我們就是來等候神,等候神來拯救我們。
[00:13:22.060 --> 00:13:33.060]  很可能你不知道什麼時候這個難處能過去,但是你知道神一定會與你同在,一定會帶你過來。
[00:13:33.060 --> 00:13:40.060]  長和短不知道,但是知道結果呢,神一定會幫助我的。
[00:13:40.060 --> 00:13:58.060]  所以我感謝神,經過有好多年以後,在有一天早晨,我讀到聖荒日影上,那天有一件神經說,
[00:13:58.060 --> 00:14:09.060]  他說的是加拿大書第五章第一節,就是講到神的拯救。
[00:14:09.060 --> 00:14:21.060]  所以在這節讀了以後呢,我就不知道什麼意思,每天都讀一節兩節聖經,那麼就去上班了。
[00:14:21.060 --> 00:14:35.060]  結果在辦公室裡呢,一個管政治的科長進來跟我說,他說恭喜你,有一件大事情要告訴你。
[00:14:35.060 --> 00:14:48.060]  我說什麼事情啊?他說北京的法院來了公文,說當年給你判決的判決太過重了,
[00:14:48.060 --> 00:15:05.060]  所以他現在來公文給你改正,他說你現在就是把過去判決的東西取消,你就恢復你本來的身分了。
[00:15:05.060 --> 00:15:11.060]  本來你是反革命分子,天主就把這個反革命分子給你摘除了。
[00:15:11.060 --> 00:15:24.060]  那這個是非常的奇妙,因為這個事情已經是二十年以前了,在五九年給我的判決,到七九年才給我平反。
[00:15:24.060 --> 00:15:37.060]  這二十年,公文裡頭倒是很巧妙,留了一個後話,他說徐青年這個人錯是有錯的,但是不應該給他判這麼重。
[00:15:37.060 --> 00:15:46.060]  就這麼一句話,二十年的一些不公平的對待,一筆就勾銷了。
[00:15:46.060 --> 00:15:53.060]  錯還是錯,誰沒有錯啊,每個人都有錯,但是錯跟犯法是不一樣的。
[00:15:53.060 --> 00:16:05.060]  但是在當時的話,我覺得這樣就很好了,不要再去追究別的事情了,能夠恢復一個正常的身分就很好了。
[00:16:05.060 --> 00:16:15.060]  而且他跟我說,這下你好了,因為七九年的時候,我的母親正要申請我到加拿大來看她。
[00:16:15.060 --> 00:16:25.060]  因為有二十多年,三十年沒有見面了,那麼改革開放呢,這點好處呢,就來了,就可以出國了。
[00:16:25.060 --> 00:16:31.060]  那麼當時我已經是提出申請了,但是一直沒有批下來。
[00:16:31.060 --> 00:16:43.060]  所以那個科長跟我說,這下你要申請出國,你的希望比較大一些了,就少了這個身分的問題了。
[00:16:43.060 --> 00:16:59.060]  就看見神不會說不管我們的事情,有長有短,可能有時候你禱告一下子很快,神就答應你的禱告了,難處就過去了,有的可能很長。
[00:16:59.060 --> 00:17:07.060]  一年兩年你都看不見,十年八年你都看不見,但是神都知道的。
[00:17:07.060 --> 00:17:19.060]  你這件事情的話,神都紀念,神都知道,只要你能夠相信祂,依靠祂,到了時候,神一定給你開出路的。
[00:17:19.060 --> 00:17:38.060]  所以下面呢,他就求神呢,繼續的用慈愛來帶他,所以二十四就是說一百二十四呢,求以照著這個慈愛,帶苦人,求神繼續的來愛他,來帶領他。
[00:17:38.060 --> 00:17:52.060]  下面呢,將你的律例來教訓我,把你的話呢給我,你的話是我的生命,是我的力量。那麼他看到自己呢,還是有不夠的地方。
[00:17:52.060 --> 00:18:03.060]  雖然能說這事情也算平凡了,但是我還想到我還有很多地方在神面前,還是不夠忠心,不夠愛他,不夠信他。
[00:18:03.060 --> 00:18:23.060]  那麼就看到自己的不夠,這樣的話呢,我們在不滿足神的心意的時候呢,我們要求神更憐憫我們,幫助我們更多的來明白主的話。
[00:18:23.060 --> 00:18:37.060]  所以弟兄姊妹,神有的時候讓我們遇到一些疾病,或者一些困難的話,都是為了我們的好處。
[00:18:37.060 --> 00:18:53.060]  祂不是苦待我們,而是叫我們能夠來認識祂的愛,祂的憐憫,祂的信使,祂說的話,祂一定要成就,祂愛我們,就愛我們到底。
[00:18:53.060 --> 00:19:09.060]  所以這些難處,沒有難處的話,你體會不到神的愛,沒有難處的話,你不會覺得神的話是那麼寶貴,等到你的難處裡頭出來以後,你就能夠在生命上更能長大一點。
[00:19:09.060 --> 00:19:24.060]  更對神的話呢,你就更有信心,更有把握。那麼這樣的話,這些難處呢,都是叫我們生命的能夠長大,能夠經歷祂的話。
[00:19:24.060 --> 00:19:52.060]  到120世紀呢,祂就告訴我們,求神能夠把祂的慈愛對待我們,然後把這個花來教訓我們,也叫我們能夠來順服神的權柄,也祈求神的教導。
[00:19:52.060 --> 00:19:58.060]  所以這樣的話呢,我們就在生命上呢,就有長進。
[00:19:58.060 --> 00:20:14.060]  在這一段聖經裡頭,這個詩人呢,三次提到自己是神的僕人,他就向神呢,就求著悟性。
[00:20:14.060 --> 00:20:24.060]  什麼是最好的悟性呢?最好的悟性,不是說他能夠多聰明,他對事情處理是多麼有把握。
