
[00:00:00.000 --> 00:00:03.040]  無論你是一個小朋友
[00:00:03.040 --> 00:00:04.560]  青年人
[00:00:04.560 --> 00:00:07.320]  成年人 中年人
[00:00:07.320 --> 00:00:09.520]  還是一位長者
[00:00:09.520 --> 00:00:12.880]  每一天你做的事情
[00:00:12.880 --> 00:00:17.120]  都希望得到自己想要的東西
[00:00:17.120 --> 00:00:19.580]  小朋友想得到什麼呢
[00:00:19.580 --> 00:00:21.400]  可能有東西喫
[00:00:21.400 --> 00:00:23.200]  或者有東西玩
[00:00:23.200 --> 00:00:25.660]  或者更加重要是有人陪他玩
[00:00:25.660 --> 00:00:27.480]  對了 剛剛有個小朋友進來
[00:00:27.480 --> 00:00:28.980]  可能想有人陪他玩
[00:00:29.260 --> 00:00:31.860]  好了 青年人想得到什麼呢
[00:00:31.860 --> 00:00:33.800]  可能是得到知識
[00:00:33.800 --> 00:00:35.540]  或者有愛情
[00:00:35.540 --> 00:00:39.300]  成年人就可能想得到財富
[00:00:39.300 --> 00:00:40.660]  得到地位
[00:00:40.660 --> 00:00:44.360]  中年人希望得到安穩
[00:00:44.360 --> 00:00:45.360]  舒適
[00:00:45.360 --> 00:00:48.940]  長者就希望健康
[00:00:48.940 --> 00:00:49.940]  快樂
[00:00:49.940 --> 00:00:54.080]  想要得到自己想要的東西
[00:00:54.080 --> 00:00:57.100]  先決的條件就是要付出
[00:00:57.600 --> 00:01:00.460]  剛纔說了很多不同的人
[00:01:00.460 --> 00:01:01.700]  想得到不同的東西
[00:01:01.700 --> 00:01:03.020]  要付出什麼呢
[00:01:03.020 --> 00:01:04.820]  可能是付出時間
[00:01:04.820 --> 00:01:06.240]  付出體力
[00:01:06.240 --> 00:01:07.660]  付出心思
[00:01:07.660 --> 00:01:09.300]  總之有些東西要付出
[00:01:09.300 --> 00:01:12.700]  你纔可以得到想要的東西
[00:01:12.700 --> 00:01:16.580]  中國人有一個很有意思的詞語
[00:01:16.580 --> 00:01:18.200]  就叫做"捨得"
[00:01:18.200 --> 00:01:20.340]  舍不捨得
[00:01:20.340 --> 00:01:24.680]  要願意捨棄
[00:01:24.680 --> 00:01:27.000]  然後纔可以獲得
[00:01:27.340 --> 00:01:29.180]  大舍就會大得
[00:01:29.180 --> 00:01:30.920]  小舍就會小得
[00:01:30.920 --> 00:01:32.180]  不捨就不得
[00:01:32.180 --> 00:01:35.280]  所以舍不捨得呢
[00:01:35.280 --> 00:01:40.260]  這個智慧其實一早在聖經裏也說過
[00:01:40.260 --> 00:01:43.340]  那太馬可路加這三卷福音書
[00:01:43.340 --> 00:01:46.160]  同樣也有記載耶穌這句話
[00:01:46.160 --> 00:01:48.600]  耶穌說 若有人要跟從我
[00:01:48.600 --> 00:01:50.520]  就當捨己
[00:01:50.520 --> 00:01:54.320]  背起自己的十字架來跟從我
[00:01:54.720 --> 00:01:57.940]  這不僅僅是耶穌的要求
[00:01:57.940 --> 00:01:59.960]  在舊約世界裏
[00:01:59.960 --> 00:02:02.280]  每一個被神使用的人
[00:02:02.280 --> 00:02:04.360]  要得到上帝祝福的人
[00:02:04.360 --> 00:02:06.880]  其實他們也要先學習
[00:02:06.880 --> 00:02:11.240]  或者先經歷捨棄這一項挑戰
[00:02:11.240 --> 00:02:14.680]  今天我選擇了舊約聖經裏
[00:02:14.680 --> 00:02:17.380]  一位華府的經歷
[00:02:17.380 --> 00:02:21.020]  以及以利亞先知的經歷
[00:02:21.020 --> 00:02:23.560]  和大家分享這個題目
[00:02:23.560 --> 00:02:26.920]  叫做願舍才得
[00:02:26.920 --> 00:02:28.820]  你願意捨棄
[00:02:28.820 --> 00:02:33.000]  跟着你纔會有機會得到想得到的東西
[00:02:33.000 --> 00:02:36.020]  我們剛纔讀的那段經文
[00:02:36.020 --> 00:02:40.240]  其實也有很多人熟悉的故事
[00:02:40.240 --> 00:02:42.880]  這個故事的背景是怎樣的呢
[00:02:42.880 --> 00:02:44.080]  如果大家有聖經
[00:02:44.080 --> 00:02:47.440]  你可以翻開聶王紀上的第十七章
[00:02:47.440 --> 00:02:50.360]  很快就會看到這個故事的背景
[00:02:50.360 --> 00:02:52.560]  這個故事的背景就是
[00:02:52.560 --> 00:02:55.360]  上帝要讓旱災出現
[00:02:55.360 --> 00:02:57.040]  就是不下雨
[00:02:57.040 --> 00:03:01.240]  使得當時的以色列王阿哈
[00:03:01.240 --> 00:03:04.680]  去認識耶和華上帝的能力
[00:03:04.680 --> 00:03:07.440]  故此以利亞先知
[00:03:07.440 --> 00:03:10.120]  預先跟阿哈王說
[00:03:10.120 --> 00:03:14.120]  如果他不討告求主降雨的話
[00:03:14.120 --> 00:03:16.880]  在之後的幾年就會不下雨
[00:03:16.880 --> 00:03:18.320]  不單止不下雨
[00:03:18.320 --> 00:03:20.320]  連露水都不會有
[00:03:20.320 --> 00:03:22.640]  就是非常的乾旱
[00:03:22.640 --> 00:03:29.320]  上帝爲了讓以利亞能夠渡過旱災的日子
[00:03:29.320 --> 00:03:32.960]  能夠繼續保存他的生命
[00:03:32.960 --> 00:03:35.360]  因此上帝先吩咐
[00:03:35.360 --> 00:03:38.680]  以利亞要去到約旦河東邊
[00:03:38.680 --> 00:03:41.520]  有一條溪叫做基納
[00:03:41.520 --> 00:03:43.320]  基納溪的旁邊
[00:03:43.320 --> 00:03:45.800]  在那裏會有水飲
[00:03:45.800 --> 00:03:48.480]  而喫的東西是一隻烏鴉
[00:03:48.480 --> 00:03:50.640]  不知是一隻還是很多隻
[00:03:50.640 --> 00:03:56.360]  有一隻烏鴉每天要帶肉和餅去供養以利亞
[00:03:56.360 --> 00:04:03.120]  所以這小小的片段在第17章第1至第7節裏面記載了
[00:04:03.120 --> 00:04:11.200]  烏鴉在基納溪旁邊供養了以利亞一段日子
[00:04:11.200 --> 00:04:14.240]  然後上帝又吩咐以利亞
[00:04:14.240 --> 00:04:16.240]  要去到另一個地方
[00:04:16.240 --> 00:04:21.400]  就是一個叫做在西頓的撒勒伐
[00:04:21.400 --> 00:04:28.080]  這個西頓的撒勒伐是一個外邦人居住的地方
[00:04:28.080 --> 00:04:35.880]  在那裏上帝安排了寡婦來供養以利亞
[00:04:35.880 --> 00:04:38.840]  通常我們讀到這段經文的時候
[00:04:38.840 --> 00:04:42.720]  重心就會放在以利亞的上邊
[00:04:42.720 --> 00:04:47.800]  因爲我們覺得無論是一隻烏鴉來供養以利亞
[00:04:47.800 --> 00:04:50.840]  或者是一個寡婦來供養以利亞
[00:04:50.840 --> 00:04:54.920]  對以利亞來說都是一個信心的考驗
[00:04:54.920 --> 00:05:00.600]  烏鴉,你可不可以吩咐烏鴉每天幾點飛來呢
[00:05:00.600 --> 00:05:02.600]  他聽你講就傻了
[00:05:02.600 --> 00:05:05.760]  或者你能夠和他溝通也很難
[00:05:05.760 --> 00:05:10.480]  對於以利亞來說,他知道根本沒可能吩咐一隻烏鴉來做事
[00:05:10.480 --> 00:05:12.280]  一定是上帝
[00:05:12.280 --> 00:05:16.280]  要由一位寡婦來供養以利亞
[00:05:16.280 --> 00:05:20.080]  以利亞也知道不是一件容易的事
[00:05:20.080 --> 00:05:24.560]  因爲寡婦自己也要找辦法生存
[00:05:24.560 --> 00:05:29.440]  怎樣才能夠供養到以利亞呢
[00:05:29.440 --> 00:05:35.000]  所以這段經文不僅是對於以利亞的信心考驗
[00:05:35.000 --> 00:05:40.680]  也對於在撒勒伐的寡婦來說是一個信心的考驗
[00:05:40.680 --> 00:05:44.520]  不過我們看到,從這個考驗裏面
[00:05:44.520 --> 00:05:50.800]  我們就知道什麼叫做願意捨棄,然後才能獲得
[00:05:50.800 --> 00:05:56.240]  這個故事出名的地方
[00:05:56.240 --> 00:05:59.560]  不僅僅是和以利亞有關
[00:05:59.560 --> 00:06:04.120]  更加重要是因爲在新約聖經裏面
[00:06:04.120 --> 00:06:11.920]  在耶穌和這羣不信的以色人講論的時候
[00:06:11.920 --> 00:06:15.440]  他再一次提到這個故事
[00:06:15.440 --> 00:06:20.160]  說的是先知在本地不受重視
[00:06:20.160 --> 00:06:23.760]  所以耶穌舉了以利亞爲例子
[00:06:23.760 --> 00:06:28.640]  在整個以色列羣體當中都有很多寡婦
[00:06:28.640 --> 00:06:34.320]  但爲什麼不在以色列人羣體當中找一個寡婦去供養以利亞
[00:06:34.320 --> 00:06:38.720]  而是要找一個外邦的寡婦去供養以利亞呢
[00:06:38.720 --> 00:06:43.960]  耶穌的解釋就是因爲在以色列人羣體當中
[00:06:43.960 --> 00:06:46.640]  他們不尊重先知
[00:06:46.640 --> 00:06:52.360]  所以耶穌就用了以利亞得到這位外邦的寡婦供養
[00:06:52.360 --> 00:06:55.840]  成爲一個描述的例子
[00:06:55.840 --> 00:06:59.840]  我們再看看這個撒勒伐的寡婦
[00:06:59.840 --> 00:07:02.800]  他是一個無依無靠的人
[00:07:02.800 --> 00:07:06.880]  他不僅要照顧自己的生活需要
[00:07:06.880 --> 00:07:09.720]  他更加是帶着一個孩子
[00:07:09.720 --> 00:07:13.240]  大家可以想象在一個古代的世界裏面
[00:07:13.240 --> 00:07:16.520]  是一件很艱難的事情
[00:07:16.520 --> 00:07:19.760]  而當以利亞遇到這位寡婦的時候
[00:07:19.760 --> 00:07:22.040]  我們在聖經當中就看到了
[00:07:22.040 --> 00:07:23.360]  他二話不說
[00:07:23.360 --> 00:07:25.760]  一開始就希望有水喝
[00:07:25.760 --> 00:07:28.920]  接着就希望有餅喫
[00:07:28.920 --> 00:07:31.880]  這兩樣東西,水和餅
[00:07:31.880 --> 00:07:34.320]  對於一般的家庭來說
[00:07:34.320 --> 00:07:36.320]  可能不是一個很大的問題
[00:07:36.320 --> 00:07:38.480]  但對於寡婦來說
[00:07:38.480 --> 00:07:40.480]  它是一個很大的重擔
[00:07:40.480 --> 00:07:42.000]  要喝水
[00:07:42.000 --> 00:07:44.160]  看來也應該不難
[00:07:44.160 --> 00:07:46.040]  因爲只要找到水源
[00:07:46.040 --> 00:07:46.920]  打水
[00:07:46.920 --> 00:07:49.720]  就可以給以利亞了
[00:07:49.720 --> 00:07:52.920]  但如果要用餅
[00:07:52.920 --> 00:07:56.320]  要找到這個,我們看到經文就知道了
[00:07:56.320 --> 00:07:58.320]  要有面粉
[00:07:58.320 --> 00:08:00.720]  要有油來做餅的話
[00:08:00.720 --> 00:08:04.080]  這個就是當時做餅的基本材料
[00:08:04.080 --> 00:08:05.840]  我們中國人有句話叫
[00:08:05.840 --> 00:08:08.640]  巧婦難爲無米炊
[00:08:08.640 --> 00:08:14.560]  就是一個最能幹最厲害的一位婦人
[00:08:14.560 --> 00:08:15.840]  你叫她煮一頓飯
[00:08:15.840 --> 00:08:17.040]  其實應該不難的
[00:08:17.040 --> 00:08:18.160]  最難的是什麼呢
[00:08:18.160 --> 00:08:19.320]  你沒有米給她
[00:08:19.320 --> 00:08:21.440]  她怎麼可以煮飯給你呢
[00:08:21.440 --> 00:08:23.120]  難道她會變法術嗎
[00:08:23.120 --> 00:08:25.120]  所以對於這個寡婦來說
[00:08:25.120 --> 00:08:27.760]  就算她是一個很大很大願意的
[00:08:27.760 --> 00:08:29.400]  服侍以利亞的心
[00:08:29.400 --> 00:08:32.080]  最大的問題就是她沒有這樣的能力
[00:08:32.080 --> 00:08:35.640]  可以去付出這些麪粉和油
[00:08:35.640 --> 00:08:39.760]  不過我們看到這個寡婦她真的厲害
[00:08:39.760 --> 00:08:41.640]  她有無比的勇氣
[00:08:41.640 --> 00:08:43.360]  和有很大的決心
[00:08:43.360 --> 00:08:47.880]  她竟然是按照着以利亞的請求來幫助她
[00:08:47.880 --> 00:08:49.560]  我們在第十二節
[00:08:49.560 --> 00:08:53.840]  我們看回經文第十二節你們會看到
[00:08:53.840 --> 00:08:55.280]  這個寡婦說什麼呢
[00:08:55.280 --> 00:08:57.760]  她說我只着永生的夜和華
[00:08:57.760 --> 00:08:59.400]  你的上帝起世
[00:08:59.400 --> 00:09:00.560]  我沒有餅
[00:09:00.560 --> 00:09:02.040]  潭內只有一把面
[00:09:02.040 --> 00:09:03.320]  平裏只有一點油
[00:09:03.320 --> 00:09:04.200]  去看啊
[00:09:04.200 --> 00:09:05.600]  我去找兩斤柴
[00:09:05.600 --> 00:09:07.920]  帶回家爲我和我兒子做餅
[00:09:07.920 --> 00:09:10.840]  我們喫了就等死吧
