
[00:00:00.000 --> 00:00:03.140]  我們讀一段聖經,在約翰福音第四章,
[00:00:03.140 --> 00:00:06.480]  我們要從46節讀到第54節。
[00:00:06.480 --> 00:00:08.500]  這是耶穌又到了加利利的迦納,
[00:00:08.500 --> 00:00:10.740]  就是他從前遍水為酒的地方,
[00:00:10.740 --> 00:00:13.900]  有一個大臣,他的兒子在迦百農患病。
[00:00:13.900 --> 00:00:16.360]  他聽見耶穌從猶太到了加利利,
[00:00:16.360 --> 00:00:19.560]  就來見他,求他下去醫治他的兒子,
[00:00:19.560 --> 00:00:21.240]  因為他兒子快要死了。
[00:00:21.240 --> 00:00:22.660]  耶穌就對他說,
[00:00:22.660 --> 00:00:25.700]  若不看見神蹟,其實你們總是不幸。
[00:00:25.700 --> 00:00:29.860]  那大臣說,先生求你,趁著我的孩子還沒有下去,
[00:00:29.860 --> 00:00:30.660]  就下去。
[00:00:30.660 --> 00:00:33.360]  耶穌對他說,回去吧,你的兒子活了。
[00:00:33.360 --> 00:00:36.360]  那人信耶穌所說的話,就回去了。
[00:00:36.360 --> 00:00:38.660]  正下去的時候,他僕人迎見他,
[00:00:38.660 --> 00:00:40.660]  說他的兒子活了。
[00:00:40.660 --> 00:00:42.660]  他就問,什麼時候好?
[00:00:42.660 --> 00:00:45.060]  他說,昨日未時熱就退了。
[00:00:45.060 --> 00:00:46.860]  他便知道,這正是耶穌對他說,
[00:00:46.860 --> 00:00:50.860]  你兒子活了的時候,他自己和全家都信了。
[00:00:50.860 --> 00:00:53.860]  這是耶穌在加利利行的第二件神蹟,
[00:00:53.860 --> 00:00:56.460]  是他從猶太回去以後行的。
[00:00:56.460 --> 00:00:59.060]  我們就讀到這裡。
[00:00:59.060 --> 00:01:01.360]  各位你們隨著十二月的來到,
[00:01:01.360 --> 00:01:04.660]  也是聖誕季節的開始。
[00:01:04.660 --> 00:01:08.460]  但今年的,我們看見新冠病毒的疫情,
[00:01:08.460 --> 00:01:13.460]  不但沒有減緩,反而是越來越嚴重。
[00:01:13.460 --> 00:01:16.260]  最近加州政府已經宣布我們,
[00:01:16.260 --> 00:01:21.460]  不久就要進入一個更嚴厲的封鎖政策當中。
[00:01:21.460 --> 00:01:25.260]  換言之說,今年的聖誕節可能是
[00:01:25.260 --> 00:01:29.660]  一個最沒有聖誕氣氛的聖誕節了。
[00:01:29.660 --> 00:01:34.660]  我就想到,第一個聖誕夜的光景,
[00:01:34.660 --> 00:01:36.860]  不就是這個樣子嗎?
[00:01:36.860 --> 00:01:40.060]  當時是黑暗籠罩大地,
[00:01:40.060 --> 00:01:44.860]  牧羊人在曠野岸的羹翅看守羊群。
[00:01:44.860 --> 00:01:48.260]  那是一個每天重複的生活,
[00:01:48.260 --> 00:01:53.860]  你一點沒有期待有什麼奇妙的事情會發生。
[00:01:53.860 --> 00:01:56.260]  但事實上,第一個聖誕夜,
[00:01:56.260 --> 00:02:00.860]  卻是一個充滿神蹟的夜晚,不是嗎?
[00:02:00.860 --> 00:02:04.460]  當牧羊人在黑暗的曠野裡面的時候,
[00:02:04.460 --> 00:02:07.660]  忽然間有大光照著他們,
[00:02:07.660 --> 00:02:13.660]  天使向他們宣告救主耶穌降生的好消息。
[00:02:13.660 --> 00:02:15.860]  瑪利亞雖然是童貞女,
[00:02:15.860 --> 00:02:18.460]  但她從聖靈感孕,
[00:02:18.460 --> 00:02:22.460]  而馬上就要生下神的兒子。
[00:02:22.460 --> 00:02:26.060]  當然更偉大的神蹟,就是神的兒子主耶穌,
[00:02:26.060 --> 00:02:30.260]  竟然為我們道成肉身降臨在這個世界上,
[00:02:30.260 --> 00:02:34.460]  為了將我們從罪惡當中能夠拯救出來。
[00:02:34.460 --> 00:02:39.660]  聖誕節真的是一個充滿神蹟的節日,
[00:02:39.660 --> 00:02:42.660]  因為我們所信的神是一位到如今
[00:02:42.660 --> 00:02:46.260]  都行神蹟騎士的神,Amen?
[00:02:46.260 --> 00:02:48.260]  所以當我們在慶祝聖誕的時候,
[00:02:48.260 --> 00:02:50.860]  無論我們的環境有多麼的黑暗,
[00:02:50.860 --> 00:02:53.660]  無論我們的環境有多麼沒有盼望,
[00:02:53.660 --> 00:02:56.060]  我們都應當憑著信心
[00:02:56.060 --> 00:03:02.260]  來期待神仍然要在我們生命當中做奇妙的事情。
[00:03:02.260 --> 00:03:07.460]  那你說,我們要經歷神的神蹟需要怎麼樣的信心呢?
[00:03:07.460 --> 00:03:09.260]  從今天這段經文當中,
[00:03:09.260 --> 00:03:12.660]  我們看見四個很重要的原則。
[00:03:12.660 --> 00:03:19.260]  第一個原則,信心是從聽見開始的。
[00:03:19.260 --> 00:03:22.460]  第四十七節這裡講到一位大臣,
[00:03:22.460 --> 00:03:27.260]  他的兒子患病,他聽見耶穌來到加利利。
[00:03:27.260 --> 00:03:30.460]  我相信他不但只是聽見耶穌的行程,
[00:03:30.460 --> 00:03:34.260]  他更是聽見過耶穌所說的話,
[00:03:34.260 --> 00:03:37.860]  也聽見過耶穌所行的神蹟騎士,
[00:03:37.860 --> 00:03:42.460]  否則他不會這麼渴慕要來尋找耶穌。
[00:03:42.460 --> 00:03:45.860]  信心永遠從聽見開始。
[00:03:45.860 --> 00:03:47.460]  那聽見什麼呢?
[00:03:47.460 --> 00:03:50.060]  羅馬書第十章十七節講得很清楚,
[00:03:50.060 --> 00:03:52.460]  可見信道是從聽道來的,
[00:03:52.460 --> 00:03:55.260]  聽道是從基督的話來的。
[00:03:55.260 --> 00:03:57.460]  其實正確的翻譯應該是,
[00:03:57.460 --> 00:04:00.860]  可見的信心是從聽見來的,
[00:04:00.860 --> 00:04:04.660]  聽見是從基督的話而來的。
[00:04:04.660 --> 00:04:07.660]  什麼時候當我們聽見基督的話的時候,
[00:04:07.660 --> 00:04:11.260]  在我們心靈的深處就會產生一個渴慕,
[00:04:11.260 --> 00:04:14.060]  一種對神的信心。
[00:04:14.060 --> 00:04:16.860]  那什麼是基督的話呢?
[00:04:16.860 --> 00:04:19.460]  我們看見在新約聖經裡面,
[00:04:19.460 --> 00:04:21.660]  每次講到神的話的時候,
[00:04:21.660 --> 00:04:25.660]  在希臘文有兩個字來講神的話,
[00:04:25.660 --> 00:04:27.460]  一個就是用logos,
[00:04:27.460 --> 00:04:30.260]  一個就是rhema,兩個字。
[00:04:30.260 --> 00:04:35.260]  那logos基本上是講到神所說的一切的話,
[00:04:35.260 --> 00:04:37.860]  但rhema是比較指的是
[00:04:37.860 --> 00:04:42.460]  神特別在這個時刻所說的話。
[00:04:42.460 --> 00:04:46.260]  而在這些聖經當中講到基督的話這個話語,
[00:04:46.260 --> 00:04:48.660]  就是用rhema這個字。
[00:04:48.660 --> 00:04:49.660]  換句話說,
[00:04:49.660 --> 00:04:53.460]  這些聖經應該說信心是從聽見來的,
[00:04:53.460 --> 00:04:59.660]  聽見是從神現在對你所說的話而來的。
[00:04:59.660 --> 00:05:02.060]  換句話說,不是隨便的一句話,
[00:05:02.060 --> 00:05:06.060]  而是現在神所要對你說的一句話。
[00:05:06.060 --> 00:05:09.060]  什麼時候當我們聽見神在這個時刻
[00:05:09.060 --> 00:05:11.660]  對我們所說的話的時候,
