
[00:00:00.000 --> 00:00:02.000]  威頂姐妹平安
[00:00:02.000 --> 00:00:05.000]  好一段日子
[00:00:05.000 --> 00:00:07.000]  未同大家喺呢度見面
[00:00:07.000 --> 00:00:10.000]  咁今日同大家講個題目呢
[00:00:10.000 --> 00:00:11.000]  就叫做
[00:00:11.000 --> 00:00:12.000]  對心說話
[00:00:12.000 --> 00:00:16.000]  其實每日我哋都會講好多嘢嘅
[00:00:16.000 --> 00:00:20.000]  同神講說話就叫做祈禱
[00:00:20.000 --> 00:00:24.000]  同人講話呢就叫做溝通
[00:00:24.000 --> 00:00:26.000]  大家彼此了解
[00:00:27.000 --> 00:00:30.000]  但係同個心講嘢
[00:00:30.000 --> 00:00:32.000]  同你自己嘅心講嘢呢
[00:00:32.000 --> 00:00:34.000]  嗰個叫做乜嘢呢
[00:00:34.000 --> 00:00:35.000]  安靜
[00:00:35.000 --> 00:00:37.000]  默想
[00:00:37.000 --> 00:00:38.000]  反思
[00:00:38.000 --> 00:00:40.000]  反省
[00:00:40.000 --> 00:00:41.000]  重整
[00:00:41.000 --> 00:00:44.000]  即係話睇下裏面有啲乜嘢呢
[00:00:44.000 --> 00:00:46.000]  我哋係疏忽咗
[00:00:46.000 --> 00:00:48.000]  唔記得咗
[00:00:48.000 --> 00:00:50.000]  混淆咗
[00:00:50.000 --> 00:00:53.000]  咁我就要同個心呢去講一啲嘢
[00:00:53.000 --> 00:00:55.000]  等佢呢整理下
[00:00:57.000 --> 00:00:58.000]  咁呢
[00:00:58.000 --> 00:01:01.000]  同大家今日呢就用時間嚟到講咩呢
[00:01:01.000 --> 00:01:03.000]  就係講關於
[00:01:03.000 --> 00:01:06.000]  詩篇一百零三篇
[00:01:06.000 --> 00:01:08.000]  ok
[00:01:08.000 --> 00:01:10.000]  ok
[00:01:10.000 --> 00:01:12.000]  我嘅心話
[00:01:12.000 --> 00:01:16.000]  喺舊約聖經呢出現咗十三次咁多
[00:01:16.000 --> 00:01:19.000]  自己對自己說話
[00:01:19.000 --> 00:01:22.000]  提醒自己當做嘅嘢
[00:01:22.000 --> 00:01:24.000]  要做嘅
[00:01:24.000 --> 00:01:26.000]  同埋唔要做嘅
[00:01:27.000 --> 00:01:30.000]  咁我讀就讀咗下聖經嗰十三節呢
[00:01:30.000 --> 00:01:32.000]  十三次係講緊乜嘢呢
[00:01:32.000 --> 00:01:33.000]  咁大家睇下喇喎
[00:01:33.000 --> 00:01:35.000]  我嘅心話
[00:01:35.000 --> 00:01:38.000]  不要與惡人同謀
[00:01:38.000 --> 00:01:40.000]  我嘅心話
[00:01:40.000 --> 00:01:43.000]  唔好同惡人聯絡去害人
[00:01:43.000 --> 00:01:45.000]  害人嘅命
[00:01:45.000 --> 00:01:48.000]  呢個喺創世紀四十九章第六節講嘅
[00:01:48.000 --> 00:01:52.000]  我嘅心話你曾經對耶和華講
[00:01:52.000 --> 00:01:53.000]  你係我嘅主
[00:01:53.000 --> 00:01:56.000]  我嘅好處唔喺你以外
[00:01:57.000 --> 00:01:59.000]  呢個係詩篇十六篇第二節
[00:01:59.000 --> 00:02:00.000]  大家都識背
[00:02:00.000 --> 00:02:03.000]  我嘅心話
[00:02:03.000 --> 00:02:05.000]  你為何憂悶
[00:02:05.000 --> 00:02:08.000]  為何在我裏面煩躁
[00:02:08.000 --> 00:02:10.000]  應當仰望神
[00:02:10.000 --> 00:02:13.000]  因他笑臉幫助我
[00:02:13.000 --> 00:02:16.000]  我還要稱讚他
[00:02:16.000 --> 00:02:18.000]  呢個係詩篇四十二篇
[00:02:18.000 --> 00:02:20.000]  第五節
[00:02:20.000 --> 00:02:21.000]  第十一節
[00:02:21.000 --> 00:02:22.000]  四十三篇
[00:02:22.000 --> 00:02:23.000]  第五節講嘅
[00:02:23.000 --> 00:02:25.000]  我仲記得
[00:02:25.000 --> 00:02:27.000]  當呢個疫情啱啱開始嘅時候
[00:02:27.000 --> 00:02:29.000]  三月十五號
[00:02:29.000 --> 00:02:32.000]  第一次要用呢個live stream
[00:02:32.000 --> 00:02:33.000]  直播呢
[00:02:33.000 --> 00:02:35.000]  講呢篇度
[00:02:35.000 --> 00:02:37.000]  就係我嘅心話
[00:02:37.000 --> 00:02:39.000]  你為何憂悶
[00:02:39.000 --> 00:02:42.000]  為何喺我裏面煩躁呢
[00:02:42.000 --> 00:02:47.000]  點樣走出呢個煩躁同埋憂悶嘅心境呢
[00:02:47.000 --> 00:02:50.000]  就係同大家講咗詩篇四十二篇
[00:02:50.000 --> 00:02:51.000]  同埋四十三篇
[00:02:52.000 --> 00:02:55.000]  但轉眼之間已經三年幾
[00:02:55.000 --> 00:02:57.000]  三年零七個月
[00:02:57.000 --> 00:02:59.000]  我嘅心話
[00:02:59.000 --> 00:03:01.000]  你當默默無聲
[00:03:01.000 --> 00:03:03.000]  專等候神
[00:03:03.000 --> 00:03:07.000]  因為我嘅盼望係從他而來
[00:03:07.000 --> 00:03:09.000]  呢個係詩篇六十二篇
[00:03:09.000 --> 00:03:10.000]  第五節
[00:03:10.000 --> 00:03:12.000]  我嘅心話
[00:03:12.000 --> 00:03:14.000]  你要稱頌耶和華
[00:03:14.000 --> 00:03:17.000]  呢個係詩篇一百零三篇
[00:03:17.000 --> 00:03:19.000]  陣間我哋會詳細啲講
[00:03:19.000 --> 00:03:20.000]  第一節
[00:03:20.000 --> 00:03:21.000]  第二節
[00:03:21.000 --> 00:03:22.000]  第二十二節
[00:03:22.000 --> 00:03:25.000]  同埋一百零四篇嘅第一節
[00:03:25.000 --> 00:03:27.000]  同埋第三十五節
[00:03:27.000 --> 00:03:30.000]  然後我嘅心話
[00:03:30.000 --> 00:03:32.000]  你要迎歸安樂
[00:03:32.000 --> 00:03:35.000]  因為耶和華用厚恩待你
[00:03:35.000 --> 00:03:38.000]  我哋成日覺得人
[00:03:38.000 --> 00:03:40.000]  代薄咗我哋
[00:03:40.000 --> 00:03:44.000]  我哋都好怕自己去代薄咗人哋
[00:03:44.000 --> 00:03:47.000]  但係神係永遠都唔會代薄我哋
[00:03:47.000 --> 00:03:50.000]  反而佢嘅恩典係厚恩嚟嘅
[00:03:50.000 --> 00:03:51.000]  厚厚嘅
[00:03:51.000 --> 00:03:53.000]  飄潑我哋身上面
[00:03:53.000 --> 00:03:55.000]  最後一節
[00:03:55.000 --> 00:03:56.000]  我嘅心話
[00:03:56.000 --> 00:03:59.000]  你要讚美耶和華
[00:03:59.000 --> 00:04:02.000]  呢個係詩篇一百四十六篇第一節
[00:04:02.000 --> 00:04:05.000]  呢個就係呢
[00:04:05.000 --> 00:04:08.000]  喺《求有聖經》裏面十三次提到
[00:04:08.000 --> 00:04:09.000]  我嘅心話
[00:04:09.000 --> 00:04:11.000]  我嘅心話
[00:04:11.000 --> 00:04:12.000]  你要做乜嘢
[00:04:12.000 --> 00:04:13.000]  你唔好做乜嘢
[00:04:13.000 --> 00:04:15.000]  你當做乜嘢
[00:04:15.000 --> 00:04:17.000]  好啦而家我哋進入去呢
[00:04:17.000 --> 00:04:19.000]  詩篇一百零三篇
[00:04:21.000 --> 00:04:22.000]  呢篇大家都識背嘅
[00:04:22.000 --> 00:04:26.000]  陣間藝長都同我哋一齊再唱回應
[00:04:26.000 --> 00:04:28.000]  試過都係呢一篇詩篇
[00:04:28.000 --> 00:04:34.000]  每日我上去個公園行
[00:04:34.000 --> 00:04:37.000]  梗有三首歌我係唱嘅
[00:04:37.000 --> 00:04:39.000]  第一首就係我嘅心話
[00:04:39.000 --> 00:04:41.000]  你要稱重耶和華
[00:04:41.000 --> 00:04:44.000]  第二首就係愛是不保留
[00:04:44.000 --> 00:04:46.000]  大家都識背嘅
[00:04:46.000 --> 00:04:48.000]  現代啲嘅歌
[00:04:48.000 --> 00:04:50.000]  第三首一定唱嘅就係
[00:04:50.000 --> 00:04:53.000]  倘若你問我天有幾高
[00:04:53.000 --> 00:04:57.000]  我唔敢給你回答
[00:04:57.000 --> 00:04:59.000]  陣間我再同大家講下
[00:04:59.000 --> 00:05:00.000]  好
[00:05:00.000 --> 00:05:02.000]  不如我哋一齊讀聖經好唔好
[00:05:02.000 --> 00:05:05.000]  藉住呢《詩人大衛》
[00:05:05.000 --> 00:05:07.000]  寫嘅咁美嘅詩歌就係
[00:05:07.000 --> 00:05:09.000]  我嘅心話你要點你要點
[00:05:09.000 --> 00:05:11.000]  大家一齊讀下啦好唔好
[00:05:11.000 --> 00:05:13.000]  一零三嘅一二三節
[00:05:13.000 --> 00:05:15.000]  一二三
[00:05:15.000 --> 00:05:16.000]  大衛的詩
[00:05:16.000 --> 00:05:18.000]  我的心話
[00:05:18.000 --> 00:05:21.000]  你要稱重耶和華
[00:05:21.000 --> 00:05:23.000]  凡在我裡面的
[00:05:23.000 --> 00:05:26.000]  也要稱重他的聖名
[00:05:26.000 --> 00:05:28.000]  我的心話
[00:05:28.000 --> 00:05:31.000]  你要稱重耶和華
[00:05:31.000 --> 00:05:35.000]  不可忘記他的一切恩惠
[00:05:35.000 --> 00:05:39.000]  他赦免你的一切罪孽
[00:05:39.000 --> 00:05:42.000]  醫治你的一切疾病
[00:05:42.000 --> 00:05:43.000]  未完嘅
[00:05:43.000 --> 00:05:45.000]  不過我想大家讀咗三節之後呢
[00:05:45.000 --> 00:05:47.000]  同我做一樣嘢
[00:05:47.000 --> 00:05:49.000]  就係你試下而家留意
[00:05:49.000 --> 00:05:51.000]  重複嘅字眼
[00:05:51.000 --> 00:05:52.000]  譬如
[00:05:52.000 --> 00:05:55.000]  喺呢三節裡面
[00:05:55.000 --> 00:05:57.000]  你覺得有咩字係重複㗎
[00:05:57.000 --> 00:06:00.000]  稱重啦
[00:06:00.000 --> 00:06:01.000]  係啦
[00:06:01.000 --> 00:06:02.000]  仲有呢
[00:06:02.000 --> 00:06:03.000]  心啦
[00:06:03.000 --> 00:06:04.000]  我個心啦
[00:06:04.000 --> 00:06:05.000]  仲有呢
[00:06:05.000 --> 00:06:07.000]  一切啦
[00:06:07.000 --> 00:06:08.000]  係啦
[00:06:08.000 --> 00:06:09.000]  嘩
[00:06:09.000 --> 00:06:10.000]  大家好叻
[00:06:10.000 --> 00:06:11.000]  呢度有三個一切
[00:06:11.000 --> 00:06:12.000]  一切嘅恩惠
[00:06:12.000 --> 00:06:14.000]  唔好忘記一切嘅恩惠喎
[00:06:14.000 --> 00:06:15.000]  我哋有時候呢
[00:06:15.000 --> 00:06:17.000]  唔忘記人對我嘅恩惠喎
[00:06:17.000 --> 00:06:18.000]  得人恩惠呀
[00:06:18.000 --> 00:06:19.000]  千年記㗎嘛
[00:06:19.000 --> 00:06:20.000]  係咪呀
[00:06:20.000 --> 00:06:22.000]  所以我哋一定會記得㗎
[00:06:22.000 --> 00:06:24.000]  但係我哋有冇忘記神
[00:06:24.000 --> 00:06:26.000]  畀我哋一切嘅恩惠呢
[00:06:26.000 --> 00:06:27.000]  呢度提醒我哋
[00:06:27.000 --> 00:06:28.000]  我哋要㗎喎
[00:06:28.000 --> 00:06:32.000]  而且佢赦免我哋一切嘅罪孽喎
[00:06:32.000 --> 00:06:35.000]  有冇一樣嘢罪係神赦免唔到㗎呢
[00:06:35.000 --> 00:06:37.000]  冇
[00:06:37.000 --> 00:06:39.000]  但係我哋有時有一樣嘢
[00:06:39.000 --> 00:06:41.000]  要算唔到人㗎喎
[00:06:41.000 --> 00:06:43.000]  嗰個可能係你嘅父母㗎
[00:06:43.000 --> 00:06:47.000]  可能你唔可以寬恕你兄弟姊妹講過嘅嘢
[00:06:47.000 --> 00:06:49.000]  又或者你唔可以呢
[00:06:49.000 --> 00:06:51.000]  原諒你嘅配偶
[00:06:51.000 --> 00:06:53.000]  對你一次嘅傷害
[00:06:53.000 --> 00:06:57.000]  我哋好多時都放唔過一樣嘢㗎
[00:06:57.000 --> 00:07:00.000]  但係我哋嘅天父我哋嘅神
[00:07:00.000 --> 00:07:02.000]  我哋嘅上主
[00:07:02.000 --> 00:07:04.000]  喺生命之道學嘅上主
[00:07:04.000 --> 00:07:08.000]  佢係能夠赦免我哋一切嘅罪孽
[00:07:08.000 --> 00:07:11.000]  仲有醫治你嘅一切疾病
[00:07:12.000 --> 00:07:15.000]  你話唔係呀我病完都再病喎
[00:07:15.000 --> 00:07:18.000]  呢個病呢明明好返呢又再返發喎
[00:07:18.000 --> 00:07:20.000]  咁點樣醫治我一切疾病呀咁
[00:07:20.000 --> 00:07:22.000]  弟兄姊妹
[00:07:22.000 --> 00:07:26.000]  疾病唔係淨係身體嘅疾病嚟㗎
[00:07:26.000 --> 00:07:29.000]  身體嘅疾病真係會一次好返
[00:07:29.000 --> 00:07:31.000]  第二次又嚟啦
[00:07:31.000 --> 00:07:34.000]  有冇人一世人淨係相逢過一次嘅
[00:07:34.000 --> 00:07:36.000]  好難呀係咪
[00:07:36.000 --> 00:07:38.000]  年年呀呢個季節開始啦
[00:07:38.000 --> 00:07:40.000]  醫生就會捉你去打
[00:07:40.000 --> 00:07:42.000]  咩針呀
[00:07:42.000 --> 00:07:45.000]  流感針係咪
[00:07:45.000 --> 00:07:48.000]  仲要加強添因為你過咗65歲呀嘛係咪
[00:07:48.000 --> 00:07:52.000]  但係你唔可能話打完之後就唔感冒㗎喎
[00:07:52.000 --> 00:07:54.000]  可能一打完就感冒添
[00:07:54.000 --> 00:07:58.000]  因為呢佢喺你身體度撩起咗你呢
[00:07:58.000 --> 00:08:01.000]  你啲係自己搞自己嗰啲感冒好唔舒服咁
[00:08:01.000 --> 00:08:04.000]  所以其實一切嘅疾病
[00:08:04.000 --> 00:08:06.000]  唔係淨係講我哋身體嘅疾病
[00:08:06.000 --> 00:08:09.000]  一切嘅疾病係指埋我哋嘅
[00:08:09.000 --> 00:08:11.000]  心靈嘅病
[00:08:11.000 --> 00:08:13.000]  我哋嘅思想嘅病
[00:08:13.000 --> 00:08:15.000]  我哋呢情緒嘅病
[00:08:15.000 --> 00:08:17.000]  我哋言語上面嘅病
[00:08:17.000 --> 00:08:18.000]  係咪呀
[00:08:18.000 --> 00:08:21.000]  所以呢我哋咩都去到神面前
[00:08:21.000 --> 00:08:23.000]  求佢醫治我哋
[00:08:23.000 --> 00:08:25.000]  佢真係做到㗎
[00:08:25.000 --> 00:08:28.000]  跟住再嚟呀你都係留意
[00:08:28.000 --> 00:08:30.000]  重複嘅字眼下
[00:08:30.000 --> 00:08:34.000]  一齊讀囉四五六一二三
[00:08:34.000 --> 00:08:36.000]  他救贖你的命
[00:08:36.000 --> 00:08:38.000]  脫離死亡
[00:08:38.000 --> 00:08:40.000]  人愛和慈悲
[00:08:40.000 --> 00:08:42.000]  為你的冠冕
[00:08:42.000 --> 00:08:44.000]  他用美物
[00:08:44.000 --> 00:08:47.000]  使你所願的得而知足
[00:08:47.000 --> 00:08:49.000]  以至你如嬰
[00:08:49.000 --> 00:08:51.000]  返老還童
[00:08:51.000 --> 00:08:53.000]  也或話施行
[00:08:53.000 --> 00:08:55.000]  公義為一切
[00:08:55.000 --> 00:08:57.000]  受屈的人
[00:08:57.000 --> 00:08:59.000]  慎怨
[00:08:59.000 --> 00:09:01.000]  呢度呢
[00:09:01.000 --> 00:09:03.000]  有冇重複字眼呢
[00:09:03.000 --> 00:09:05.000]  有一過一切啦係咪
[00:09:05.000 --> 00:09:08.000]  駁住一二三節裏面嘅
[00:09:08.000 --> 00:09:10.000]  就係神都係做一樣嘢就係為
[00:09:10.000 --> 00:09:12.000]  一切受屈嘅人
[00:09:12.000 --> 00:09:14.000]  伸冤喎
[00:09:14.000 --> 00:09:15.000]  唔係嗰啲
[00:09:15.000 --> 00:09:17.000]  有錢畀人屈嗰啲呢佢
[00:09:17.000 --> 00:09:19.000]  咁就神幫佢伸冤啦
[00:09:19.000 --> 00:09:21.000]  一來佢都有錢去打官司呢
[00:09:21.000 --> 00:09:23.000]  打甩咗佢嗰場
[00:09:23.000 --> 00:09:25.000]  即係受屈嘅
[00:09:25.000 --> 00:09:27.000]  即係官司嘅
[00:09:27.000 --> 00:09:29.000]  其實我哋嘅神施行公義
[00:09:29.000 --> 00:09:31.000]  係為一切
[00:09:31.000 --> 00:09:33.000]  無論你有錢冇錢
[00:09:33.000 --> 00:09:35.000]  無論你有學問無學問
[00:09:35.000 --> 00:09:37.000]  無論你喺社會地位有高有低
[00:09:37.000 --> 00:09:39.000]  但係如果你
[00:09:39.000 --> 00:09:41.000]  係唔被公平咁對待
[00:09:41.000 --> 00:09:43.000]  冇公義咁樣嚟到呢
[00:09:43.000 --> 00:09:45.000]  即係判決啲嘢嘅
