
[00:00:00.000 --> 00:00:02.340]  在正道的時間我們同心地來祈禱
[00:00:02.340 --> 00:00:06.260]  神的獨生兒子 耶穌基督
[00:00:06.260 --> 00:00:08.760]  求祢施恩可憐這個罪人
[00:00:08.760 --> 00:00:11.200]  以主耶穌基督的保血
[00:00:11.200 --> 00:00:14.080]  作為一次洗淨這個不配人的罪
[00:00:14.080 --> 00:00:19.040]  而耶穌基督的保血來遮蓋孩子的罪
[00:00:19.040 --> 00:00:21.900]  容讓主來高抹孩子的口
[00:00:21.900 --> 00:00:25.100]  能夠將主祢的恩言來宣廣
[00:00:25.100 --> 00:00:28.100]  能夠將主祢的恩言來解明
[00:00:28.640 --> 00:00:31.000]  與真理聖靈離開啓我們的心竅
[00:00:31.000 --> 00:00:33.500]  讓我們能夠進入真理
[00:00:33.500 --> 00:00:36.500]  恭迎將以下環節交托仰望
[00:00:36.500 --> 00:00:37.900]  願神保守
[00:00:37.900 --> 00:00:41.240]  因領祈禱賴奉耶穌基督聖名祈禱
[00:00:41.240 --> 00:00:42.140]  阿牧
[00:00:42.140 --> 00:00:43.900]  今天的講題是
[00:00:43.900 --> 00:00:47.600]  逆旅同行 更勝從前
[00:00:47.600 --> 00:00:52.440]  中心思想是在逆境裡面與神同行
[00:00:52.440 --> 00:00:54.500]  仰賴神的恭應
[00:00:54.500 --> 00:00:57.400]  縱使客觀的條件不足
[00:00:58.500 --> 00:01:01.200]  必勝必遠勝從前
[00:01:01.200 --> 00:01:06.000]  曾經聽過一個例子
[00:01:06.000 --> 00:01:12.800]  英國航空公司為了宣傳新開辦的航線
[00:01:12.800 --> 00:01:17.000]  舉行一場「別開生面」的比賽
[00:01:17.000 --> 00:01:23.900]  這個活動就是宣傳
[00:01:24.500 --> 00:01:30.400]  由曼徹斯特飛往倫敦的一條新的航線
[00:01:30.400 --> 00:01:37.600]  他們要參賽者提供意見和選擇
[00:01:37.600 --> 00:01:42.200]  就在曼徹斯特在倫敦這麼遠的距離
[00:01:42.200 --> 00:01:45.600]  有一個最快的時間能夠去到
[00:01:45.600 --> 00:01:48.300]  提供這個方法就贏了
[00:01:50.800 --> 00:01:54.600]  原意是宣傳航班
[00:01:54.600 --> 00:02:00.700]  大家有不同意見去收集或投稿寫信
[00:02:00.700 --> 00:02:04.200]  有人說搭飛機 有人說搭火車
[00:02:04.200 --> 00:02:07.200]  有人說不論任何方法
[00:02:07.200 --> 00:02:09.000]  在地圖裡面
[00:02:09.000 --> 00:02:12.600]  曼徹斯特在這裡 倫敦在這裡
[00:02:12.600 --> 00:02:14.900]  畫一條直線 用什麼方法都好
[00:02:14.900 --> 00:02:19.200]  由這點到這點就是一個最快的方法
[00:02:21.800 --> 00:02:25.900]  但結果就是出了意外
[00:02:25.900 --> 00:02:30.400]  並不是這些方法可以贏的
[00:02:30.400 --> 00:02:34.200]  大家從我今天講到的題目
[00:02:34.200 --> 00:02:35.700]  你會不會找到端倪
[00:02:35.700 --> 00:02:37.800]  猜一下這個答案是什麼呢
[00:02:37.800 --> 00:02:42.500]  答案就是同路人
[00:02:42.500 --> 00:02:48.200]  或者有人跟你同行
[00:02:48.800 --> 00:02:51.000]  這是一個最快的距離
[00:02:51.000 --> 00:02:55.800]  我去投影片來表達
[00:02:55.800 --> 00:02:58.100]  就去兩幅圖畫
[00:02:58.100 --> 00:03:08.600]  一幅就是香港地鐵的路線圖
[00:03:08.600 --> 00:03:10.500]  難道死了嗎?腦花痙攣
[00:03:10.500 --> 00:03:11.800]  好,sorry
[00:03:11.800 --> 00:03:15.900]  就是去地鐵的路線圖
[00:03:17.600 --> 00:03:21.700]  一幅是在電梯裡面
[00:03:21.700 --> 00:03:23.100]  你試過的
[00:03:23.100 --> 00:03:27.400]  在電梯裡面一個人
[00:03:27.400 --> 00:03:30.500]  大家擠在一起
[00:03:30.500 --> 00:03:34.400]  望下周圍又不好意思
[00:03:34.400 --> 00:03:36.300]  可能有男有女
[00:03:36.300 --> 00:03:37.800]  最好是什麼呢
[00:03:37.800 --> 00:03:41.100]  一起望著顯示板
[00:03:41.100 --> 00:03:44.300]  雖然不是漸漸停 不是層層停
[00:03:44.300 --> 00:03:49.500]  但是覺得怎麼這麼久都還沒到呢
[00:03:49.500 --> 00:03:50.300]  是不是?
[00:03:50.300 --> 00:03:52.300]  但是你也試過
[00:03:52.300 --> 00:03:55.100]  地鐵的流程圖
[00:03:55.100 --> 00:03:56.400]  就是去路線圖
[00:03:56.400 --> 00:03:59.800]  更遠的距離
[00:03:59.800 --> 00:04:05.300]  由荃灣去到柴灣
[00:04:05.300 --> 00:04:08.000]  如果一群人嘻嘻哈哈
[00:04:08.000 --> 00:04:10.000]  有講有笑
[00:04:10.000 --> 00:04:12.700]  轉眼就到了
[00:04:13.400 --> 00:04:15.000]  咦,這麼快就下車了
[00:04:15.000 --> 00:04:16.900]  是不是?
[00:04:16.900 --> 00:04:20.800]  我們逆旅同行
[00:04:20.800 --> 00:04:24.000]  神在這個艱難的旅程裡面
[00:04:24.000 --> 00:04:28.300]  再一次來召喚這群以色列人
[00:04:28.300 --> 00:04:31.800]  說:由我來跟你同在
[00:04:31.800 --> 00:04:34.600]  必定是更勝從前
[00:04:34.600 --> 00:04:36.700]  上回來到港島黑開書
[00:04:36.700 --> 00:04:40.200]  來宣告神的擇臂和勸勉
[00:04:41.800 --> 00:04:47.900]  神的霸聖終於重新來鎮作
[00:04:47.900 --> 00:04:53.000]  重新投入重建聖殿的經世之作
[00:04:53.000 --> 00:04:57.800]  不過只是一個很短的時間
[00:04:57.800 --> 00:04:59.300]  因為從經文裡面
[00:04:59.300 --> 00:05:02.800]  上回講到
[00:05:02.800 --> 00:05:08.000]  是大樓市第二年六月初一日
[00:05:09.100 --> 00:05:12.100]  也就是耶和華的話,直到先知哈哥
[00:05:12.100 --> 00:05:15.200]  向猶大省長、薩拉鐵的兒子索羅巴伯、
[00:05:15.200 --> 00:05:18.000]  約瑟答的兒子大仔斯、約書亞
[00:05:18.000 --> 00:05:21.400]  來到去擇臂勸勉他們
[00:05:21.400 --> 00:05:27.200]  於是他們就起來去做工
[00:05:27.200 --> 00:05:31.300]  經文裡講到第一章十五節
[00:05:31.300 --> 00:05:37.600]  就是大樓市王第二年六月二十四日
[00:05:38.300 --> 00:05:41.800]  就是先知的宣告以至行動
[00:05:41.800 --> 00:05:45.300]  相距大約是初一至二十四日
[00:05:45.300 --> 00:05:47.600]  今天我們講到
[00:05:47.600 --> 00:05:49.600]  經過廣播台主席的經文
[00:05:49.600 --> 00:05:52.400]  是七月二十一日
[00:05:52.400 --> 00:05:54.000]  即是我們講
[00:05:54.000 --> 00:05:55.400]  不夠一個月的時間
[00:05:55.400 --> 00:06:01.200]  神再一次來勸勉擇臂這班以色列人
[00:06:01.200 --> 00:06:05.000]  只是不足一個月的時間
[00:06:05.000 --> 00:06:08.000]  神的百姓就萌生退役了
[00:06:08.500 --> 00:06:13.600]  覺得重建聖殿的工作太艱巨、太沉重
[00:06:13.600 --> 00:06:15.800]  當初的熱誠
[00:06:15.800 --> 00:06:21.100]  就好像大家試過燒烤透露的時間
[00:06:21.100 --> 00:06:22.800]  用報紙來透露
[00:06:22.800 --> 00:06:25.800]  一點就有些報紙是怎樣的?
[00:06:25.800 --> 00:06:28.200]  很猛火的
[00:06:28.200 --> 00:06:31.700]  但是猛火是多久?
[00:06:31.700 --> 00:06:36.000]  一會兒而已,十幾二十秒就燒光了
[00:06:36.000 --> 00:06:37.800]  變為灰燼
[00:06:38.300 --> 00:06:39.600]  開火
[00:06:39.600 --> 00:06:43.800]  不知道大家有沒有類似經歷
[00:06:43.800 --> 00:06:50.400]  就在陪寧會、粉興會、夏寧會等聚會、刑會
[00:06:50.400 --> 00:06:52.400]  在一個再造的空間
[00:06:52.400 --> 00:06:56.600]  以及等待姐妹們來一起集宿
[00:06:56.600 --> 00:06:59.800]  在刑會裏面可能七日六夜、五日四夜什麼都好
[00:06:59.800 --> 00:07:03.300]  突然間覺得靈力充沛
[00:07:03.300 --> 00:07:06.300]  有港道、有祖祖會、有港經會
[00:07:06.300 --> 00:07:07.800]  晚上有粉興會
[00:07:07.800 --> 00:07:09.300]  晚宅式這樣
[00:07:09.300 --> 00:07:12.800]  嘩!
[00:07:12.800 --> 00:07:15.300]  好像吃了很多雞精似的
[00:07:15.300 --> 00:07:17.600]  突然間覺得很厲害
[00:07:17.600 --> 00:07:18.800]  靈力充沛
[00:07:18.800 --> 00:07:23.100]  立志是為神求大事、為神作大事
[00:07:23.100 --> 00:07:25.800]  但是這份極激情
[00:07:25.800 --> 00:07:29.100]  敵不過現實的殘酷
[00:07:29.100 --> 00:07:31.900]  回到生活的場景
[00:07:31.900 --> 00:07:34.400]  加班工作、子女學業
[00:07:35.000 --> 00:07:39.300]  所不清的家務、排山倒海、迎接不孝
[00:07:39.300 --> 00:07:42.600]  同樣以色列人面對極大的挑戰
[00:07:42.600 --> 00:07:46.700]  就是內在的灰心失意、外在的生活艱難
[00:07:46.700 --> 00:07:51.800]  重建工作會不會再次胎死腹中
[00:07:51.800 --> 00:07:54.400]  我們再看這篇文章
[00:07:54.400 --> 00:07:59.200]  李仁京問來到《黑開書》第二章
[00:07:59.200 --> 00:08:01.600]  就是一、二節這樣說
[00:08:02.400 --> 00:08:05.700]  他說去七月二十一日
[00:08:05.700 --> 00:08:09.000]  耶和華的華林道先至哈蓋
[00:08:09.000 --> 00:08:13.800]  李小玉、猶大省長、薩達吉爾子、索羅巴伯
[00:08:13.800 --> 00:08:16.400]  和約薩達吉爾子、大祭司、約書亞
[00:08:16.400 --> 00:08:17.400]  和聖夏巴星
[00:08:17.400 --> 00:08:19.400]  你們中間存留的
[00:08:19.400 --> 00:08:23.100]  有誰見過這殿從前的榮耀呢?
[00:08:23.100 --> 00:08:25.400]  現在看來如何
[00:08:25.400 --> 00:08:28.600]  豈不是眼中看為無有嗎?
[00:08:28.600 --> 00:08:32.200]  在七月二十一日
[00:08:32.500 --> 00:08:34.200]  是一個我標示的紅色
[00:08:34.200 --> 00:08:35.600]  是一個重要的日子
[00:08:35.600 --> 00:08:38.300]  是比起外在的情況
[00:08:38.300 --> 00:08:40.600]  而內在的困難就是說
[00:08:40.600 --> 00:08:44.400]  神去提出一些內心的疑問
[00:08:44.400 --> 00:08:47.200]  正如一章四節去說
[00:08:47.200 --> 00:08:49.600]  神去說這殿仍然荒涼
[00:08:49.600 --> 00:08:53.200]  你們自己還住天花板的房
[00:08:53.200 --> 00:08:56.200]  神來向我們這些以色列人提出質詢
[00:08:56.200 --> 00:08:58.700]  然後第二章
[00:08:59.900 --> 00:09:02.800]  第二節神再問他們
[00:09:02.800 --> 00:09:03.800]  他說:
[00:09:03.800 --> 00:09:07.300]  你們中間存留的
[00:09:07.300 --> 00:09:10.600]  有沒有見過這殿從前的榮耀?
[00:09:10.600 --> 00:09:14.400]  當中一定有
[00:09:14.400 --> 00:09:19.300]  可能有些人是
[00:09:19.300 --> 00:09:25.200]  我們說是第二批迴歸的人
[00:09:25.200 --> 00:09:28.900]  到重建聖殿有一個時間的間距
[00:09:29.100 --> 00:09:31.600]  有可能他們是
[00:09:31.600 --> 00:09:34.100]  回去的途中
[00:09:34.100 --> 00:09:35.900]  雖然是長途跋涉
[00:09:35.900 --> 00:09:40.800]  當中仍有長輩可以來經歷的旅程
[00:09:40.800 --> 00:09:44.000]  定居在耶路撒冷
[00:09:44.000 --> 00:09:47.400]  然後一段時間之後重建聖殿
[00:09:47.400 --> 00:09:49.000]  所以他們能夠見到
[00:09:49.000 --> 00:09:50.700]  也有機會是
[00:09:50.700 --> 00:09:54.600]  原初有些人沒有避老
[00:09:54.600 --> 00:09:58.800]  在以色列亡國的時間沒有避老到巴比倫
[00:09:59.400 --> 00:10:01.000]  他們停留在耶路撒冷
[00:10:01.000 --> 00:10:03.200]  所以他們能夠見到
[00:10:03.200 --> 00:10:07.300]  以前去所羅門所興建的聖殿
[00:10:07.300 --> 00:10:09.100]  那種的光輝
[00:10:09.100 --> 00:10:10.700]  那種的宏大
[00:10:10.700 --> 00:10:15.700]  那種去聖殿那種的宏偉
[00:10:15.700 --> 00:10:17.700]  對比今天
[00:10:17.700 --> 00:10:20.100]  就是怎樣呢?
[00:10:20.100 --> 00:10:22.100]  好像小巫見大巫
[00:10:22.100 --> 00:10:23.300]  好像怎樣呢?
[00:10:23.300 --> 00:10:25.500]  就是甚麼都不覺這樣
[00:10:25.500 --> 00:10:27.500]  我們看看屋的圖片
[00:10:28.000 --> 00:10:31.200]  就是講到7月21日是甚麼日子呢?
[00:10:31.200 --> 00:10:34.100]  7月21日其實就是一個
[00:10:34.100 --> 00:10:36.400]  經文講到
[00:10:36.400 --> 00:10:40.800]  從猶太人的歷法來講
[00:10:40.800 --> 00:10:43.700]  這是一個重要的日子
[00:10:43.700 --> 00:10:46.600]  如果用今天的日曆來算
[00:10:46.600 --> 00:10:49.700]  大概是10月中的時間
[00:10:49.700 --> 00:10:51.400]  是一個駐棚節來的
[00:10:51.400 --> 00:10:53.300]  是以色列人三大節期
[00:10:53.300 --> 00:10:57.200]  駐棚節亦稱為收藏節
[00:10:57.500 --> 00:11:01.500]  是將我們田間所種植的
[00:11:01.500 --> 00:11:02.700]  勞碌得利的
[00:11:02.700 --> 00:11:06.300]  初熟的來收藏
[00:11:06.300 --> 00:11:09.300]  我們要來過冬
[00:11:09.300 --> 00:11:12.400]  本來是慶祝豐收的日子
[00:11:12.400 --> 00:11:15.300]  大吃大喝的日子
[00:11:15.300 --> 00:11:17.600]  但是偏偏遇上甚麼?
[00:11:17.600 --> 00:11:20.300]  寒災
[00:11:20.300 --> 00:11:25.900]  是之前我們選擇性來失憶
[00:11:26.400 --> 00:11:29.100]  不肯去重建聖殿
[00:11:29.100 --> 00:11:30.100]  以致怎樣?
[00:11:30.100 --> 00:11:31.000]  寒災
[00:11:31.000 --> 00:11:32.700]  沒有雨了
[00:11:32.700 --> 00:11:39.700]  我們開始重建聖殿了
[00:11:39.700 --> 00:11:41.100]  神降下雨水
[00:11:41.100 --> 00:11:43.100]  不過,我們講軟水
[00:11:43.100 --> 00:11:44.800]  不能夠近火
[00:11:44.800 --> 00:11:47.400]  已經寒災了這麼久
[00:11:47.400 --> 00:11:50.900]  農作物和牲畜的成長已經大受打擊
[00:11:50.900 --> 00:11:53.700]  縱使恢復重建的工作
[00:11:53.700 --> 00:11:55.200]  下雨了
[00:11:55.800 --> 00:11:58.600]  但是寒災之後守城一定不好
[00:11:58.600 --> 00:12:03.200]  今年又要咬緊牙關
[00:12:03.200 --> 00:12:10.700]  因為先前種的農作物已經是失修了
[00:12:10.700 --> 00:12:12.400]  已經成長得不好了
[00:12:12.400 --> 00:12:14.000]  到現在
[00:12:14.000 --> 00:12:18.400]  本來是一個慶祝豐收的時間
[00:12:18.400 --> 00:12:19.500]  竟然是怎樣?
[00:12:19.500 --> 00:12:22.600]  沒有甚麼好慶祝的
[00:12:26.200 --> 00:12:27.700]  生活艱難
[00:12:27.700 --> 00:12:30.700]  今年又要咬緊牙關
[00:12:30.700 --> 00:12:36.700]  重建聖殿工作讓艱苦的生活百上加根
[00:12:36.700 --> 00:12:41.000]  如果我們想進一步了解避老回歸的意識
[00:12:41.000 --> 00:12:43.000]  人的生活是怎樣艱苦呢?
[00:12:43.000 --> 00:12:46.500]  可以參考尼希米記五章一到五節
[00:12:46.500 --> 00:12:48.200]  今天不讀了,或者不看了
[00:12:48.200 --> 00:12:51.900]  就是講到因為他們要交稅
[00:12:52.600 --> 00:12:56.100]  也都是因為他們生活的艱難
[00:12:56.100 --> 00:12:58.600]  他們要點蕩自己
[00:12:58.600 --> 00:13:03.800]  而來點蕩田地、點蕩生畜
[00:13:03.800 --> 00:13:07.900]  來舉債
[00:13:07.900 --> 00:13:10.800]  他們走來跟尼希米說
[00:13:10.800 --> 00:13:12.300]  我們甚麼都沒有
[00:13:12.300 --> 00:13:16.600]  來向尼希米伸冤
[00:13:16.600 --> 00:13:20.900]  講到這班避老回歸的百姓
[00:13:21.000 --> 00:13:25.200]  即是在遺留薩蘭的生活是怎樣艱苦
[00:13:25.200 --> 00:13:28.100]  相對我們來講
[00:13:28.100 --> 00:13:33.200]  七月是甚麼日子呢?
[00:13:33.200 --> 00:13:36.900]  七月是所羅門獻聖殿的日子
[00:13:36.900 --> 00:13:41.200]  在獵王記上八章
[00:13:41.200 --> 00:13:43.000]  是以他廉悅
[00:13:43.000 --> 00:13:44.600]  是所羅門時期
[00:13:44.600 --> 00:13:50.500]  是猶太聯合王國王朝的時間最興盛的時刻
[00:13:51.100 --> 00:13:54.400]  若貴由大衛城運到聖殿
[00:13:54.400 --> 00:13:58.800]  王和會眾所獻的牛羊多到數不完
[00:13:58.800 --> 00:14:01.500]  祭司從聖所裡面出來
