
[00:00:00.000 --> 00:00:02.500]  我哋先一齊祈禱
[00:00:02.500 --> 00:00:05.300]  首先我們感謝您的恩典
[00:00:05.300 --> 00:00:07.400]  給我們有生命氣息
[00:00:07.400 --> 00:00:09.700]  有機會可以來到敬拜您
[00:00:09.700 --> 00:00:12.500]  我們求聖靈在我們中間帶領我們
[00:00:12.500 --> 00:00:17.100]  好好學習怎樣去做一個誠實、誠實的人
[00:00:17.100 --> 00:00:19.000]  奉耶穌基督的名祈禱
[00:00:19.000 --> 00:00:19.600]  阿門
[00:00:19.600 --> 00:00:27.400]  今天我想先請大家想像一下
[00:00:29.000 --> 00:00:31.200]  你是不是很喜歡住在一個
[00:00:31.200 --> 00:00:35.100]  充滿謊言欺騙的城市裡面
[00:00:35.100 --> 00:00:37.400]  舉一些例子
[00:00:37.400 --> 00:00:41.600]  這個城市裡面的官長都是貪官
[00:00:41.600 --> 00:00:44.600]  對有錢人就沒什麼問題了
[00:00:44.600 --> 00:00:49.200]  但是中等階級和窮人就很慘了
[00:00:49.200 --> 00:00:51.400]  一定會被人欺負
[00:00:51.400 --> 00:00:53.500]  有冤無路訴
[00:00:53.500 --> 00:00:55.800]  譬如說你有一塊地
[00:00:55.800 --> 00:00:57.300]  賣了一百萬
[00:00:57.800 --> 00:01:03.200]  賣了之後才發現原來賣了給一個當官的兒子
[00:01:03.200 --> 00:01:08.600]  然後那個官就發一個開發煤礦的牌給他
[00:01:08.600 --> 00:01:13.000]  那塊地就馬上漲價漲到二千萬
[00:01:13.000 --> 00:01:16.000]  你會不會很開心
[00:01:16.000 --> 00:01:21.600]  這個城市裡面的商人都是很奸詐的
[00:01:21.600 --> 00:01:25.400]  你給足金的價錢買首飾
[00:01:25.600 --> 00:01:28.200]  希望是買一些999金的首飾
[00:01:28.200 --> 00:01:31.000]  但是回來一看原來是銅的
[00:01:31.000 --> 00:01:32.400]  只是倒了一些金
[00:01:32.400 --> 00:01:34.600]  你想買一隻肉牙
[00:01:34.600 --> 00:01:37.400]  後來發現原來是石頭染色的
[00:01:37.400 --> 00:01:39.400]  買雞蛋
[00:01:39.400 --> 00:01:41.200]  原來不是雞生的
[00:01:41.200 --> 00:01:42.600]  是工廠做出來的
[00:01:42.600 --> 00:01:44.600]  你買帶子
[00:01:44.600 --> 00:01:46.600]  買那些百果仁
[00:01:46.600 --> 00:01:49.400]  回來看看原來是塑膠的
[00:01:49.400 --> 00:01:53.200]  吃了如果不生病都謝天謝地了
[00:01:53.200 --> 00:01:55.000]  買醬油
[00:01:55.000 --> 00:01:57.800]  原來是水加鹽和一些染色素
[00:01:57.800 --> 00:02:00.000]  而不是黃豆釀製的
[00:02:00.000 --> 00:02:03.600]  住在這樣的城市
[00:02:03.600 --> 00:02:05.000]  如果有機會的話
[00:02:05.000 --> 00:02:06.600]  你會不會想移民呢
[00:02:06.600 --> 00:02:10.200]  或者在這個城市裡面認識一些朋友
[00:02:10.200 --> 00:02:13.400]  約他來吃一頓飯
[00:02:13.400 --> 00:02:16.000]  請他一家人都一起來了
[00:02:16.000 --> 00:02:17.600]  他們答應了的
[00:02:17.600 --> 00:02:20.800]  那你就將來買食物
[00:02:21.200 --> 00:02:25.200]  花了很多心思預備很多佳餚美點
[00:02:25.200 --> 00:02:27.400]  時間到了
[00:02:27.400 --> 00:02:29.000]  咦 朋友還沒來
[00:02:29.000 --> 00:02:30.600]  那你可能會想
[00:02:30.600 --> 00:02:32.000]  一定會來的
[00:02:32.000 --> 00:02:33.200]  再等一會吧
[00:02:33.200 --> 00:02:35.200]  等了半個小時
[00:02:35.200 --> 00:02:38.400]  朋友還沒來
[00:02:38.400 --> 00:02:39.800]  打電話去問問他
[00:02:39.800 --> 00:02:40.800]  朋友都說
[00:02:40.800 --> 00:02:43.200]  我們還沒到就不來了
[00:02:43.200 --> 00:02:47.400]  你還願不願意繼續
[00:02:47.400 --> 00:02:49.200]  跟這種不誠實
[00:02:49.400 --> 00:02:51.600]  不守諾言的人做朋友呢
[00:02:51.600 --> 00:02:55.400]  上個星期跟大家
[00:02:55.400 --> 00:02:58.000]  思想一個浸賢第一章
[00:02:58.000 --> 00:03:00.200]  第一章就是
[00:03:00.200 --> 00:03:03.600]  就是按照一個年輕人成長
[00:03:03.600 --> 00:03:04.800]  不同的階段
[00:03:04.800 --> 00:03:06.400]  來提醒他們
[00:03:06.400 --> 00:03:09.800]  小時候應該聽從父母
[00:03:09.800 --> 00:03:12.000]  到青年的時期
[00:03:12.000 --> 00:03:14.200]  就要小心結交朋友
[00:03:14.200 --> 00:03:17.800]  到成人的時期就要有所追求
[00:03:17.800 --> 00:03:20.000]  尤其是要追求知識
[00:03:20.000 --> 00:03:22.600]  是有關上帝的知識
[00:03:22.600 --> 00:03:24.800]  追求智慧
[00:03:24.800 --> 00:03:27.000]  是敬畏上帝的智慧
[00:03:27.000 --> 00:03:30.600]  這個就是智慧人生的法則
[00:03:30.600 --> 00:03:34.400]  那些教導都是很策略性的教導
[00:03:34.400 --> 00:03:38.000]  今天我們看浸賢第二章
[00:03:38.000 --> 00:03:42.600]  這裡的教導就是教導我們做人的原則
[00:03:42.600 --> 00:03:44.400]  是一些原則性的教導
[00:03:45.000 --> 00:03:50.600]  是教導我們在社會上要做個誠實正直的人
[00:03:50.600 --> 00:03:54.800]  有時候我們會想
[00:03:54.800 --> 00:03:58.000]  我們現在的社會
[00:03:58.000 --> 00:04:01.600]  很糟糕的
[00:04:01.600 --> 00:04:02.600]  很亂的
[00:04:02.600 --> 00:04:04.400]  有很多騙子的
[00:04:04.400 --> 00:04:08.000]  如果我們做誠實正直的人
[00:04:08.000 --> 00:04:11.200]  我們會不會很吃虧呢
[00:04:12.200 --> 00:04:15.400]  變得好像很傻似的經常被人騙呢
[00:04:15.400 --> 00:04:20.000]  我們要詳細地來看今天的經文
[00:04:20.000 --> 00:04:21.400]  去想一想
[00:04:21.400 --> 00:04:26.000]  為什麼要做誠實正直的人
[00:04:26.000 --> 00:04:28.200]  以及要怎樣做
[00:04:28.200 --> 00:04:34.000]  在今天的經文二章一至六節
[00:04:34.000 --> 00:04:38.800]  重覆了講敬畏上帝的重要
[00:04:40.200 --> 00:04:44.200]  這裡還進一步鼓勵年輕人
[00:04:44.200 --> 00:04:49.200]  要很熱心地去追求知識和智慧
[00:04:49.200 --> 00:04:52.200]  這裡還提到一些
[00:04:52.200 --> 00:04:56.600]  提到的知識不是一般學識
