
[00:00:00.000 --> 00:00:02.640]  各位聽眾姐妹 聖誕快樂
[00:00:02.640 --> 00:00:05.480]  感謝主
[00:00:05.480 --> 00:00:09.000]  今天我們在聖誕歌頌崇拜中
[00:00:09.000 --> 00:00:11.320]  一同分享詩歌
[00:00:11.320 --> 00:00:16.520]  一同跟大家分享神的話語
[00:00:16.520 --> 00:00:21.120]  雖然我們不能在教會裡實體崇拜
[00:00:21.120 --> 00:00:25.000]  但唯有在家中可以敬拜主
[00:00:25.000 --> 00:00:27.520]  我今天穿得比較輕鬆
[00:00:27.520 --> 00:00:34.960]  因為我們可以用歡喜快樂的心去敬拜主
[00:00:34.960 --> 00:00:36.120]  去讚美主
[00:00:36.120 --> 00:00:39.800]  因為主耶穌的降生是大喜的訊息
[00:00:39.800 --> 00:00:43.680]  剛才黃牧師跟我們讀了一段經文
[00:00:43.680 --> 00:00:47.240]  就是彼得對耶穌的認訊
[00:00:47.240 --> 00:00:50.400]  我想開始問一些問題
[00:00:50.400 --> 00:00:51.920]  我們下面也有一些同工
[00:00:51.920 --> 00:00:54.080]  他們會準備搶答
[00:00:54.080 --> 00:00:58.520]  我的題目是「你是尼塞亞」
[00:00:58.520 --> 00:00:59.640]  我想問一下
[00:00:59.640 --> 00:01:05.960]  「尼塞亞」這個字本身是什麼文?
[00:01:05.960 --> 00:01:09.520]  舊約學者黃培靈牧師回答了
[00:01:09.520 --> 00:01:12.440]  就是希伯來文
[00:01:12.440 --> 00:01:17.880]  當然聖經當時提到尼塞亞
[00:01:17.880 --> 00:01:18.800]  特別是新約的時候
[00:01:18.800 --> 00:01:21.040]  可能是亞蘭文講出來
[00:01:21.040 --> 00:01:27.680]  尼塞亞翻譯成希臘文
[00:01:27.680 --> 00:01:31.560]  是什麼文字呢?
[00:01:31.560 --> 00:01:35.120]  林文輝傳道理一搶出來就說了
[00:01:35.120 --> 00:01:38.040]  就是基督
[00:01:38.040 --> 00:01:42.240]  原來希伯來文就是尼塞亞
[00:01:42.240 --> 00:01:44.880]  希臘文就是基督
[00:01:44.880 --> 00:01:50.000]  但是這個意思是什麼呢?
[00:01:50.000 --> 00:01:54.240]  我們請神學家江泉道答
[00:01:54.240 --> 00:01:55.320]  他答到了
[00:01:55.320 --> 00:02:00.400]  就是「受高者」的意思
[00:02:00.400 --> 00:02:01.880]  「受高者」
[00:02:01.880 --> 00:02:02.760]  但是我想問一下
[00:02:02.760 --> 00:02:05.880]  大家知不知道尼塞亞這三個字
[00:02:05.880 --> 00:02:08.680]  舊約裡面有沒有呢?
[00:02:08.680 --> 00:02:10.320]  遠番答答到了
[00:02:10.320 --> 00:02:11.160]  沒有
[00:02:11.160 --> 00:02:12.720]  找不到
[00:02:12.720 --> 00:02:14.440]  為什麼呢?
[00:02:14.440 --> 00:02:17.960]  為什麼找不到呢?
[00:02:17.960 --> 00:02:19.480]  因為舊約裡面
[00:02:19.480 --> 00:02:23.560]  如果用希伯來文裡面的尼塞亞
[00:02:23.560 --> 00:02:26.120]  尼塞亞的字是什麼意思呢?
[00:02:26.120 --> 00:02:27.440]  翻譯出來
[00:02:27.440 --> 00:02:29.880]  中文聖經是什麼呢?
[00:02:29.880 --> 00:02:31.480]  是什麼字呢?
[00:02:31.480 --> 00:02:33.080]  黃永仁牧師答到了
[00:02:33.080 --> 00:02:36.480]  就是「受高者」的意思
[00:02:36.480 --> 00:02:38.400]  所以可能有動詞
[00:02:38.400 --> 00:02:39.160]  「高立」
[00:02:39.160 --> 00:02:42.360]  或者是一個名詞
[00:02:42.360 --> 00:02:43.960]  「受高者」
[00:02:43.960 --> 00:02:47.960]  特別有時主席是一個君王的「受高者」
[00:02:47.960 --> 00:02:50.480]  所以今天跟大家分享
[00:02:50.480 --> 00:02:52.560]  「你是尼塞亞」
[00:02:52.560 --> 00:02:54.400]  其實就是基督
[00:02:54.400 --> 00:02:58.760]  所以當耶穌問門徒
[00:02:58.760 --> 00:03:01.400]  「你們說是誰?」
[00:03:01.400 --> 00:03:02.560]  彼得就回答
[00:03:02.560 --> 00:03:03.640]  「你就是基督」
[00:03:03.640 --> 00:03:06.440]  但是當時彼得用阿蘭文說
[00:03:06.440 --> 00:03:09.680]  「你就是尼塞亞」
[00:03:09.680 --> 00:03:13.600]  所以有時我們用「尼塞亞降生」
[00:03:13.600 --> 00:03:16.520]  「尼塞亞降世為人」
[00:03:16.520 --> 00:03:21.680]  我們聽起來好像對「尼塞亞」的字沒那麼遙遠
[00:03:21.680 --> 00:03:24.640]  其實這個字好像很陌生
[00:03:24.640 --> 00:03:27.680]  但同時這個字對我們來說
[00:03:27.680 --> 00:03:30.280]  好像很期望
[00:03:30.280 --> 00:03:31.800]  好像很多世代裡
[00:03:31.800 --> 00:03:33.320]  特別在舊約裡
[00:03:33.320 --> 00:03:37.840]  他們很期待尼塞亞的降臨
[00:03:37.840 --> 00:03:40.640]  剛才我說了
[00:03:40.640 --> 00:03:44.800]  舊約裡翻譯為「受高者」
[00:03:44.800 --> 00:03:47.400]  或者是「高納」的意思
[00:03:47.400 --> 00:03:52.000]  所以「受高者」大有被神揀選和差遣
[00:03:52.000 --> 00:03:55.280]  然後完成神的使命
[00:03:55.280 --> 00:04:00.240]  但其實在舊約裡更多
[00:04:00.240 --> 00:04:02.560]  可能指著一個「受高者」
[00:04:02.560 --> 00:04:04.120]  是指著一種君王
[00:04:04.120 --> 00:04:05.760]  君王的「受高者」
[00:04:05.760 --> 00:04:07.920]  當然不只是君王
[00:04:07.920 --> 00:04:10.600]  大家知道舊約裡有幾種人物
[00:04:10.600 --> 00:04:12.840]  都可能被「高納」
[00:04:12.840 --> 00:04:14.480]  有哪幾種?
[00:04:14.480 --> 00:04:15.360]  有哪些童工?
[00:04:15.360 --> 00:04:16.840]  童工已經回答了
[00:04:16.840 --> 00:04:23.040]  有君王、祭司、先知
[00:04:23.040 --> 00:04:25.600]  童工都很踴躍搶答
[00:04:25.600 --> 00:04:31.640]  但很多時候
[00:04:31.640 --> 00:04:36.040]  當他們去盼望尼塞亞降臨的時候
[00:04:36.040 --> 00:04:40.000]  特別多指著一個君王的臨到
[00:04:40.000 --> 00:04:45.560]  特別是在大衛的宮廷裡
[00:04:45.560 --> 00:04:47.240]  大衛的後代裡
[00:04:47.240 --> 00:04:49.240]  有一個尼塞亞
[00:04:49.240 --> 00:04:53.640]  在這些猶太人裡
[00:04:53.640 --> 00:04:56.120]  他們慢慢去想像
[00:04:56.120 --> 00:05:00.440]  特別是在公元前兩百年
[00:05:00.440 --> 00:05:01.840]  在這些時間裡
[00:05:01.840 --> 00:05:08.200]  他們有很多對於尼塞亞降臨的想法和期望
[00:05:08.200 --> 00:05:10.520]  甚至有些人以為
[00:05:10.520 --> 00:05:12.480]  某個人就是尼塞亞降臨
[00:05:12.480 --> 00:05:16.040]  因為那段時間是亡國的時間
[00:05:16.040 --> 00:05:19.080]  他們在其他的帝國裡統治
[00:05:19.080 --> 00:05:23.720]  所以他們很想尼塞亞有一個君王
[00:05:23.720 --> 00:05:27.520]  帶領他們推翻了當時的帝國
[00:05:27.520 --> 00:05:31.120]  能夠建立自己的以色列王國
[00:05:31.120 --> 00:05:33.720]  所以會有這樣的想法
[00:05:33.720 --> 00:05:37.960]  話說在公元一百多年的時候
[00:05:37.960 --> 00:05:40.960]  也有類似的人說自己是尼塞亞
[00:05:40.960 --> 00:05:49.040]  帶領這些猶太人去做一些有軍隊
[00:05:49.040 --> 00:05:52.240]  去對當時帝國的叛變等等
[00:05:52.240 --> 00:05:54.600]  但當然都是失敗
[00:05:54.600 --> 00:05:56.200]  其實今天很多人
[00:05:56.200 --> 00:05:58.000]  都可能會自稱是尼塞亞
[00:05:58.000 --> 00:06:00.600]  自稱是基督在臨
[00:06:00.600 --> 00:06:06.520]  他們很期望在世界裡建立一個和平的制度
[00:06:06.520 --> 00:06:10.920]  或者建立一個特別的國度
[00:06:10.920 --> 00:06:15.440]  甚至他們說可能帶領你進入永恆的天國
[00:06:15.440 --> 00:06:19.880]  很多時歷代也有類似的人出現
[00:06:19.880 --> 00:06:26.600]  但我想說究竟在聖經裡有沒有預言
[00:06:26.600 --> 00:06:30.800]  特別是舊約是耶穌基督是尼塞亞呢?
[00:06:30.800 --> 00:06:32.920]  如果從新約去看的時候
[00:06:32.920 --> 00:06:41.040]  當然耶穌自己不會說自己是尼塞亞
[00:06:41.040 --> 00:06:50.240]  反而是先知的角色去將神的說話講解
[00:06:50.240 --> 00:06:56.920]  或者是一個僕人的形象去服侍周邊的人
[00:06:56.920 --> 00:07:02.680]  不會有一個很強的尼塞亞君王的形象出現
[00:07:02.680 --> 00:07:08.920]  但無論如何在舊約裡我們都會看到一些預言
[00:07:08.920 --> 00:07:12.520]  想考考大家
[00:07:12.520 --> 00:07:16.760]  上次參加主要學合班的時候
[00:07:16.760 --> 00:07:19.240]  江海眉傳道用了尼加書
[00:07:19.240 --> 00:07:23.760]  講一個舊主義預言的降生
[00:07:23.760 --> 00:07:27.840]  在尼加書五章二節提過
[00:07:27.840 --> 00:07:32.120]  將來有一位出現
[00:07:32.120 --> 00:07:34.120]  但為什麼他預言得這麼清晰呢?
[00:07:34.120 --> 00:07:37.400]  因為他在伯利恆裡出現
[00:07:37.400 --> 00:07:40.080]  講得很清楚
[00:07:40.080 --> 00:07:44.920]  甚至講明了伯利恆是以法他的伯利恆
[00:07:44.920 --> 00:07:51.120]  大衛王出生的地方裡有一個鷹鞋的降生
[00:07:51.120 --> 00:07:53.680]  歷史來說很特別
[00:07:53.680 --> 00:08:01.800]  耶穌基督肉身的父母約瑟瑪利亞是住在哪裡的?
[00:08:01.800 --> 00:08:03.600]  就是拿撒勒城
[00:08:03.600 --> 00:08:09.960]  但他們因為該撒拉古士督要報名上策
[00:08:09.960 --> 00:08:11.960]  要重新人口登記
[00:08:11.960 --> 00:08:14.280]  所以要回到自己的鄉下
[00:08:14.280 --> 00:08:20.120]  所以懷著新人的瑪利亞被約瑟瑪利亞帶著
[00:08:20.120 --> 00:08:22.600]  後夜趕回伯利恆城
[00:08:22.600 --> 00:08:26.840]  但那晚耶穌就在馬槽裡降生
[00:08:26.840 --> 00:08:32.320]  這個預言大概在公元前八世紀的時候
[00:08:32.320 --> 00:08:36.520]  尼迦先知已經預言出來了
[00:08:36.520 --> 00:08:38.840]  或者有時候在《但義理書》
[00:08:38.840 --> 00:08:41.160]  我們特別看後面那一段的時候
[00:08:41.160 --> 00:08:43.720]  講到耶路撒冷會重建
[00:08:43.720 --> 00:08:49.680]  經過了69.7年期的時候
[00:08:49.680 --> 00:08:51.360]  尼塞瓦就會出現了
[00:08:51.360 --> 00:08:54.120]  從他開始講耶路撒冷的重建
[00:08:54.120 --> 00:08:58.520]  到大白483年之後
[00:08:58.520 --> 00:09:02.960]  計算下來差不多是公元二十多三十年
[00:09:02.960 --> 00:09:03.440]  為什麼呢?
[00:09:03.440 --> 00:09:05.280]  因為那時三十年耶穌就降生了
[00:09:05.280 --> 00:09:10.240]  不過耶穌基督在受浸的時候
[00:09:10.240 --> 00:09:13.120]  天父說「這是我的愛子」那一刻
[00:09:13.120 --> 00:09:17.040]  就是一種確立
[00:09:17.040 --> 00:09:19.040]  祂就是尼塞瓦
[00:09:19.040 --> 00:09:20.840]  就是受高者
[00:09:20.840 --> 00:09:23.680]  所以這個年期就這樣出現了
[00:09:23.680 --> 00:09:26.880]  當然這些都是我們從聖經裡面
[00:09:26.880 --> 00:09:30.640]  舊約裡面很多的預言裡面
[00:09:30.640 --> 00:09:32.240]  我們都可以看得出來
[00:09:32.240 --> 00:09:33.240]  但更加重要
[00:09:33.240 --> 00:09:37.440]  我想今天和大家分享的就是
[00:09:37.440 --> 00:09:40.320]  既然尼塞瓦或者基督
[00:09:40.320 --> 00:09:44.040]  本身是一個受高者的意思的時候
[00:09:44.040 --> 00:09:45.560]  不如我們想多一點
[00:09:45.560 --> 00:09:49.280]  什麼叫做受高者呢?
[00:09:49.280 --> 00:09:50.680]  剛才說過
[00:09:50.680 --> 00:09:53.720]  當然在當時舊約的時候
[00:09:53.720 --> 00:09:58.520]  會為君王、會為祭司、會為先知都會高立他們
[00:09:58.520 --> 00:10:01.880]  把油倒在他們的頭上
[00:10:01.880 --> 00:10:03.920]  但是有人說
[00:10:03.920 --> 00:10:06.640]  一個很傳統的
[00:10:06.640 --> 00:10:09.880]  用油膏倒在頭上
[00:10:09.880 --> 00:10:13.280]  是從哪裡開始呢?
[00:10:13.280 --> 00:10:17.360]  原來有人說是從牧羊人那裡開始的
[00:10:17.360 --> 00:10:19.840]  牧羊人倒在哪裡呢?
[00:10:19.840 --> 00:10:22.960]  倒在羊的頭上
[00:10:22.960 --> 00:10:26.000]  為什麼要將油膏倒在羊的頭上呢?
[00:10:26.000 --> 00:10:34.600]  原來有時候羊毛會滋生一些蝨、昆蟲
[00:10:34.600 --> 00:10:37.800]  如果昆蟲跑到耳朵那裡
[00:10:37.800 --> 00:10:40.280]  牠們就很容易腐爛
[00:10:40.280 --> 00:10:44.480]  甚至羊會生病、死亡
[00:10:44.480 --> 00:10:53.440]  所以當時的牧羊人會將油倒在羊的頭上
[00:10:53.440 --> 00:10:54.480]  怎樣呢?
[00:10:54.480 --> 00:10:57.920]  令到羊毛很順滑
[00:10:57.920 --> 00:11:02.080]  順滑之後,昆蟲就不容易爬上去
[00:11:02.080 --> 00:11:04.000]  因為很滑
[00:11:04.000 --> 00:11:05.280]  很容易滑下來
[00:11:05.280 --> 00:11:08.480]  進不了耳朵,爬不上去
[00:11:08.480 --> 00:11:19.440]  所以油膏的意思是保護、防護、祝福
[00:11:19.440 --> 00:11:26.080]  當然在舊約的時候是一種賦予、權力
[00:11:26.080 --> 00:11:30.240]  但我們回顧耶穌基督
[00:11:30.240 --> 00:11:35.480]  事實上祂好像沒有被人高納過
[00:11:35.480 --> 00:11:40.520]  雖然耶穌是君王、先知、祭司
[00:11:40.520 --> 00:11:44.840]  最清楚的就是受高者
[00:11:44.840 --> 00:11:46.680]  就是尼塞亞
[00:11:46.680 --> 00:11:51.760]  但在實際上,祂有沒有被人高納過?
[00:11:51.760 --> 00:11:52.960]  應該沒有吧?
[00:11:52.960 --> 00:12:01.240]  可能馬尼亞曾經有油塗在祂的身體、腳上
[00:12:01.240 --> 00:12:03.680]  這不是正式的高納
[00:12:03.680 --> 00:12:06.520]  是種種塗抹的油
[00:12:06.520 --> 00:12:07.960]  但好像似乎沒有
[00:12:07.960 --> 00:12:12.560]  但是耶穌基督的高納是怎樣?
[00:12:12.560 --> 00:12:14.320]  祂說得很清楚
[00:12:14.320 --> 00:12:17.520]  在《路加福音》引用《爾賽亞書》所說
[00:12:17.520 --> 00:12:20.120]  祂說主的靈在我身上
[00:12:20.120 --> 00:12:23.400]  因為祂用高,高我
[00:12:23.400 --> 00:12:26.040]  叫我傳福音給貧窮的人
[00:12:26.040 --> 00:12:27.440]  差遣我宣告
[00:12:27.440 --> 00:12:28.920]  被老的得釋放
[00:12:28.920 --> 00:12:31.280]  失明的得體建
[00:12:31.280 --> 00:12:33.640]  受壓迫的可以得自由
[00:12:33.640 --> 00:12:37.600]  宣告神閲納人的欺凌
[00:12:37.600 --> 00:12:40.720]  這就是耶穌基督出來傳道的時候
[00:12:40.720 --> 00:12:43.840]  在會堂上拿起書卷
[00:12:43.840 --> 00:12:48.200]  一說就是這段舊約的《爾賽亞書》的經文
[00:12:48.200 --> 00:12:52.360]  說自己就是受高者
[00:12:52.360 --> 00:12:56.320]  而當時的《爾賽亞書》當然是舊約的經文
[00:12:56.320 --> 00:13:00.600]  耶穌要將自己成為受高者
[00:13:00.600 --> 00:13:04.960]  應驗用這段經文去講述
[00:13:04.960 --> 00:13:09.320]  不過祂說神的靈去高我
[00:13:09.320 --> 00:13:11.480]  神的靈高我
[00:13:11.480 --> 00:13:15.960]  令我能夠有種力量
[00:13:15.960 --> 00:13:18.600]  有種分享
[00:13:18.600 --> 00:13:20.840]  能夠從人去分享
[00:13:20.840 --> 00:13:24.400]  神閲納人的欺凌
[00:13:24.400 --> 00:13:27.280]  所以人可以在被老裡得釋放
[00:13:27.280 --> 00:13:29.480]  盲眼的可以看見
[00:13:29.480 --> 00:13:31.320]  跛腳的可以再行路
[00:13:31.320 --> 00:13:33.920]  受壓迫的可以得到自由
[00:13:33.920 --> 00:13:36.400]  這是耶穌基督給我們的
[00:13:36.400 --> 00:13:40.880]  所以今天我們想起尼塞亞的來臨的時候
[00:13:40.880 --> 00:13:44.240]  我們感受到一種力量在裡面
[00:13:44.240 --> 00:13:47.800]  感受到尼塞亞給我們一種祝福
[00:13:47.800 --> 00:13:50.320]  給我們一種力量
[00:13:50.320 --> 00:13:52.520]  給我們一種自由在裡面
[00:13:52.520 --> 00:13:54.400]  或者你會感受到
[00:13:54.400 --> 00:14:02.800]  耶穌給我們高納的香氣傳到我們身上
[00:14:02.800 --> 00:14:09.240]  所以當我們用圖畫去想耶穌基督的生命的時候
[00:14:09.240 --> 00:14:12.000]  我們發覺耶穌基督不是基督
[00:14:12.000 --> 00:14:13.440]  或者尼塞亞
[00:14:13.440 --> 00:14:16.240]  不是一個教條
[00:14:16.240 --> 00:14:18.640]  是一個生命
[00:14:18.640 --> 00:14:19.920]  是一條生命
[00:14:19.920 --> 00:14:22.400]  是一個分享的生命
[00:14:22.400 --> 00:14:29.240]  是一個帶著輕香的高柔的分享的生命
[00:14:29.240 --> 00:14:31.760]  我們平時都會有這樣的情況
