
[00:00:00.000 --> 00:00:02.000]  我哋一齊禱告
[00:00:02.000 --> 00:00:04.000]  天父我哋感謝你
[00:00:04.000 --> 00:00:06.000]  起碼你在我哋嘅當中
[00:00:06.000 --> 00:00:08.000]  你成為我哋嘅力量
[00:00:08.000 --> 00:00:10.000]  成為我哋嘅大影
[00:00:10.000 --> 00:00:12.000]  你成為我哋嘅主
[00:00:12.000 --> 00:00:14.000]  你又呼召我哋
[00:00:14.000 --> 00:00:16.000]  跟隨你 效法你
[00:00:16.000 --> 00:00:18.000]  求求下個天父
[00:00:18.000 --> 00:00:20.000]  賜我哋信心 勇氣
[00:00:20.000 --> 00:00:22.000]  同埋力量
[00:00:22.000 --> 00:00:24.000]  讓我哋能夠全面嘅交托
[00:00:24.000 --> 00:00:26.000]  效法我哋嘅主
[00:00:26.000 --> 00:00:28.000]  背起十字架
[00:00:28.000 --> 00:00:30.000]  跟隨我哋嘅主
[00:00:30.000 --> 00:00:32.000]  禱告奉耶穌的名
[00:00:58.000 --> 00:01:00.000]  當我哋聽嚟一定係貶義詞
[00:01:00.000 --> 00:01:02.000]  如果我有屋企
[00:01:02.000 --> 00:01:04.000]  如果我有家
[00:01:04.000 --> 00:01:06.000]  我又點樣
[00:01:06.000 --> 00:01:08.000]  會感染
[00:01:08.000 --> 00:01:10.000]  露宿街頭
[00:01:10.000 --> 00:01:12.000]  露宿街頭
[00:01:12.000 --> 00:01:14.000]  有種種嘅現身
[00:01:14.000 --> 00:01:16.000]  可能真係孤單
[00:01:16.000 --> 00:01:18.000]  可能係吸毒
[00:01:18.000 --> 00:01:20.000]  可能係因為精神問題
[00:01:20.000 --> 00:01:22.000]  有各式各樣嘅人
[00:01:22.000 --> 00:01:24.000]  係會被家人拋棄
[00:01:24.000 --> 00:01:26.000]  或者不得不離開家庭
[00:01:26.000 --> 00:01:28.000]  或者不得不離開家庭
[00:01:28.000 --> 00:01:30.000]  甚至無家可歸
[00:01:30.000 --> 00:01:32.000]  呢啲人
[00:01:32.000 --> 00:01:34.000]  就係露宿
[00:01:34.000 --> 00:01:36.000]  喺街頭
[00:01:36.000 --> 00:01:38.000]  回想喺1987年
[00:01:38.000 --> 00:01:40.000]  有個弟兄
[00:01:40.000 --> 00:01:42.000]  就嚟到我跟前話
[00:01:42.000 --> 00:01:44.000]  牧師
[00:01:44.000 --> 00:01:46.000]  我哋做咗好多嘅基層嘅工作
[00:01:46.000 --> 00:01:48.000]  不如我哋就做露宿者嘅工作
[00:01:48.000 --> 00:01:50.000]  你可唔可以去負責
[00:01:50.000 --> 00:01:52.000]  能夠幫助
[00:01:52.000 --> 00:01:54.000]  做啲露宿者嘅工作
[00:01:54.000 --> 00:01:56.000]  嗰個時間
[00:01:56.000 --> 00:01:58.000]  大概全港根據統計
[00:01:58.000 --> 00:02:00.000]  有三千名露宿者
[00:02:00.000 --> 00:02:02.000]  於是
[00:02:02.000 --> 00:02:04.000]  我哋就開展
[00:02:04.000 --> 00:02:06.000]  憑信心開展呢個工作
[00:02:06.000 --> 00:02:08.000]  最初開展嘅時候
[00:02:08.000 --> 00:02:10.000]  就喺
[00:02:10.000 --> 00:02:12.000]  茶灣浸稅會其中一個房間
[00:02:12.000 --> 00:02:14.000]  交咗個電話
[00:02:14.000 --> 00:02:16.000]  就開展咗露宿者嘅工作
[00:02:16.000 --> 00:02:22.000]  前任律政司
[00:02:22.000 --> 00:02:24.000]  黃仁龍先生
[00:02:24.000 --> 00:02:26.000]  都參與
[00:02:26.000 --> 00:02:28.000]  探訪呢啲露宿者嘅
[00:02:28.000 --> 00:02:30.000]  義工行列
[00:02:30.000 --> 00:02:32.000]  喺西環嘅防空洞
[00:02:32.000 --> 00:02:34.000]  去探訪呢啲
[00:02:34.000 --> 00:02:36.000]  無家可歸嘅人
[00:02:36.000 --> 00:02:40.000]  時代已經變
[00:02:40.000 --> 00:02:42.000]  我哋嘅心腸已經硬
[00:02:42.000 --> 00:02:44.000]  我哋對於呢一種現象
[00:02:44.000 --> 00:02:46.000]  對於呢啲無家可歸嘅人
[00:02:46.000 --> 00:02:48.000]  已經硬著心腸
[00:02:48.000 --> 00:02:50.000]  我哋唔再
[00:02:50.000 --> 00:02:52.000]  被呢啲
[00:02:52.000 --> 00:02:54.000]  流浪在街頭嘅人
[00:02:54.000 --> 00:02:56.000]  佢哋嘅困境
[00:02:56.000 --> 00:03:00.000]  被呢種處境所觸動
[00:03:00.000 --> 00:03:04.000]  近日教宗去到
[00:03:04.000 --> 00:03:06.000]  菲律賓主持一個
[00:03:06.000 --> 00:03:08.000]  大型嘅彌撒
[00:03:08.000 --> 00:03:10.000]  呢個大型嘅彌撒
[00:03:10.000 --> 00:03:12.000]  已過百萬人
[00:03:12.000 --> 00:03:16.000]  就喺呢個彌撒當中
[00:03:18.000 --> 00:03:20.000]  有個不足十歲嘅
[00:03:20.000 --> 00:03:22.000]  女孩
[00:03:22.000 --> 00:03:24.000]  佢致辭
[00:03:24.000 --> 00:03:28.000]  佢係被父母所棄養嘅
[00:03:28.000 --> 00:03:30.000]  一個女孩
[00:03:30.000 --> 00:03:34.000]  佢就喺咁
[00:03:34.000 --> 00:03:36.000]  咪前面就問
[00:03:36.000 --> 00:03:38.000]  教宗問題
[00:03:38.000 --> 00:03:42.000]  佢就問咁多嘅細路仔
[00:03:42.000 --> 00:03:44.000]  被父母遺棄
[00:03:44.000 --> 00:03:46.000]  成為受難者
[00:03:46.000 --> 00:03:48.000]  捲入咗毒品
[00:03:48.000 --> 00:03:50.000]  同埋賣淫
[00:03:50.000 --> 00:03:52.000]  佢話孩子犯咗咩錯呢
[00:03:52.000 --> 00:03:56.000]  點解上主
[00:03:56.000 --> 00:03:58.000]  會容許呢啲事
[00:03:58.000 --> 00:04:00.000]  發生喺我嘅身上呢
[00:04:00.000 --> 00:04:02.000]  點解
[00:04:02.000 --> 00:04:04.000]  喺呢個世界裏面
[00:04:04.000 --> 00:04:06.000]  咁少人嚟到幫助我哋
[00:04:06.000 --> 00:04:12.000]  教宗原本就有個廣告
[00:04:14.000 --> 00:04:16.000]  教宗原本有個廣章
[00:04:16.000 --> 00:04:18.000]  喺嗰個彌撒要講
[00:04:18.000 --> 00:04:22.000]  佢就放下佢嘅廣章
[00:04:22.000 --> 00:04:24.000]  擁抱咗個女孩
[00:04:24.000 --> 00:04:28.000]  呢個女孩淚流滿面
[00:04:28.000 --> 00:04:34.000]  教宗無回答佢嘅問題
[00:04:34.000 --> 00:04:36.000]  係回答點解上主將呢啲
[00:04:36.000 --> 00:04:38.000]  咁痛苦嘅嘢
[00:04:38.000 --> 00:04:40.000]  喺我嘅身上
[00:04:42.000 --> 00:04:44.000]  佢係會對住會眾再講
[00:04:44.000 --> 00:04:48.000]  佢對住會眾講
[00:04:48.000 --> 00:04:50.000]  佢話點解
[00:04:50.000 --> 00:04:52.000]  新聞仔受咁多個苦呢
[00:04:52.000 --> 00:04:56.000]  請大家苦心自問
[00:04:56.000 --> 00:05:00.000]  我哋有冇學會咗
[00:05:00.000 --> 00:05:02.000]  哭泣呢
[00:05:02.000 --> 00:05:06.000]  睇到咁多嘅街童
[00:05:06.000 --> 00:05:08.000]  所捱嘅飢餓
[00:05:08.000 --> 00:05:10.000]  街童嘅吸毒
[00:05:10.000 --> 00:05:12.000]  無家可歸
