
[00:00:00.000 --> 00:00:04.040]  今日是復活期的第六主日
[00:00:04.040 --> 00:00:06.760]  復活節是第一個主日
[00:00:06.760 --> 00:00:09.080]  教會年是分開兩部份的
[00:00:09.080 --> 00:00:13.760]  上半年是講到基督的生平的
[00:00:13.760 --> 00:00:18.360]  下半年是基督徒的生活的
[00:00:18.360 --> 00:00:22.000]  這兩部份的交接點
[00:00:22.000 --> 00:00:25.320]  不是復活日
[00:00:25.320 --> 00:00:27.360]  是聖靈降臨日
[00:00:27.360 --> 00:00:29.360]  就在這裏
[00:00:29.360 --> 00:00:32.960]  如果那個交接點是復活日的話
[00:00:32.960 --> 00:00:35.840]  耶穌父之後的四十天
[00:00:35.840 --> 00:00:38.760]  來解釋和門徒解釋
[00:00:38.760 --> 00:00:42.160]  天降奧秘就反高潮了
[00:00:42.160 --> 00:00:45.920]  耶穌基督的出生
[00:00:45.920 --> 00:00:48.280]  祂的公開傳道
[00:00:48.280 --> 00:00:50.880]  最後被釘死
[00:00:50.880 --> 00:00:53.600]  勝過死亡復活
[00:00:53.600 --> 00:00:55.880]  故事不在這裏結束
[00:00:55.880 --> 00:01:01.360]  真正結束的或是序幕開始
[00:01:01.360 --> 00:01:04.600]  就是祂父之後的五十天
[00:01:04.600 --> 00:01:06.360]  聖靈降臨
[00:01:06.360 --> 00:01:08.880]  教會誕生
[00:01:08.880 --> 00:01:10.440]  這個耶穌基督
[00:01:10.440 --> 00:01:12.880]  祂來世上最重要的工作
[00:01:12.880 --> 00:01:16.320]  所以祂父之後用四十天
[00:01:16.320 --> 00:01:21.840]  很詳細解釋天降奧秘
[00:01:21.840 --> 00:01:23.880]  耶穌落臨的時候
[00:01:23.880 --> 00:01:27.760]  我們用燭光轉臨期待祂的來臨
[00:01:27.760 --> 00:01:29.760]  當祂公開洗禮
[00:01:29.760 --> 00:01:31.160]  這個燭光
[00:01:31.160 --> 00:01:36.160]  變為在人眼前明亮的耀光
[00:01:36.160 --> 00:01:39.480]  但是在十字架上
[00:01:39.480 --> 00:01:43.560]  從正到深挫變成黑暗
[00:01:43.560 --> 00:01:45.360]  很黑很黑
[00:01:45.360 --> 00:01:47.160]  是圓
[00:01:47.160 --> 00:01:48.560]  圓黑
[00:01:48.560 --> 00:01:51.760]  但圓表示一種巧妙
[00:01:51.760 --> 00:01:53.960]  就是到祂第三天
[00:01:53.960 --> 00:01:56.160]  從死裡復活
[00:01:56.160 --> 00:01:59.560]  這個燭光、耀光、黑暗
[00:01:59.560 --> 00:02:01.560]  在耶穌父那一天
[00:02:01.560 --> 00:02:04.960]  就成為正午的日照
[00:02:04.960 --> 00:02:07.960]  不能仰視
[00:02:07.960 --> 00:02:10.360]  但再過五十天
[00:02:10.360 --> 00:02:11.760]  這個光
[00:02:11.760 --> 00:02:14.360]  曾經成為黑暗的光
[00:02:14.360 --> 00:02:15.960]  變為火焰
[00:02:15.960 --> 00:02:18.960]  落在門徒的頭上
[00:02:18.960 --> 00:02:20.760]  聖靈降臨
[00:02:20.760 --> 00:02:23.560]  教會開始
[00:02:23.560 --> 00:02:27.360]  這是耶穌基督整個教會工作的高潮
[00:02:27.360 --> 00:02:28.960]  就是教會的誕生
[00:02:28.960 --> 00:02:31.960]  你和我領受聖靈
[00:02:31.960 --> 00:02:33.560]  在地上成為
[00:02:33.560 --> 00:02:38.560]  耶穌基督的奧妙身體、奧體
[00:02:38.560 --> 00:02:40.560]  在十字架的基督
[00:02:40.560 --> 00:02:43.960]  好像母親孤單
[00:02:43.960 --> 00:02:47.360]  經歷生產的苦痛
[00:02:47.360 --> 00:02:49.960]  但母親不是孤單
[00:02:49.960 --> 00:02:51.960]  而是充滿喜樂的
[00:02:51.960 --> 00:02:54.560]  因為她知道生產之苦
[00:02:54.560 --> 00:02:58.160]  帶來生命的誕生
[00:02:58.160 --> 00:02:59.960]  基督被棄絕
[00:02:59.960 --> 00:03:02.160]  帶來神人的修和
[00:03:02.160 --> 00:03:05.360]  和友愛群體的誕生
[00:03:05.360 --> 00:03:07.360]  詩篇二十二篇
[00:03:07.360 --> 00:03:08.560]  第一節大家都很熟了
[00:03:08.560 --> 00:03:09.960]  我的神啊,我的神啊
[00:03:09.960 --> 00:03:12.160]  為什麼離棄我
[00:03:12.160 --> 00:03:16.160]  但到了詩篇二十二篇的二十二節
[00:03:16.160 --> 00:03:18.360]  一個轉向了
[00:03:18.360 --> 00:03:23.360]  就說我要將祢的名傳給我弟兄
[00:03:23.360 --> 00:03:27.160]  在會中我要讚美祢
[00:03:27.160 --> 00:03:30.960]  原來在十字架上
[00:03:30.960 --> 00:03:34.360]  我的神啊,我的神啊
[00:03:34.360 --> 00:03:35.960]  為什麼離棄我
[00:03:35.960 --> 00:03:38.560]  極其孤單的主
[00:03:38.560 --> 00:03:40.760]  祂看到祂的死
[00:03:40.760 --> 00:03:43.560]  帶來弟兄的誕生
[00:03:43.560 --> 00:03:46.360]  希伯來書將這句詩篇二十二篇
[00:03:46.360 --> 00:03:49.160]  用在教會的身上
[00:03:49.160 --> 00:03:51.360]  原來那為萬物所屬
[00:03:51.360 --> 00:03:53.360]  為萬物所本的
[00:03:53.360 --> 00:03:56.560]  要令許多的兒子縱榮要淚去
[00:03:56.560 --> 00:04:00.360]  所以他稱他們為弟兄
[00:04:00.360 --> 00:04:02.760]  也不以為恥
[00:04:02.760 --> 00:04:06.960]  說我要將祢的名傳給我弟兄
[00:04:06.960 --> 00:04:10.560]  在會中我要稱揚祢
[00:04:10.560 --> 00:04:13.960]  希伯來書第二章十到十二節
[00:04:13.960 --> 00:04:16.760]  希伯來書的作者接著說
[00:04:16.760 --> 00:04:20.160]  兒女既同有血肉之體
[00:04:20.160 --> 00:04:23.360]  他也照樣成了血肉之體
[00:04:23.360 --> 00:04:24.960]  要藉著死
[00:04:24.960 --> 00:04:28.960]  拜懷禮獎死權的就是魔鬼
[00:04:28.960 --> 00:04:32.960]  榮譽釋放生因怕死而為奴的人
[00:04:32.960 --> 00:04:35.960]  所以祂看到祂的死
[00:04:35.960 --> 00:04:40.960]  是盼望著祂的死帶來教會的誕生
[00:04:40.960 --> 00:04:43.960]  所以復活之後他用四十天
[00:04:43.960 --> 00:04:46.960]  解釋這個真理
[00:04:46.960 --> 00:04:49.960]  教會年的高峰
[00:04:49.960 --> 00:04:53.960]  是聖靈降臨
[00:04:53.960 --> 00:04:55.960]  天國的奧秘
[00:04:55.960 --> 00:04:57.960]  就是在十家孤單
[00:04:57.960 --> 00:04:58.960]  避棄著基督
[00:04:58.960 --> 00:05:01.960]  要帶來愛的群體
[00:05:01.960 --> 00:05:04.960]  這也是我們復活期一年五個主日
[00:05:04.960 --> 00:05:07.960]  讀出若翰一書的主題
[00:05:07.960 --> 00:05:09.960]  我們過去一年幾個主日
[00:05:09.960 --> 00:05:11.960]  讀這個書信
[00:05:11.960 --> 00:05:14.960]  若翰一書的主題就是愛
[00:05:14.960 --> 00:05:17.960]  這個群體是耶穌基督的生命買俗
[00:05:17.960 --> 00:05:20.960]  它的特性就是有愛
[00:05:20.960 --> 00:05:23.960]  今天讀的福音書第十五章
[00:05:23.960 --> 00:05:24.960]  若翰福音九至十七節
[00:05:24.960 --> 00:05:27.960]  就是將這個愛彼此相愛的命令
[00:05:27.960 --> 00:05:31.960]  連繫到三一上帝之間的愛
[00:05:31.960 --> 00:05:33.960]  我愛你們
[00:05:33.960 --> 00:05:35.960]  正如父愛我一樣
[00:05:35.960 --> 00:05:38.960]  你們要嘗在我的愛裡面
[00:05:38.960 --> 00:05:40.960]  你們若遵守我的命令
[00:05:40.960 --> 00:05:43.960]  就嘗在我的愛裡面
[00:05:43.960 --> 00:05:45.960]  正如我遵守我父的命令
[00:05:45.960 --> 00:05:48.960]  嘗在他的愛
[00:05:48.960 --> 00:05:50.960]  然後我們彼此相愛
[00:05:50.960 --> 00:05:53.960]  有一個很重要的基礎
[00:05:53.960 --> 00:05:56.960]  我們的愛的基礎
[00:05:56.960 --> 00:05:59.960]  在三一上帝的裡面
[00:05:59.960 --> 00:06:02.960]  他本體的裡面
[00:06:02.960 --> 00:06:03.960]  我們很穩固的
[00:06:03.960 --> 00:06:05.960]  好像耶穌基督
[00:06:05.960 --> 00:06:07.960]  和父和聖靈的關係
[00:06:07.960 --> 00:06:10.960]  這個愛我們要彼此相愛
[00:06:10.960 --> 00:06:12.960]  耶穌基督來到約旦河
[00:06:12.960 --> 00:06:14.960]  受司祭若翰的洗
[00:06:14.960 --> 00:06:17.960]  就顯出他對父的愛
[00:06:17.960 --> 00:06:20.960]  和對父的信服
[00:06:20.960 --> 00:06:23.960]  因為在約旦河的洗禮
[00:06:23.960 --> 00:06:27.960]  耶穌表明他願意
[00:06:27.960 --> 00:06:29.960]  為父差遣
[00:06:29.960 --> 00:06:31.960]  作為彌賽亞的命運
[00:06:31.960 --> 00:06:35.960]  為世人的罪受死
[00:06:35.960 --> 00:06:38.960]  約旦河流淌的水
[00:06:38.960 --> 00:06:41.960]  將我們的罪洗滌潔淨
[00:06:41.960 --> 00:06:42.960]  今日的題目
[00:06:42.960 --> 00:06:46.960]  流淌不絕的水將神聖的洗禮
[00:06:46.960 --> 00:06:49.960]  來自一首我看過的英文詩
[00:06:49.960 --> 00:06:52.960]  就忘記了作者,很可惜
[00:06:52.960 --> 00:06:55.960]  但我覺得這句話很有意思
[00:06:55.960 --> 00:06:57.960]  很有詩意
[00:06:57.960 --> 00:06:59.960]  看見流淌不絕的水
[00:06:59.960 --> 00:07:03.960]  就想起神聖的洗禮
[00:07:03.960 --> 00:07:06.960]  宗爺教會有教規
[00:07:06.960 --> 00:07:08.960]  教如何生活
[00:07:08.960 --> 00:07:10.960]  如何崇拜禮儀
[00:07:10.960 --> 00:07:13.960]  十二仕途為分
[00:07:13.960 --> 00:07:15.960]  講到洗禮的時候
[00:07:15.960 --> 00:07:19.960]  首要選擇流動的水
[00:07:19.960 --> 00:07:22.960]  因為耶穌基督洗禮的榜樣
[00:07:22.960 --> 00:07:24.960]  就是流動的水
[00:07:24.960 --> 00:07:26.960]  約旦河洗禮
[00:07:26.960 --> 00:07:30.960]  耶穌基督經過三十年的沉寂
[00:07:30.960 --> 00:07:32.960]  他要到約旦河流淌不絕的水
[00:07:32.960 --> 00:07:35.960]  接受洗禮
