
[00:00:00.000 --> 00:00:04.000]  早幾年最大的偉大發明就是外賣app
[00:00:04.000 --> 00:00:07.000]  尤其是這幾年的疫情
[00:00:07.000 --> 00:00:09.000]  以前叫外賣是怎樣的呢
[00:00:09.000 --> 00:00:11.000]  就是首先打去餐廳
[00:00:11.000 --> 00:00:14.000]  然後問問今天有什麼午餐或者晚餐
[00:00:14.000 --> 00:00:16.000]  想多兩想然後又再打回去
[00:00:16.000 --> 00:00:19.000]  如果你叫得慢一點的話
[00:00:19.000 --> 00:00:21.000]  老闆可能又會罵你
[00:00:21.000 --> 00:00:24.000]  整個過程對於我來說是很緊張的
[00:00:24.000 --> 00:00:26.000]  不知道大家有沒有這個經驗
[00:00:26.000 --> 00:00:29.000]  但是現在不論你需不需要隔離
[00:00:29.000 --> 00:00:31.000]  只要你肚餓
[00:00:31.000 --> 00:00:33.000]  你在你所住的那一區
[00:00:33.000 --> 00:00:36.000]  你就可以靠著這個app看完所有的餐廳
[00:00:36.000 --> 00:00:38.000]  然後選一間你想吃的
[00:00:38.000 --> 00:00:40.000]  然後30分鐘內
[00:00:40.000 --> 00:00:43.000]  看著你的餐從餐廳送到你門口
[00:00:43.000 --> 00:00:46.000]  分享一個小秘密給大家聽
[00:00:46.000 --> 00:00:48.000]  就是剛剛提到
[00:00:48.000 --> 00:00:51.000]  早幾年很流行這些外賣app
[00:00:51.000 --> 00:00:55.000]  我跟我朋友很貪得意的時候
[00:00:55.000 --> 00:00:56.000]  我們試了去做
[00:00:56.000 --> 00:00:58.000]  我們看一下一張照片
[00:00:58.000 --> 00:01:00.000]  我特意打了格仔
[00:01:00.000 --> 00:01:02.000]  雖然這條格仔很幼
[00:01:02.000 --> 00:01:03.000]  不要想是誰了
[00:01:03.000 --> 00:01:06.000]  整個過程是很刺激
[00:01:06.000 --> 00:01:09.000]  以及很神奇的我形容是
[00:01:09.000 --> 00:01:11.000]  神奇在於什麼呢
[00:01:11.000 --> 00:01:13.000]  就是你打開你的app
[00:01:13.000 --> 00:01:16.000]  你不會知道你什麼時候會有單收到的
[00:01:16.000 --> 00:01:19.000]  你也不會知道你那份單要拿多少東西的
[00:01:19.000 --> 00:01:23.000]  只要在你附近裡面有人下訂單
[00:01:23.000 --> 00:01:26.000]  而你又能夠去送到的話
[00:01:26.000 --> 00:01:28.000]  你就可以去送了
[00:01:28.000 --> 00:01:30.000]  最遠我試過去哪裡呢
[00:01:30.000 --> 00:01:35.000]  試過送外賣那張單是送米仙
[00:01:35.000 --> 00:01:38.000]  由西灣河那張單是南豐新村
[00:01:38.000 --> 00:01:40.000]  大家知道南豐新村在哪裡
[00:01:40.000 --> 00:01:42.000]  就是要走的步兵
[00:01:42.000 --> 00:01:44.000]  最後我選擇了
[00:01:44.000 --> 00:01:46.000]  不要緊我搭丁丁去
[00:01:46.000 --> 00:01:48.000]  試過這樣的情況
[00:01:48.000 --> 00:01:52.000]  也試過送薄餅到豪宅裡面
[00:01:52.000 --> 00:01:55.000]  整個過程是很刺激的
[00:01:55.000 --> 00:01:59.000]  如果想看一下這個朋友
[00:01:59.000 --> 00:02:01.000]  是有一個youtube channel的
[00:02:01.000 --> 00:02:04.000]  可以去看看
[00:02:04.000 --> 00:02:06.000]  我就在想
[00:02:06.000 --> 00:02:08.000]  如果全福音的話
[00:02:08.000 --> 00:02:10.000]  都好像外賣員那樣
[00:02:10.000 --> 00:02:12.000]  可以送到去
[00:02:12.000 --> 00:02:14.000]  當有天沒有需要的時候
[00:02:14.000 --> 00:02:15.000]  可以送到他面前
[00:02:15.000 --> 00:02:17.000]  這個圖畫會是怎樣的呢
[00:02:17.000 --> 00:02:20.000]  今天很想藉著比德前書一張
[00:02:20.000 --> 00:02:21.000]  藉著這個名字
[00:02:21.000 --> 00:02:24.000]  去重新去找回我們的身份
[00:02:24.000 --> 00:02:26.000]  找回我們在年頭裡面
[00:02:26.000 --> 00:02:31.000]  再一次認清一個believer的身份
[00:02:31.000 --> 00:02:33.000]  是一個怎樣的身份
[00:02:33.000 --> 00:02:39.000]  就在開始之前我們一起祈禱
[00:02:39.000 --> 00:02:43.000]  天父我多謝你讓我們在年頭裡面
[00:02:43.000 --> 00:02:46.000]  可以在神的家裡面去領受你的話
[00:02:46.000 --> 00:02:50.000]  神今天裡面提到我們的身份
[00:02:50.000 --> 00:02:54.000]  你也提到我們這個身份所帶來的恩典
[00:02:54.000 --> 00:02:58.000]  更重要的是這個恩典所帶來的使命
[00:02:58.000 --> 00:03:01.000]  主啊我求你今天裡面對我們說話
[00:03:01.000 --> 00:03:05.000]  當看到我們今年的異象
[00:03:05.000 --> 00:03:08.000]  重塑生命見證真理的時候
[00:03:08.000 --> 00:03:12.000]  主啊帶我們去進入這個異象裡面
[00:03:12.000 --> 00:03:14.000]  神今天你給我們有這份恩典
[00:03:14.000 --> 00:03:17.000]  是全是你所揀選的
[00:03:17.000 --> 00:03:20.000]  主啊我求你今天裡面再一次呼召我們
[00:03:20.000 --> 00:03:22.000]  主啊求你閱讀我們的禱告
[00:03:22.000 --> 00:03:23.000]  聽我們祈禱
[00:03:23.000 --> 00:03:26.000]  逢靠主耶穌得神明至極給
[00:03:26.000 --> 00:03:27.000]  阿們
[00:03:27.000 --> 00:03:30.000]  好我們進入到比德前書裡面
[00:03:30.000 --> 00:03:32.000]  我先講一講比德前書的背景
[00:03:32.000 --> 00:03:35.000]  我們相信這本書的內容
[00:03:35.000 --> 00:03:37.000]  是司徒比德所講的
[00:03:37.000 --> 00:03:40.000]  但是我們知道比德的身份
[00:03:40.000 --> 00:03:43.000]  他有個職業他是打魚的
[00:03:43.000 --> 00:03:46.000]  所以他的學識的水平是很低
[00:03:46.000 --> 00:03:49.000]  他絕對不能夠寫到這一卷
[00:03:49.000 --> 00:03:53.000]  這麼有希臘文筆的一卷書信
[00:03:53.000 --> 00:03:56.000]  絕對有理由相信他是找人代筆的
[00:03:56.000 --> 00:03:58.000]  在五章十二節裡面提到
[00:03:58.000 --> 00:04:00.000]  他是找了西拉來協助完成
[00:04:00.000 --> 00:04:02.000]  這一卷書信
[00:04:02.000 --> 00:04:03.000]  寫了一個時間
[00:04:03.000 --> 00:04:07.000]  我們知道在約主後六十二至六十五年
[00:04:07.000 --> 00:04:11.000]  這個時間是尼祿王開始迫迫教會的時間
[00:04:11.000 --> 00:04:14.000]  寫作的地點是巴比倫
[00:04:14.000 --> 00:04:16.000]  但是這裡並不是講究約的巴比倫
[00:04:16.000 --> 00:04:19.000]  因為在新約的時代巴比倫已經荒廢了
[00:04:19.000 --> 00:04:23.000]  而我們知道他講的是一個很繁盛的城市
[00:04:23.000 --> 00:04:26.000]  他所指的是羅馬
[00:04:26.000 --> 00:04:31.000]  寫作的對象是小亞細亞西北部的小教會
[00:04:31.000 --> 00:04:33.000]  即是現在的土耳其
[00:04:33.000 --> 00:04:36.000]  在一開始的時候他提到的對象是
[00:04:36.000 --> 00:04:40.000]  本都 加拉泰 加伯多加 亞細亞
[00:04:40.000 --> 00:04:42.000]  比推尼這些小的教會
[00:04:42.000 --> 00:04:45.000]  而他寫作的目的是想鼓勵他們
[00:04:45.000 --> 00:04:48.000]  獨有這個基督徒的身份
[00:04:48.000 --> 00:04:50.000]  勸勉大家要彼此相愛
[00:04:50.000 --> 00:04:52.000]  面對受宗教迫迫的時候
[00:04:52.000 --> 00:04:56.000]  我們應該怎樣活出一種生活的態度呢
[00:04:56.000 --> 00:04:59.000]  而他寫作的內容大致是講到
[00:04:59.000 --> 00:05:04.000]  救恩 教會 和基督徒的生活
[00:05:04.000 --> 00:05:08.000]  彼得一開始向教會問完安之後
[00:05:08.000 --> 00:05:10.000]  就以讚美為開首
[00:05:10.000 --> 00:05:13.000]  寫了一段關於救恩盼望的讚美
[00:05:13.000 --> 00:05:16.000]  去提醒信徒的身份
[00:05:16.000 --> 00:05:18.000]  第三節這樣講到
[00:05:18.000 --> 00:05:21.000]  願重贊歸於我們主耶穌基督的父臣
[00:05:21.000 --> 00:05:23.000]  他曾照自己的大憐憫
[00:05:23.000 --> 00:05:27.000]  藉耶穌基督從死裡復活 重生了我們
[00:05:27.000 --> 00:05:29.000]  叫我們有活潑的盼望
[00:05:29.000 --> 00:05:33.000]  可以得著 不能扭壞 不能玷污 不能衰殘
[00:05:33.000 --> 00:05:35.000]  為你們存留在天上的基業
[00:05:35.000 --> 00:05:39.000]  你們者 恩信 蒙神 能力保守的人
[00:05:39.000 --> 00:05:41.000]  必能得著所預備的
[00:05:41.000 --> 00:05:43.000]  到末世要顯現的救恩
[00:05:43.000 --> 00:05:46.000]  因此 你們時大有喜樂
[00:05:46.000 --> 00:05:47.000]  這裡我們看到
[00:05:47.000 --> 00:05:51.000]  基督徒的身份裡面有幾種元素
[00:05:51.000 --> 00:05:55.000]  同樣我們一起在裡面去發掘
[00:05:55.000 --> 00:05:58.000]  第一個他提到的是重生
[00:05:58.000 --> 00:06:00.000]  英文是Born Again
[00:06:00.000 --> 00:06:02.000]  彼得用這個字
[00:06:02.000 --> 00:06:05.000]  是根據耶穌基督的教導所用的
[00:06:05.000 --> 00:06:08.000]  在約翰福音三章三節這樣提到
[00:06:08.000 --> 00:06:12.000]  耶穌回答說 我實實在在地告訴你
[00:06:12.000 --> 00:06:14.000]  人若不能重生
[00:06:14.000 --> 00:06:16.000]  就不能見上帝的國
[00:06:16.000 --> 00:06:19.000]  我說 你們必須重生
[00:06:19.000 --> 00:06:21.000]  重生這個字
[00:06:21.000 --> 00:06:27.000]  是整個耶穌基督的救贖世人最高潮的部分
[00:06:27.000 --> 00:06:29.000]  由死 埋葬 復活
[00:06:29.000 --> 00:06:31.000]  到重生這個部分
[00:06:31.000 --> 00:06:34.000]  是整個過程裡面最高潮的
[00:06:34.000 --> 00:06:39.000]  都市人 很多時都會想到什麼 就是很想重生
[00:06:39.000 --> 00:06:44.000]  不知道在座有多少人會花錢去保養你幼嫩的肌膚呢
[00:06:44.000 --> 00:06:47.000]  或者去保養你幼嫩的頭髮
[00:06:47.000 --> 00:06:49.000]  你幼嫩的骨頭或者器官呢
[00:06:49.000 --> 00:06:52.000]  我想說我是我會 我會這樣去保養的
[00:06:52.000 --> 00:06:55.000]  不要看我外表後後生生
[00:06:55.000 --> 00:06:58.000]  其實我已經步向中年的年紀了
[00:06:58.000 --> 00:07:02.000]  發扇都開始去到中間的部分了
[00:07:02.000 --> 00:07:04.000]  於是看到很多廣告
[00:07:04.000 --> 00:07:08.000]  看到一些護膚品 生化水 健康食品
[00:07:08.000 --> 00:07:13.000]  寫著活生 激生 再生 重生的時候
[00:07:13.000 --> 00:07:15.000]  總是會被他們吸引
[00:07:15.000 --> 00:07:22.000]  很想去換到這種效果
[00:07:22.000 --> 00:07:27.000]  希望自己的身體能夠可以重生
[00:07:27.000 --> 00:07:29.000]  但其實大家都知道
[00:07:29.000 --> 00:07:31.000]  人本身有很多限制
[00:07:31.000 --> 00:07:33.000]  隨著人的成長
[00:07:33.000 --> 00:07:36.000]  很多東西流失了 就不能夠重生
[00:07:36.000 --> 00:07:38.000]  人根本不能夠重生
[00:07:38.000 --> 00:07:41.000]  但彼得說 其實我們可以
[00:07:41.000 --> 00:07:44.000]  而只有相信耶穌的人
[00:07:44.000 --> 00:07:48.000]  才可以得到這個重生的機會
[00:07:48.000 --> 00:07:51.000]  我們經常都會提到 福音是免費的
[00:07:51.000 --> 00:07:54.000]  但其實 福音並不是免費
[00:07:54.000 --> 00:07:58.000]  只是有人代替了我們 給了這個重價
[00:07:58.000 --> 00:08:01.000]  所以基督徒能夠重生
[00:08:01.000 --> 00:08:04.000]  是因為耶穌基督代替了我們死
[00:08:04.000 --> 00:08:06.000]  而因此死而復活的大能
[00:08:06.000 --> 00:08:09.000]  讓我們得到這個重生的機會
[00:08:09.000 --> 00:08:11.000]  所以耶穌的死和復活
[00:08:11.000 --> 00:08:16.000]  就成為了基督徒現在和將來的盼望
[00:08:16.000 --> 00:08:18.000]  我又想到最近一個例子
[00:08:18.000 --> 00:08:21.000]  去理解這個盼望
[00:08:21.000 --> 00:08:25.000]  最近這一波的疫情很厲害
[00:08:25.000 --> 00:08:29.000]  身邊有很多人或同事都感染了
[00:08:29.000 --> 00:08:31.000]  早前家人也感染了
[00:08:31.000 --> 00:08:33.000]  傳染給了家人
[00:08:33.000 --> 00:08:35.000]  傳染給了我的傭人姐姐
[00:08:35.000 --> 00:08:38.000]  阿女和太太
[00:08:38.000 --> 00:08:43.000]  但這個病徵並不是很嚴重
[00:08:43.000 --> 00:08:45.000]  但其實也很辛苦
[00:08:45.000 --> 00:08:47.000]  我相信大家都知道
[00:08:47.000 --> 00:08:51.000]  除了家人患病的辛苦
[00:08:51.000 --> 00:08:54.000]  其實居家隔離也是一種很痛苦的事
[00:08:54.000 --> 00:08:57.000]  我每天居家隔離的時候
[00:08:57.000 --> 00:08:59.000]  我會望出窗外
[00:08:59.000 --> 00:09:02.000]  看到街上的人開開心心地去公園玩
[00:09:02.000 --> 00:09:04.000]  去餐廳自由出入
[00:09:04.000 --> 00:09:06.000]  想去哪裡就去哪裡
[00:09:06.000 --> 00:09:08.000]  但再想想自己
[00:09:08.000 --> 00:09:11.000]  很怕被傳染
[00:09:11.000 --> 00:09:14.000]  每一件事家裡都會很小心地處理
[00:09:14.000 --> 00:09:16.000]  留在家裡做什麼呢
[00:09:16.000 --> 00:09:18.000]  就是每一天不斷地消毒
[00:09:18.000 --> 00:09:21.000]  煮飯和照顧
[00:09:21.000 --> 00:09:24.000]  我不知道你會不會這樣想
[00:09:24.000 --> 00:09:27.000]  每天看著那條快刷線
[00:09:27.000 --> 00:09:31.000]  什麼時候那兩條線會消失呢
[00:09:31.000 --> 00:09:32.000]  當你這樣想的時候
[00:09:32.000 --> 00:09:34.000]  原來只是過了第三天
[00:09:34.000 --> 00:09:38.000]  整個人就進入了一個很絕望的裡面
[00:09:38.000 --> 00:09:40.000]  更絕望的是什麼呢
[00:09:40.000 --> 00:09:42.000]  就是到第七天的時候
[00:09:42.000 --> 00:09:44.000]  你打算康復
[00:09:44.000 --> 00:09:46.000]  然後到另一個家人感染了
[00:09:46.000 --> 00:09:48.000]  家人又病好了
[00:09:48.000 --> 00:09:50.000]  到最後自己也感染了
[00:09:50.000 --> 00:09:53.000]  最後我聽過最長
[00:09:53.000 --> 00:09:56.000]  有人在家裡隔離了二十一天
[00:09:56.000 --> 00:10:00.000]  隔離完整個世界都已經不一樣了
[00:10:00.000 --> 00:10:01.000]  而我想說什麼呢
[00:10:01.000 --> 00:10:03.000]  盼望是什麼呢
[00:10:03.000 --> 00:10:05.000]  就好像當你家人第一天
