
[00:00:00.000 --> 00:00:02.940]  還有一個星期就過年了
[00:00:02.940 --> 00:00:06.540]  大家過年之前有沒有什麼要準備的?
[00:00:06.540 --> 00:00:10.080]  我在網上找到一幅圖
[00:00:10.080 --> 00:00:13.240]  講到一些傳統的習俗
[00:00:13.240 --> 00:00:16.880]  就是過年前後會做什麼
[00:00:16.880 --> 00:00:18.840]  大家知不知道今天年廿幾?
[00:00:18.840 --> 00:00:21.380]  不是很清楚
[00:00:21.380 --> 00:00:22.680]  今天年廿四
[00:00:22.680 --> 00:00:24.880]  昨天就年廿三
[00:00:24.880 --> 00:00:26.680]  年廿三做什麼的?
[00:00:27.400 --> 00:00:30.000]  這裡說「謝灶」
[00:00:30.000 --> 00:00:31.700]  為什麼要「謝灶」?
[00:00:31.700 --> 00:00:37.100]  傳統上相信有一位灶君是一位神
[00:00:37.100 --> 00:00:41.900]  他專門保佑各家各戶的飲食平安
[00:00:41.900 --> 00:00:47.400]  這個灶君每逢年廿三就會上天庭
[00:00:47.400 --> 00:00:51.100]  向玉皇大帝去述職
[00:00:51.900 --> 00:00:58.600]  所以那些人會在年廿三那天煮些美食
[00:00:58.600 --> 00:01:00.300]  賄賂灶君
[00:01:00.300 --> 00:01:05.400]  讓他上去大帝那裡美言幾句
[00:01:05.400 --> 00:01:08.700]  保佑他們家宅平安
[00:01:08.700 --> 00:01:11.500]  這就是「謝灶」的來源
[00:01:11.500 --> 00:01:13.700]  今天年廿四又做什麼呢?
[00:01:13.700 --> 00:01:16.200]  「開灶」
[00:01:16.200 --> 00:01:17.200]  什麼叫「開灶」?
[00:01:17.200 --> 00:01:18.200]  做什麼的?
[00:01:18.600 --> 00:01:22.000]  就是炸那些煎堆油角你們有沒有?
[00:01:22.000 --> 00:01:23.600]  現在已經很少了
[00:01:23.600 --> 00:01:25.600]  因為可以買得到的
[00:01:25.600 --> 00:01:29.200]  為什麼要炸煎堆油角?
[00:01:29.200 --> 00:01:31.400]  煎堆碌碌
[00:01:31.400 --> 00:01:33.600]  就金銀滿碌
[00:01:33.600 --> 00:01:36.200]  油角的樣子就像什麼?
[00:01:36.200 --> 00:01:37.700]  像元寶
[00:01:37.700 --> 00:01:41.200]  其實也是財源廣進那些
[00:01:41.200 --> 00:01:45.400]  明天年廿五大家就要蒸糕了
[00:01:45.400 --> 00:01:47.900]  蘿蔔糕
[00:01:47.900 --> 00:01:49.800]  年糕有沒有?
[00:01:49.800 --> 00:01:51.800]  現在已經很少了
[00:01:51.800 --> 00:01:53.300]  為什麼要蒸糕呢?
[00:01:53.300 --> 00:01:55.600]  就是取一個諧音
[00:01:55.600 --> 00:01:59.600]  年糕就是年年步步高升的意思
[00:01:59.600 --> 00:02:01.200]  所以這個就是年糕
[00:02:01.200 --> 00:02:03.000]  為什麼要蒸糕呢?
[00:02:03.000 --> 00:02:05.600]  年廿八我想大家比較熟悉
[00:02:05.600 --> 00:02:07.100]  年廿八做什麼呢?
[00:02:07.100 --> 00:02:08.300]  洗邋遢
[00:02:08.300 --> 00:02:10.200]  但是有下一句
[00:02:10.200 --> 00:02:12.500]  年廿八洗邋遢
[00:02:12.500 --> 00:02:15.900]  若然不洗怎會發?
[00:02:15.900 --> 00:02:17.100]  有沒有聽過?
[00:02:17.700 --> 00:02:19.000]  你們沒聽過嗎?
[00:02:19.000 --> 00:02:20.100]  這麼差的
[00:02:20.100 --> 00:02:23.600]  若然不洗怎會發什麼?
[00:02:23.600 --> 00:02:25.000]  發霉?
[00:02:25.000 --> 00:02:26.200]  當然不是
[00:02:26.200 --> 00:02:27.600]  發達嘛
[00:02:27.600 --> 00:02:30.300]  就是你洗了那些髒東西都走光了
[00:02:30.300 --> 00:02:32.100]  財源廣進就來了
[00:02:32.100 --> 00:02:33.600]  就發達了
[00:02:33.600 --> 00:02:36.900]  年廿九是鐵輝春
[00:02:36.900 --> 00:02:39.900]  年三十晚你們會做什麼?
[00:02:39.900 --> 00:02:41.700]  團年
[00:02:41.700 --> 00:02:44.000]  有沒有聽過賣爛?
[00:02:44.000 --> 00:02:46.500]  我小時候
[00:02:46.500 --> 00:02:50.400]  經常會說賣爛賣爛
[00:02:50.400 --> 00:02:53.300]  賣到年三十晚
[00:02:53.300 --> 00:02:56.700]  這個賣爛的典故是怎麼來的呢?
[00:02:56.700 --> 00:02:59.300]  話說我小時候
[00:02:59.300 --> 00:03:02.400]  到年三十晚會有些小朋友拍門
[00:03:02.400 --> 00:03:04.200]  派財神
[00:03:04.200 --> 00:03:06.100]  用一張紅紙寫著財神
[00:03:06.100 --> 00:03:08.300]  就是派
[00:03:08.300 --> 00:03:10.400]  很少人會拒絕的
[00:03:10.400 --> 00:03:12.400]  因為大家都想有財運的
[00:03:12.400 --> 00:03:14.800]  你收到這些紅紙
[00:03:14.800 --> 00:03:16.800]  自然也會給利是仔
[00:03:16.800 --> 00:03:18.500]  給小朋友
[00:03:18.500 --> 00:03:24.600]  據說他們會把紅紙寫上爛字
[00:03:24.600 --> 00:03:30.400]  把這個爛紅紙放在財神身上
[00:03:30.400 --> 00:03:31.700]  等人不知道的時候
[00:03:31.700 --> 00:03:34.800]  就派出去給了別人
[00:03:34.800 --> 00:03:36.500]  是這樣的
[00:03:36.500 --> 00:03:40.000]  這些是中國傳統的習俗
[00:03:40.000 --> 00:03:42.200]  有些基督徒是不會做的
[00:03:42.200 --> 00:03:43.700]  例如哪些?
[00:03:43.700 --> 00:03:45.600]  謝宗我們不會做的
[00:03:45.600 --> 00:03:48.000]  我們知道我們日用的飲食
[00:03:48.000 --> 00:03:50.000]  是天父賜給我們的
[00:03:50.000 --> 00:03:52.900]  我們主祷民就是感謝天父賜給我們
[00:03:52.900 --> 00:03:55.500]  就是求祂賜我們日用的飲食
[00:03:55.500 --> 00:03:57.800]  還有賣爛我們也不做
[00:03:57.800 --> 00:03:59.200]  己所不欲
[00:03:59.200 --> 00:04:00.500]  勿施於人
[00:04:00.500 --> 00:04:02.300]  我們沒有那麼自私的
[00:04:02.300 --> 00:04:03.200]  還有
[00:04:03.200 --> 00:04:06.600]  你爛不爛就要靠你自己做事
[00:04:06.600 --> 00:04:08.800]  不可以假手於人
[00:04:08.800 --> 00:04:12.600]  但是你說洗邋遢那些是好東西
[00:04:12.600 --> 00:04:14.500]  貼輝春也無妨的
[00:04:14.500 --> 00:04:16.400]  我們外面好像也有一些輝春
[00:04:16.400 --> 00:04:18.400]  大家都可以拿回去貼
[00:04:18.400 --> 00:04:20.600]  這些無傷大雅
[00:04:20.600 --> 00:04:21.700]  但是我們要明白
[00:04:21.700 --> 00:04:23.000]  我們做了這些事
[00:04:23.000 --> 00:04:24.900]  就不等於做了這些事
[00:04:24.900 --> 00:04:26.600]  一定有好日子過
[00:04:26.600 --> 00:04:28.500]  我們知道這些是應夏節
[00:04:28.500 --> 00:04:30.700]  增加節日氣氛
[00:04:30.700 --> 00:04:35.000]  象徵著新一年有新的開始
[00:04:35.000 --> 00:04:37.300]  說到新開始
[00:04:37.300 --> 00:04:39.900]  其實我們的教會的講壇信息
[00:04:39.900 --> 00:04:41.400]  都有新開始的
[00:04:41.400 --> 00:04:42.800]  踏入一月
[00:04:42.800 --> 00:04:45.400]  我們開始講另一本書
[00:04:45.400 --> 00:04:47.300]  就是《仕途行轉》
[00:04:47.300 --> 00:04:48.900]  上星期《杜傳道》
[00:04:48.900 --> 00:04:51.300]  就跟我們講《仕途行轉》的第一章
[00:04:51.300 --> 00:04:54.000]  也介紹了一些
[00:04:54.000 --> 00:04:57.400]  關於《仕途行轉》的背景、特色
[00:04:57.400 --> 00:05:00.300]  這本書其實讓我們看到
[00:05:00.300 --> 00:05:04.200]  神的工作是進入一個新的階段
[00:05:04.200 --> 00:05:06.600]  神用前所未有的方式
[00:05:06.600 --> 00:05:10.600]  來在歷史上開啟新的一頁
[00:05:10.600 --> 00:05:11.900]  那怎樣新發呢?
[00:05:11.900 --> 00:05:14.500]  今天我想跟大家來看看
[00:05:14.500 --> 00:05:18.200]  上帝這些作為是怎樣
[00:05:18.200 --> 00:05:21.900]  以及對我們來說又有什麼意義
[00:05:21.900 --> 00:05:25.500]  現在我們看回剛才主席跟我們讀的那段經文
[00:05:25.500 --> 00:05:28.900]  頭四節
[00:05:28.900 --> 00:05:31.900]  這裡講到五巡節到了
[00:05:31.900 --> 00:05:33.400]  一開始就講到五巡節
[00:05:33.400 --> 00:05:36.200]  大家知不知道五巡節是什麼時候?
[00:05:36.200 --> 00:05:42.500]  五巡節原來就是在逾越節之後
[00:05:42.500 --> 00:05:44.700]  大概是五十天左右
[00:05:44.700 --> 00:05:48.900]  大家知不知道逾越節又是什麼時候呢?
[00:05:48.900 --> 00:05:51.400]  耶穌釘十字架
[00:05:51.400 --> 00:05:53.700]  就是祂吃了逾越節的晚餐
[00:05:53.700 --> 00:05:56.000]  然後才上十字架
[00:05:56.000 --> 00:05:58.500]  就是說大概是復活節之後
[00:05:58.500 --> 00:06:01.800]  五十天左右就是這個五巡節了
[00:06:01.800 --> 00:06:05.800]  五十天就是大概是七個星期
[00:06:05.800 --> 00:06:08.000]  七七就是四十九
[00:06:08.000 --> 00:06:13.100]  所以這個五巡節也叫做七七節
[00:06:13.100 --> 00:06:15.200]  也叫做收割節
[00:06:15.200 --> 00:06:17.800]  就是紀念以色列人的祖先
[00:06:17.800 --> 00:06:19.700]  他們在出埃及之後
[00:06:19.700 --> 00:06:20.800]  進入迦南地
[00:06:20.800 --> 00:06:24.100]  第一次在這一天來獻上
[00:06:24.100 --> 00:06:28.000]  將他們的農作物收成獻地神作為祭品
[00:06:28.000 --> 00:06:30.100]  就是紀念這件事
[00:06:30.100 --> 00:06:33.900]  五巡節也是以色列人的三大節期之一
[00:06:33.900 --> 00:06:36.800]  另外兩大節期就是逾越節
[00:06:36.800 --> 00:06:39.800]  以及駐棚節
[00:06:39.800 --> 00:06:41.900]  他們會怎樣守節呢?
[00:06:41.900 --> 00:06:44.900]  就是到耶路撒冷那裡去守節
[00:06:44.900 --> 00:06:47.300]  所以你會看到為什麼在這段經文裡面
