
[00:00:00.000 --> 00:00:04.000]  頂姐妹讓我們先聽到同心的禱告
[00:00:04.000 --> 00:00:06.000]  心愛我們的天父上帝
[00:00:06.000 --> 00:00:09.000]  我們要向祢獻上好心的感謝
[00:00:09.000 --> 00:00:12.000]  可以藉著聖餐我們做一次思想
[00:00:12.000 --> 00:00:15.000]  主基督為我們犧牲的愛
[00:00:15.000 --> 00:00:17.000]  可以藉著上帝祢的寶
[00:00:17.000 --> 00:00:20.000]  我們的生命能夠得著慰養
[00:00:20.000 --> 00:00:22.000]  求聖靈充滿我們
[00:00:22.000 --> 00:00:25.000]  賜給我們一個謙卑受教的心
[00:00:25.000 --> 00:00:29.000]  讓祢的說話能夠完全進入我們的生命裡
[00:00:29.000 --> 00:00:32.000]  幫我們先放下我們聽到的議程
[00:00:32.000 --> 00:00:35.000]  讓我們來到祢面前倒空
[00:00:35.000 --> 00:00:38.000]  要承載上帝祢自己的教訓
[00:00:38.000 --> 00:00:40.000]  多謝你去聽我們的祈禱
[00:00:40.000 --> 00:00:44.000]  我們的禱告是奉靠主耶穌基督得聖名字而求
[00:00:44.000 --> 00:00:46.000]  阿門
[00:00:59.000 --> 00:01:01.000]  從舊約的經歷
[00:01:01.000 --> 00:01:03.000]  從他們生命發生的故事
[00:01:03.000 --> 00:01:08.000]  來看背後上主對於屬於他的子民的期望和教導
[00:01:08.000 --> 00:01:12.000]  今天是這個主題的第三次訊息分享
[00:01:12.000 --> 00:01:14.000]  我們來到舊約的利美記
[00:01:14.000 --> 00:01:16.000]  在初埃及記的結束
[00:01:16.000 --> 00:01:19.000]  就提到摩西已經按照耶和華的吩咐
[00:01:19.000 --> 00:01:21.000]  將會幕做好了
[00:01:21.000 --> 00:01:24.000]  從此以後神就透過會幕
[00:01:24.000 --> 00:01:27.000]  臨在他的子民當中
[00:01:27.000 --> 00:01:31.000]  而利美人也被神選為侍奉他的支派
[00:01:31.000 --> 00:01:34.000]  所有祭司都是利美之派而來
[00:01:34.000 --> 00:01:36.000]  負責獻祭
[00:01:36.000 --> 00:01:38.000]  打點會幕裡的大小事務
[00:01:38.000 --> 00:01:41.000]  教導百姓律法
[00:01:41.000 --> 00:01:43.000]  在利美記十九章第二節
[00:01:43.000 --> 00:01:46.000]  是全卷書的重點
[00:01:46.000 --> 00:01:48.000]  那裡說你們要聖潔
[00:01:48.000 --> 00:01:53.000]  因為我耶和華你們的神是聖潔的
[00:01:53.000 --> 00:01:56.000]  整卷利美記很詳細地講述
[00:01:56.000 --> 00:01:59.000]  神子民聖潔生活的一些條例
[00:01:59.000 --> 00:02:01.000]  好讓我們能夠在生活裡
[00:02:01.000 --> 00:02:03.000]  彰顯神的聖潔
[00:02:03.000 --> 00:02:06.000]  又藉著獻祭我們可以親近神
[00:02:06.000 --> 00:02:08.000]  去榮耀神的名
[00:02:08.000 --> 00:02:10.000]  今天我們作為基督徒
[00:02:10.000 --> 00:02:13.000]  彼得前書二章九節同樣強調
[00:02:13.000 --> 00:02:16.000]  我們就是被神揀選的族類
[00:02:16.000 --> 00:02:18.000]  有君尊的祭司
[00:02:18.000 --> 00:02:21.000]  聖潔的角度屬神的子民
[00:02:21.000 --> 00:02:24.000]  昔日神對利美人的教訓
[00:02:24.000 --> 00:02:27.000]  其實今天對我們來說仍然是很重要的
[00:02:27.000 --> 00:02:29.000]  今天要講的這段經文
[00:02:29.000 --> 00:02:31.000]  利美記第十章
[00:02:31.000 --> 00:02:35.000]  其實是跟第八第九章成為一個單元
[00:02:35.000 --> 00:02:37.000]  八九十章是一個單元
[00:02:37.000 --> 00:02:39.000]  摩西是一至七章
[00:02:39.000 --> 00:02:42.000]  很詳細描述了各種獻祭的規定
[00:02:42.000 --> 00:02:48.000]  包括了梵祭、掃祭、平安祭、贖罪祭和贖遣祭
[00:02:48.000 --> 00:02:50.000]  來到第八至第十章
[00:02:50.000 --> 00:02:56.000]  當中描述亞倫和他的兒子正式被安納成為祭司
[00:02:56.000 --> 00:03:00.000]  開始在回望裏獻祭的服事
[00:03:00.000 --> 00:03:04.000]  祭司是以色列人和上帝之間的忠報
[00:03:04.000 --> 00:03:07.000]  要協助百姓獻祭
[00:03:07.000 --> 00:03:09.000]  增進他們與神的關係
[00:03:09.000 --> 00:03:13.000]  亦是整個以色列群體的代表
[00:03:13.000 --> 00:03:19.000]  可以藉著獻祭去表達全國民族對上帝的尊崇
[00:03:19.000 --> 00:03:21.000]  對於以色列人來說
[00:03:21.000 --> 00:03:27.000]  祭司是會用他們的生命彰顯上主為聖的模範
[00:03:27.000 --> 00:03:32.000]  亞倫和他的兒子其實是百姓效法的對象
[00:03:32.000 --> 00:03:36.000]  但他們在回望第一天服事就出事了
[00:03:36.000 --> 00:03:41.000]  在第十章裏描述了亞倫這個祭司的家族裏
[00:03:41.000 --> 00:03:47.000]  在這一天發生了兩件大事和一個小插曲
[00:03:47.000 --> 00:03:54.000]  要獻上主為聖是每一個屬神的子民理所當然的生命回應
[00:03:54.000 --> 00:03:57.000]  讓我們透過今天的經文去反思
[00:03:57.000 --> 00:04:02.000]  要獻上主為聖的一些生命質素究竟是怎樣的
[00:04:02.000 --> 00:04:05.000]  我們會先來看第一至第七節
[00:04:05.000 --> 00:04:09.000]  面對上主的教導我們要獻上主為聖
[00:04:09.000 --> 00:04:13.000]  我們就要認真的聽命順從
[00:04:13.000 --> 00:04:18.000]  其實第九章承接著第八章
[00:04:18.000 --> 00:04:24.000]  亞倫和他的兒子就已經完成了他們作為祭司的聖職禮
[00:04:24.000 --> 00:04:30.000]  在第九章他們就開始為自己和百姓獻祭
[00:04:30.000 --> 00:04:33.000]  在第九章二十三二十四節
[00:04:33.000 --> 00:04:36.000]  如果你手上有聖經可以看前一點
[00:04:36.000 --> 00:04:42.000]  二十三二十四節說到摩西亞倫從會幕裏出來為百姓祝福
[00:04:42.000 --> 00:04:45.000]  耶和華的榮耀向眾民顯現
[00:04:45.000 --> 00:04:48.000]  有火從耶和華面前出來
[00:04:48.000 --> 00:04:52.000]  燒盡了祭壇上的繁祭和之方
[00:04:52.000 --> 00:04:55.000]  眾民看見了就大聲歡呼
[00:04:55.000 --> 00:04:57.000]  俯伏在地
[00:04:57.000 --> 00:04:59.000]  耶和華的榮耀顯現
[00:04:59.000 --> 00:05:02.000]  又有火燒盡那些繁祭
[00:05:02.000 --> 00:05:07.000]  就代表著神月立他們所獻上的祭物
[00:05:07.000 --> 00:05:09.000]  來到十章第一節
[00:05:09.000 --> 00:05:13.000]  阿倫的兒子拿達亞比胡
[00:05:13.000 --> 00:05:19.000]  他們以祭司的身份在耶和華面前獻平常的火
[00:05:19.000 --> 00:05:24.000]  但這次的獻竟然帶來災難性的結局
[00:05:24.000 --> 00:05:26.000]  在第二節說到
[00:05:26.000 --> 00:05:32.000]  那時有火從耶和華面前出來把他們燒滅
[00:05:32.000 --> 00:05:35.000]  他們就死在耶和華面前
[00:05:35.000 --> 00:05:40.000]  十章第二節和九章二十四節所用的字
[00:05:40.000 --> 00:05:42.000]  基本上是完全一樣
[00:05:42.000 --> 00:05:46.000]  是有火從耶和華面前出來
[00:05:46.000 --> 00:05:51.000]  九章二十四節的火是月立祭物
[00:05:51.000 --> 00:05:53.000]  蒙神祝福的火
[00:05:53.000 --> 00:05:57.000]  而十章第二節是180度的轉變
[00:05:57.000 --> 00:05:59.000]  變成摧毀生命
[00:05:59.000 --> 00:06:02.000]  從神而來審判的火
[00:06:02.000 --> 00:06:05.000]  究竟拿達亞比胡犯了什麼大錯
[00:06:05.000 --> 00:06:08.000]  招致這麼嚴重的下場呢
[00:06:08.000 --> 00:06:09.000]  平常的火
[00:06:09.000 --> 00:06:11.000]  如果你看和合本的翻譯
[00:06:11.000 --> 00:06:15.000]  你會發現是用了「煩火」這兩個字
[00:06:15.000 --> 00:06:20.000]  煩火就要和祭司獻上的神聖火相反
[00:06:20.000 --> 00:06:22.000]  煩火是不合法的
[00:06:22.000 --> 00:06:25.000]  英文的翻譯是Strange to the law
