
[00:00:00.000 --> 00:00:02.000]  好 各位弟兄姊妹 主日平安
[00:00:02.000 --> 00:00:06.480]  最近一段時間我們的教會
[00:00:06.480 --> 00:00:11.280]  已經開始在每一天晨早的時候讀詩篇
[00:00:11.280 --> 00:00:13.640]  我不知道大家有沒有很享受這段時間
[00:00:13.640 --> 00:00:16.760]  我們中間有多少人特別喜歡讀詩篇的 有嗎
[00:00:16.760 --> 00:00:18.880]  有不少
[00:00:18.880 --> 00:00:23.720]  各位 其實基督教的信仰是
[00:00:23.720 --> 00:00:25.800]  充滿了詩歌的一個信仰
[00:00:25.800 --> 00:00:29.280]  充滿了歌唱 充滿了詩詞的一種信仰
[00:00:29.680 --> 00:00:31.280]  我也非常喜歡讀詩篇
[00:00:31.280 --> 00:00:35.160]  因爲詩篇當中好像唱出了我們各樣的處境
[00:00:35.160 --> 00:00:39.480]  在各樣的處境當中將我們跟上帝連在了一起
[00:00:39.480 --> 00:00:41.400]  雖然我們是讀詩篇
[00:00:41.400 --> 00:00:43.800]  但是我想大家應該知道
[00:00:43.800 --> 00:00:48.960]  詩篇其實在當年是要交給詩班
[00:00:48.960 --> 00:00:50.480]  是吟唱出來的
[00:00:50.480 --> 00:00:53.640]  雖然很遺憾沒有把melody留下來
[00:00:53.640 --> 00:00:55.240]  我們不知道是怎樣唱
[00:00:55.240 --> 00:00:56.440]  我們不知道那個曲調
[00:00:56.480 --> 00:01:02.320]  但是今天許多的基督徒的樂團
[00:01:02.320 --> 00:01:07.400]  基督教都在嘗試着重新爲詩篇譜曲
[00:01:07.400 --> 00:01:10.960]  我也很喜歡詩篇當中許多首的詩歌
[00:01:10.960 --> 00:01:12.880]  其實我查了一下好多好多
[00:01:12.880 --> 00:01:14.000]  數不勝數
[00:01:14.000 --> 00:01:16.920]  各位 當我們心情煩悶的時候
[00:01:16.920 --> 00:01:18.720]  當我們覺得重擔壓在先頭上
[00:01:18.720 --> 00:01:19.960]  抬不起頭的時候
[00:01:19.960 --> 00:01:21.440]  我們就想到第三篇
[00:01:21.960 --> 00:01:27.040]  野荷花你是我的神
[00:01:27.040 --> 00:01:32.080]  我要實施承誦你的名
[00:01:32.080 --> 00:01:32.720]  對不對
[00:01:32.720 --> 00:01:34.200]  它是我的盾牌
[00:01:34.200 --> 00:01:35.240]  是我的榮耀
[00:01:35.240 --> 00:01:37.080]  又是叫我抬起頭來的神
[00:01:37.080 --> 00:01:41.520]  當我們看到神的創造如此的偉大
[00:01:41.520 --> 00:01:42.320]  如此美好的時候
[00:01:42.320 --> 00:01:43.680]  我們就想到第八篇
[00:01:43.680 --> 00:01:45.360]  我們也用唱的方式
[00:01:46.040 --> 00:01:55.520]  野荷花 我們的主 你的名在地和美
[00:01:55.520 --> 00:02:06.840]  你將榮耀 彰顯於天
[00:02:06.840 --> 00:02:07.600]  聽過嗎
[00:02:07.600 --> 00:02:09.160]  不需要鼓掌
[00:02:09.160 --> 00:02:11.200]  我還沒唱完
[00:02:11.200 --> 00:02:13.200]  你鼓了掌我還唱還是不唱了
[00:02:14.880 --> 00:02:21.000]  各位 覺得說我們在經濟危機受到動盪的時候
[00:02:21.000 --> 00:02:23.080]  我的財產不安的時候
[00:02:23.080 --> 00:02:24.560]  我們就想到十六篇
[00:02:24.560 --> 00:02:29.160]  野荷花我的神 你是我的神
[00:02:29.160 --> 00:02:32.320]  我的好處不在你以外
[00:02:32.320 --> 00:02:36.120]  你是我的產業 我被種的分
[00:02:36.120 --> 00:02:40.080]  我所得的你爲我馳守
[00:02:40.080 --> 00:02:42.920]  各位 我不再唱了
[00:02:44.880 --> 00:02:46.520]  英雄姊妹 第二十三篇
[00:02:46.520 --> 00:02:48.480]  第二十七篇 第三十篇
[00:02:48.480 --> 00:02:51.920]  我找到了許多首關於詩篇的詩歌
[00:02:51.920 --> 00:02:52.960]  你知道嗎
[00:02:52.960 --> 00:02:59.320]  基督教的信仰要賦予我們詩歌
[00:02:59.320 --> 00:03:02.440]  也不僅僅讓我們唱詩
[00:03:02.440 --> 00:03:04.600]  甚至它要把我們的生命
[00:03:04.600 --> 00:03:08.640]  把我們的生活本身轉化成一首詩
[00:03:08.640 --> 00:03:10.600]  轉化成一條歌
[00:03:10.600 --> 00:03:13.320]  那我就要問大家了
[00:03:15.840 --> 00:03:19.360]  請問你的生命是一首詩嗎
[00:03:19.360 --> 00:03:22.560]  請問當你信了耶穌之後
[00:03:22.560 --> 00:03:24.640]  你有沒有感覺到你的生命
[00:03:24.640 --> 00:03:27.120]  充滿了一股濃濃的詩意
[00:03:27.120 --> 00:03:31.000]  請問你接受耶穌進入你的生活和生命之後
[00:03:31.000 --> 00:03:33.240]  你有沒有進入一個
[00:03:33.240 --> 00:03:35.560]  進入一個詩情話藝的人生
[00:03:35.560 --> 00:03:40.000]  進入一個詩意盎然的生活呢
[00:03:40.000 --> 00:03:41.000]  有沒有嗎
[00:03:41.000 --> 00:03:43.320]  有 感謝主
[00:03:44.080 --> 00:03:45.800]  如果不信耶穌
[00:03:45.800 --> 00:03:47.800]  如果這個地上的人
[00:03:47.800 --> 00:03:49.080]  一個現實主義
[00:03:49.080 --> 00:03:50.920]  一個唯物主義者
[00:03:50.920 --> 00:03:54.440]  他們人生沒有真正的詩歌
[00:03:54.440 --> 00:03:55.440]  他們有音樂
[00:03:55.440 --> 00:03:57.040]  但是他們沒有真正的詩歌
[00:03:57.040 --> 00:03:59.600]  他們沒有真正的浪漫
[00:03:59.600 --> 00:04:02.200]  我太太常常抱怨我不懂浪漫
[00:04:02.200 --> 00:04:04.200]  我常常想什麼是浪漫呢
[00:04:04.200 --> 00:04:07.760]  花前月下是浪漫嗎
[00:04:07.760 --> 00:04:10.680]  紅酒和燭光晚餐是浪漫嗎
[00:04:10.680 --> 00:04:13.080]  看北極的極光是浪漫嗎
[00:04:13.080 --> 00:04:15.440]  如果沒有耶穌的介入
[00:04:15.440 --> 00:04:17.240]  看極光就是我到此一遊
[00:04:17.240 --> 00:04:19.040]  拍兩張照片發朋友圈而已
[00:04:19.040 --> 00:04:21.320]  那有什麼好浪漫呢
[00:04:21.320 --> 00:04:23.040]  買了鮮花過兩天就哭了
[00:04:23.040 --> 00:04:25.000]  我的小組特別反對我講這句話
[00:04:25.000 --> 00:04:27.920]  我說你看又抱了一堆鮮花的屍體
[00:04:27.920 --> 00:04:30.040]  因爲剪斷了嘛
[00:04:30.040 --> 00:04:31.800]  我可能真的不太懂浪漫
[00:04:31.800 --> 00:04:34.480]  但是我覺得
[00:04:34.480 --> 00:04:37.440]  信仰賦予我們的浪漫纔是真實的浪漫
[00:04:37.440 --> 00:04:38.880]  我讀過一個人
[00:04:38.880 --> 00:04:39.720]  他寫了一首
[00:04:39.720 --> 00:04:43.720]  他用一首童謠改編了一首歌曲
[00:04:43.720 --> 00:04:44.880]  賦予信仰的元素
[00:04:44.880 --> 00:04:47.560]  我又把他所寫的改了改
[00:04:47.560 --> 00:04:49.040]  我是這麼說
[00:04:49.040 --> 00:04:50.760]  他是一箇中國大陸的弟兄
[00:04:50.760 --> 00:04:52.720]  他說我能想到最浪漫的事
[00:04:52.720 --> 00:04:54.440]  就是在被污染的空氣中
[00:04:54.440 --> 00:04:57.800]  陪你一同慢慢的變老
[00:04:57.800 --> 00:05:01.360]  然後和你一同期待那將來的新天新地
[00:05:01.360 --> 00:05:03.680]  哇 這個浪漫吧
[00:05:03.680 --> 00:05:05.760]  他說我能想到最浪漫的事
[00:05:05.760 --> 00:05:08.800]  也許多年以後會陪着你一起化療
[00:05:08.800 --> 00:05:10.520]  或你陪着我一起化療
[00:05:10.520 --> 00:05:12.640]  一起禱告上帝的遺志
[00:05:12.640 --> 00:05:17.600]  和你一同期待那復活榮耀的身體
[00:05:17.600 --> 00:05:19.920]  他說我能想到最浪漫的事
[00:05:19.920 --> 00:05:21.040]  不是去旅遊啊
[00:05:21.040 --> 00:05:22.640]  而是去那遙遠的地級
[00:05:22.640 --> 00:05:25.000]  和你在那裏一同見證和宣揚
[00:05:25.000 --> 00:05:26.320]  耶穌基督的福音
[00:05:26.320 --> 00:05:28.320]  等候耶穌基督的再來
[00:05:28.320 --> 00:05:31.680]  各位浪漫的爆棚
[00:05:31.680 --> 00:05:35.840]  這纔是像一首詩歌一樣的人生
[00:05:35.840 --> 00:05:37.760]  真正的浪漫是信耶穌
[00:05:37.760 --> 00:05:40.440]  當耶穌 當這位死裏復活的主
[00:05:40.440 --> 00:05:42.920]  當耶穌 當這位再來的君王
[00:05:42.920 --> 00:05:45.520]  進入你那平淡無奇的生命
[00:05:45.520 --> 00:05:47.320]  你就是個有故事的人
[00:05:47.320 --> 00:05:49.120]  你知道嗎
[00:05:49.120 --> 00:05:51.320]  在你一切的遭遇當中
[00:05:51.320 --> 00:05:53.280]  你遭遇過什麼
[00:05:53.280 --> 00:05:55.200]  我們在座有不同的年齡
[00:05:55.200 --> 00:05:56.720]  我看到今天
[00:05:56.720 --> 00:05:58.600]  非常感恩看到左伯伯在我們中間
[00:05:58.600 --> 00:06:00.200]  好久沒有看到他了
[00:06:00.200 --> 00:06:01.800]  是不是我們中間最年長的
[00:06:01.800 --> 00:06:03.600]  我不曉得
[00:06:03.600 --> 00:06:06.360]  我想我們一生遭遇了很多對不對
