
[00:00:00.000 --> 00:00:06.360]  今天是情人節,首先在這裡恭賀大家,情人節非常快樂,Amen!
[00:00:06.360 --> 00:00:10.100]  Actually,這幾個禮拜,連續幾個主日都是特別的節日,
[00:00:10.100 --> 00:00:16.400]  上個禮拜是除夕,今天是情人節,下禮拜元宵節就到了,Amen!
[00:00:16.400 --> 00:00:19.700]  每個主日都加倍的祝福,Amen!
[00:00:19.700 --> 00:00:22.500]  每個主日都有加倍的恩高,
[00:00:22.500 --> 00:00:27.400]  特別是昨天我們有一場非常精彩的弟兄特會,
[00:00:27.400 --> 00:00:31.700]  感謝陳智志特別帶領謝志謀教授來到我們中間,
[00:00:31.700 --> 00:00:35.300]  來講挑戰自我,突破更新。
[00:00:35.300 --> 00:00:37.300]  他的信息實在太棒了,
[00:00:37.300 --> 00:00:43.100]  我相信每一位參加弟兄特會的,沒有一個不被震撼的。
[00:00:43.100 --> 00:00:47.300]  聽完他講,我只有一個感動,
[00:00:47.300 --> 00:00:50.000]  那就是如果一個人,
[00:00:50.000 --> 00:00:57.400]  委身擺上為神而活,就能活出這麼精彩的人生的話,
[00:00:57.400 --> 00:01:00.800]  那麼我們也要,Amen!
[00:01:00.800 --> 00:01:04.800]  你知道這些年我參加過無數的聚會,
[00:01:04.800 --> 00:01:11.400]  我常常在想,每當我們聽完了,感動完了,
[00:01:11.400 --> 00:01:17.400]  甚至禱告完了之後,我們還能夠做些什麼呢?
[00:01:17.400 --> 00:01:20.400]  我就感覺神在對我說,
[00:01:20.400 --> 00:01:27.100]  這是一個捲起袖子起來行動的時刻到了。
[00:01:27.100 --> 00:01:33.100]  無論我們今天所面對的世代有多麼的險惡跟艱難,
[00:01:33.100 --> 00:01:35.700]  我們都應當在這樣一個世代,
[00:01:35.700 --> 00:01:41.200]  勇敢的為主站立起來,為主而活,Amen!
[00:01:41.200 --> 00:01:43.900]  那你說我們怎麼樣在現今的世代,
[00:01:43.900 --> 00:01:46.300]  能夠為主而活呢?
[00:01:46.300 --> 00:01:50.500]  我們要從以斯帖的故事來思想三方面。
[00:01:50.500 --> 00:01:54.300]  第一個,要建立一個屬神的價值觀。
[00:01:54.300 --> 00:01:59.100]  跟你們說,要建立屬神的價值觀。
[00:01:59.100 --> 00:02:03.100]  今天我相信我們每一個人心中都有一個渴望,
[00:02:03.100 --> 00:02:06.300]  那就是我們願意為主而活,
[00:02:06.300 --> 00:02:09.000]  否則今天你不會來到這個地方。
[00:02:09.000 --> 00:02:11.500]  但我也要說的一件事情,
[00:02:11.500 --> 00:02:15.600]  那是光是願意是不夠的。
[00:02:15.600 --> 00:02:19.500]  跟你們說,光是願意是不夠的。
[00:02:19.500 --> 00:02:24.100]  我們更需要的是一個決心跟抉擇,
[00:02:24.100 --> 00:02:32.100]  而這個決心跟抉擇是要建立在一種價值觀的轉換上。
[00:02:32.100 --> 00:02:35.300]  今天什麼是你的價值觀呢?
[00:02:35.300 --> 00:02:39.900]  其實一個人的價值觀在平常你是看不出來的,
[00:02:39.900 --> 00:02:45.000]  因為每天你跟別人一樣去上班、下班、吃飯、睡覺,
[00:02:45.000 --> 00:02:48.500]  跟別人沒什麼兩樣。
[00:02:48.500 --> 00:02:53.600]  只有當你在遇見生命的衝突的時候,
[00:02:53.600 --> 00:02:57.900]  忽然間你發現你要做一個選擇,
[00:02:57.900 --> 00:03:04.100]  就在這個時刻,你的價值觀就被顯明出來。
[00:03:04.100 --> 00:03:08.500]  以斯帖就面對這樣一個抉擇的時刻。
[00:03:08.500 --> 00:03:13.300]  其實以斯帖在當時是雅哈水女王的王后,
[00:03:13.300 --> 00:03:15.600]  實際上她雖然是一個猶太人,
[00:03:15.600 --> 00:03:21.400]  可是當她進宮的時候,她就隱藏了她猶太人的身份。
[00:03:21.400 --> 00:03:26.700]  換句話說,她一直是做暗地裡的猶太人。
[00:03:26.700 --> 00:03:29.500]  今天很多基督徒不也是如此嗎?
[00:03:29.500 --> 00:03:31.600]  在教會裡面是基督徒,
[00:03:31.600 --> 00:03:36.900]  可是一出了教會就最好不要人知道我是基督徒。
[00:03:36.900 --> 00:03:43.700]  有時候在外面必須要謝飯禱告,也趕快摸摸眼鏡這樣混過去。
[00:03:43.700 --> 00:03:47.500]  美其名是免得我們羞辱主名,
[00:03:47.500 --> 00:03:54.800]  但事實上是因為我們不敢去承擔一個做基督徒的責任。
[00:03:54.800 --> 00:03:56.700]  以斯帖也是這樣。
[00:03:56.700 --> 00:04:01.400]  本來她在王宮裡生活好好的,很平安。
[00:04:01.400 --> 00:04:06.300]  她的信仰跟她的生活環境相安無事,
[00:04:06.300 --> 00:04:10.400]  井水不犯河水,沒有衝突。
[00:04:10.400 --> 00:04:15.100]  可是就在這個時刻,亞哈水乳王一個手下叫哈曼,
[00:04:15.100 --> 00:04:20.200]  他想用計謀殺死境內所有的猶太人。
[00:04:20.200 --> 00:04:23.600]  忽然間環境改變了。
[00:04:23.600 --> 00:04:27.800]  以斯帖就必須要做一個選擇。
[00:04:27.800 --> 00:04:31.100]  她是要選擇走上世界的道路,
[00:04:31.100 --> 00:04:35.100]  繼續做一個暗地裡的猶太人呢?
[00:04:35.100 --> 00:04:39.400]  還是她要選擇走一個屬神的道路,
[00:04:39.400 --> 00:04:43.400]  挺身承認自己是猶太人,
[00:04:43.400 --> 00:04:47.500]  而且與神的選民一同站立,
[00:04:47.500 --> 00:04:51.400]  來尋求神的拯救呢?
[00:04:51.400 --> 00:04:56.100]  以斯帖正面臨這樣一個抉擇。
[00:04:56.100 --> 00:05:00.600]  同樣,今天我相信我們每一位信主的人,
[00:05:00.600 --> 00:05:05.400]  當我們面對這樣一個充滿險惡的環境,
[00:05:05.400 --> 00:05:10.300]  當我們面對這樣充滿我們常說危機的世代,
[00:05:10.300 --> 00:05:15.100]  我們看見我們的環境在不斷地在改變當中,
[00:05:15.100 --> 00:05:18.400]  而在這一切的轉變當中,我告訴你,
[00:05:18.400 --> 00:05:23.600]  我們每一個人也面對一個選擇。
[00:05:23.600 --> 00:05:28.700]  我們要選擇繼續做一個暗地裡的基督徒,
[00:05:28.700 --> 00:05:31.500]  只是按照我們自己想過的生活,
[00:05:31.500 --> 00:05:36.800]  忙我們自己的事情,為我們自己找出路呢?
[00:05:36.800 --> 00:05:41.300]  還是我們要選擇走一個屬神的道路,
[00:05:41.300 --> 00:05:44.900]  願與神的百姓一同站立,
[00:05:44.900 --> 00:05:50.700]  在這樣一個世代裡面,我們要尋求神的出路呢?
[00:05:50.700 --> 00:05:53.700]  能夠在這樣一個彎曲背謬的世代,
[00:05:53.700 --> 00:05:57.000]  勇敢地站立起來為主做見證,
[00:05:57.000 --> 00:06:02.800]  在你的家庭,在你的職場當中為主站立呢?
[00:06:02.800 --> 00:06:08.200]  除非我們能夠先在這樣一個價值觀上,
[00:06:08.200 --> 00:06:10.900]  我們做一個選擇,
[00:06:10.900 --> 00:06:16.900]  否則我們根本就不可能為主而活。
[00:06:16.900 --> 00:06:21.900]  第一個,你一定要一個價值觀的轉變。
[00:06:21.900 --> 00:06:26.400]  第二,一定要拒絕魔鬼的謊言,
[00:06:26.400 --> 00:06:30.700]  給你們說一下拒絕魔鬼的謊言。
[00:06:30.700 --> 00:06:32.800]  當然對當時的以色列來講,
[00:06:32.800 --> 00:06:37.400]  其實他心靈的深處不是不願意的,
[00:06:37.400 --> 00:06:39.900]  他很想為主而活,
[00:06:39.900 --> 00:06:44.000]  但他心裡面面對極大的難處,
[00:06:44.000 --> 00:06:45.600]  什麼難處呢?
[00:06:45.600 --> 00:06:49.200]  那就是王宮裡有一個法則的嘛!
[00:06:49.200 --> 00:06:50.900]  所以十一節講得很清楚,
[00:06:50.900 --> 00:06:53.400]  他說有一個定律若不蒙昭,
[00:06:53.400 --> 00:06:56.800]  散入內院見王,無論男女必死無疑,
[00:06:56.800 --> 00:06:59.000]  都要被致死。
[00:06:59.000 --> 00:07:01.600]  雖然說這個法則是有例外,
[00:07:01.600 --> 00:07:05.000]  就是國王召見你,那你就免死,
[00:07:05.000 --> 00:07:09.300]  但事實上他說國王已經三、四天沒有召見我,
[00:07:09.300 --> 00:07:12.300]  可見這個情況是非常困難。
[00:07:12.300 --> 00:07:14.700]  同樣今天我們看見很多的基督徒,
[00:07:14.700 --> 00:07:17.300]  之所以無法走上屬神的道路,
[00:07:17.300 --> 00:07:20.400]  也是面對同樣的難處。
[00:07:20.400 --> 00:07:26.100]  我們也面對了一個所謂的世界的法則嘛!
[00:07:26.100 --> 00:07:28.600]  什麼是世界的法則?
[00:07:28.600 --> 00:07:32.100]  世界的法則就是世界的價值觀嘛!
[00:07:32.100 --> 00:07:34.500]  我們從小長大,
[00:07:34.500 --> 00:07:39.000]  一直在被世界的價值觀所影響,
[00:07:39.000 --> 00:07:43.100]  我們一直跟隨世界的潮流在追尋,
[00:07:43.100 --> 00:07:48.000]  在攀登所謂的成功階梯嘛!
[00:07:48.000 --> 00:07:51.500]  我還記得以前我們剛來美國的時候常常說要五子登科,
[00:07:51.500 --> 00:07:52.800]  你還記得嗎?
[00:07:52.800 --> 00:07:54.100]  哪五子呢?
[00:07:54.100 --> 00:07:57.300]  要帽子、車子、妻子、房子、孩子,
[00:07:57.300 --> 00:07:59.600]  五子登科。
[00:07:59.600 --> 00:08:02.100]  現在來到矽谷,五子登科都沒有用了,
[00:08:02.100 --> 00:08:04.500]  錢最重要!
[00:08:04.500 --> 00:08:08.600]  所以忙著買股票,投資房地產,
[00:08:08.600 --> 00:08:11.200]  為什麼要需要錢呢?
[00:08:11.200 --> 00:08:12.900]  因為我們害怕嘛!
[00:08:12.900 --> 00:08:17.200]  害怕失業,害怕生活沒有保障,
[00:08:17.200 --> 00:08:21.000]  所以我們要不斷地加班投資買賣,
[00:08:21.000 --> 00:08:23.300]  還要中年創業,
[00:08:23.300 --> 00:08:28.300]  以致於我們不再有時間來與神親近,
[00:08:28.300 --> 00:08:33.100]  我們也不再有時間跟家人在一起。
[00:08:33.100 --> 00:08:37.400]  難怪我看見現在的家庭問題重重,
[00:08:37.400 --> 00:08:41.100]  因為夫妻之間不再能溝通了嘛!
[00:08:41.100 --> 00:08:45.400]  父母兒女之間也不再有時間溝通了,
[00:08:45.400 --> 00:08:50.400]  但這個世界的價值觀所帶給我們結果是什麼呢?
[00:08:50.400 --> 00:08:54.200]  我告訴你,一點都不是滿足的人生啊!
[00:08:54.200 --> 00:08:56.500]  這個世界價值觀帶給我們的,
[00:08:56.500 --> 00:08:58.200]  就像索隆王所說的,
[00:08:58.200 --> 00:09:02.400]  虛空的虛空,凡事都是虛空嗎?
[00:09:02.400 --> 00:09:04.500]  其實也不用索隆王告訴我們,
[00:09:04.500 --> 00:09:07.300]  我們自己不就感覺到了嗎?
[00:09:07.300 --> 00:09:09.500]  多麼疲倦啊!
[00:09:09.500 --> 00:09:12.700]  你在人生過程難道追逐這一切,
[00:09:12.700 --> 00:09:15.000]  你難道不覺得疲倦嗎?
[00:09:15.000 --> 00:09:17.400]  Burn out!
[00:09:17.400 --> 00:09:21.000]  但為什麼明知如此,
[00:09:21.000 --> 00:09:25.600]  卻仍然在這個世界的道路上奔走呢?
[00:09:25.600 --> 00:09:28.700]  連基督徒也不例外,明明知道,
[00:09:28.700 --> 00:09:32.700]  卻還是要走在這個世界的道路上。
[00:09:32.700 --> 00:09:35.500]  第二點,我越來越明白一件事,
[00:09:35.500 --> 00:09:40.200]  那就因為在我們心靈深處是有個恐懼的。
[00:09:40.200 --> 00:09:42.300]  恐懼是什麼?
[00:09:42.300 --> 00:09:44.600]  恐懼若不按照世界的潮流,
[00:09:44.600 --> 00:09:47.600]  我們就不能成功嗎?
[00:09:47.600 --> 00:09:49.500]  若不按照世界的潮流,
[00:09:49.500 --> 00:09:51.600]  就不能出人頭地嗎?
[00:09:51.600 --> 00:09:53.800]  甚至無法生存。
[00:09:53.800 --> 00:09:57.200]  好像這個世界的法則在告訴我們,
[00:09:57.200 --> 00:10:02.700]  若不按照世界的方法,你就死路一條。
[00:10:02.700 --> 00:10:04.900]  而這種恐懼,
[00:10:04.900 --> 00:10:08.100]  深深的在我們心中挾制我們,
[00:10:08.100 --> 00:10:11.200]  讓我們不敢選擇神的道路。
[00:10:11.200 --> 00:10:15.000]  我再說,不是我們心裡不願意,都很願意。
[00:10:15.000 --> 00:10:18.300]  可是當我們一看見現實的環境,
[00:10:18.300 --> 00:10:21.900]  我們就走不上神的道路。
[00:10:21.900 --> 00:10:24.700]  第二點,今天讓我很清楚地告訴你,
[00:10:24.700 --> 00:10:28.600]  這個世界的法則是魔鬼的謊言。
[00:10:28.600 --> 00:10:29.700]  你們,
