
[00:00:00.000 --> 00:00:02.000]  看見姊妹平安
[00:00:02.000 --> 00:00:06.000]  很感恩,今天早上我們一同聚集在神的殿裏面
[00:00:06.000 --> 00:00:09.000]  一同敬拜,一同思想神的話語
[00:00:09.000 --> 00:00:13.000]  在我們開始正道之前,我們一同低頭祈禱
[00:00:13.000 --> 00:00:19.000]  我們親愛天上的父,多謝祢賜給我們祢寶貴的話語
[00:00:19.000 --> 00:00:23.000]  求祢今天早上再一次獻給我們眾人的心
[00:00:23.000 --> 00:00:26.000]  領我們到祢自己的私恩寶座前
[00:00:26.000 --> 00:00:31.000]  藉著約翰所記載的一段經文,向我們每一個人去說話
[00:00:31.000 --> 00:00:36.000]  不單止使我們能夠明白真道,更加懇求聖靈
[00:00:36.000 --> 00:00:38.000]  以祢的愛再一次激勵我們
[00:00:38.000 --> 00:00:42.000]  以致我們今天能夠更加信靠我們的主耶穌
[00:00:42.000 --> 00:00:45.000]  更加愛慕,親近我們的主耶穌
[00:00:45.000 --> 00:00:48.000]  願祢得著一切榮耀和讚美
[00:00:48.000 --> 00:00:52.000]  禱告奉耶穌德性的明智祈求,阿們
[00:00:54.000 --> 00:00:56.000]  不知道大家有沒有試過
[00:00:56.000 --> 00:01:01.000]  可能自己一個,或者是夜晚睡不著
[00:01:01.000 --> 00:01:03.000]  夜闌人靜,眼光光
[00:01:03.000 --> 00:01:10.000]  在這裡開始回望過去走過人生的路程
[00:01:10.000 --> 00:01:15.000]  偶爾會有一些很多的假如
[00:01:15.000 --> 00:01:18.000]  在我們腦海裡浮現出來
[00:01:18.000 --> 00:01:23.000]  假如當年那件事不是這樣發生的話
[00:01:23.000 --> 00:01:25.000]  今天會怎樣呢?
[00:01:25.000 --> 00:01:29.000]  假如當日那些說話不是這樣說了出口的話
[00:01:29.000 --> 00:01:31.000]  今天會怎樣呢?
[00:01:31.000 --> 00:01:35.000]  又或者,有些事情你經歷過突然間變壞
[00:01:35.000 --> 00:01:38.000]  完全失控,你控制不了
[00:01:38.000 --> 00:01:40.000]  超乎你想像
[00:01:40.000 --> 00:01:43.000]  假如我當日早幾分鐘出門
[00:01:43.000 --> 00:01:46.000]  我就不會遇到那場意外
[00:01:46.000 --> 00:01:48.000]  如果我當時沒有病到
[00:01:48.000 --> 00:01:51.000]  我就不會錯失了這麼難得的機會
[00:01:52.000 --> 00:01:56.000]  假如當年我爸爸沒有被人騙了他的積蓄
[00:01:56.000 --> 00:01:59.000]  假如我兒子沒有群毒一幫壞人
[00:01:59.000 --> 00:02:02.000]  令到他不幸沾上了毒品
[00:02:02.000 --> 00:02:05.000]  這些例子數之不盡
[00:02:05.000 --> 00:02:09.000]  曾經有一位美國的作家
[00:02:09.000 --> 00:02:11.000]  他說假如這兩個字
[00:02:11.000 --> 00:02:16.000]  說它是全世界其中兩個最令人悲哀的字
[00:02:16.000 --> 00:02:20.000]  我相信我們每個人都經歷過這些
[00:02:21.000 --> 00:02:23.000]  如果假如的經歷
[00:02:23.000 --> 00:02:27.000]  有時候我們會被當中的無助感
[00:02:27.000 --> 00:02:30.000]  苦痛去淹沒,很困惑
[00:02:30.000 --> 00:02:32.000]  為什麼會這樣呢?
[00:02:32.000 --> 00:02:35.000]  為什麼神當時好像沒有出手呢?
[00:02:35.000 --> 00:02:40.000]  為什麼這麼多人偏偏是發生在我身上呢?
[00:02:40.000 --> 00:02:44.000]  神是否還在掌管我生命的一切呢?
[00:02:44.000 --> 00:02:48.000]  神是否在乎我是否在關心呢?
[00:02:48.000 --> 00:02:51.000]  神啊,如果當時祢在的話
[00:02:51.000 --> 00:02:53.000]  就不會是這樣了
[00:02:53.000 --> 00:02:58.000]  我不知道今天有什麼假如
[00:02:58.000 --> 00:03:01.000]  深藏在你的心裡面
[00:03:01.000 --> 00:03:06.000]  但是生命裡面其中一個最沉重的假如
[00:03:06.000 --> 00:03:12.000]  莫過於站在我們所深愛的人的墳墓面前的一刻
[00:03:13.000 --> 00:03:18.000]  這個正正是我們今日經文所遇見的一個場景
[00:03:18.000 --> 00:03:21.000]  主啊,假如
[00:03:21.000 --> 00:03:24.000]  主啊,假如祢早在這裡
[00:03:24.000 --> 00:03:27.000]  我的兄弟就不會死
[00:03:27.000 --> 00:03:32.000]  約翰福音十一章這裡記載了一個故事
[00:03:32.000 --> 00:03:38.000]  可能是約翰記載最多經文最長的一個故事
[00:03:38.000 --> 00:03:41.000]  記載了一個苦難中的家庭
[00:03:41.000 --> 00:03:44.000]  和耶穌相遇的一個故事
[00:03:44.000 --> 00:03:50.000]  這個是約翰福音記載七個神蹟裡面最後的一個
[00:03:50.000 --> 00:03:53.000]  也都可能是最重要的一個
[00:03:53.000 --> 00:03:55.000]  我們知道約翰所記錄的神蹟
[00:03:55.000 --> 00:03:58.000]  容易不是停留在神蹟本身
[00:03:58.000 --> 00:04:00.000]  拉撒路復活了
[00:04:00.000 --> 00:04:02.000]  都會再一次死亡
[00:04:02.000 --> 00:04:06.000]  但是神蹟是指向神的榮耀
[00:04:06.000 --> 00:04:13.000]  以致我們看到,我們聽到的人能夠相信耶穌基督是神的兒子
[00:04:13.000 --> 00:04:17.000]  藉著耶穌的名得著生命
[00:04:17.000 --> 00:04:22.000]  拉撒路的復活指向耶穌即將
[00:04:22.000 --> 00:04:26.000]  很快祂自己就要進入耶路撒冷
[00:04:26.000 --> 00:04:30.000]  祂要面對祂自己擲支架的死亡
[00:04:30.000 --> 00:04:33.000]  和祂要為我們復活
[00:04:33.000 --> 00:04:40.000]  耶穌的死亡和復活最終使得我們得著這個永遠不死的生命
[00:04:40.000 --> 00:04:48.000]  弟兄姊妹,如果復活,如果生命今天與我們同在的時候
[00:04:48.000 --> 00:04:53.000]  縱然我們生活仍有各種的困難、思念、苦痛
[00:04:53.000 --> 00:04:56.000]  我們仍然可以完全的相信
[00:04:56.000 --> 00:04:59.000]  依靠耶穌的大能大力
[00:05:00.000 --> 00:05:05.000]  現在我很想和大家一起看一個畫劇
[00:05:05.000 --> 00:05:07.000]  若翰寫下來的一個畫劇
[00:05:07.000 --> 00:05:11.000]  我們分開四幕進入故事裡面
[00:05:11.000 --> 00:05:18.000]  透過每一幕不同的人和耶穌的相遇、對話
[00:05:18.000 --> 00:05:23.000]  我們一起去看看若翰這個故事告訴我們的一些真理
[00:05:23.000 --> 00:05:29.000]  故事的第一幕其實記載在這張頭六節的聖經
[00:05:29.000 --> 00:05:35.000]  故事一開始我們知道拉薩路病重
[00:05:35.000 --> 00:05:39.000]  他病到隨時會死
[00:05:39.000 --> 00:05:41.000]  我們也知道經文告訴我們
[00:05:41.000 --> 00:05:45.000]  耶穌是這三兄弟姐妹很親密的朋友
[00:05:45.000 --> 00:05:47.000]  為什麼呢?
[00:05:47.000 --> 00:05:49.000]  因為當這對姐妹想去找耶穌
[00:05:49.000 --> 00:05:51.000]  將這個消息告訴耶穌的時候
[00:05:51.000 --> 00:05:53.000]  他們其實好像很熟悉耶穌
[00:05:53.000 --> 00:05:57.000]  他們已經知道派人去哪裡找到耶穌告訴他們
[00:05:57.000 --> 00:06:00.000]  還有第三節留意
[00:06:00.000 --> 00:06:04.000]  拉薩路這個名字對這裡是沒有出現過的
[00:06:04.000 --> 00:06:07.000]  只是稱為「你所愛的人」
[00:06:07.000 --> 00:06:11.000]  說了這個話他們就知道耶穌是在說誰
[00:06:11.000 --> 00:06:15.000]  到了第五節
[00:06:15.000 --> 00:06:22.000]  這裡確認了耶穌去愛馬大和他的姐妹和拉薩路
[00:06:22.000 --> 00:06:26.000]  現在拉薩路隨時不行了
[00:06:26.000 --> 00:06:29.000]  我們幻想一下如果我們是馬大馬尼亞
[00:06:29.000 --> 00:06:32.000]  他心裡面當時的感受是怎樣的?
[00:06:32.000 --> 00:06:34.000]  是很焦急的
[00:06:34.000 --> 00:06:39.000]  他希望派這個通風報信的人走快一點
[00:06:39.000 --> 00:06:43.000]  不時地在廚房窗外看一看
[00:06:43.000 --> 00:06:46.000]  希望耶穌趕得及來
[00:06:46.000 --> 00:06:48.000]  心裡面想
[00:06:48.000 --> 00:06:50.000]  我認識耶穌
[00:06:50.000 --> 00:06:52.000]  耶穌一定會醫治
[00:06:52.000 --> 00:06:54.000]  一切都會OK
[00:06:54.000 --> 00:06:56.000]  馬大去張望
[00:06:56.000 --> 00:06:58.000]  他去等待
[00:06:58.000 --> 00:07:00.000]  一秒一秒地過
[00:07:00.000 --> 00:07:01.000]  他期待
[00:07:01.000 --> 00:07:04.000]  但是越來越渺茫
[00:07:04.000 --> 00:07:07.000]  最後什麼都沒有
[00:07:07.000 --> 00:07:10.000]  拉薩路最後死了
[00:07:10.000 --> 00:07:13.000]  耶穌連影子都沒有看到
[00:07:13.000 --> 00:07:16.000]  他們心裡一定是很難以置信
[00:07:16.000 --> 00:07:18.000]  很困惑很失望
[00:07:18.000 --> 00:07:22.000]  但是我們看到耶穌一聽到
[00:07:22.000 --> 00:07:25.000]  拉薩路病得不行的時候
[00:07:25.000 --> 00:07:27.000]  他第一個反應是什麼呢?
[00:07:27.000 --> 00:07:29.000]  我們再看一次第五第六節
[00:07:29.000 --> 00:07:32.000]  今天我展示這個新漢語曆本
[00:07:32.000 --> 00:07:35.000]  給大家在和學本以外多一個參考
[00:07:35.000 --> 00:07:37.000]  第五第六節說
[00:07:37.000 --> 00:07:39.000]  耶穌一向愛馬大
[00:07:39.000 --> 00:07:42.000]  他的姐妹和拉薩路
[00:07:42.000 --> 00:07:45.000]  所以他聽到拉薩路病了
[00:07:45.000 --> 00:07:48.000]  仍在原地留了兩天
