
[00:00:00.000 --> 00:00:03.000]  「重生」這個道理在聖經裡面明確地記載
[00:00:03.000 --> 00:00:04.500]  剛才我們讀過的金句,記不記得?
[00:00:04.500 --> 00:00:05.500]  考考大家背吧
[00:00:05.500 --> 00:00:07.000]  金句是supposed to be背的
[00:00:07.000 --> 00:00:09.000]  不是supposed to be你這樣看的
[00:00:09.000 --> 00:00:11.000]  試試背吧,三句而已,是嗎?
[00:00:11.000 --> 00:00:13.000]  我給你第一句,好嗎?
[00:00:13.000 --> 00:00:16.000]  不用嗎?這麼厲害?來吧,1、2、3
[00:00:16.000 --> 00:00:19.000]  你們想明不明說
[00:00:19.000 --> 00:00:22.000]  我再告訴你們
[00:00:22.000 --> 00:00:23.500]  你們必須要重生
[00:00:23.500 --> 00:00:27.000]  若不重生就不能見神的國,OK?
[00:00:27.000 --> 00:00:29.000]  但其實這句話還有下集的
[00:00:29.000 --> 00:00:31.000]  你不但不能見神的國
[00:00:31.000 --> 00:00:32.000]  還不能進神的國
[00:00:32.000 --> 00:00:33.000]  稍後會慢慢說
[00:00:33.000 --> 00:00:35.000]  如果你這樣看這句金句
[00:00:35.000 --> 00:00:36.000]  我們說慢一點,是嗎?
[00:00:36.000 --> 00:00:38.000]  OK,慢一點
[00:00:38.000 --> 00:00:40.000]  如果你看這句金句的話
[00:00:40.000 --> 00:00:42.000]  現在是目前深刻嗎?不是
[00:00:42.000 --> 00:00:44.000]  對,還沒播放目前深刻
[00:00:44.000 --> 00:00:45.000]  稍後才播放
[00:00:45.000 --> 00:00:47.000]  OK,好
[00:00:47.000 --> 00:00:49.000]  如果你看這句金句的話
[00:00:49.000 --> 00:00:51.000]  很清楚
[00:00:51.000 --> 00:00:53.000]  我們必須要重生
[00:00:53.000 --> 00:00:55.000]  否則不但不能進入天國
[00:00:55.000 --> 00:00:59.000]  連見、望都怎樣?
[00:00:59.000 --> 00:01:00.000]  都見不到
[00:01:00.000 --> 00:01:03.000]  好了,我給你介紹一本書
[00:01:03.000 --> 00:01:05.000]  我介紹一本書是你必看的
[00:01:05.000 --> 00:01:07.000]  叫做《重生真義》
[00:01:07.000 --> 00:01:09.000]  是黃明道寫的
[00:01:09.000 --> 00:01:11.000]  黃明道知不知道是誰?
[00:01:11.000 --> 00:01:14.000]  我們說現代中國教會史當中
[00:01:14.000 --> 00:01:15.000]  有三大巨人
[00:01:15.000 --> 00:01:16.000]  沒有這三個人
[00:01:16.000 --> 00:01:18.000]  現代中國教會發展史
[00:01:18.000 --> 00:01:20.000]  不會像現在這樣
[00:01:20.000 --> 00:01:21.000]  當然第一個就是黃明道
[00:01:21.000 --> 00:01:24.000]  他的主力就是傳福音
[00:01:24.000 --> 00:01:26.000]  另外就是宋尚哲
[00:01:26.000 --> 00:01:27.000]  就是布道嘉尼
[00:01:27.000 --> 00:01:30.000]  倪拓星說了很多聖靈論的東西
[00:01:30.000 --> 00:01:31.000]  很適合你們,是嗎?
[00:01:31.000 --> 00:01:33.000]  你們可以看的
[00:01:33.000 --> 00:01:34.000]  這三大人物,記不記得?
[00:01:34.000 --> 00:01:38.000]  黃明道、倪拓星、宋尚哲
[00:01:38.000 --> 00:01:41.000]  黃明道有一本書叫做《重生真義》
[00:01:41.000 --> 00:01:44.000]  我很高度推薦
[00:01:44.000 --> 00:01:47.000]  裡面提到有四種基督徒
[00:01:47.000 --> 00:01:50.000]  但後來我歸納了只有兩種基督徒
[00:01:50.000 --> 00:01:52.000]  看你是不是兩種中其中一種
[00:01:52.000 --> 00:01:55.000]  第一種是有重生的經驗
[00:01:55.000 --> 00:01:58.000]  即是真正因為悔罪而蒙恩得救的人
[00:01:58.000 --> 00:02:01.000]  很明顯,或者很直接
[00:02:01.000 --> 00:02:04.000]  第二種就是沒有重生經驗
[00:02:04.000 --> 00:02:07.000]  有和沒有,都很正路
[00:02:07.000 --> 00:02:11.000]  即是並沒有真正相信的人
[00:02:11.000 --> 00:02:13.000]  所以那句金句說得很對
[00:02:13.000 --> 00:02:14.000]  如果沒有重生的話
[00:02:14.000 --> 00:02:17.000]  連天國的門
[00:02:17.000 --> 00:02:18.000]  看都看不到
[00:02:18.000 --> 00:02:19.000]  我們英文說
[00:02:19.000 --> 00:02:23.000]  No way,門都沒有
[00:02:23.000 --> 00:02:24.000]  即是國語
[00:02:24.000 --> 00:02:26.000]  沒有都沒有
[00:02:26.000 --> 00:02:28.000]  即是門而也沒有
[00:02:28.000 --> 00:02:29.000]  好嗎?
[00:02:29.000 --> 00:02:32.000]  但這個意思很嚴重
[00:02:32.000 --> 00:02:35.000]  你想深一層的話
[00:02:35.000 --> 00:02:38.000]  如果一個人沒有重生
[00:02:38.000 --> 00:02:41.000]  他連天國的門都找不到
[00:02:41.000 --> 00:02:42.000]  看不到,看不到
[00:02:42.000 --> 00:02:44.000]  更加不要說進去
[00:02:44.000 --> 00:02:46.000]  所以這個後果是非常嚴重
[00:02:46.000 --> 00:02:48.000]  所以重生這件事
[00:02:48.000 --> 00:02:50.000]  對於所有基督徒來說
[00:02:50.000 --> 00:02:52.000]  都是必須要知道的
[00:02:52.000 --> 00:02:53.000]  好嗎?
[00:02:53.000 --> 00:02:55.000]  所以我今天跟你說這個訊息是很重要
[00:02:55.000 --> 00:02:57.000]  可能你未必一定很習慣
[00:02:57.000 --> 00:02:59.000]  或者聽過都未必
[00:02:59.000 --> 00:03:00.000]  但希望你能夠打開你的心
[00:03:00.000 --> 00:03:02.000]  為自己祈禱
[00:03:02.000 --> 00:03:04.000]  希望聖靈給你一個智慧
[00:03:04.000 --> 00:03:08.000]  順服你的心靈來明白
[00:03:08.000 --> 00:03:12.000]  好,重生是什麼意思呢?
[00:03:12.000 --> 00:03:14.000]  我們看一段經文
[00:03:14.000 --> 00:03:17.000]  其實就是這個金句再延續下去
[00:03:17.000 --> 00:03:19.000]  由約翰福音三章三到八節
[00:03:19.000 --> 00:03:21.000]  慢慢讀,預備起
[00:03:47.000 --> 00:03:49.000]  從靈生的就是靈
[00:03:49.000 --> 00:03:51.000]  我說,你們必須重生
[00:03:51.000 --> 00:03:53.000]  你不要以為稀奇
[00:03:53.000 --> 00:03:55.000]  風隨著意思吹
[00:03:55.000 --> 00:03:57.000]  你聽見風的響聲
[00:03:57.000 --> 00:03:59.000]  卻不曉得風從哪裡來
[00:03:59.000 --> 00:04:01.000]  往哪裡去
[00:04:01.000 --> 00:04:03.000]  凡從聖靈生的也是如此
[00:04:03.000 --> 00:04:05.000]  首先說了其實聖經一貫
[00:04:05.000 --> 00:04:07.000]  特別是新約聖經
[00:04:07.000 --> 00:04:09.000]  用風來比喻聖靈
[00:04:09.000 --> 00:04:11.000]  所以我們叫靈風一吹過
[00:04:11.000 --> 00:04:13.000]  就蘇醒人心
[00:04:13.000 --> 00:04:15.000]  這一段經文我都將一些重點
[00:04:15.000 --> 00:04:16.000]  用紅色來表達
[00:04:16.000 --> 00:04:18.000]  我們特別看紅色的地方
[00:04:18.000 --> 00:04:20.000]  首先說一說
[00:04:20.000 --> 00:04:24.000]  在耶穌的對答的談話當中
[00:04:24.000 --> 00:04:26.000]  很多時候開場白第一句
[00:04:26.000 --> 00:04:29.000]  都說我實實在在地告訴你
[00:04:29.000 --> 00:04:30.000]  如果你看起這個希臘原文
[00:04:30.000 --> 00:04:32.000]  其實意思就是
[00:04:32.000 --> 00:04:34.000]  我很誠懇地,我不會說謊
[00:04:34.000 --> 00:04:36.000]  我阿門,誠心所願
[00:04:36.000 --> 00:04:38.000]  很誠實地
[00:04:38.000 --> 00:04:40.000]  百分之百真誠地跟你說
[00:04:40.000 --> 00:04:42.000]  說什麼呢?我以下說的就是真理
[00:04:42.000 --> 00:04:45.000]  人若不重生,就不能見神的國
[00:04:45.000 --> 00:04:47.000]  人若不重兩樣東西
[00:04:47.000 --> 00:04:49.000]  水和聖靈生的
[00:04:49.000 --> 00:04:50.000]  就不能進神的國
[00:04:50.000 --> 00:04:51.000]  一會兒我會慢慢解釋
[00:04:51.000 --> 00:04:53.000]  聖靈,你們知道,重聖靈生的
[00:04:53.000 --> 00:04:55.000]  重水是什麼意思呢?
[00:04:55.000 --> 00:04:57.000]  當然不是H2O,喝的那些水
[00:04:57.000 --> 00:05:00.000]  簡單來說,總結在後面
[00:05:00.000 --> 00:05:02.000]  重靈生的就是靈
[00:05:02.000 --> 00:05:04.000]  對比上面那一句
[00:05:04.000 --> 00:05:06.000]  如果重肉生生的就是肉生
[00:05:06.000 --> 00:05:10.000]  我們每一個人都有出生日期
[00:05:10.000 --> 00:05:12.000]  你不用告訴我
[00:05:12.000 --> 00:05:14.000]  無謂透露你的年紀
[00:05:14.000 --> 00:05:17.000]  但我們每一個人都會有出生的年月日
[00:05:17.000 --> 00:05:19.000]  這就是第一個出生日期
[00:05:19.000 --> 00:05:21.000]  某年某月某日
[00:05:21.000 --> 00:05:23.000]  但其實每一個基督徒還有另一個生日
[00:05:23.000 --> 00:05:26.000]  就是我們信主真真正正悔改重生的那一天
[00:05:26.000 --> 00:05:28.000]  就是另一個屬靈生日
[00:05:28.000 --> 00:05:30.000]  我就是1990年4月7日
[00:05:30.000 --> 00:05:32.000]  我記得的
[00:05:32.000 --> 00:05:34.000]  但我不知道你是什麼時候
[00:05:34.000 --> 00:05:36.000]  但這裡說得很清楚
[00:05:36.000 --> 00:05:39.000]  前面的birthday就是肉生的birthday
[00:05:39.000 --> 00:05:41.000]  即是physical body
[00:05:41.000 --> 00:05:44.000]  後面的信主那一刻真正認識
[00:05:44.000 --> 00:05:46.000]  福音又認罪悔改
[00:05:46.000 --> 00:05:48.000]  與神無好
[00:05:48.000 --> 00:05:50.000]  那就是屬靈的生日
[00:05:50.000 --> 00:05:53.000]  什麼時候你是認真或清楚對信主
[00:05:53.000 --> 00:05:55.000]  那一刻就是重生
[00:05:55.000 --> 00:05:57.000]  我們再看下去
[00:05:57.000 --> 00:05:59.000]  我將剛才那段經文
[00:05:59.000 --> 00:06:02.000]  再一些重點讓大家容易理解
[00:06:02.000 --> 00:06:04.000]  我放完你才可以拍
[00:06:04.000 --> 00:06:06.000]  不用急著
[00:06:06.000 --> 00:06:08.000]  有些人好像喜歡拍
[00:06:08.000 --> 00:06:10.000]  重點是人若不重生
[00:06:10.000 --> 00:06:12.000]  就不能見或進神的國
[00:06:12.000 --> 00:06:14.000]  即是我們總結了剛才那段經文
[00:06:14.000 --> 00:06:16.000]  不單止不能見
[00:06:16.000 --> 00:06:18.000]  當然你看都看不到
[00:06:18.000 --> 00:06:20.000]  找不到門就無從進去
[00:06:20.000 --> 00:06:22.000]  好像今天你來我們教會
[00:06:22.000 --> 00:06:24.000]  你都要找到西灣河街175號
[00:06:24.000 --> 00:06:26.000]  現在才可以進來
[00:06:26.000 --> 00:06:28.000]  如何重生
