
[00:00:00.000 --> 00:00:05.000]  你記不記得你是什麼時候信主的呢?
[00:00:05.000 --> 00:00:10.000]  你記不記得你什麼時候清楚得救
[00:00:10.000 --> 00:00:15.000]  清楚來決定跟隨耶穌的呢?
[00:00:15.000 --> 00:00:19.000]  如果你記得的話呢
[00:00:19.000 --> 00:00:24.000]  你又記不記得你什麼時候沒有告訴別人
[00:00:24.000 --> 00:00:28.000]  你自己信主的經歷呢?
[00:00:31.000 --> 00:00:33.000]  你上一次跟別人說
[00:00:33.000 --> 00:00:36.000]  你自己的得救見證是什麼時候呢?
[00:00:36.000 --> 00:00:40.000]  如果你去短訊呢
[00:00:40.000 --> 00:00:42.000]  就會多些說的
[00:00:42.000 --> 00:00:44.000]  因為要交功課的
[00:00:44.000 --> 00:00:46.000]  一般我不知道要怎麼交
[00:00:46.000 --> 00:00:48.000]  要寫自己得救見證的
[00:00:48.000 --> 00:00:50.000]  如果你是剛剛最近受診的
[00:00:50.000 --> 00:00:53.000]  當然你剛剛寫完你就得救見證的
[00:00:53.000 --> 00:00:54.000]  跟別人說過
[00:00:54.000 --> 00:00:55.000]  不過呢
[00:00:55.000 --> 00:00:57.000]  對我們大部分來講呢
[00:00:57.000 --> 00:01:00.000]  你是不是真的準備好
[00:01:00.000 --> 00:01:04.000]  隨時跟別人分享你的得救見證呢?
[00:01:04.000 --> 00:01:09.000]  今天我們來看一個得救見證
[00:01:09.000 --> 00:01:11.000]  是保羅的得救見證
[00:01:11.000 --> 00:01:13.000]  不過他講的時間呢
[00:01:13.000 --> 00:01:16.000]  是一個很困難的時間
[00:01:16.000 --> 00:01:18.000]  是一個呢
[00:01:18.000 --> 00:01:21.000]  某個程度上不是很適合講得救見證的時間
[00:01:21.000 --> 00:01:25.000]  但是他又很爭取來講這個得救見證的
[00:01:25.000 --> 00:01:27.000]  仔細行轉第二十一章
[00:01:27.000 --> 00:01:29.000]  三十三到四十節先
[00:01:29.000 --> 00:01:31.000]  我們先讀三十三到四十節
[00:01:31.000 --> 00:01:34.000]  先
[00:01:34.000 --> 00:01:36.000]  我們三十三節一起讀
[00:01:36.000 --> 00:01:37.000]  今天一起讀
[00:01:37.000 --> 00:01:39.000]  因為我們分段讀
[00:01:39.000 --> 00:01:40.000]  準備一二三
[00:01:40.000 --> 00:01:44.000]  於是千夫長上前拿住他
[00:01:44.000 --> 00:01:47.000]  吩咐用兩條鐵鏈困鎖
[00:01:47.000 --> 00:01:49.000]  又問他是什麼人
[00:01:49.000 --> 00:01:51.000]  度的是什麼事
[00:01:51.000 --> 00:01:54.000]  眾人有喊叫這個的
[00:01:54.000 --> 00:01:56.000]  有喊叫那個的
[00:01:56.000 --> 00:01:59.000]  千夫長因為這樣亂揚
[00:01:59.000 --> 00:02:01.000]  得不著實情
[00:02:01.000 --> 00:02:04.000]  就吩咐人將保羅帶進刑樓去
[00:02:04.000 --> 00:02:06.000]  到了台階上
[00:02:06.000 --> 00:02:08.000]  眾人擠得兇猛
[00:02:08.000 --> 00:02:12.000]  兵兵只得將保羅抬起來
[00:02:12.000 --> 00:02:14.000]  眾人跟在後面
[00:02:14.000 --> 00:02:15.000]  喊著說
[00:02:15.000 --> 00:02:16.000]  除掉他
[00:02:16.000 --> 00:02:19.000]  將要帶他進刑樓
[00:02:19.000 --> 00:02:21.000]  保羅對千夫長說
[00:02:21.000 --> 00:02:24.000]  我對你說句話可以不可以
[00:02:24.000 --> 00:02:25.000]  他說
[00:02:25.000 --> 00:02:28.000]  你懂得希尼你話嗎
[00:02:28.000 --> 00:02:31.000]  你莫非是從前作亂
[00:02:31.000 --> 00:02:37.000]  帶領四千兇徒往曠野去的那埃及人嗎
[00:02:37.000 --> 00:02:38.000]  保羅說
[00:02:38.000 --> 00:02:40.000]  我本是猶太人
[00:02:40.000 --> 00:02:42.000]  在希臘的大數
[00:02:42.000 --> 00:02:45.000]  並不是無名小城的人
[00:02:45.000 --> 00:02:48.000]  求你准我對百姓說話
[00:02:48.000 --> 00:02:50.000]  千夫長准了
[00:02:50.000 --> 00:02:53.000]  保羅就站在台階上
[00:02:53.000 --> 00:02:55.000]  向百姓擺手
[00:02:55.000 --> 00:02:57.000]  他們都靜默無聲
[00:02:57.000 --> 00:03:01.000]  保羅便用希伯來話對他們說
[00:03:01.000 --> 00:03:04.000]  我們先讀到這裏
[00:03:04.000 --> 00:03:06.000]  讀到四十節
[00:03:06.000 --> 00:03:10.000]  保羅在一個很困難的時間
[00:03:10.000 --> 00:03:12.000]  對他來說是一個很困難的時間
[00:03:12.000 --> 00:03:13.000]  因為他被捕
[00:03:13.000 --> 00:03:17.000]  我們知道保羅在耶路撒冷
[00:03:17.000 --> 00:03:21.000]  有些人就以為他帶了一個外邦人入聖殿
[00:03:21.000 --> 00:03:23.000]  所以就很憤怒
[00:03:23.000 --> 00:03:24.000]  捉他
[00:03:24.000 --> 00:03:26.000]  要來殺了他
[00:03:26.000 --> 00:03:27.000]  打他
[00:03:27.000 --> 00:03:31.000]  於是就驚動了官府
[00:03:31.000 --> 00:03:35.000]  千夫長就帶了很多士兵來捉他
[00:03:35.000 --> 00:03:37.000]  因為這個是群眾事件
[00:03:37.000 --> 00:03:38.000]  逼住了
[00:03:38.000 --> 00:03:41.000]  逼到保羅都動不了
[00:03:41.000 --> 00:03:43.000]  聖經說那些人要抬起他
[00:03:43.000 --> 00:03:45.000]  那些士兵要抬起他
[00:03:45.000 --> 00:03:47.000]  他走去刑樓
[00:03:47.000 --> 00:03:53.000]  刑樓就是羅馬士兵的一個警署
[00:03:53.000 --> 00:03:55.000]  現在叫警署
[00:03:55.000 --> 00:03:57.000]  在裏面住宅
[00:03:57.000 --> 00:03:59.000]  於是就抬進去
[00:03:59.000 --> 00:04:02.000]  那些人就喊著要除掉他
[00:04:02.000 --> 00:04:03.000]  要殺了他
[00:04:03.000 --> 00:04:06.000]  這些情況大家將安無事
[00:04:06.000 --> 00:04:09.000]  靜靜的進了刑樓就躲起來算了
[00:04:09.000 --> 00:04:14.000]  但是保羅卻主動要求來說話
[00:04:14.000 --> 00:04:16.000]  他跟千夫長說話
[00:04:16.000 --> 00:04:18.000]  就讓他說話
[00:04:18.000 --> 00:04:21.000]  在一個台階的形狀
[00:04:21.000 --> 00:04:22.000]  高一點的地方
[00:04:22.000 --> 00:04:24.000]  在那裏說話
[00:04:24.000 --> 00:04:26.000]  跟百姓在那裏說話
[00:04:26.000 --> 00:04:28.000]  引起騷動的人
[00:04:28.000 --> 00:04:30.000]  就讓他說話
[00:04:30.000 --> 00:04:32.000]  其實都很危險的
[00:04:32.000 --> 00:04:34.000]  說不通就再亂一點
[00:04:34.000 --> 00:04:35.000]  但是都讓他說
[00:04:35.000 --> 00:04:37.000]  他說什麼呢
[00:04:37.000 --> 00:04:40.000]  他不是為自己辯護
[00:04:40.000 --> 00:04:42.000]  因為我們知道
[00:04:42.000 --> 00:04:44.000]  有些人誤會他帶了外邦人進聖殿
[00:04:44.000 --> 00:04:45.000]  他出來說話
[00:04:45.000 --> 00:04:46.000]  當然叫那些人說
[00:04:46.000 --> 00:04:47.000]  不關我的事
[00:04:47.000 --> 00:04:48.000]  不要抓我
[00:04:48.000 --> 00:04:49.000]  不要打我
[00:04:49.000 --> 00:04:50.000]  不要放我
[00:04:50.000 --> 00:04:52.000]  不要抓我
[00:04:52.000 --> 00:04:58.000]  其實保羅又沒有在這個機會著重跟他自己辯護
[00:04:58.000 --> 00:05:01.000]  甚至連千夫長都說
[00:05:01.000 --> 00:05:03.000]  你是不是以前那個埃及人
[00:05:03.000 --> 00:05:05.000]  帶頭造反
[00:05:05.000 --> 00:05:07.000]  保羅都沒有為這件事辯護
[00:05:07.000 --> 00:05:09.000]  保羅在這裏做什麼呢
[00:05:09.000 --> 00:05:12.000]  在這裏說得救見證
[00:05:12.000 --> 00:05:14.000]  我們很奇怪
[00:05:14.000 --> 00:05:16.000]  我們所有人在這樣的場合
[00:05:16.000 --> 00:05:18.000]  我們都不會去說得救見證
[00:05:18.000 --> 00:05:20.000]  我們說得救見證
[00:05:20.000 --> 00:05:22.000]  要被人邀請的
[00:05:22.000 --> 00:05:23.000]  我們要在報道會說的
[00:05:23.000 --> 00:05:25.000]  我們要有一個比較好的氣氛
[00:05:25.000 --> 00:05:27.000]  大家都很尊重你
[00:05:27.000 --> 00:05:28.000]  想聽你講得救見證的時候
[00:05:28.000 --> 00:05:29.000]  你講的
[00:05:29.000 --> 00:05:31.000]  我們通常都客氣推一下
[00:05:31.000 --> 00:05:32.000]  沒有什麼要講的
[00:05:32.000 --> 00:05:33.000]  不要找我講
[00:05:33.000 --> 00:05:34.000]  找別人講
[00:05:34.000 --> 00:05:36.000]  我們有預備的
[00:05:36.000 --> 00:05:38.000]  起碼你給一個星期
[00:05:38.000 --> 00:05:39.000]  給幾個星期
[00:05:39.000 --> 00:05:41.000]  我們預備一下得救見證
[00:05:41.000 --> 00:05:45.000]  但是保羅卻在這麼動亂
[00:05:45.000 --> 00:05:48.000]  這麼混亂的狀況之下
[00:05:48.000 --> 00:05:50.000]  他站出來
[00:05:50.000 --> 00:05:52.000]  又不是為自己辯護
[00:05:52.000 --> 00:05:55.000]  他就是在說得救見證
[00:05:55.000 --> 00:05:58.000]  保羅自己教人都是這樣的
[00:05:58.000 --> 00:06:00.000]  我們要常作準備
[00:06:00.000 --> 00:06:03.000]  當別人問起我們盼望的緣由
[00:06:03.000 --> 00:06:06.000]  我們就用溫柔的心來告訴別人
[00:06:06.000 --> 00:06:09.000]  所以我們要常作準備
[00:06:09.000 --> 00:06:11.000]  我們有沒有這個準備呢
[00:06:11.000 --> 00:06:14.000]  來將我們的得救見證
[00:06:14.000 --> 00:06:18.000]  將我們和耶穌基督之間的故事
[00:06:18.000 --> 00:06:20.000]  來告訴別人呢
[00:06:20.000 --> 00:06:22.000]  我們看看保羅說什麼
[00:06:22.000 --> 00:06:24.000]  第一部分就是
