
[00:00:00.000 --> 00:00:04.800]  頂尖妹早晨,今日同大家分享嘅題目係目標人生
[00:00:04.800 --> 00:00:09.000]  經人係臨前嘅九章二十四至到二十七節
[00:00:09.000 --> 00:00:11.200]  讓我一提嚟到中讀
[00:00:11.200 --> 00:00:14.500]  豈不知在場上賽跑的都跑
[00:00:14.500 --> 00:00:16.900]  但得獎賞的只有一人
[00:00:16.900 --> 00:00:18.700]  你們也當這樣跑
[00:00:18.700 --> 00:00:21.200]  好叫你們得著獎賞
[00:00:21.200 --> 00:00:25.100]  凡教力真性的諸事都有節制
[00:00:25.100 --> 00:00:28.200]  他們不過是要得能壞的冠冕
[00:00:28.200 --> 00:00:31.300]  我們卻是要得不能壞的冠冕
[00:00:31.300 --> 00:00:34.800]  所以我奔跑不像無定向的
[00:00:34.800 --> 00:00:37.300]  我鬥拳不像打空氣的
[00:00:37.300 --> 00:00:40.600]  我是攻克己身叫身服我
[00:00:40.600 --> 00:00:45.300]  恐怕我全福音級別人自己反被棄絕
[00:00:45.300 --> 00:00:49.100]  近日香港的疫情是幾何級的大爆發
[00:00:49.100 --> 00:00:54.200]  相信全港市民每日的新聞關注都在這一方面
[00:00:54.200 --> 00:00:55.800]  我的都不例外
[00:00:55.800 --> 00:00:57.700]  當然除了關注新聞之外
[00:00:57.700 --> 00:00:59.100]  關注這個疫情的新聞之外
[00:00:59.100 --> 00:01:01.100]  我亦都關注其他的新聞
[00:01:01.100 --> 00:01:03.100]  譬如烏克蘭的局勢
[00:01:03.100 --> 00:01:05.300]  近日俄羅斯入侵烏克蘭
[00:01:05.300 --> 00:01:08.200]  令到舉世人都很失望
[00:01:08.200 --> 00:01:11.600]  但還有一個新聞我都關注過
[00:01:11.600 --> 00:01:14.500]  剛剛在上個星期結束的
[00:01:14.500 --> 00:01:17.400]  在北京舉行的冬季奧運會
[00:01:17.400 --> 00:01:20.300]  因為我本身對體育都很有興趣
[00:01:20.300 --> 00:01:23.400]  所以對這方面亦都很關注
[00:01:23.400 --> 00:01:26.500]  在上一年的奧運會的時候
[00:01:26.500 --> 00:01:29.500]  更加令到我們香港人很興奮
[00:01:29.500 --> 00:01:33.900]  能夠破紀錄地拿到一金二銀三銅的成績
[00:01:33.900 --> 00:01:36.300]  亦都想起當時我們在家裏
[00:01:36.300 --> 00:01:39.500]  或者在商場裏大家都一起為他鼓掌
[00:01:39.500 --> 00:01:40.500]  一起為他打氣
[00:01:40.500 --> 00:01:44.500]  那種情況亦都令到我們很興奮
[00:01:44.500 --> 00:01:48.200]  運動員的人生是有很清楚的目的來追求
[00:01:48.200 --> 00:01:50.100]  當然最理想最希望的
[00:01:50.100 --> 00:01:53.800]  就是能夠站在世界運動最高的舞台
[00:01:53.800 --> 00:01:56.100]  譬如奧運會這樣來出賽
[00:01:56.100 --> 00:01:59.100]  甚至能夠獲取到獎牌
[00:01:59.100 --> 00:02:00.600]  其實在新約聖經裏面
[00:02:00.600 --> 00:02:02.800]  保羅據我所人所知
[00:02:02.800 --> 00:02:07.000]  他至少用四段的聖經是關於運動員的做例子
[00:02:07.000 --> 00:02:10.000]  他表達了做基督徒的做人態度
[00:02:10.000 --> 00:02:13.000]  或者人生目標都要好像運動員一樣
[00:02:13.000 --> 00:02:16.500]  叫我們在運動員身上來學習
[00:02:16.500 --> 00:02:21.100]  究竟我們可以在運動員身上有哪幾方面的學習呢
[00:02:21.100 --> 00:02:22.300]  第一方面
[00:02:22.300 --> 00:02:25.100]  運動員我們基督徒要學習什麼
[00:02:25.100 --> 00:02:28.600]  是很清晰的人生方向、目的
[00:02:28.600 --> 00:02:29.600]  二十四節這樣說
[00:02:29.600 --> 00:02:32.100]  他們不知在場賽跑都跑
[00:02:32.100 --> 00:02:34.100]  但得獎賞的只有一人
[00:02:34.100 --> 00:02:35.600]  你們都要這樣跑
[00:02:35.600 --> 00:02:38.100]  好叫你們得到獎賞
[00:02:38.100 --> 00:02:39.600]  二十六節又這樣說
[00:02:39.600 --> 00:02:42.100]  所以我奔跑不像無定向
[00:02:42.100 --> 00:02:45.600]  我鬥拳不像打空氣
[00:02:45.600 --> 00:02:50.100]  另外保羅在菲勒比書的三章十三到十四節又這樣說
[00:02:50.100 --> 00:02:53.600]  弟兄們 我不是以為自己已經得著了
[00:02:53.600 --> 00:02:56.600]  我只有一件事就是忘記背後努力面前
[00:02:56.600 --> 00:02:59.100]  向著鏢光直跑
[00:02:59.100 --> 00:03:03.600]  要得神在基督耶穌女從上面照我來得的獎賞
[00:03:03.600 --> 00:03:05.600]  不知道保羅就勸勉我們
[00:03:05.600 --> 00:03:08.100]  你們也當這樣跑
[00:03:08.100 --> 00:03:10.600]  好叫我們得著獎賞
[00:03:10.600 --> 00:03:12.100]  運動員很清楚的
[00:03:12.100 --> 00:03:13.600]  目的是方向
[00:03:13.600 --> 00:03:16.100]  就是我有清楚方向要奔跑
[00:03:16.100 --> 00:03:17.600]  好像馬拉松的選手
[00:03:17.600 --> 00:03:19.100]  他不會跑錯方向的
[00:03:19.100 --> 00:03:20.600]  一跑錯方向就輸
[00:03:20.600 --> 00:03:23.100]  他們發拳的時候不會亂來發拳的
[00:03:23.100 --> 00:03:26.600]  有清楚的目標在裡面
[00:03:26.600 --> 00:03:30.100]  運動員有清楚的人生方向目的
[00:03:30.100 --> 00:03:32.100]  而基督徒也要這樣
[00:03:32.100 --> 00:03:39.100]  那麼基督徒的人生方向目的會是什麼呢?
[00:03:39.100 --> 00:03:41.100]  聖經就這樣說
[00:03:41.100 --> 00:03:43.100]  在臨前的六章二十節
[00:03:43.100 --> 00:03:45.600]  因為你們是寵駕馬來的
[00:03:45.600 --> 00:03:50.100]  所以要在你們的身子上榮耀神
[00:03:50.100 --> 00:03:52.100]  所以你們或吃或喝
[00:03:52.100 --> 00:03:57.100]  無論做什麼都要為榮耀神而做
[00:03:57.100 --> 00:04:01.100]  基督徒在世的人生方向目的就是要榮耀神
[00:04:01.100 --> 00:04:04.100]  顯出神的榮耀
[00:04:04.100 --> 00:04:06.100]  我們不是滿足自己
[00:04:06.100 --> 00:04:08.100]  得到什麼成就就是歸功於自己
[00:04:08.100 --> 00:04:09.100]  我們不是
[00:04:09.100 --> 00:04:10.100]  任何的聖咒
[00:04:10.100 --> 00:04:12.100]  我們透過在身上裡面
[00:04:12.100 --> 00:04:15.100]  要顯出上帝的榮耀
[00:04:15.100 --> 00:04:17.100]  顯出上帝的真心
[00:04:17.100 --> 00:04:19.100]  有時候我們會想起要榮耀神
[00:04:19.100 --> 00:04:21.100]  會不會好像那些基督徒的藝人
[00:04:21.100 --> 00:04:23.100]  當他得到獎的時候
[00:04:23.100 --> 00:04:25.100]  在台上裡面這樣說
[00:04:25.100 --> 00:04:26.100]  感謝神
[00:04:26.100 --> 00:04:27.100]  歸榮耀給神
[00:04:27.100 --> 00:04:30.100]  當然這個也是一個表達
[00:04:30.100 --> 00:04:34.100]  歸榮耀給神的方式的表達
[00:04:34.100 --> 00:04:36.100]  但聖經是這樣教我們
[00:04:36.100 --> 00:04:39.100]  你們的光也當在照在人前
[00:04:39.100 --> 00:04:42.100]  叫他們看見你們的好行為
[00:04:42.100 --> 00:04:46.100]  便將榮耀歸於你們在天上的庫
[00:04:46.100 --> 00:04:48.100]  當我們在人的面前裡面
[00:04:48.100 --> 00:04:50.100]  活出一個美好的行為
[00:04:50.100 --> 00:04:53.100]  就歸榮耀給上帝
[00:04:53.100 --> 00:04:55.100]  今天在這個社會裡面
[00:04:55.100 --> 00:04:58.100]  很多人都會比較放任一點
[00:04:58.100 --> 00:04:59.100]  或者是懶散一點
[00:04:59.100 --> 00:05:01.100]  在工作裡面有些人都會偷懶
[00:05:01.100 --> 00:05:03.100]  甚至不做足本分
[00:05:03.100 --> 00:05:04.100]  我記得以前
[00:05:04.100 --> 00:05:07.100]  我以前在社會教育裡面
[00:05:07.100 --> 00:05:08.100]  有一個弟兄病了
[00:05:08.100 --> 00:05:10.100]  後來他康復之後
[00:05:10.100 --> 00:05:12.100]  我就回到他家裡探望他
[00:05:12.100 --> 00:05:14.100]  談了很多事情
[00:05:14.100 --> 00:05:16.100]  有一次他有一個發現和我分享
[00:05:16.100 --> 00:05:17.100]  是什麼呢
[00:05:17.100 --> 00:05:18.100]  他有一次他病了之後
[00:05:18.100 --> 00:05:19.100]  在醫院的時候
[00:05:19.100 --> 00:05:21.100]  他的同事來探望他
[00:05:21.100 --> 00:05:23.100]  探望他之後就談了很多事情
[00:05:23.100 --> 00:05:25.100]  其中有一個同事這樣稱讚他
[00:05:25.100 --> 00:05:27.100]  你是一位很盡責
[00:05:27.100 --> 00:05:28.100]  很清晰的人
[00:05:28.100 --> 00:05:30.100]  很被我們欣賞
[00:05:30.100 --> 00:05:31.100]  他就很驚訝
[00:05:31.100 --> 00:05:35.100]  我盡責做回稱職本分的事
[00:05:35.100 --> 00:05:38.100]  竟然別人會覺得很欣賞你
[00:05:38.100 --> 00:05:40.100]  原來一個基督徒
[00:05:40.100 --> 00:05:42.100]  你很盡責做好自己的本分
[00:05:42.100 --> 00:05:44.100]  是歸榮耀給上帝
[00:05:44.100 --> 00:05:45.100]  在人的眼中
[00:05:45.100 --> 00:05:47.100]  所以我們做基督徒
[00:05:47.100 --> 00:05:49.100]  就不要卸駁
[00:05:49.100 --> 00:05:50.100]  不要偷懶
[00:05:50.100 --> 00:05:52.100]  始終你都收了公司的人工
[00:05:52.100 --> 00:05:54.100]  你要做足本分
[00:05:54.100 --> 00:05:56.100]  而一個稱職的表現
[00:05:56.100 --> 00:05:59.100]  是歸榮耀給上帝
[00:05:59.100 --> 00:06:03.100]  我自己也有時候會接觸一些病患人士
[00:06:03.100 --> 00:06:05.100]  其中有些人可能是重病之後
[00:06:05.100 --> 00:06:07.100]  快要離樓
[00:06:07.100 --> 00:06:08.100]  我們都會探望他
[00:06:08.100 --> 00:06:10.100]  想著來安慰他
[00:06:10.100 --> 00:06:12.100]  但發覺有時候有些基督徒
[00:06:12.100 --> 00:06:14.100]  面對死亡的時候
[00:06:14.100 --> 00:06:16.100]  他表現出來的那種表現
[00:06:16.100 --> 00:06:19.100]  反而成為我們的鼓勵和安慰
[00:06:19.100 --> 00:06:20.100]  我記得有一次
[00:06:20.100 --> 00:06:23.100]  安慰一位太太她要離開世界
[00:06:23.100 --> 00:06:24.100]  但去到的時候
[00:06:24.100 --> 00:06:26.100]  有其他親友在當中
[00:06:26.100 --> 00:06:28.100]  他反而跟我們說
[00:06:28.100 --> 00:06:29.100]  我相信了主
[00:06:29.100 --> 00:06:31.100]  我回到天上
[00:06:31.100 --> 00:06:33.100]  你們不用傷心難過
[00:06:33.100 --> 00:06:35.100]  有一天我們在天上會再見
[00:06:35.100 --> 00:06:37.100]  很有信心
[00:06:37.100 --> 00:06:38.100]  很有平安
[00:06:38.100 --> 00:06:41.100]  反而他在鼓勵一些親友
[00:06:41.100 --> 00:06:43.100]  鼓勵一些來探訪他的人
[00:06:43.100 --> 00:06:44.100]  得到安慰
[00:06:44.100 --> 00:06:46.100]  這是一個美好的見證
[00:06:46.100 --> 00:06:48.100]  威榮耀比神
[00:06:48.100 --> 00:06:50.100]  昨天我手機裡
[00:06:50.100 --> 00:06:53.100]  收到一位以前教會的姊妹的短訊
[00:06:53.100 --> 00:06:54.100]  大家都知道
[00:06:54.100 --> 00:06:58.100]  現在的新冠肺炎非常厲害
[00:06:58.100 --> 00:06:59.100]  很多人都中招
[00:06:59.100 --> 00:07:00.100]  她也中了招
[00:07:00.100 --> 00:07:02.100]  一家三口
[00:07:02.100 --> 00:07:03.100]  她寫了一些東西
[00:07:03.100 --> 00:07:04.100]  她會怎樣怎樣做
[00:07:04.100 --> 00:07:06.100]  不知道是否很平安
[00:07:06.100 --> 00:07:07.100]  很平靜地說
[00:07:07.100 --> 00:07:09.100]  她有一句說話這樣說
[00:07:09.100 --> 00:07:10.100]  天父在大聽
[00:07:10.100 --> 00:07:12.100]  什麼都不用怕
[00:07:12.100 --> 00:07:13.100]  我收到這句說話的時候
[00:07:13.100 --> 00:07:14.100]  我覺得她很有信心
[00:07:14.100 --> 00:07:15.100]  很有平安
[00:07:15.100 --> 00:07:16.100]  這是什麼
[00:07:16.100 --> 00:07:17.100]  威榮耀比上帝
[00:07:17.100 --> 00:07:19.100]  有些人中招之後
[00:07:19.100 --> 00:07:20.100]  很緊張很擔憂
[00:07:20.100 --> 00:07:22.100]  但她以一個很平靜的心
[00:07:22.100 --> 00:07:23.100]  來面對
[00:07:23.100 --> 00:07:25.100]  因為天父在大聽
[00:07:25.100 --> 00:07:28.100]  什麼都不用怕
[00:07:28.100 --> 00:07:30.100]  基於運動員有一個
[00:07:30.100 --> 00:07:32.100]  很清楚的人生目的
[00:07:32.100 --> 00:07:35.100]  並且有一個很具體的目標
[00:07:35.100 --> 00:07:37.100]  育基圖也有一個具體的目標
[00:07:37.100 --> 00:07:40.100]  在耶利米蘇第一章第四至第五節
[00:07:40.100 --> 00:07:42.100]  講到神呼召耶利米的時候
[00:07:42.100 --> 00:07:44.100]  神就這樣跟她說
[00:07:44.100 --> 00:07:45.100]  第五節說
[00:07:45.100 --> 00:07:47.100]  我未將你造在福中
[00:07:47.100 --> 00:07:48.100]  我已曉得你
[00:07:48.100 --> 00:07:50.100]  你未出母胎
[00:07:50.100 --> 00:07:52.100]  我已分別你為聖
[00:07:52.100 --> 00:07:55.100]  我已派你作烈國的先知
[00:07:55.100 --> 00:07:56.100]  而你未出世的時候
[00:07:56.100 --> 00:07:58.100]  上帝已在你身上有一個計劃
[00:07:58.100 --> 00:07:59.100]  有一個目標
[00:07:59.100 --> 00:08:00.100]  是一個很具體的目標
[00:08:00.100 --> 00:08:01.100]  告訴你
[00:08:01.100 --> 00:08:02.100]  祂要做什麼
[00:08:02.100 --> 00:08:03.100]  烈國的先知
[00:08:03.100 --> 00:08:07.100]  出來的時候要傳講上帝的話語
[00:08:07.100 --> 00:08:09.100]  見證上帝
[00:08:09.100 --> 00:08:12.100]  原來我們每一個人被造的時候
[00:08:12.100 --> 00:08:16.100]  上帝都為你定下一個具體的計劃
[00:08:16.100 --> 00:08:17.100]  具體的目標
[00:08:17.100 --> 00:08:19.100]  要你成為一個怎樣的人
[00:08:19.100 --> 00:08:24.100]  要你怎樣去實現上帝委派你的任務
[00:08:24.100 --> 00:08:26.100]  我記得我在中學的時候
[00:08:26.100 --> 00:08:28.100]  有一個老師講過一個故事
[00:08:28.100 --> 00:08:30.100]  到現在我都很記得
[00:08:30.100 --> 00:08:31.100]  這個故事是講
[00:08:31.100 --> 00:08:32.100]  他是一個琴師
[00:08:32.100 --> 00:08:34.100]  馬上會製造一個琴的琴師
[00:08:34.100 --> 00:08:36.100]  他做了一個琴
[00:08:36.100 --> 00:08:39.100]  做了一個琴的時候
[00:08:39.100 --> 00:08:40.100]  他對琴說
[00:08:40.100 --> 00:08:41.100]  琴啊琴啊
[00:08:41.100 --> 00:08:42.100]  我做了你出來的時候
[00:08:42.100 --> 00:08:45.100]  我希望你能夠奏一些很美麗的音樂
[00:08:45.100 --> 00:08:49.100]  讓人得到那種愉悅的心
[00:08:49.100 --> 00:08:50.100]  原來琴會說話
[00:08:50.100 --> 00:08:52.100]  這是預言的故事
[00:08:52.100 --> 00:08:53.100]  琴師說
[00:08:53.100 --> 00:08:54.100]  我不想做琴
[00:08:54.100 --> 00:08:55.100]  我不想彈音樂
[00:08:55.100 --> 00:08:57.100]  我想成為一個電飯煲
[00:08:57.100 --> 00:08:58.100]  煮飯給人吃
[00:08:58.100 --> 00:09:00.100]  那個琴師對他這樣說
[00:09:00.100 --> 00:09:01.100]  你的設計你的特質
[00:09:01.100 --> 00:09:02.100]  是做不到電飯煲
[00:09:02.100 --> 00:09:04.100]  你是做琴的
[00:09:04.100 --> 00:09:06.100]  要彈奏音樂的
[00:09:06.100 --> 00:09:07.100]  他說不行
[00:09:07.100 --> 00:09:08.100]  我是要做的
[00:09:08.100 --> 00:09:09.100]  故事完了之後
[00:09:09.100 --> 00:09:10.100]  老師就跟我們說
[00:09:10.100 --> 00:09:12.100]  其實我們每一個被造
[00:09:12.100 --> 00:09:14.100]  有一個獨特的特質
[00:09:14.100 --> 00:09:16.100]  神做我們出來
[00:09:16.100 --> 00:09:18.100]  是要成就某些事情
[00:09:18.100 --> 00:09:20.100]  弟兄姊妹
[00:09:20.100 --> 00:09:22.100]  上帝創造我們在這個世界
[00:09:22.100 --> 00:09:24.100]  一個這樣的我
[00:09:24.100 --> 00:09:27.100]  其實祂想你有些任務
[00:09:27.100 --> 00:09:28.100]  有些目的
[00:09:28.100 --> 00:09:29.100]  你去實現
[00:09:29.100 --> 00:09:32.100]  以致歸榮耀給上帝
[00:09:32.100 --> 00:09:35.100]  你知不知道上帝做你的時候
[00:09:35.100 --> 00:09:38.100]  祂想你成為一個怎樣的人
[00:09:38.100 --> 00:09:44.100]  祂想你有些什麼人生的目標
[00:09:44.100 --> 00:09:46.100]  聖經在瑪利福音七章
[00:09:46.100 --> 00:09:47.100]  七至十一節
[00:09:47.100 --> 00:09:48.100]  耶穌這樣說
[00:09:48.100 --> 00:09:50.100]  你們祈求就給你們
[00:09:50.100 --> 00:09:52.100]  尋找就尋見
[00:09:52.100 --> 00:09:54.100]  叩門就給你們開門
[00:09:54.100 --> 00:09:56.100]  因為凡祈求的就得著
[00:09:56.100 --> 00:09:57.100]  凡尋找就尋見
[00:09:57.100 --> 00:10:00.100]  叩門的就給你們開門
[00:10:00.100 --> 00:10:02.100]  只要你們努力尋求
[00:10:02.100 --> 00:10:04.100]  必定會尋見
[00:10:04.100 --> 00:10:06.100]  第九至十一節就這樣說
[00:10:06.100 --> 00:10:08.100]  如果你們有兒子求餅的時候
[00:10:08.100 --> 00:10:10.100]  父親會不會給石頭
[00:10:10.100 --> 00:10:12.100]  求魚會不會給蛇
[00:10:12.100 --> 00:10:13.100]  不會的
[00:10:13.100 --> 00:10:16.100]  你們一定會將最好的給兒女
[00:10:16.100 --> 00:10:18.100]  何況我們天上的父
[00:10:18.100 --> 00:10:23.100]  豈不會把更好的東西給求許的人
[00:10:23.100 --> 00:10:24.100]  正正告訴我們
[00:10:24.100 --> 00:10:26.100]  我們的神是我們的父
[00:10:26.100 --> 00:10:30.100]  願意將最好的給尋求的人
[00:10:30.100 --> 00:10:31.100]  特別是他的兒女
[00:10:31.100 --> 00:10:32.100]  我們是神的兒女
[00:10:32.100 --> 00:10:34.100]  當我們直接在神的面前求
[00:10:34.100 --> 00:10:36.100]  神啊,祢創造我的時候
[00:10:36.100 --> 00:10:37.100]  祢想我成為怎樣的人
[00:10:37.100 --> 00:10:39.100]  祢想我在世上有什麼目標
[00:10:39.100 --> 00:10:42.100]  來任務去榮耀祢、見證祢
[00:10:42.100 --> 00:10:44.100]  當你願意去尋求的時候
[00:10:44.100 --> 00:10:47.100]  上帝是會回應你所求的
[00:10:47.100 --> 00:10:48.100]  是會指引你
[00:10:48.100 --> 00:10:50.100]  讓你清楚知道
[00:10:50.100 --> 00:10:53.100]  你在世上的人生的目的是什麼
[00:10:53.100 --> 00:10:58.100]  怎樣來榮耀上帝
