
[00:00:00.000 --> 00:00:02.000]  好,各位訂閱,早安!
[00:00:02.000 --> 00:00:08.680]  在六月第一個崇拜當中,繼續跟大家分享我們門徒品格,屬靈的果子
[00:00:08.680 --> 00:00:10.680]  還記得上個星期說了什麼果子呢?
[00:00:10.680 --> 00:00:16.080]  拍手,我看到有人在那裡,為什麼呢?
[00:00:16.080 --> 00:00:18.080]  差點想到,一定想到了
[00:00:18.080 --> 00:00:20.080]  咦,忘記了,還是這麼快?不會吧
[00:00:20.080 --> 00:00:22.080]  恩慈,對了,還有呢?
[00:00:22.080 --> 00:00:26.080]  忍耐,沒錯,忍耐、恩慈,然後應該是什麼?
[00:00:26.080 --> 00:00:31.080]  良善、信實,其實在這裡應該可以推敲到的,沒錯
[00:00:31.080 --> 00:00:36.080]  那為什麼我們會以門徒的品格、屬靈的果子
[00:00:36.080 --> 00:00:39.080]  做今個月或這兩個月的月題呢?
[00:00:39.080 --> 00:00:41.080]  特別我們連題是「作主門徒」
[00:00:41.080 --> 00:00:46.080]  其實提醒我們,作主的門徒,不單止我們要有很多行動
[00:00:46.080 --> 00:00:51.080]  我們要去傳福音、去探訪、去關懷人、去猜傳等等
[00:00:51.080 --> 00:00:55.080]  除了這些行動之外,其實我們都應該活出一個像基督的人
[00:00:55.080 --> 00:00:59.080]  因為我們每一個人都是以上帝的形象所做的
[00:00:59.080 --> 00:01:04.080]  所以我們本身應該是一個很像上帝、很像基督的生命的人
[00:01:04.080 --> 00:01:06.080]  但是為什麼我們不行呢?
[00:01:06.080 --> 00:01:10.080]  我們一直在背卡拉太書五章二十二至二十三節
[00:01:10.080 --> 00:01:12.080]  一會兒都會背的,所以我不讀了
[00:01:12.080 --> 00:01:14.080]  我們可能沒有看其他經文
[00:01:14.080 --> 00:01:16.080]  有時候我們背經會背得太熟
[00:01:16.080 --> 00:01:18.080]  就不理會其他附近的經文了
[00:01:18.080 --> 00:01:21.080]  我們今天請大家讀完二十四、二十五節,準備,一、二、三
[00:01:21.080 --> 00:01:25.080]  凡屬基督耶穌的人,是已經把肉體
[00:01:25.080 --> 00:01:30.080]  連肉體的邪、情、私、欲,同釘在十字架上了
[00:01:30.080 --> 00:01:35.080]  我們若是靠聖靈得身,就當靠聖靈行事
[00:01:35.080 --> 00:01:40.080]  我們怎樣能夠活出一個門徒的生命呢?
[00:01:40.080 --> 00:01:44.080]  原來我們每一個人都是按照上帝的形象所做的
[00:01:44.080 --> 00:01:46.080]  本來我們應該是很像上帝的
[00:01:46.080 --> 00:01:50.080]  但是因為我們都有罪的緣故,有肉體的障礙
[00:01:50.080 --> 00:01:55.080]  我們不能夠活出一個屬神的生命自然流露的本性
[00:01:55.080 --> 00:01:57.080]  而我們要靠的是聖靈
[00:01:57.080 --> 00:01:59.080]  當我們接受耶穌基督的生命的時候
[00:01:59.080 --> 00:02:02.080]  聖靈在我們生命當中幫助我們
[00:02:02.080 --> 00:02:06.080]  把我們的邪、情、欲、體釘在十字架上
[00:02:06.080 --> 00:02:09.080]  而我們從此就要靠什麼得身呢?
[00:02:09.080 --> 00:02:12.080]  靠聖靈得身,靠聖靈行事
[00:02:12.080 --> 00:02:15.080]  所以當我們活出一個基督的品格
[00:02:15.080 --> 00:02:17.080]  屬靈的果子的時候
[00:02:17.080 --> 00:02:19.080]  我們就要靠聖靈幫助我們
[00:02:19.080 --> 00:02:24.080]  這是我們要活出一間良善和信仰世界很重要的地方
[00:02:24.080 --> 00:02:28.080]  正如,不知道大家認不認識這兩個人
[00:02:28.080 --> 00:02:33.080]  我想比較年長一點的就認識了
[00:02:33.080 --> 00:02:34.080]  有沒有說過?
[00:02:34.080 --> 00:02:36.080]  林健生,厲害,在哪裏?
[00:02:36.080 --> 00:02:39.080]  在這裏,對,好,OK,厲害
[00:02:39.080 --> 00:02:41.080]  林健生和梅雪仙
[00:02:41.080 --> 00:02:43.080]  當你聽他唱粵曲的時候
[00:02:43.080 --> 00:02:45.080]  你就很自然知道他跟誰學粵曲
[00:02:45.080 --> 00:02:47.080]  就是任建輝、白雪仙
[00:02:47.080 --> 00:02:52.080]  自然當你跟曾浩德,一個名歌唱家學唱歌
[00:02:52.080 --> 00:02:55.080]  你就會流露到他的老師的風格
[00:02:55.080 --> 00:02:57.080]  你跟朗拿道踢球
[00:02:57.080 --> 00:03:00.080]  你就會流露到他踢球的風格
[00:03:00.080 --> 00:03:02.080]  當我們作為要做主的門徒
[00:03:02.080 --> 00:03:06.080]  我們自然就會流露到基督門徒的品格
[00:03:06.080 --> 00:03:12.080]  就是仁愛、喜樂、和平、忍耐、恩慈、良善、信實、溫柔、節制
[00:03:12.080 --> 00:03:17.080]  我們將會透過路德記的波亞斯
[00:03:17.080 --> 00:03:24.080]  學習他的良善和路德的信實
[00:03:24.080 --> 00:03:27.080]  我們看路德記,當然看不完整個路德記
[00:03:27.080 --> 00:03:28.080]  我們抽了兩段經文
[00:03:28.080 --> 00:03:33.080]  第一,我們會看路德記的一章十六字路第十七節
[00:03:33.080 --> 00:03:34.080]  請大家一起幫我讀
[00:03:34.080 --> 00:03:35.080]  一、二、三
[00:03:35.080 --> 00:03:39.080]  路德說:不要催我回去,不跟隨你
[00:03:39.080 --> 00:03:42.080]  你往哪裡去,我也往哪裡去
[00:03:42.080 --> 00:03:45.080]  你在哪裡住宿,我也在哪裡住宿
[00:03:45.080 --> 00:03:49.080]  你的國就是我的國,你的神就是我的神
[00:03:49.080 --> 00:03:54.080]  你在哪裡死,我也在哪裡死,也葬在哪裡
[00:03:54.080 --> 00:03:57.080]  除非死能使你我相離
[00:03:57.080 --> 00:04:01.080]  不然,怨耶和華重重地降伐於我
[00:04:01.080 --> 00:04:06.080]  不知道在你的生命當中有沒有人曾經跟你說過這番話呢?
[00:04:06.080 --> 00:04:09.080]  或者你會否很渴望有人跟你說過這番話呢?
[00:04:09.080 --> 00:04:12.080]  如果有個人說:你往哪裡去,我就往哪裡去
[00:04:12.080 --> 00:04:14.080]  你在哪裡住,我就往哪裡住
[00:04:14.080 --> 00:04:17.080]  你在哪裡死,我也在哪裡死
[00:04:17.080 --> 00:04:19.080]  你信哪個神,我就跟你信哪個神
[00:04:19.080 --> 00:04:20.080]  你會很感動
[00:04:20.080 --> 00:04:24.080]  如果有個人能夠順手承諾跟你一生的時候
[00:04:24.080 --> 00:04:26.080]  這真是一件美事
[00:04:26.080 --> 00:04:29.080]  所以早幾年我們一個夫婦團契
[00:04:29.080 --> 00:04:33.080]  就用這句經文做了他們的團訓
[00:04:33.080 --> 00:04:36.080]  待會你可能還記得
[00:04:36.080 --> 00:04:39.080]  而這句經文不是路德向誰說的呢?
[00:04:39.080 --> 00:04:42.080]  路德是向他家婆那奧米說的
[00:04:42.080 --> 00:04:45.080]  可能有些人未看過路德記
[00:04:45.080 --> 00:04:47.080]  我都會說一點點路德記的背景
[00:04:47.080 --> 00:04:50.080]  路德記發生在主前1100年
[00:04:50.080 --> 00:04:51.080]  是史詩記的年代
[00:04:51.080 --> 00:04:54.080]  當時以色列人進入了迦南地
[00:04:54.080 --> 00:04:55.080]  不過是很混亂的
[00:04:55.080 --> 00:04:57.080]  沒有一個自己屬於的王國
[00:04:57.080 --> 00:05:00.080]  不斷被其他迦南地的民族欺凌
[00:05:00.080 --> 00:05:04.080]  而當時以色列面對一個大饑荒
[00:05:04.080 --> 00:05:09.080]  所以有一個猶太人帶著妻子那奧米
[00:05:09.080 --> 00:05:11.080]  離開了本族本地本家
[00:05:11.080 --> 00:05:14.080]  去到別人的地方摩亞地
[00:05:14.080 --> 00:05:16.080]  那裡似乎還可以找到食物
[00:05:16.080 --> 00:05:18.080]  那奧米帶著兩個兒子和老公
[00:05:18.080 --> 00:05:20.080]  去到摩亞地的地方
[00:05:20.080 --> 00:05:21.080]  誰知好景不常
[00:05:21.080 --> 00:05:24.080]  去到老公就死了
[00:05:24.080 --> 00:05:25.080]  只剩下兩個兒子
[00:05:25.080 --> 00:05:29.080]  兩個兒子娶了摩亞地當地的女子為妻
[00:05:29.080 --> 00:05:30.080]  其中一個就是路德
[00:05:30.080 --> 00:05:32.080]  好景不常十年之後
[00:05:32.080 --> 00:05:34.080]  連那兩個兒子都死了
[00:05:34.080 --> 00:05:35.080]  你想一想
[00:05:35.080 --> 00:05:37.080]  一個寡婦即是劉豪米
[00:05:37.080 --> 00:05:39.080]  加上另外兩個寡婦
[00:05:39.080 --> 00:05:40.080]  即是兩個媳婦
[00:05:40.080 --> 00:05:42.080]  三個寡婦
[00:05:42.080 --> 00:05:43.080]  怎樣生活下去呢?
[00:05:43.080 --> 00:05:47.080]  在一個當時都是以男性主導的社會裡面
[00:05:47.080 --> 00:05:48.080]  非常之艱難
[00:05:48.080 --> 00:05:51.080]  而劉豪米聽到上帝眷顧以色列
[00:05:51.080 --> 00:05:54.080]  讓到以色列人從大饑荒裡面
[00:05:54.080 --> 00:05:55.080]  重新復甦起來
[00:05:55.080 --> 00:05:58.080]  所以劉豪米心思思想回鄉下
[00:05:58.080 --> 00:06:00.080]  那兩個媳婦怎麼辦呢?
[00:06:00.080 --> 00:06:01.080]  兩個媳婦說
[00:06:01.080 --> 00:06:06.080]  我都要忠誠地跟從我家婆了
[00:06:06.080 --> 00:06:07.080]  但劉豪米說
[00:06:07.080 --> 00:06:09.080]  你跟我回去幹什麼?
[00:06:09.080 --> 00:06:10.080]  我又沒人沒物
[00:06:10.080 --> 00:06:12.080]  回去都不知道怎樣生活了
[00:06:12.080 --> 00:06:13.080]  你不要跟著我了
[00:06:13.080 --> 00:06:16.080]  你去嫁人或者回娘家吧
[00:06:16.080 --> 00:06:20.080]  力勸他們留在摩亞地
[00:06:20.080 --> 00:06:21.080]  不要跟你回鄉下
[00:06:21.080 --> 00:06:24.080]  但路德就說了一句這麼感人的話
[00:06:24.080 --> 00:06:27.080]  劉豪米我會跟著你的
[00:06:27.080 --> 00:06:29.080]  我雖然是摩亞的外邦人
[00:06:29.080 --> 00:06:31.080]  我雖然是以色列的外邦人
[00:06:31.080 --> 00:06:32.080]  摩亞人
[00:06:32.080 --> 00:06:34.080]  但我都會跟你一起信耶和華的
[00:06:34.080 --> 00:06:36.080]  你去哪裡我就跟你去哪裡
[00:06:36.080 --> 00:06:38.080]  除非死令到我跟你左隔
