
[00:00:00.000 --> 00:00:03.000]  今天我們會開始講另一個題目
[00:00:03.000 --> 00:00:04.000]  講另一個題目
[00:00:04.000 --> 00:00:07.000]  就是講門徒
[00:00:07.000 --> 00:00:09.000]  關於門徒的事
[00:00:09.000 --> 00:00:12.000]  過往上一季
[00:00:12.000 --> 00:00:14.000]  我們都是按照尋渠營跟我們講的
[00:00:14.000 --> 00:00:16.000]  其中一個很重要的訊息
[00:00:16.000 --> 00:00:18.000]  就是親近住
[00:00:18.000 --> 00:00:22.000]  不知道大家聽完這麼多次港獨
[00:00:22.000 --> 00:00:24.000]  又做了這麼多事
[00:00:24.000 --> 00:00:25.000]  不知道你有沒有神討
[00:00:25.000 --> 00:00:28.000]  不知道你有沒有土獨
[00:00:28.000 --> 00:00:31.000]  你覺得新的一年
[00:00:31.000 --> 00:00:34.000]  你跟主的關係有沒有什麼更新和改變
[00:00:34.000 --> 00:00:36.000]  給大家想一下
[00:00:36.000 --> 00:00:39.000]  我自己分享一點給大家聽
[00:00:39.000 --> 00:00:44.000]  今年教會開始有神討會
[00:00:44.000 --> 00:00:46.000]  禮拜二開始
[00:00:46.000 --> 00:00:47.000]  即是逢禮拜二
[00:00:47.000 --> 00:00:48.000]  神這麼早
[00:00:48.000 --> 00:00:50.000]  這次真是神這麼早
[00:00:50.000 --> 00:00:53.000]  就回去教會一起祈禱
[00:00:53.000 --> 00:00:58.000]  一開始覺得這麼早起床有點難度
[00:00:58.000 --> 00:01:01.000]  但又可以,又可以起身
[00:01:01.000 --> 00:01:04.000]  還有一個意外的發現
[00:01:04.000 --> 00:01:08.000]  原來這麼早起床是很舒服的
[00:01:08.000 --> 00:01:11.000]  這麼早起床是很寧靜的
[00:01:11.000 --> 00:01:16.000]  除了回去神討覺得很棒之外
[00:01:16.000 --> 00:01:19.000]  原來由我家,即是這裡附近
[00:01:19.000 --> 00:01:21.000]  走回教會那段路
[00:01:21.000 --> 00:01:23.000]  也是很棒的
[00:01:23.000 --> 00:01:27.000]  很少路上這麼少人
[00:01:27.000 --> 00:01:31.000]  一路走有很多默想主的時間
[00:01:31.000 --> 00:01:34.000]  大家放心,我會看車的
[00:01:34.000 --> 00:01:38.000]  我自己覺得這個時段真是很好
[00:01:38.000 --> 00:01:42.000]  教會能夠有機會給大家去神討
[00:01:42.000 --> 00:01:44.000]  因為我經常覺得
[00:01:44.000 --> 00:01:45.000]  坦白說
[00:01:45.000 --> 00:01:46.000]  我們很喜歡說
[00:01:46.000 --> 00:01:49.000]  主啊,我們在清晨敬拜祢
[00:01:49.000 --> 00:01:53.000]  但我們大部份的聚會都不在清晨
[00:01:53.000 --> 00:01:56.000]  我們大部份的聚會
[00:01:56.000 --> 00:01:58.000]  包括同宮的祈禱會
[00:01:58.000 --> 00:02:01.000]  都是十點鐘開始
[00:02:01.000 --> 00:02:03.000]  比較接近中午
[00:02:03.000 --> 00:02:04.000]  不是接近清晨
[00:02:04.000 --> 00:02:06.000]  但真是很好的
[00:02:06.000 --> 00:02:09.000]  有一個時間這樣去參見主
[00:02:09.000 --> 00:02:12.000]  我覺得是非常美好的時段
[00:02:12.000 --> 00:02:13.000]  所以鼓勵大家
[00:02:13.000 --> 00:02:15.000]  當然,你說我不行
[00:02:15.000 --> 00:02:16.000]  這麼早起床
[00:02:16.000 --> 00:02:18.000]  無論是因為你自己習慣的緣故
[00:02:18.000 --> 00:02:20.000]  身體的緣故
[00:02:20.000 --> 00:02:22.000]  還是家事的緣故
[00:02:22.000 --> 00:02:23.000]  那你就晚禱吧
[00:02:23.000 --> 00:02:25.000]  你不用神討的
[00:02:25.000 --> 00:02:26.000]  你晚禱吧
[00:02:26.000 --> 00:02:29.000]  你找一個非常適合你的時間
[00:02:29.000 --> 00:02:30.000]  去親近主
[00:02:30.000 --> 00:02:33.000]  我相信主都是很同在的
[00:02:33.000 --> 00:02:34.000]  感謝主
[00:02:34.000 --> 00:02:40.000]  今天說這個門徒
[00:02:40.000 --> 00:02:42.000]  我想問一個問題
[00:02:42.000 --> 00:02:45.000]  今天是2017
[00:02:45.000 --> 00:02:52.000]  在過往一年,你覺得有誰經歷了主的恩典
[00:02:52.000 --> 00:02:53.000]  經歷了祝福
[00:02:53.000 --> 00:02:56.000]  有的,請你舉手
[00:02:56.000 --> 00:03:00.000]  我應該反過來問
[00:03:00.000 --> 00:03:01.000]  應該反過來問
[00:03:01.000 --> 00:03:05.000]  誰沒有經歷過祂的舉手
[00:03:05.000 --> 00:03:06.000]  舉手的人
[00:03:06.000 --> 00:03:10.000]  我們就全部衝過去為祂祈禱
[00:03:10.000 --> 00:03:12.000]  我想說什麼呢
[00:03:12.000 --> 00:03:15.000]  你有沒有發覺,其實在我們的生命裡面
[00:03:15.000 --> 00:03:17.000]  在我們的生命裡面
[00:03:17.000 --> 00:03:20.000]  主經常向我們施恩
[00:03:20.000 --> 00:03:22.000]  經常向我們施恩
[00:03:22.000 --> 00:03:25.000]  祂經常和我們在一起
[00:03:25.000 --> 00:03:27.000]  不過我想反過來問
[00:03:27.000 --> 00:03:30.000]  我們其實
[00:03:30.000 --> 00:03:32.000]  整個人生的方向
[00:03:32.000 --> 00:03:33.000]  人生的走向
[00:03:33.000 --> 00:03:35.000]  人生的目標
[00:03:35.000 --> 00:03:38.000]  其實是不是經常跟著主走呢
[00:03:38.000 --> 00:03:41.000]  當我們說門徒的時候
[00:03:41.000 --> 00:03:44.000]  其實門徒是什麼人呢
[00:03:44.000 --> 00:03:46.000]  門徒是什麼人呢
[00:03:46.000 --> 00:03:47.000]  是人來的
[00:03:47.000 --> 00:03:48.000]  一定是
[00:03:48.000 --> 00:03:50.000]  是什麼人來的呢
[00:03:50.000 --> 00:03:52.000]  他有一個特質
[00:03:52.000 --> 00:03:53.000]  門徒的意思
[00:03:53.000 --> 00:03:57.000]  就是你跟著主
[00:03:57.000 --> 00:04:00.000]  你是跟著主走的那班人
[00:04:00.000 --> 00:04:04.000]  我們其實人生裡面
[00:04:04.000 --> 00:04:05.000]  來到這個階段
[00:04:05.000 --> 00:04:07.000]  你覺得你自己跟著主走的情況
[00:04:07.000 --> 00:04:10.000]  跟得怎樣
[00:04:10.000 --> 00:04:12.000]  跟得貼不貼的呢
[00:04:12.000 --> 00:04:14.000]  跟得好不好的呢
[00:04:14.000 --> 00:04:15.000]  不知道
[00:04:15.000 --> 00:04:17.000]  我們一起看一段經文
[00:04:17.000 --> 00:04:21.000]  看看和耶穌很親近的門徒
[00:04:21.000 --> 00:04:23.000]  究竟是怎樣走的
[00:04:23.000 --> 00:04:25.000]  我們一起看馬太福音
[00:04:25.000 --> 00:04:28.000]  28章16節到20節
[00:04:28.000 --> 00:04:29.000]  這5節聖經很短
[00:04:29.000 --> 00:04:31.000]  我們一起讀完
[00:04:31.000 --> 00:04:33.000]  預備,一二起
[00:04:41.000 --> 00:04:43.000]  好,謝謝
[00:04:43.000 --> 00:04:45.000]  這段經文的背景
[00:04:45.000 --> 00:04:49.000]  是說耶穌已經從死裡復活了
[00:04:49.000 --> 00:04:56.000]  並且有天使向一些婦女告訴
[00:04:56.000 --> 00:04:57.000]  耶穌已經復活了
[00:04:57.000 --> 00:05:00.000]  所以你們去空墳墓找祂是找不到的
[00:05:00.000 --> 00:05:02.000]  那天使就跟那些婦女說
[00:05:02.000 --> 00:05:05.000]  你要回去告訴耶穌的門徒
[00:05:05.000 --> 00:05:09.000]  知道按照約定的地方
[00:05:09.000 --> 00:05:12.000]  就是去加利利等耶穌
[00:05:12.000 --> 00:05:17.000]  所以這11個門徒就上路去了加利利
[00:05:17.000 --> 00:05:19.000]  去到這裡說
[00:05:19.000 --> 00:05:21.000]  耶穌跟他們約定在山上
[00:05:21.000 --> 00:05:24.000]  原來是約定在山上等的
[00:05:24.000 --> 00:05:28.000]  去到那裡就真的見到主了
[00:05:28.000 --> 00:05:29.000]  見到耶穌了
[00:05:29.000 --> 00:05:39.000]  接下來就會發生一些耶穌跟門徒的互動
[00:05:39.000 --> 00:05:42.000]  我們要了解門徒
[00:05:42.000 --> 00:05:44.000]  從這段經文我們看
[00:05:44.000 --> 00:05:47.000]  門徒看到復活的主的時候
[00:05:47.000 --> 00:05:51.000]  他的反應和主對他們有什麼說話
[00:05:51.000 --> 00:05:54.000]  去了解一下門徒的本質
[00:05:54.000 --> 00:05:57.000]  所以我今天定了一個題目
[00:05:57.000 --> 00:05:58.000]  叫門徒的本色
[00:05:58.000 --> 00:06:00.000]  不是英雄本色
[00:06:00.000 --> 00:06:02.000]  是門徒本色
[00:06:02.000 --> 00:06:07.000]  究竟做門徒的樣子和特質是怎樣呢
[00:06:07.000 --> 00:06:09.000]  我們來看看
[00:06:09.000 --> 00:06:10.000]  第一件事
[00:06:10.000 --> 00:06:12.000]  當這11個門徒
[00:06:12.000 --> 00:06:14.000]  11個
[00:06:14.000 --> 00:06:16.000]  其實這11個應該是指
[00:06:16.000 --> 00:06:21.000]  主最早呼召他們那12個門徒裡的11個
[00:06:21.000 --> 00:06:22.000]  當然少了一個
[00:06:22.000 --> 00:06:24.000]  少了猶大
[00:06:24.000 --> 00:06:29.000]  猶大在這個時候已經自殺身亡了
[00:06:29.000 --> 00:06:32.000]  因為內疚的緣故
[00:06:32.000 --> 00:06:36.000]  這11個門徒去到山上
[00:06:36.000 --> 00:06:38.000]  一見到耶穌
[00:06:38.000 --> 00:06:40.000]  就有一些反應
[00:06:40.000 --> 00:06:43.000]  有什麼反應呢
[00:06:43.000 --> 00:06:46.000]  第一個是先拜祂
[00:06:46.000 --> 00:06:49.000]  17節說
[00:06:49.000 --> 00:06:51.000]  他們見到耶穌就拜祂
[00:06:51.000 --> 00:06:53.000]  這是第一個反應
[00:06:53.000 --> 00:06:55.000]  拜祂
[00:06:55.000 --> 00:06:57.000]  即是怎樣
[00:06:57.000 --> 00:06:58.000]  一見到祂
[00:06:58.000 --> 00:07:00.000]  就可能俯伏
[00:07:00.000 --> 00:07:02.000]  或者舉手
[00:07:02.000 --> 00:07:04.000]  有些像不像我們剛才
[00:07:04.000 --> 00:07:06.000]  我們敬拜主
[00:07:06.000 --> 00:07:08.000]  又或者
[00:07:08.000 --> 00:07:10.000]  你想起耶穌
[00:07:10.000 --> 00:07:14.000]  騎驢進入耶路撒冷的時候
[00:07:14.000 --> 00:07:17.000]  有一群人在兩邊
[00:07:17.000 --> 00:07:20.000]  拿著中樹枝
[00:07:20.000 --> 00:07:23.000]  就和煞了
[00:07:23.000 --> 00:07:25.000]  有一些門徒
[00:07:25.000 --> 00:07:28.000]  在這裡見到這個復活的耶穌的時候
[00:07:28.000 --> 00:07:30.000]  他第一個反應
[00:07:30.000 --> 00:07:31.000]  是拜祂
[00:07:31.000 --> 00:07:32.000]  是尊崇祂
[00:07:32.000 --> 00:07:34.000]  是榮耀祂
[00:07:34.000 --> 00:07:36.000]  我們也會的
[00:07:36.000 --> 00:07:39.000]  當我們進入
[00:07:39.000 --> 00:07:41.000]  和主會面
[00:07:41.000 --> 00:07:42.000]  親近的時候
[00:07:42.000 --> 00:07:44.000]  我們心裡也會有一種
[00:07:44.000 --> 00:07:47.000]  很想感恩
[00:07:47.000 --> 00:07:49.000]  很想敬拜
[00:07:49.000 --> 00:07:51.000]  很想榮耀祂的那種心情
[00:07:51.000 --> 00:07:53.000]  這是很正常的
[00:07:53.000 --> 00:07:55.000]  你要了解
[00:07:55.000 --> 00:07:57.000]  他現在見到這個耶穌
[00:07:57.000 --> 00:07:59.000]  這11個門徒見到現在這個耶穌
[00:07:59.000 --> 00:08:01.000]  和之前見到
[00:08:01.000 --> 00:08:03.000]  他們一起生活的那個耶穌
[00:08:03.000 --> 00:08:05.000]  是有點不同的
[00:08:05.000 --> 00:08:07.000]  最大的分別是什麼呢
[00:08:07.000 --> 00:08:09.000]  最大的分別
[00:08:09.000 --> 00:08:13.000]  這個他們在山上見到的耶穌
[00:08:13.000 --> 00:08:17.000]  他是一個從死裡復活了的耶穌
[00:08:17.000 --> 00:08:20.000]  所以見到這個復活的主
[00:08:20.000 --> 00:08:23.000]  這個得性死亡的主
[00:08:23.000 --> 00:08:25.000]  他們向祂下拜
[00:08:25.000 --> 00:08:26.000]  榮耀祂
[00:08:26.000 --> 00:08:27.000]  尊崇祂
[00:08:27.000 --> 00:08:29.000]  是一件好像很自然
[00:08:29.000 --> 00:08:31.000]  很理所當然的事
[00:08:31.000 --> 00:08:32.000]  是不是
[00:08:32.000 --> 00:08:33.000]  應該是這樣的
[00:08:33.000 --> 00:08:36.000]  其實有些事我們有時候想也是很理所當然的
[00:08:36.000 --> 00:08:39.000]  我們都覺得我們會這樣做的
[00:08:39.000 --> 00:08:42.000]  不過如果你再看下一句的說話
