
[00:00:00.000 --> 00:00:02.000]  領哲會早晨
[00:00:02.000 --> 00:00:04.000]  各位朋友早晨
[00:00:04.000 --> 00:00:06.000]  今日可以再和大家分享
[00:00:06.000 --> 00:00:08.000]  神教話語
[00:00:08.000 --> 00:00:10.000]  今日是福音主日
[00:00:10.000 --> 00:00:12.000]  所以我都去想今天會和大家分享什麼
[00:00:12.000 --> 00:00:14.000]  今日的課題是
[00:00:14.000 --> 00:00:16.000]  怎能信主
[00:00:16.000 --> 00:00:18.000]  怎能愛神
[00:00:18.000 --> 00:00:20.000]  可能一大部人想到
[00:00:20.000 --> 00:00:22.000]  我們回教會信耶穌
[00:00:22.000 --> 00:00:24.000]  可能聽到一些見證
[00:00:24.000 --> 00:00:26.000]  為什麼你會信耶穌 為何會回教會
[00:00:26.000 --> 00:00:28.000]  通常是會講個過程
[00:00:28.000 --> 00:00:30.000]  或者是你為什麼會信
[00:00:30.000 --> 00:00:32.000]  why
[00:00:32.000 --> 00:00:34.000]  或者你信完之後
[00:00:34.000 --> 00:00:36.000]  之後有什麼改變
[00:00:36.000 --> 00:00:38.000]  你想達到什麼目的
[00:00:38.000 --> 00:00:40.000]  for what reason
[00:00:40.000 --> 00:00:42.000]  但我想今天和大家說一件事
[00:00:42.000 --> 00:00:44.000]  是怎能信主
[00:00:44.000 --> 00:00:46.000]  怎能愛神
[00:00:46.000 --> 00:00:48.000]  我問你兩個問題
[00:00:48.000 --> 00:00:50.000]  怎能信主 怎能愛神
[00:00:50.000 --> 00:00:52.000]  是和誰說的呢
[00:00:52.000 --> 00:00:54.000]  和未請的朋友說
[00:00:54.000 --> 00:00:56.000]  在座未請的朋友說
[00:00:56.000 --> 00:00:58.000]  在座已經信了的朋友說
[00:00:58.000 --> 00:01:02.000]  你們兩個人真是聰明
[00:01:02.000 --> 00:01:04.000]  為什麼呢
[00:01:04.000 --> 00:01:06.000]  我們中文去翻譯
[00:01:06.000 --> 00:01:08.000]  或者理解什麼叫信主
[00:01:08.000 --> 00:01:10.000]  或者理解什麼叫愛神
[00:01:10.000 --> 00:01:12.000]  那個理解可能
[00:01:12.000 --> 00:01:14.000]  我覺得不夠貼
[00:01:14.000 --> 00:01:16.000]  應該和聖經的理解
[00:01:16.000 --> 00:01:18.000]  較為貼的是什麼呢
[00:01:18.000 --> 00:01:20.000]  是怎能信一生一世
[00:01:20.000 --> 00:01:22.000]  怎能愛一生一世
[00:01:22.000 --> 00:01:24.000]  正如我們結婚的時候
[00:01:24.000 --> 00:01:26.000]  我們的盟誓是什麼呢
[00:01:26.000 --> 00:01:28.000]  不是說我今天愛你
[00:01:28.000 --> 00:01:30.000]  而是你結婚的時候說我今天愛你
[00:01:30.000 --> 00:01:32.000]  我今天向你求婚
[00:01:32.000 --> 00:01:34.000]  因為我今天愛你
[00:01:34.000 --> 00:01:36.000]  你專門說今天這個字
[00:01:36.000 --> 00:01:38.000]  說完不如不要說了
[00:01:38.000 --> 00:01:40.000]  因為越說越衰
[00:01:40.000 --> 00:01:42.000]  你只是今天愛我
[00:01:42.000 --> 00:01:44.000]  就等於你說太太今天很漂亮
[00:01:44.000 --> 00:01:46.000]  通常答案就是
[00:01:46.000 --> 00:01:48.000]  我平時不漂亮嗎
[00:01:48.000 --> 00:01:50.000]  所以今天這個字
[00:01:50.000 --> 00:01:52.000]  和一生一世的字
[00:01:52.000 --> 00:01:54.000]  加上愛就很合適
[00:01:54.000 --> 00:01:56.000]  但是這個問題
[00:01:56.000 --> 00:01:58.000]  背後也有一個假設
[00:01:58.000 --> 00:02:00.000]  怎能信主怎能愛神
[00:02:00.000 --> 00:02:02.000]  問題就是
[00:02:02.000 --> 00:02:04.000]  怎能
[00:02:04.000 --> 00:02:06.000]  我們每個人都能的
[00:02:06.000 --> 00:02:08.000]  怎會是不能呢
[00:02:08.000 --> 00:02:10.000]  但是我今天想說
[00:02:10.000 --> 00:02:12.000]  基督教我自己經歷
[00:02:12.000 --> 00:02:14.000]  覺得和其他宗教很不同
[00:02:14.000 --> 00:02:16.000]  因為基督教基本上
[00:02:16.000 --> 00:02:18.000]  基本上
[00:02:18.000 --> 00:02:20.000]  可能是想說就是不能
[00:02:20.000 --> 00:02:22.000]  你說不是說如全道
[00:02:22.000 --> 00:02:24.000]  福音主日你說不能
[00:02:24.000 --> 00:02:26.000]  那怎樣
[00:02:26.000 --> 00:02:28.000]  就是叫什麼
[00:02:28.000 --> 00:02:30.000]  倒米
[00:02:30.000 --> 00:02:32.000]  當然是能的
[00:02:32.000 --> 00:02:34.000]  邀請新朋友來聽福音
[00:02:34.000 --> 00:02:36.000]  當然是能才叫他們來
[00:02:36.000 --> 00:02:38.000]  聽完你就順著決定就行
[00:02:38.000 --> 00:02:40.000]  我那時候未信耶穌之前
[00:02:40.000 --> 00:02:42.000]  我也覺得做事
[00:02:42.000 --> 00:02:44.000]  信耶穌是我的決定
[00:02:44.000 --> 00:02:46.000]  我說得就得
[00:02:46.000 --> 00:02:48.000]  我說能就能
[00:02:48.000 --> 00:02:50.000]  大家都覺得我要愛一個人
[00:02:50.000 --> 00:02:52.000]  我說愛就愛
[00:02:52.000 --> 00:02:54.000]  但是我越來越發覺
[00:02:54.000 --> 00:02:56.000]  結婚久了
[00:02:56.000 --> 00:02:58.000]  不是你說愛就愛
[00:02:58.000 --> 00:03:00.000]  有時候你想愛
[00:03:00.000 --> 00:03:02.000]  但是不能愛
[00:03:02.000 --> 00:03:04.000]  我想原諒
[00:03:04.000 --> 00:03:06.000]  但是心頂到
[00:03:06.000 --> 00:03:08.000]  不能原諒
[00:03:08.000 --> 00:03:10.000]  我太太今天不在了
[00:03:10.000 --> 00:03:12.000]  沒辦法了
[00:03:12.000 --> 00:03:14.000]  大家聽我講講都知道
[00:03:14.000 --> 00:03:16.000]  我是一個很透明的人
[00:03:16.000 --> 00:03:18.000]  我去想炫耀我的婚姻
[00:03:18.000 --> 00:03:20.000]  是想和大家分享
[00:03:20.000 --> 00:03:22.000]  信了耶穌的我
[00:03:22.000 --> 00:03:24.000]  都是有很多掙扎
[00:03:24.000 --> 00:03:26.000]  過往這個禮拜
[00:03:26.000 --> 00:03:28.000]  我和我太太是有
[00:03:28.000 --> 00:03:30.000]  不要說吵架了
[00:03:30.000 --> 00:03:32.000]  是沒有吵架
[00:03:32.000 --> 00:03:34.000]  是沒有出聲
[00:03:34.000 --> 00:03:36.000]  三天
[00:03:36.000 --> 00:03:38.000]  我整整四天未試過沒有出聲三天
[00:03:38.000 --> 00:03:40.000]  就沒了三天
[00:03:40.000 --> 00:03:42.000]  那我吃飯吃完那碗我通常會再舀
[00:03:42.000 --> 00:03:44.000]  這三天我吃完那碗我就走了
[00:03:44.000 --> 00:03:46.000]  那是否很不開心呢
[00:03:46.000 --> 00:03:48.000]  是很不開心的
[00:03:48.000 --> 00:03:50.000]  試完講什麼我不要講了
[00:03:50.000 --> 00:03:52.000]  但是呢
[00:03:52.000 --> 00:03:54.000]  怎麼能夠在這麼不開心當中
[00:03:54.000 --> 00:03:56.000]  你令自己開心
[00:03:56.000 --> 00:03:58.000]  怎麼能夠在這個不能愛
[00:03:58.000 --> 00:04:00.000]  去當中
[00:04:00.000 --> 00:04:02.000]  去愛
[00:04:02.000 --> 00:04:04.000]  當然我今天講這句話
[00:04:04.000 --> 00:04:06.000]  就已經過了
[00:04:06.000 --> 00:04:08.000]  但是這個問題
[00:04:08.000 --> 00:04:10.000]  再簡單答案
[00:04:10.000 --> 00:04:12.000]  如果大家去想一想你的人生
[00:04:12.000 --> 00:04:14.000]  你怎麼能夠信
[00:04:14.000 --> 00:04:16.000]  而怎麼能夠繼續信
[00:04:16.000 --> 00:04:18.000]  怎麼能夠開始愛
[00:04:18.000 --> 00:04:20.000]  而怎麼能夠繼續愛
[00:04:20.000 --> 00:04:22.000]  我自己
[00:04:22.000 --> 00:04:24.000]  的思想
[00:04:24.000 --> 00:04:26.000]  是百分之百神的恩典
