
[00:00:00.000 --> 00:00:03.500]  很多時候基督徒都會被人問一個問題
[00:00:03.500 --> 00:00:05.500]  你祈禱就行了嗎?
[00:00:05.500 --> 00:00:10.000]  那祈禱照著你所說的祈求
[00:00:10.000 --> 00:00:11.000]  兌現了
[00:00:11.000 --> 00:00:13.000]  哇!這個人很有信心
[00:00:13.000 --> 00:00:15.500]  不行呢?那怎麼辦?
[00:00:15.500 --> 00:00:17.500]  可能信心不夠
[00:00:17.500 --> 00:00:19.000]  又或者說算了
[00:00:19.000 --> 00:00:21.000]  上帝的旨意就是這樣
[00:00:21.000 --> 00:00:23.500]  很多時候我們祈禱好像很無奈
[00:00:23.500 --> 00:00:27.500]  是不是有點像去搏彩一樣
[00:00:27.500 --> 00:00:29.000]  搏到就很開心
[00:00:29.000 --> 00:00:31.000]  搏不到就很沮喪
[00:00:31.000 --> 00:00:33.000]  祈禱是不是這樣呢?
[00:00:33.000 --> 00:00:35.000]  聖經說叫你用信心祈禱
[00:00:35.000 --> 00:00:37.000]  那是不是信心祈禱?
[00:00:37.000 --> 00:00:39.000]  我有信心
[00:00:39.000 --> 00:00:40.000]  我很有自信
[00:00:40.000 --> 00:00:42.000]  我去求一件事
[00:00:42.000 --> 00:00:43.000]  求到了
[00:00:43.000 --> 00:00:45.000]  這位神是真的
[00:00:45.000 --> 00:00:46.000]  求不到了
[00:00:46.000 --> 00:00:47.000]  有時懷疑
[00:00:47.000 --> 00:00:48.000]  有時都算了
[00:00:48.000 --> 00:00:49.000]  都是他是真的
[00:00:49.000 --> 00:00:51.000]  不過我自己這次不行
[00:00:51.000 --> 00:00:53.000]  我們今天和大家說
[00:00:53.000 --> 00:00:55.000]  或者疏懶於祈禱的話
[00:00:55.000 --> 00:00:57.000]  那我可以告訴你
[00:00:57.000 --> 00:00:59.000]  如果你想自己
[00:00:59.000 --> 00:01:01.000]  信心能夠增加
[00:01:01.000 --> 00:01:03.000]  或者你想自己更認識這位主
[00:01:03.000 --> 00:01:05.000]  多些在禱告上操練
[00:01:05.000 --> 00:01:07.000]  包括在你自己個人的司禱
[00:01:07.000 --> 00:01:09.000]  在家中的禱告
[00:01:09.000 --> 00:01:11.000]  而《白銅聖經》裏面看看
[00:01:11.000 --> 00:01:13.000]  詩篇在這28篇裏面
[00:01:13.000 --> 00:01:15.000]  講到大衛禱告的時候
[00:01:15.000 --> 00:01:17.000]  好像靜氣臨然一樣
[00:01:17.000 --> 00:01:19.000]  但是我們看看用信心去禱告
[00:01:19.000 --> 00:01:21.000]  到底會是什麼事情呢?
[00:01:21.000 --> 00:01:23.000]  我們首次低頭祈禱
[00:01:23.000 --> 00:01:25.000]  天父我們感謝你
[00:01:25.000 --> 00:01:27.000]  你真實滿有慈愛
[00:01:27.000 --> 00:01:29.000]  你垂聽每一個禱告
[00:01:29.000 --> 00:01:32.000]  主你更加按著你的心意
[00:01:32.000 --> 00:01:34.000]  去成就一切
[00:01:34.000 --> 00:01:36.000]  是超過我們所求所想
[00:01:36.000 --> 00:01:38.000]  求主再一次
[00:01:38.000 --> 00:01:41.000]  藉著你自己聖靈在我們心中的感動
[00:01:41.000 --> 00:01:43.000]  藉著你自己聖經上的說話
[00:01:43.000 --> 00:01:46.000]  讓我們再一次明白你的旨意
[00:01:46.000 --> 00:01:48.000]  叫我們常常禱告
[00:01:48.000 --> 00:01:49.000]  不學灰心
[00:01:49.000 --> 00:01:51.000]  以致我們能夠成為你所喜悅的人
[00:01:51.000 --> 00:01:53.000]  垂聽我們的祈禱
[00:01:53.000 --> 00:01:54.000]  與我們眾人同在
[00:01:54.000 --> 00:01:56.000]  用耶穌名字祈求
[00:01:56.000 --> 00:01:57.000]  阿門
[00:01:57.000 --> 00:01:59.000]  今年教會講祈禱
[00:01:59.000 --> 00:02:02.000]  差不多到十二月了
[00:02:02.000 --> 00:02:06.000]  我不知道弟兄姊妹在禱告的功課上
[00:02:06.000 --> 00:02:08.000]  你的體驗如何
[00:02:08.000 --> 00:02:10.000]  你的學習又如何
[00:02:10.000 --> 00:02:11.000]  無論如何
[00:02:11.000 --> 00:02:12.000]  我相信
[00:02:12.000 --> 00:02:14.000]  若然你過去
[00:02:14.000 --> 00:02:17.000]  抬頭參加我們家庭祈禱會
[00:02:17.000 --> 00:02:19.000]  或者是教會的祈禱會
[00:02:19.000 --> 00:02:21.000]  因為雖然看來好像每一次
[00:02:21.000 --> 00:02:23.000]  回來不會說
[00:02:23.000 --> 00:02:25.000]  我參加了祈禱會之後
[00:02:25.000 --> 00:02:28.000]  突然間信心就大了
[00:02:28.000 --> 00:02:29.000]  心不會大的
[00:02:29.000 --> 00:02:31.000]  心大就見醫生了
[00:02:31.000 --> 00:02:32.000]  也不會說
[00:02:32.000 --> 00:02:33.000]  因為我禱告完之後
[00:02:33.000 --> 00:02:34.000]  我本來沒有力氣的
[00:02:34.000 --> 00:02:36.000]  我突然間就起來了
[00:02:36.000 --> 00:02:37.000]  但是
[00:02:37.000 --> 00:02:39.000]  你是不知不覺中間
[00:02:39.000 --> 00:02:40.000]  每一次中間
[00:02:40.000 --> 00:02:43.000]  你是體驗經歷神的真實
[00:02:43.000 --> 00:02:44.000]  還有
[00:02:44.000 --> 00:02:47.000]  無論你所說的禱文
[00:02:47.000 --> 00:02:48.000]  你所祈求的東西
[00:02:48.000 --> 00:02:50.000]  有得到或者沒有得到
[00:02:50.000 --> 00:02:52.000]  你不會第一
[00:02:52.000 --> 00:02:53.000]  得不到就很沮喪
[00:02:53.000 --> 00:02:54.000]  得到就很高興
[00:02:54.000 --> 00:02:55.000]  第二
[00:02:55.000 --> 00:02:56.000]  你不會
[00:02:56.000 --> 00:02:57.000]  得不得到也好
[00:02:57.000 --> 00:02:58.000]  都無可奈何
[00:02:58.000 --> 00:02:59.000]  那就算了
[00:02:59.000 --> 00:03:00.000]  神就是這樣
[00:03:00.000 --> 00:03:02.000]  我們基督徒就是要這樣的
[00:03:02.000 --> 00:03:04.000]  好像很無奈
[00:03:04.000 --> 00:03:08.000]  如果我們能夠看到
[00:03:08.000 --> 00:03:09.000]  耶穌基督在世上的時候
[00:03:09.000 --> 00:03:12.000]  神的兒子都不斷地禱告
[00:03:12.000 --> 00:03:14.000]  這很多時候提醒我自己
[00:03:14.000 --> 00:03:15.000]  當我有空的時候
[00:03:15.000 --> 00:03:16.000]  所謂有空就是
[00:03:16.000 --> 00:03:18.000]  不需要有什麼事情做的時候
[00:03:18.000 --> 00:03:20.000]  又或者我自己醒了
[00:03:20.000 --> 00:03:21.000]  還沒起床之前
[00:03:21.000 --> 00:03:23.000]  我都會想一個問題
[00:03:23.000 --> 00:03:26.000]  耶穌基督在曠野禱告
[00:03:26.000 --> 00:03:28.000]  祂清晨去禱告
[00:03:28.000 --> 00:03:30.000]  到底為什麼呢?
[00:03:30.000 --> 00:03:32.000]  原來發覺那是一個安靜的時間
[00:03:32.000 --> 00:03:34.000]  也是祂可以得力的時間
