
[00:00:00.000 --> 00:00:02.000]  好 感謝神
[00:00:02.000 --> 00:00:10.580]  我講登山補訓終於講到結論了
[00:00:10.580 --> 00:00:18.040]  今天我只會集中講解《馬太福音》七章第十二節
[00:00:18.040 --> 00:00:20.820]  後面那幾節經文 即是說十三、十四節
[00:00:20.820 --> 00:00:24.340]  一直到第七章的尾二十三節
[00:00:24.340 --> 00:00:27.140]  這一段裏面有幾個題目
[00:00:27.140 --> 00:00:30.500]  其實是講結論之後
[00:00:30.500 --> 00:00:34.860]  大家聽完結論之後
[00:00:34.860 --> 00:00:39.620]  聖經裏面是告訴我們我們需要做一個抉擇
[00:00:39.620 --> 00:00:44.140]  當然神希望我們去選擇站在祂那一邊
[00:00:44.140 --> 00:00:45.940]  跟從祂那一邊
[00:00:45.940 --> 00:00:48.100]  那一邊是可以得到生命
[00:00:48.100 --> 00:00:50.900]  是可以得到神的福氣的那一邊
[00:00:50.900 --> 00:00:56.660]  我相信可能再講兩三堂之後就會講完
[00:00:56.660 --> 00:01:01.500]  今天我跟大家講的就是
[00:01:01.500 --> 00:01:06.940]  基督徒處世待人接物的大原則是怎樣的
[00:01:06.940 --> 00:01:10.780]  就是今天這個講題裏面所講的
[00:01:10.780 --> 00:01:15.140]  愛人如己 待人如己
[00:01:15.140 --> 00:01:22.420]  愛人如己亦都已經包括到愛神在裏面
[00:01:22.420 --> 00:01:28.940]  我和大家一起去看看今天的聖經
[00:01:28.940 --> 00:01:35.020]  我們看馬太福音七章十二節
[00:01:35.020 --> 00:01:36.940]  所以無論何事
[00:01:36.940 --> 00:01:41.620]  你們願意人怎樣待你們 你們也要怎樣待人
[00:01:41.620 --> 00:01:46.940]  因為這就是律法和先知的道理
[00:01:46.940 --> 00:01:49.260]  首先我要講講律法和先知
[00:01:49.260 --> 00:01:55.540]  這是一個形容詞去代表舊約聖經
[00:01:55.540 --> 00:01:59.620]  或者簡單的講是摩西五經
[00:01:59.620 --> 00:02:04.940]  或者就這樣是律法
[00:02:04.940 --> 00:02:07.620]  當我去看一些《釋經》書的時候
[00:02:07.620 --> 00:02:12.140]  我發覺好幾本《釋經》書的作者
[00:02:12.140 --> 00:02:17.700]  都提到清這一句的《聖經》七章十二節
[00:02:17.700 --> 00:02:21.380]  這一句的《聖經》作金針
[00:02:21.380 --> 00:02:22.380]  Golden Rule
[00:02:22.380 --> 00:02:25.860]  金針 不是金塞雲爾的金針
[00:02:25.860 --> 00:02:29.660]  是黃金這麼寶貴的針研
[00:02:29.660 --> 00:02:35.260]  也就是最頂尖的最好的針研
[00:02:35.260 --> 00:02:38.380]  我很好奇地去查一下字典
[00:02:38.380 --> 00:02:43.660]  不是每本字典都有英文字的
[00:02:43.660 --> 00:02:51.460]  Golden Rule 我找到在《新世紀經典美語大辭典》裡
[00:02:51.460 --> 00:02:54.780]  找到這個字的解釋
[00:02:54.780 --> 00:02:59.020]  你猜一下這個字典怎麼說呢
[00:02:59.020 --> 00:03:02.540]  我找到 Golden Rule 金針
[00:03:02.540 --> 00:03:05.900]  解釋就是我講中文的翻譯
[00:03:05.900 --> 00:03:11.100]  英文是沒問題的 英文差不多跟足這句《聖經》
[00:03:11.100 --> 00:03:14.220]  中文的翻譯是這樣說的
[00:03:14.220 --> 00:03:16.340]  《聖經》教導說
[00:03:16.340 --> 00:03:19.340]  一個人 大家可以對比一下那些字
[00:03:19.340 --> 00:03:21.620]  《聖經》教導說
[00:03:21.620 --> 00:03:24.820]  一個人要別人如何待他
[00:03:24.820 --> 00:03:32.140]  他也應該要求自己一樣待別人
[00:03:32.140 --> 00:03:34.940]  覺得有問題嗎
[00:03:34.940 --> 00:03:37.180]  或者你稍後聽下去就會知道
[00:03:37.180 --> 00:03:43.020]  我覺得翻譯裡有個「要別人如何待他」
[00:03:43.020 --> 00:03:48.860]  「要」字如果改為「願意」或者「希望人」
[00:03:48.860 --> 00:03:52.540]  或者會較為貼近《聖經》的意思
[00:03:52.540 --> 00:03:55.220]  這個稍後我們會再說
[00:03:55.220 --> 00:03:56.660]  我們說回這句話
[00:03:56.660 --> 00:04:02.220]  為什麼這句《聖經》被列為金針
[00:04:02.220 --> 00:04:07.340]  就是說原來這句《聖經》以前在美國
[00:04:07.340 --> 00:04:12.100]  是被美國人視為一個金針
[00:04:12.100 --> 00:04:18.020]  一個非常寶貴的儲勢的針研
[00:04:18.020 --> 00:04:23.340]  但是你想想現在美國現今這個社會
[00:04:23.340 --> 00:04:28.940]  卻是將《聖經》趕盡殺絕 推向邊緣
[00:04:28.940 --> 00:04:33.500]  我想起的時候真的覺得很諷刺
[00:04:33.500 --> 00:04:38.700]  也覺得很難過
[00:04:38.700 --> 00:04:40.700]  再看回這句話
[00:04:40.700 --> 00:04:42.500]  看起來好像很簡單
[00:04:42.500 --> 00:04:44.940]  但其實絕對不簡單
[00:04:44.940 --> 00:04:47.340]  因為自古以來
[00:04:47.340 --> 00:04:50.940]  無論在我們的中華民族
[00:04:50.940 --> 00:04:54.780]  或者其他各國的古時裡
[00:04:54.780 --> 00:04:58.980]  也有很多的聖賢節事
[00:04:58.980 --> 00:05:00.980]  他們都有類似的教導
[00:05:00.980 --> 00:05:06.460]  但是他們的教導多數是偏向較為消極的一方面
[00:05:06.460 --> 00:05:12.020]  比如我們中國的聖人孔子
[00:05:12.020 --> 00:05:19.580]  孔夫子是在主持大約500年左右的人物
[00:05:19.580 --> 00:05:26.420]  根據《論語·惟靈公篇》的記載
[00:05:26.420 --> 00:05:29.260]  子貢問孔夫子
[00:05:29.260 --> 00:05:39.020]  「夫子,有沒有一句話可以拿著一生去行都適用?」
[00:05:39.020 --> 00:05:42.020]  孔夫子就說
[00:05:42.020 --> 00:05:46.900]  「己所不欲,勿施於人」
[00:05:46.900 --> 00:05:48.900]  這句話的意思是
[00:05:48.900 --> 00:05:53.220]  你不想要的東西不要強加給別人
[00:05:53.220 --> 00:05:56.820]  我相信我們可以直接引申到
[00:05:56.820 --> 00:05:59.060]  你不想別人怎樣對待你
[00:05:59.060 --> 00:06:03.540]  你就不要這樣去對待別人
[00:06:03.540 --> 00:06:06.500]  比如你不想別人罵你
[00:06:06.500 --> 00:06:09.820]  那你最好不要去罵人
[00:06:09.820 --> 00:06:18.780]  又有猶太人一位很出名的拉比叫做Hilo
[00:06:18.780 --> 00:06:24.980]  Hilo是比耶穌早一些時期的人物
[00:06:24.980 --> 00:06:28.260]  有一次正當Hilo去講學的時候
[00:06:28.260 --> 00:06:32.660]  學生就問他
[00:06:32.660 --> 00:06:36.780]  「傳本律法的精義在哪裡?」
[00:06:36.780 --> 00:06:42.300]  他就說「己所憎厭的,不要施於人」
[00:06:42.300 --> 00:06:50.180]  「What's hateful to you, do not do it to anyone else」
[00:06:50.180 --> 00:06:53.260]  我們又會想
[00:06:53.260 --> 00:06:57.300]  如果你很憎恨別人在背後說你是非
[00:06:57.300 --> 00:06:58.860]  那你怎麼辦?
[00:06:58.860 --> 00:07:03.300]  你不要在背後說別人是非
[00:07:03.300 --> 00:07:11.980]  又有一位希臘哲學家叫做Epictetus
[00:07:11.980 --> 00:07:16.940]  他是比耶穌稍遲一些時期的人物
[00:07:16.940 --> 00:07:19.020]  他這樣說
[00:07:19.020 --> 00:07:25.540]  「你想避開的痛苦,不要將這種痛苦加給別人」
[00:07:25.540 --> 00:07:33.260]  「What you avoid suffering yourself, do not afflict on others」
[00:07:33.260 --> 00:07:42.540]  「你想避免被人批評,你就自己不要去批評別人」
[00:07:42.540 --> 00:07:49.740]  聽了這三位聖賢哲士的教導之後
[00:07:49.740 --> 00:07:51.740]  大家有沒有留意到
[00:07:51.740 --> 00:07:56.780]  這三位的教導都是較為偏向消極的做法
[00:07:56.780 --> 00:07:59.980]  比如「己所不欲,勿施於人」
[00:07:59.980 --> 00:08:02.380]  「你不喜歡的,不要施於人」
[00:08:02.380 --> 00:08:08.460]  「你不想有的痛苦,不要加給別人」
[00:08:08.460 --> 00:08:15.100]  他們好像不太懂得去教別人做積極的那一方面
[00:08:15.100 --> 00:08:18.260]  比如要主動去愛人
[00:08:18.260 --> 00:08:23.060]  主動將好東西給別人
[00:08:23.060 --> 00:08:24.740]  是很難的
[00:08:24.740 --> 00:08:30.060]  唯有耶穌和聖經的教導才會是這樣
[00:08:30.060 --> 00:08:32.500]  教導積極的那一面
[00:08:32.500 --> 00:08:36.140]  我們看回第十二節
[00:08:36.140 --> 00:08:37.420]  耶穌的教導是說
[00:08:37.420 --> 00:08:44.700]  「你們願意人怎樣待你們,你們也要怎樣待人」
[00:08:44.700 --> 00:08:50.540]  耶穌的教導和舊約聖經的教導
[00:08:50.540 --> 00:08:55.940]  在待人接物或者與人共處的這一方面
[00:08:55.940 --> 00:09:03.060]  他都會強調需要積極和消極兩方面都需要顧及
[00:09:03.060 --> 00:09:09.940]  一方面吩咐人不要向人做壞事
[00:09:09.940 --> 00:09:12.580]  就是不要向人行惡
[00:09:12.580 --> 00:09:16.620]  另一方面叫人向人做好事
[00:09:16.620 --> 00:09:19.940]  一方面叫人要饒恕人
[00:09:19.940 --> 00:09:27.900]  另一方面積極的叫人要愛人甚至愛仇敵
[00:09:27.900 --> 00:09:35.900]  我們看看舊約的利未記十九章十三節
[00:09:35.900 --> 00:09:44.420]  「不可欺壓你的鄰舍,不可搶奪他的物」第十六節
[00:09:44.420 --> 00:09:48.260]  「不可與鄰舍為敵,自之於死」
[00:09:48.260 --> 00:09:51.620]  這個都是消極方面不要這樣做
[00:09:51.620 --> 00:09:55.340]  積極方面可以這樣做
[00:09:55.340 --> 00:09:57.700]  跳去看十八節
[00:09:57.700 --> 00:10:02.260]  「不可報仇,不可埋怨,卻要愛人」
[00:10:02.260 --> 00:10:04.300]  這個「人」字其實是鄰舍的字
[00:10:04.300 --> 00:10:08.980]  「卻要愛人如己」
[00:10:08.980 --> 00:10:11.220]  兩方面都要顧及
[00:10:11.220 --> 00:10:13.820]  耶穌有更高的要求
[00:10:13.820 --> 00:10:15.300]  我們看看新約的
[00:10:15.300 --> 00:10:19.060]  馬太福音五章四十四節
[00:10:19.060 --> 00:10:26.660]  「要愛你們的仇敵,為那逼迫你們的禱告」四十五節
[00:10:26.660 --> 00:10:31.700]  「這樣就可以作你們天父的兒子」
[00:10:31.700 --> 00:10:35.940]  作天父的兒子就是做耶穌基督的門徒
[00:10:35.940 --> 00:10:39.780]  就是真心信耶穌的人
[00:10:39.780 --> 00:10:42.660]  就是我們信徒
[00:10:42.660 --> 00:10:45.340]  耶穌要我們愛鄰舍
[00:10:45.340 --> 00:10:49.340]  甚至要愛仇敵
[00:10:49.340 --> 00:10:51.820]  去愛鄰舍 去愛仇敵
[00:10:51.820 --> 00:10:54.980]  即是要怎樣做呢?
[00:10:54.980 --> 00:10:58.940]  又看回七章十二節
[00:10:58.940 --> 00:11:05.860]  「你們願意人怎樣待你們,你們也要怎樣待人」
[00:11:05.860 --> 00:11:09.660]  如果你想你的仇敵放過你
[00:11:09.660 --> 00:11:15.700]  你怎樣?你放過你的仇敵
[00:11:15.700 --> 00:11:23.540]  你想別人原諒你嗎?你原諒別人
[00:11:23.540 --> 00:11:25.740]  我們留意七章十二節
[00:11:25.740 --> 00:11:28.540]  這句經文裏面
[00:11:28.540 --> 00:11:32.260]  有兩個字或兩個詞是很值得留意的
[00:11:32.260 --> 00:11:33.300]  是很重要的
[00:11:33.300 --> 00:11:35.740]  因為如果搞錯了他們的意思的時候
[00:11:35.740 --> 00:11:39.900]  整句經文的意義就會搞錯了
[00:11:39.900 --> 00:11:41.860]  就會改變了
[00:11:41.860 --> 00:11:44.580]  第一個字就是「你們願意」
[00:11:44.580 --> 00:11:48.260]  在第一行裏面的第二句
[00:11:48.260 --> 00:11:51.540]  「你們願意」這個字
[00:11:51.540 --> 00:11:55.140]  原文是用假設性的動詞
[00:11:55.140 --> 00:11:58.940]  Subjunctive word
[00:11:58.940 --> 00:12:00.780]  而且在原文裏面還有一個字
[00:12:00.780 --> 00:12:02.660]  是如果的字在裏面
[00:12:02.660 --> 00:12:05.180]  翻譯裏面就沒有放這個字
[00:12:05.180 --> 00:12:09.260]  不過經文翻譯為「無論何事」
[00:12:09.260 --> 00:12:11.460]  在裏面你都會感覺到
[00:12:11.460 --> 00:12:16.980]  都算是帶有假設性的意思
[00:12:16.980 --> 00:12:19.380]  如果較為口語化的翻譯
[00:12:19.380 --> 00:12:21.060]  我就會這樣翻譯
[00:12:21.060 --> 00:12:28.100]  「無論何事,如果我們希望人這樣待我們」
[00:12:28.100 --> 00:12:30.620]  可以這樣翻譯
[00:12:30.620 --> 00:12:34.180]  第二個值得留意的字就是
[00:12:34.180 --> 00:12:39.700]  在後面的那兩句
[00:12:39.700 --> 00:12:44.060]  「你們也要這樣待人」
[00:12:44.060 --> 00:12:45.980]  那個「要」字
[00:12:45.980 --> 00:12:47.420]  我相信大家都會猜到
[00:12:47.420 --> 00:12:49.260]  因為在原文上
[00:12:49.260 --> 00:12:51.180]  原本的「待」字
[00:12:51.180 --> 00:12:52.900]  「待人」的「待」字
[00:12:52.900 --> 00:12:56.100]  是一個命令式的動詞
[00:12:56.100 --> 00:12:57.740]  所以在翻譯裏面
[00:12:57.740 --> 00:13:00.220]  就要加上一個「要」字
[00:13:00.220 --> 00:13:04.100]  去形容那個「待」字
[00:13:04.100 --> 00:13:07.100]  「要待人」
[00:13:07.100 --> 00:13:09.420]  這兩個字很重要
[00:13:09.420 --> 00:13:11.620]  這兩個字放在這裏的時候
[00:13:11.620 --> 00:13:16.580]  就將前半句的聖經的意思變成
[00:13:16.580 --> 00:13:20.980]  只是希望別人會這樣對我
[00:13:20.980 --> 00:13:23.860]  後半句加上一個「要」字
[00:13:23.860 --> 00:13:28.900]  就是要自己這樣去待人
[00:13:28.900 --> 00:13:29.980]  而且是命令
[00:13:29.980 --> 00:13:32.660]  既然是命令的時候
[00:13:32.660 --> 00:13:36.940]  即使別人沒有這樣來待我們
[00:13:36.940 --> 00:13:42.620]  我們也要這樣去待別人
