
[00:00:00.000 --> 00:00:03.400]  鼎姐妹主內平安
[00:00:03.400 --> 00:00:09.600]  新型冠狀病毒疫情進入了全球大流行的階段
[00:00:09.600 --> 00:00:11.920]  現在不單止在香港
[00:00:11.920 --> 00:00:16.400]  甚至世界各地都正面對一個極大的考驗
[00:00:16.400 --> 00:00:19.520]  疫情不單止對人的健康、生命
[00:00:19.520 --> 00:00:22.520]  構成極嚴重的威脅
[00:00:22.520 --> 00:00:25.000]  在經濟、民生的層面
[00:00:25.000 --> 00:00:26.680]  在各行各業裏面
[00:00:26.680 --> 00:00:30.880]  也都漸漸感受到所帶來的影響
[00:00:30.880 --> 00:00:34.680]  公司要員工放無薪假、裁員
[00:00:34.680 --> 00:00:38.040]  甚至公司倒閉、跌業等等的消息
[00:00:38.040 --> 00:00:40.600]  近日都不絕於夷
[00:00:40.600 --> 00:00:44.240]  讀書的新生學子都不好過
[00:00:44.240 --> 00:00:45.880]  特別是在疫情當中
[00:00:45.880 --> 00:00:49.200]  仍然要面對DSE的考生
[00:00:49.200 --> 00:00:51.640]  都是很不容易
[00:00:51.640 --> 00:00:53.120]  在當下的處境
[00:00:53.120 --> 00:00:58.360]  我們難免有各樣的擔心和不安
[00:00:58.360 --> 00:01:04.000]  今天我們來到
[00:01:04.000 --> 00:01:06.960]  阿巴拉罕第二港
[00:01:06.960 --> 00:01:10.000]  我想在今天這個很特別的時刻
[00:01:10.000 --> 00:01:13.520]  我們一同思想一個經典的記載
[00:01:13.520 --> 00:01:15.480]  一個經典的片段
[00:01:15.480 --> 00:01:19.840]  阿巴拉罕獻爾薩的記載
[00:01:19.840 --> 00:01:22.880]  這是一個重大的考驗
[00:01:22.880 --> 00:01:26.440]  當人面對這麼大考驗的時候
[00:01:26.440 --> 00:01:28.400]  可以怎樣呢?
[00:01:28.400 --> 00:01:29.880]  在這個記載裏面
[00:01:29.880 --> 00:01:32.840]  我們見到人透過這個考驗
[00:01:32.840 --> 00:01:38.040]  對神的愛、對人的看顧
[00:01:38.040 --> 00:01:41.880]  是更加有一份深厚的認識
[00:01:41.880 --> 00:01:42.960]  在這個記載裏面
[00:01:42.960 --> 00:01:44.360]  當我們一路看下去的時候
[00:01:44.360 --> 00:01:47.720]  我們會發現有很多發人深省的地方
[00:01:47.720 --> 00:01:51.240]  究竟信服神的吩咐
[00:01:51.240 --> 00:01:54.200]  可以去到多盡呢?
[00:01:54.200 --> 00:01:57.040]  神的心腸究竟是怎樣的呢?
[00:01:57.040 --> 00:01:58.880]  而又說「以勒」
[00:01:58.880 --> 00:02:02.600]  有些什麼重要的含義在裏面呢?
[00:02:02.600 --> 00:02:05.760]  首先請聽我讀出今天的經文
[00:02:05.760 --> 00:02:12.080]  《創世紀》二十二章一至十四節
[00:02:12.080 --> 00:02:32.240]  (朗讀)
[00:02:32.240 --> 00:02:33.960]  「阿伯拉罕清早起來
[00:02:33.960 --> 00:02:34.960]  被上爐
[00:02:34.960 --> 00:02:38.320]  帶着兩個僕人和他兒子以撒
[00:02:38.320 --> 00:02:40.920]  也劈好了梵祭的柴
[00:02:40.920 --> 00:02:45.560]  就起身往神所指示他的地方去了
[00:02:45.560 --> 00:02:47.240]  到了第三日
[00:02:47.240 --> 00:02:51.560]  阿伯拉罕舉目遠遠地看見那地方
[00:02:51.560 --> 00:02:54.040]  阿伯拉罕對他的僕人說
[00:02:54.040 --> 00:02:56.240]  你們和奴在此等候
[00:02:56.240 --> 00:02:59.160]  我與童子往那裏去拜一拜
[00:02:59.160 --> 00:03:01.440]  就回到你們這裏來
[00:03:01.440 --> 00:03:03.760]  阿伯拉罕把獻梵祭的柴
[00:03:03.760 --> 00:03:06.480]  放在他兒子以撒身上
[00:03:06.480 --> 00:03:09.320]  自己手裏拿着火與刀
[00:03:09.320 --> 00:03:11.360]  於是二人同行
[00:03:11.360 --> 00:03:13.800]  以撒對他父親阿伯拉罕說
[00:03:13.800 --> 00:03:15.000]  父親啊
[00:03:15.000 --> 00:03:16.120]  阿伯拉罕說
[00:03:16.120 --> 00:03:18.160]  我兒我在這裏
[00:03:18.160 --> 00:03:19.080]  以撒說
[00:03:19.080 --> 00:03:21.440]  你看火與柴都有了
[00:03:21.440 --> 00:03:24.760]  但梵祭的羊羔在哪裏呢?
[00:03:24.760 --> 00:03:25.960]  阿伯拉罕說
[00:03:25.960 --> 00:03:30.760]  我兒神必自己預備作梵祭的羊羔
[00:03:30.760 --> 00:03:32.800]  於是二人同行」
[00:03:32.800 --> 00:03:35.360]  第九節
[00:03:35.360 --> 00:03:37.640]  「他們到了神所指示的地方
[00:03:37.640 --> 00:03:39.880]  阿伯拉罕在那裏竹談
[00:03:39.880 --> 00:03:41.280]  把柴擺好
[00:03:41.280 --> 00:03:43.240]  捆綁他的兒子以撒
[00:03:43.240 --> 00:03:45.880]  放在談的柴上
[00:03:45.880 --> 00:03:47.880]  阿伯拉罕就伸手拿刀
[00:03:47.880 --> 00:03:49.680]  要撒他的兒子
[00:03:49.680 --> 00:03:52.640]  耶和華的使者從天上呼叫他說
