
[00:00:00.000 --> 00:00:02.000]  希望我們的家是一個溫室
[00:00:02.000 --> 00:00:04.000]  可能有些家不是
[00:00:04.000 --> 00:00:06.000]  我們假設一般來說
[00:00:06.000 --> 00:00:08.000]  我們的家庭是一個溫室
[00:00:08.000 --> 00:00:11.000]  而天父上帝賜我們爲弟兄姊妹
[00:00:11.000 --> 00:00:13.000]  和我們一起去成長
[00:00:13.000 --> 00:00:15.000]  事實上在教會里面
[00:00:15.000 --> 00:00:18.000]  講弟兄姊妹之間的關係
[00:00:18.000 --> 00:00:20.000]  比較少
[00:00:20.000 --> 00:00:22.000]  我們講教會弟兄姊妹的關係多
[00:00:22.000 --> 00:00:24.000]  經常講彼此相愛
[00:00:24.000 --> 00:00:25.000]  教會每年都講
[00:00:25.000 --> 00:00:27.000]  所以我們去到教會的時候
[00:00:27.000 --> 00:00:30.000]  感覺教會里面的人很好
[00:00:30.000 --> 00:00:31.000]  經常講彼此相愛
[00:00:31.000 --> 00:00:33.000]  大家互相關心
[00:00:33.000 --> 00:00:34.000]  彼此支持
[00:00:34.000 --> 00:00:36.000]  氣氛是很濃厚的
[00:00:36.000 --> 00:00:39.000]  但是回到自己的家呢
[00:00:39.000 --> 00:00:40.000]  回到自己的家
[00:00:40.000 --> 00:00:41.000]  和自己的家裏
[00:00:41.000 --> 00:00:43.000]  同一個爹地媽咪出來
[00:00:43.000 --> 00:00:46.000]  或者同一個家裏成長的
[00:00:46.000 --> 00:00:48.000]  那些弟兄姊妹
[00:00:48.000 --> 00:00:50.000]  我們和他們的關係又如何呢
[00:00:50.000 --> 00:00:52.000]  你和他們的關係又如何呢
[00:00:52.000 --> 00:00:54.000]  如果你是獨身的
[00:00:54.000 --> 00:00:55.000]  不是獨身
[00:00:55.000 --> 00:00:57.000]  單一個
[00:00:57.000 --> 00:00:59.000]  一個兒子一個女兒
[00:00:59.000 --> 00:01:01.000]  沒有兄弟姊妹的
[00:01:01.000 --> 00:01:02.000]  或者你可以當教會的弟兄姊妹
[00:01:02.000 --> 00:01:04.000]  真的是你的弟兄姊妹
[00:01:04.000 --> 00:01:05.000]  但如果你說不是
[00:01:05.000 --> 00:01:07.000]  我也有兄弟姊妹的
[00:01:07.000 --> 00:01:08.000]  你回想一下
[00:01:08.000 --> 00:01:10.000]  你和他們的關係
[00:01:10.000 --> 00:01:12.000]  好還是不好呢
[00:01:12.000 --> 00:01:13.000]  好不好這個就很難的
[00:01:13.000 --> 00:01:14.000]  有些就很親密的
[00:01:14.000 --> 00:01:15.000]  中國人又說
[00:01:15.000 --> 00:01:17.000]  情同手足
[00:01:17.000 --> 00:01:19.000]  所以大家的關係很密切的
[00:01:19.000 --> 00:01:20.000]  有什麼事的時候
[00:01:20.000 --> 00:01:22.000]  大家會撲滅撲明去幫忙
[00:01:22.000 --> 00:01:24.000]  很好的關係
[00:01:24.000 --> 00:01:26.000]  哥哥很疼弟弟
[00:01:26.000 --> 00:01:28.000]  姐姐很疼哥哥
[00:01:28.000 --> 00:01:32.000]  姐姐很疼弟弟妹妹
[00:01:32.000 --> 00:01:33.000]  但我相信
[00:01:33.000 --> 00:01:35.000]  在我觀察裏面
[00:01:35.000 --> 00:01:37.000]  絕大部分的兄弟姊妹之間
[00:01:37.000 --> 00:01:41.000]  那些關係普普通通
[00:01:41.000 --> 00:01:42.000]  我家裏的關係
[00:01:42.000 --> 00:01:45.000]  和我四兄弟是最大的
[00:01:45.000 --> 00:01:46.000]  普普通通
[00:01:46.000 --> 00:01:47.000]  普普通通是什麼意思呢
[00:01:47.000 --> 00:01:48.000]  見到面
[00:01:48.000 --> 00:01:49.000]  知道弟兄姊妹需要
[00:01:49.000 --> 00:01:51.000]  大家都會幫忙的
[00:01:51.000 --> 00:01:54.000]  不過大家不是覺得很親密
[00:01:54.000 --> 00:01:56.000]  是兄弟姊妹
[00:01:56.000 --> 00:01:59.000]  不過有點遠
[00:01:59.000 --> 00:02:00.000]  不是覺得那麼親密
[00:02:00.000 --> 00:02:01.000]  那麼接近
[00:02:01.000 --> 00:02:03.000]  不會說很多心事
[00:02:03.000 --> 00:02:04.000]  普普通通
[00:02:04.000 --> 00:02:06.000]  大家是不是這樣呢
[00:02:06.000 --> 00:02:09.000]  當然有些就比較差
[00:02:09.000 --> 00:02:11.000]  因爲在成長過程當中
[00:02:11.000 --> 00:02:12.000]  特別是和家人共住
[00:02:12.000 --> 00:02:14.000]  在某個家庭裏面長大
[00:02:14.000 --> 00:02:17.000]  矛盾衝突是少不了的
[00:02:17.000 --> 00:02:19.000]  所以如果不懂處理的時候
[00:02:19.000 --> 00:02:21.000]  就有點不舒服
[00:02:21.000 --> 00:02:23.000]  我們說有點粘骨
[00:02:23.000 --> 00:02:24.000]  有點粘骨
[00:02:24.000 --> 00:02:25.000]  有點不太中意
[00:02:25.000 --> 00:02:27.000]  再差一點的時候
[00:02:27.000 --> 00:02:29.000]  大家可能不秋不彩
[00:02:29.000 --> 00:02:30.000]  或者我們會覺得
[00:02:30.000 --> 00:02:32.000]  我好不滿意
[00:02:32.000 --> 00:02:33.000]  我哥哥好不滿意
[00:02:33.000 --> 00:02:35.000]  我弟弟妹妹
[00:02:35.000 --> 00:02:36.000]  他們做事的方法
[00:02:36.000 --> 00:02:39.000]  爲什麼會這樣做事
[00:02:39.000 --> 00:02:41.000]  這些在家裏面
[00:02:41.000 --> 00:02:43.000]  都會經常見到
[00:02:43.000 --> 00:02:45.000]  再差一點的時候
[00:02:45.000 --> 00:02:48.000]  大家不但不秋不彩
[00:02:48.000 --> 00:02:49.000]  時不時在香港
[00:02:49.000 --> 00:02:50.000]  聽到一些新聞
[00:02:50.000 --> 00:02:52.000]  因財失意
[00:02:52.000 --> 00:02:54.000]  爲了爭家產
[00:02:54.000 --> 00:02:57.000]  會對報公堂
[00:02:57.000 --> 00:02:59.000]  所以其實我們和
[00:02:59.000 --> 00:03:00.000]  自己的底線資本質量的關係
[00:03:00.000 --> 00:03:02.000]  有不同的層次
[00:03:02.000 --> 00:03:03.000]  我不知道你是屬於
[00:03:03.000 --> 00:03:05.000]  哪一個category
[00:03:05.000 --> 00:03:08.000]  你自己在哪一類裏面
[00:03:08.000 --> 00:03:10.000]  其實教會很少說一樣東西
[00:03:10.000 --> 00:03:12.000]  因爲我們經常說彼此相愛
[00:03:12.000 --> 00:03:13.000]  以爲我們assume
[00:03:13.000 --> 00:03:14.000]  在教會彼此相愛
[00:03:14.000 --> 00:03:16.000]  在家裏面也是
[00:03:16.000 --> 00:03:19.000]  其實如果我剛纔所描述的情況
[00:03:19.000 --> 00:03:22.000]  講到大家一些實際的處境
[00:03:22.000 --> 00:03:23.000]  你就會知道
[00:03:23.000 --> 00:03:25.000]  實際上在自己的家庭當中
[00:03:25.000 --> 00:03:27.000]  真的不是這樣
[00:03:27.000 --> 00:03:28.000]  而在聖經裏面
[00:03:28.000 --> 00:03:30.000]  也記載了很多
[00:03:30.000 --> 00:03:31.000]  關於弟兄姊妹之間
[00:03:31.000 --> 00:03:34.000]  相處上的問題
[00:03:34.000 --> 00:03:36.000]  一打開《創世紀》
[00:03:36.000 --> 00:03:38.000]  阿伯和誰
[00:03:38.000 --> 00:03:39.000]  該人
[00:03:39.000 --> 00:03:40.000]  該人是哥哥
[00:03:40.000 --> 00:03:41.000]  阿伯是弟弟
[00:03:41.000 --> 00:03:44.000]  該人因爲妒忌阿伯的禮物
[00:03:44.000 --> 00:03:46.000]  得到神閱納
[00:03:46.000 --> 00:03:47.000]  結果怎麼樣?
[00:03:47.000 --> 00:03:48.000]  將弟弟殺死
[00:03:48.000 --> 00:03:51.000]  《創世紀》就講了
[00:03:51.000 --> 00:03:52.000]  然後
[00:03:52.000 --> 00:03:53.000]  以素和雅各的故事
[00:03:53.000 --> 00:03:54.000]  大家很熟悉
[00:03:54.000 --> 00:03:58.000]  爲了得到長子的祝福
[00:03:58.000 --> 00:03:59.000]  於是
[00:03:59.000 --> 00:04:02.000]  明爭暗鬥
[00:04:02.000 --> 00:04:05.000]  結果兩兄弟後來反目成仇
[00:04:05.000 --> 00:04:06.000]  當然感謝主
[00:04:06.000 --> 00:04:09.000]  後來和好了
[00:04:09.000 --> 00:04:10.000]  除此之外
[00:04:10.000 --> 00:04:11.000]  大家還想起聖經裏面
[00:04:11.000 --> 00:04:12.000]  有什麼故事
[00:04:12.000 --> 00:04:14.000]  該人是阿伯
[00:04:14.000 --> 00:04:16.000]  以素和雅各
[00:04:16.000 --> 00:04:19.000]  除此之外還有誰?
[00:04:19.000 --> 00:04:20.000]  你們還想起什麼故事?
[00:04:20.000 --> 00:04:21.000]  在聖經裏面
[00:04:21.000 --> 00:04:22.000]  我們還記得
[00:04:22.000 --> 00:04:25.000]  大魏有很多小孩
[00:04:25.000 --> 00:04:26.000]  他是皇帝
[00:04:26.000 --> 00:04:29.000]  但見過兄弟力強
[00:04:29.000 --> 00:04:30.000]  結果很多時候
[00:04:30.000 --> 00:04:31.000]  當大魏死了
[00:04:31.000 --> 00:04:36.000]  是互相殺戮
[00:04:36.000 --> 00:04:37.000]  約瑟
[00:04:37.000 --> 00:04:39.000]  另外一個很出名的故事
[00:04:39.000 --> 00:04:42.000]  他有很多哥哥
[00:04:42.000 --> 00:04:43.000]  但是哥哥不疼他
[00:04:43.000 --> 00:04:44.000]  爲什麼?
[00:04:44.000 --> 00:04:48.000]  因爲哥哥妒忌爹地偏心
[00:04:48.000 --> 00:04:50.000]  所以找到機會
[00:04:50.000 --> 00:04:54.000]  把弟弟賣給埃及做奴隸
[00:04:54.000 --> 00:04:55.000]  有時候我會想
[00:04:55.000 --> 00:04:56.000]  爲什麼聖經裏面
[00:04:56.000 --> 00:04:57.000]  記載了這麼多故事
[00:04:57.000 --> 00:04:59.000]  就是兄弟姐妹之間
[00:04:59.000 --> 00:05:00.000]  大家的相處
[00:05:00.000 --> 00:05:01.000]  有很多問題
[00:05:01.000 --> 00:05:03.000]  爲什麼呢?
[00:05:03.000 --> 00:05:04.000]  我相信
[00:05:04.000 --> 00:05:05.000]  一邊看聖經
[00:05:05.000 --> 00:05:07.000]  一邊瞭解和學習
[00:05:07.000 --> 00:05:09.000]  天父上帝告訴我們
[00:05:09.000 --> 00:05:11.000]  一個很重要的信息
[00:05:11.000 --> 00:05:12.000]  就是神把兄弟姐妹
[00:05:12.000 --> 00:05:13.000]  放在我們的家庭裏
[00:05:13.000 --> 00:05:15.000]  養我們的弟兄姐妹
[00:05:15.000 --> 00:05:16.000]  是要我們學習
[00:05:16.000 --> 00:05:18.000]  如何能夠和睦
[00:05:18.000 --> 00:05:19.000]  與人同居
[00:05:19.000 --> 00:05:22.000]  如何能夠學習彼此的支持
[00:05:22.000 --> 00:05:24.000]  互相愛護
[00:05:24.000 --> 00:05:25.000]  因爲在天堂裏
[00:05:25.000 --> 00:05:27.000]  剛纔那首詩歌
[00:05:27.000 --> 00:05:31.000]  就是一個互相相愛的團體
[00:05:31.000 --> 00:05:33.000]  如果我們現在不學會彼此相愛
[00:05:33.000 --> 00:05:36.000]  日後可能去天堂也有困難
[00:05:36.000 --> 00:05:39.000]  可能我們不能在天堂裏面生存
[00:05:39.000 --> 00:05:41.000]  所以神早就爲我們預備了
[00:05:41.000 --> 00:05:43.000]  我們要學習如何能夠和睦同居
[00:05:43.000 --> 00:05:46.000]  彼此相愛的道理
[00:05:46.000 --> 00:05:47.000]  所以弟兄姐妹
[00:05:47.000 --> 00:05:49.000]  今天和大家分享的是什麼呢?
[00:05:49.000 --> 00:05:50.000]  我們真的要學習
[00:05:50.000 --> 00:05:52.000]  如果你有兄弟姐妹
[00:05:52.000 --> 00:05:55.000]  珍惜你和兄弟姐妹之間的關係
[00:05:55.000 --> 00:06:00.000]  珍惜我們和弟兄姐妹之間的關係
[00:06:00.000 --> 00:06:04.000]  我們要明白一個很重要的道理
[00:06:04.000 --> 00:06:06.000]  如果我們要和弟兄姐妹
[00:06:06.000 --> 00:06:08.000]  有一個美好的關係
[00:06:08.000 --> 00:06:10.000]  單單靠血緣
[00:06:10.000 --> 00:06:12.000]  和父母生的
[00:06:12.000 --> 00:06:17.000]  是不足以讓我們和他們和睦同居
[00:06:17.000 --> 00:06:18.000]  彼此相愛的
[00:06:18.000 --> 00:06:20.000]  聽到我說什麼嗎?
[00:06:20.000 --> 00:06:21.000]  單單靠血緣
[00:06:21.000 --> 00:06:23.000]  大家和父母
[00:06:23.000 --> 00:06:26.000]  不足以讓我們和他們建立一個
[00:06:26.000 --> 00:06:27.000]  有福同享
[00:06:27.000 --> 00:06:30.000]  有禍同當的那種緊密的關係
[00:06:30.000 --> 00:06:33.000]  我們必須要有天父的恩典
[00:06:33.000 --> 00:06:35.000]  靠神的愛
[00:06:35.000 --> 00:06:36.000]  今天這個故事
[00:06:36.000 --> 00:06:38.000]  其實大家很熟悉
[00:06:38.000 --> 00:06:40.000]  是講到我們聖經裏面有兩姐妹
[00:06:40.000 --> 00:06:41.000]  新羅聖經
[00:06:41.000 --> 00:06:43.000]  大家知道我講誰了
[00:06:43.000 --> 00:06:45.000]  看聖經你會知道
[00:06:45.000 --> 00:06:46.000]  馬大和馬尼雅的故事
[00:06:46.000 --> 00:06:48.000]  我相信我們大家都很熟悉
[00:06:48.000 --> 00:06:51.000]  當我們聽到馬大和馬尼雅的故事的時候
[00:06:51.000 --> 00:06:52.000]  首先想到的
[00:06:52.000 --> 00:06:53.000]  你的印象是什麼呢?
[00:06:53.000 --> 00:06:56.000]  馬大爲事忘亂
[00:06:56.000 --> 00:06:58.000]  馬尼雅選擇祥好的福分
[00:06:58.000 --> 00:07:02.000]  所以耶穌責備馬大
[00:07:02.000 --> 00:07:04.000]  讚賞馬尼雅
[00:07:04.000 --> 00:07:06.000]  我們就不要做馬大了
[00:07:06.000 --> 00:07:08.000]  我們學馬尼雅一樣
[00:07:08.000 --> 00:07:09.000]  所以我們要敬拜
[00:07:09.000 --> 00:07:10.000]  要聽道
[00:07:10.000 --> 00:07:11.000]  要專心
[00:07:11.000 --> 00:07:13.000]  這就是一般來說
[00:07:13.000 --> 00:07:15.000]  我們所有的印象
[00:07:15.000 --> 00:07:18.000]  關於馬大和馬尼雅的故事
[00:07:18.000 --> 00:07:22.000]  但今天我想從另一個角度去看這個故事
[00:07:22.000 --> 00:07:24.000]  我們要留意一些細節
[00:07:24.000 --> 00:07:26.000]  要看得深入一點
[00:07:26.000 --> 00:07:28.000]  要看得仔細一點
[00:07:28.000 --> 00:07:30.000]  所以我們再溫習一下這個故事
[00:07:30.000 --> 00:07:31.000]  這個故事在哪裏呢?
[00:07:31.000 --> 00:07:34.000]  《路加福音》第十章
[00:07:34.000 --> 00:07:37.000]  我們一起看看這個故事是怎樣的
[00:07:37.000 --> 00:07:38.000]  我慢慢讀
[00:07:38.000 --> 00:07:42.000]  大家留心留意一下其中一些細節
[00:07:42.000 --> 00:07:43.000]  38節裏說
[00:07:43.000 --> 00:07:46.000]  耶穌和門徒繼續了他們的旅程
[00:07:46.000 --> 00:07:48.000]  來到了一個村莊
[00:07:48.000 --> 00:07:51.000]  那裏有一個叫馬大的女人
[00:07:51.000 --> 00:07:54.000]  接待耶穌到她的家裏
[00:07:54.000 --> 00:07:56.000]  馬大有一個妹妹叫馬尼雅
[00:07:56.000 --> 00:07:58.000]  馬尼雅坐在主的腳前
[00:07:58.000 --> 00:08:00.000]  聽她的講道
[00:08:00.000 --> 00:08:03.000]  可是馬大因爲要做的事情多
[00:08:03.000 --> 00:08:05.000]  心裏忙亂
[00:08:05.000 --> 00:08:06.000]  就上前說
[00:08:06.000 --> 00:08:07.000]  主啊
[00:08:07.000 --> 00:08:10.000]  我妹妹讓我一個人做着很多事
[00:08:10.000 --> 00:08:12.000]  你不介意嗎?
[00:08:12.000 --> 00:08:15.000]  請叫她來幫幫我嘛
[00:08:15.000 --> 00:08:17.000]  主回答說
[00:08:17.000 --> 00:08:18.000]  馬大 馬大
[00:08:18.000 --> 00:08:22.000]  你爲很多事操心忙亂
[00:08:22.000 --> 00:08:24.000]  但是隻有一件事
[00:08:24.000 --> 00:08:25.000]  是不可缺少的
[00:08:25.000 --> 00:08:29.000]  馬尼雅已經選擇了那最好的
[00:08:29.000 --> 00:08:33.000]  是沒有人能夠從她的手裏搶走
[00:08:33.000 --> 00:08:34.000]  那時候一開始的時間
[00:08:34.000 --> 00:08:35.000]  我跟大家說
[00:08:35.000 --> 00:08:36.000]  如果你是兄弟姐妹
[00:08:36.000 --> 00:08:38.000]  同一個家庭里長大
[00:08:38.000 --> 00:08:39.000]  小小角落長大
[00:08:39.000 --> 00:08:42.000]  其實和弟兄姐妹之間
[00:08:42.000 --> 00:08:44.000]  有矛盾衝突是很正常的
[00:08:44.000 --> 00:08:46.000]  是不可以避免的
[00:08:46.000 --> 00:08:49.000]  這是一個學習的過程
[00:08:49.000 --> 00:08:52.000]  但問題是年紀越大
[00:08:52.000 --> 00:08:54.000]  我們越不想和別人有衝突
[00:08:54.000 --> 00:08:58.000]  於是我們很多時候會逃避衝突
[00:08:58.000 --> 00:09:02.000]  結果就令到問題更加嚴重
