
[00:00:00.000 --> 00:00:01.480]  先一切而禱告
[00:00:01.480 --> 00:00:04.320]  主耶穌讓我們透過聖靈知道
[00:00:04.320 --> 00:00:11.740]  今天神已經恩著對我們的愛
[00:00:11.740 --> 00:00:13.820]  透過福音
[00:00:13.820 --> 00:00:17.540]  我們能夠相信神已經悅南我們
[00:00:17.540 --> 00:00:20.000]  讓我們所擺上的
[00:00:20.000 --> 00:00:24.600]  敬拜 侍奉 一切的奉獻
[00:00:24.600 --> 00:00:26.640]  主祢都甘心悅南
[00:00:26.640 --> 00:00:29.920]  奉耶穌多少個名頭
[00:00:29.920 --> 00:00:32.740]  弟兄姊妹有沒有回來
[00:00:32.740 --> 00:00:35.020]  和你旁邊的弟兄姊妹
[00:00:35.020 --> 00:00:37.140]  給錢問安歡迎他們
[00:00:37.140 --> 00:00:39.380]  有 非常好
[00:00:39.380 --> 00:00:40.960]  但是大家知不知道
[00:00:40.960 --> 00:00:43.320]  原來有教會不是很歡迎
[00:00:43.320 --> 00:00:48.460]  坐在旁邊的敬拜者
[00:00:48.460 --> 00:00:51.560]  這間就是我們剛才所看的經文
[00:00:51.560 --> 00:00:53.220]  羅馬書這裡所描述
[00:00:53.220 --> 00:00:56.600]  當時第一世紀的羅馬教會情況
[00:00:56.600 --> 00:00:58.680]  這裡第一節已經說了
[00:00:58.680 --> 00:01:01.040]  信心軟弱的你們要接納
[00:01:01.040 --> 00:01:03.940]  不同意見的不要爭論
[00:01:03.940 --> 00:01:05.340]  接納這個字
[00:01:05.340 --> 00:01:07.320]  其實有一些翻譯
[00:01:07.320 --> 00:01:11.180]  英文譯做直接是welcome
[00:01:11.180 --> 00:01:13.120]  我們要彼此歡迎
[00:01:13.120 --> 00:01:14.000]  本來這樣教
[00:01:14.000 --> 00:01:16.080]  就是說他們不太歡迎對方
[00:01:16.080 --> 00:01:18.540]  為什麼這裡有什麼軟弱的
[00:01:18.540 --> 00:01:21.180]  又有剛強的是怎樣呢
[00:01:21.180 --> 00:01:23.440]  原來當時第一世紀
[00:01:23.440 --> 00:01:26.580]  這個羅馬教會主要由兩個群體組成
[00:01:26.580 --> 00:01:29.340]  一個是猶太背景的基督徒
[00:01:29.340 --> 00:01:33.480]  一個是外邦人或者希臘背景的基督徒
[00:01:33.480 --> 00:01:38.160]  他們兩批人的習俗不是很一樣
[00:01:38.160 --> 00:01:40.460]  猶太人因為他們就聖經的教導
[00:01:40.460 --> 00:01:44.140]  習慣了一些飲食條例要遵守
[00:01:44.140 --> 00:01:47.640]  所以他們按照摩西五經所說
[00:01:47.640 --> 00:01:49.060]  什麼食物謂之潔淨
[00:01:49.060 --> 00:01:50.700]  什麼食物謂之不潔淨
[00:01:50.700 --> 00:01:52.320]  於是虔誠的猶太教徒
[00:01:52.320 --> 00:01:54.960]  或者根本來說自世經的教導
[00:01:54.960 --> 00:01:56.960]  有些食物他們一定不會吃
[00:01:56.960 --> 00:02:01.220]  尤其是我們最能夠了解的豬肉
[00:02:01.220 --> 00:02:04.560]  另外還有一些節期他們遵守
[00:02:04.560 --> 00:02:06.980]  尤其是每個星期的安息日
[00:02:06.980 --> 00:02:08.780]  每年有幾個大節期
[00:02:08.780 --> 00:02:12.260]  包括我們很多人都聽過的愉悅節
[00:02:12.260 --> 00:02:14.900]  但是當我們信了耶穌之後
[00:02:14.900 --> 00:02:17.000]  他們又和這群外邦人一起去敬拜
[00:02:17.000 --> 00:02:18.640]  這群外邦人就知道
[00:02:18.640 --> 00:02:20.820]  其實樣東西都是潔淨的
[00:02:20.820 --> 00:02:23.900]  樣東西其實我們都可以去敬拜神的
[00:02:23.900 --> 00:02:25.900]  有什麼所謂呢
[00:02:25.900 --> 00:02:30.860]  於是他們就對這群保守的猶太基督徒
[00:02:30.860 --> 00:02:33.700]  去標籤說他們是信心軟弱的
[00:02:33.700 --> 00:02:35.700]  你不相信神已經接納了你
[00:02:35.700 --> 00:02:37.640]  你還要守住這些律法
[00:02:37.640 --> 00:02:39.040]  以為這樣神就喜歡
[00:02:39.040 --> 00:02:41.600]  其實沒有所謂的
[00:02:41.600 --> 00:02:43.800]  然後這群保守的猶太基督徒
[00:02:43.800 --> 00:02:46.100]  又對著這群他們認為是自由派
[00:02:46.100 --> 00:02:48.600]  自由派的納外邦人的基督徒
[00:02:48.600 --> 00:02:51.340]  就認為你們這群人怎麼會這樣
[00:02:51.340 --> 00:02:52.840]  聖經明明說這些要吃
[00:02:52.840 --> 00:02:53.700]  這些不可以吃
[00:02:53.700 --> 00:02:54.680]  這些日期很重要
[00:02:54.680 --> 00:02:55.920]  為什麼你們全部不理
[00:02:55.920 --> 00:02:57.240]  你們不尊重神
[00:02:57.240 --> 00:02:59.240]  他們就彼此在批評
[00:02:59.240 --> 00:03:01.000]  彼此在論斷
[00:03:01.000 --> 00:03:03.680]  然後彼此反對得面左左
[00:03:03.680 --> 00:03:04.980]  總之你們坐這邊
[00:03:04.980 --> 00:03:05.900]  我就坐這邊
[00:03:05.900 --> 00:03:07.900]  大家沒有相干
[00:03:07.900 --> 00:03:09.900]  他們彼此不歡迎
[00:03:09.900 --> 00:03:11.900]  所以說到這章的時候
[00:03:11.900 --> 00:03:13.140]  保羅一開始就說
[00:03:13.140 --> 00:03:16.540]  拜託你們信心軟弱的那些
[00:03:16.540 --> 00:03:18.540]  你們要去接納
[00:03:18.540 --> 00:03:20.540]  當然保羅不是認同他們
[00:03:20.540 --> 00:03:22.540]  是一種諷刺的語氣
[00:03:22.540 --> 00:03:24.540]  就是你以為人家信心軟弱
[00:03:24.540 --> 00:03:25.920]  那又怎樣
[00:03:25.920 --> 00:03:26.860]  你剛強嘛
[00:03:26.860 --> 00:03:28.860]  那就接納人家
[00:03:28.860 --> 00:03:30.440]  不同意見
[00:03:30.440 --> 00:03:34.740]  他不是說不同絕對的一些的誡命
[00:03:34.740 --> 00:03:36.740]  不要爭論
[00:03:36.740 --> 00:03:40.440]  原來表面上保羅是在說
[00:03:40.440 --> 00:03:41.220]  他們因著飲食
[00:03:41.220 --> 00:03:43.220]  因著節旗去爭論很多
[00:03:43.220 --> 00:03:45.960]  以致導致了這些不和
[00:03:45.960 --> 00:03:49.580]  好像一些種族之間的問題
[00:03:49.580 --> 00:03:52.880]  但其實更加保羅去處理這個問題
[00:03:52.880 --> 00:03:55.400]  不只是說什麼是潔淨
