
[00:00:00.000 --> 00:00:02.000]  我們再次去禱告
[00:00:02.000 --> 00:00:06.480]  主啊 我們要多謝祢的說話
[00:00:06.480 --> 00:00:08.880]  求祢的說話都是去教導
[00:00:08.880 --> 00:00:10.640]  去督責我們
[00:00:10.640 --> 00:00:12.640]  去轉化我們的生命
[00:00:12.640 --> 00:00:15.120]  去將以下的時間交上
[00:00:15.120 --> 00:00:16.480]  奉耶穌的名求
[00:00:16.480 --> 00:00:17.280]  阿門
[00:00:17.280 --> 00:00:21.200]  今天想跟大家講的是保護
[00:00:21.200 --> 00:00:28.960]  保護這個主題
[00:00:28.960 --> 00:00:31.760]  不知道大家是不是一個受保護的動物呢?
[00:00:31.760 --> 00:00:35.520]  受保護的動物好像有一點負面
[00:00:35.520 --> 00:00:36.080]  是不是?
[00:00:36.080 --> 00:00:38.800]  通常說你受保護的動物就是說
[00:00:38.800 --> 00:00:43.040]  你事無大勢都很依靠別人
[00:00:43.040 --> 00:00:45.360]  你沒有獨立的主見
[00:00:45.360 --> 00:00:49.760]  我今天講的受保護的生命
[00:00:49.760 --> 00:00:51.520]  不是講這些
[00:00:51.520 --> 00:00:54.720]  對於一個屬神的人來說
[00:00:54.720 --> 00:00:58.560]  受保護其實是一種福氣
[00:00:58.560 --> 00:01:00.080]  是一種福氣
[00:01:00.080 --> 00:01:06.320]  我們人生很多時候都是需要去保護的
[00:01:06.320 --> 00:01:09.920]  就這麼看回疫情
[00:01:09.920 --> 00:01:11.680]  疫情一發生的時候
[00:01:11.680 --> 00:01:13.680]  我們多害怕
[00:01:13.680 --> 00:01:16.400]  不斷搶廁紙
[00:01:16.400 --> 00:01:18.320]  大家都看回這些圖片
[00:01:18.320 --> 00:01:20.000]  都是歷歷在目
[00:01:20.000 --> 00:01:21.040]  搶廁紙
[00:01:21.040 --> 00:01:24.240]  搶那些在超級市場買東西的東西
[00:01:24.240 --> 00:01:26.240]  我們很害怕
[00:01:26.240 --> 00:01:29.760]  現在的疫情又開始緩減了
[00:01:29.760 --> 00:01:31.280]  我們害不害怕呢?
[00:01:31.280 --> 00:01:33.120]  有疫苗了
[00:01:33.120 --> 00:01:34.160]  大家害不害怕?
[00:01:34.160 --> 00:01:36.320]  其實也很害怕
[00:01:36.320 --> 00:01:36.880]  是不是?
[00:01:36.880 --> 00:01:38.080]  有沒有人已經打了疫苗呢?
[00:01:38.080 --> 00:01:40.160]  我不知道大家敢不敢打
[00:01:40.160 --> 00:01:42.560]  是不是害怕一些副作用呢?
[00:01:42.560 --> 00:01:46.160]  又說血栓塞等等
[00:01:46.160 --> 00:01:48.320]  又說會面癱的
[00:01:48.320 --> 00:01:48.800]  是不是?
[00:01:48.800 --> 00:01:49.600]  害不害怕?
[00:01:49.600 --> 00:01:51.760]  不用害怕
[00:01:51.760 --> 00:01:52.960]  你看你旁邊那個
[00:01:52.960 --> 00:01:54.480]  沒有打也會面癱的
[00:01:54.480 --> 00:01:55.520]  是不是?
[00:01:56.240 --> 00:01:57.680]  你不用害怕的
[00:01:57.680 --> 00:02:00.880]  所以今天想跟大家分享一下
[00:02:00.880 --> 00:02:02.320]  受保護的生命
[00:02:02.320 --> 00:02:04.880]  是一個什麼樣的生命呢?
[00:02:04.880 --> 00:02:09.040]  我說是一個逆中取勝的生命
[00:02:09.040 --> 00:02:12.640]  可以是疫症
[00:02:12.640 --> 00:02:13.920]  但其實可以是逆本
[00:02:13.920 --> 00:02:17.440]  一些是我們經歷的逆境的生命
[00:02:17.440 --> 00:02:19.200]  這種逆中取勝的生命
[00:02:19.200 --> 00:02:23.040]  想用詩篇的第十六篇
[00:02:23.040 --> 00:02:24.400]  想跟大家分享
[00:02:24.400 --> 00:02:28.720]  首先第十六篇其實跟第十五篇和第十七篇
[00:02:28.720 --> 00:02:30.480]  是很相關的
[00:02:30.480 --> 00:02:37.360]  是說到進入聖殿敬拜的一篇詩篇
[00:02:37.360 --> 00:02:38.320]  十五篇
[00:02:38.320 --> 00:02:40.560]  如果大家記得的話
[00:02:40.560 --> 00:02:46.000]  是說到敬拜的條件
[00:02:46.000 --> 00:02:47.600]  誰可以親近神
[00:02:47.600 --> 00:02:49.440]  去到聖山裡面去敬拜
[00:02:49.440 --> 00:02:50.800]  說的是條件
[00:02:50.800 --> 00:02:52.400]  而第十六篇
[00:02:52.400 --> 00:02:54.080]  大衛說到
[00:02:54.080 --> 00:02:55.680]  我符合了這個條件
[00:02:55.680 --> 00:02:57.680]  我的生命就是一個模範
[00:02:57.680 --> 00:02:59.840]  我去敬拜這位上帝
[00:02:59.840 --> 00:03:01.920]  而第十七篇是說到
[00:03:01.920 --> 00:03:03.120]  見到上帝了
[00:03:03.120 --> 00:03:04.400]  見到神的面
[00:03:04.400 --> 00:03:07.120]  那種滿足
[00:03:07.120 --> 00:03:09.120]  所以第十六篇是說生命的
[00:03:09.120 --> 00:03:10.560]  大衛的生命
[00:03:10.560 --> 00:03:13.200]  是受保護的生命
[00:03:13.200 --> 00:03:15.200]  是逆境中的生命
[00:03:15.200 --> 00:03:17.520]  是取勝的生命
[00:03:17.520 --> 00:03:19.520]  這種取勝的生命
[00:03:19.520 --> 00:03:21.920]  是一種什麼樣的情況呢?
[00:03:21.920 --> 00:03:23.520]  是怎麼樣的呢?
[00:03:24.320 --> 00:03:26.320]  第一件很重要的就是
[00:03:26.320 --> 00:03:30.480]  首先要認定這位至高上帝為至寶
[00:03:30.480 --> 00:03:35.280]  神是所有福祿的傳元
[00:03:35.280 --> 00:03:39.120]  這篇詩篇有些奇怪的地方
[00:03:39.120 --> 00:03:41.120]  它好像是一個祈求
[00:03:41.120 --> 00:03:43.840]  但是又好像不是很祈求
[00:03:43.840 --> 00:03:46.400]  它只有第一節
[00:03:46.400 --> 00:03:49.920]  第一節是說神求祢保佑我
[00:03:49.920 --> 00:03:51.920]  因為我要投靠祢
[00:03:51.920 --> 00:03:53.440]  是一個祈求
[00:03:53.440 --> 00:03:54.800]  但是除了之外
