
[00:00:00.000 --> 00:00:06.500]  今天跟大家分享的是彼得厚書開頭的一個大的段落
[00:00:06.500 --> 00:00:17.500]  而這個大的段落可以說是彼得心目中一個很重要很重要的訊息
[00:00:17.500 --> 00:00:22.500]  甚至可以說是彼得的一個遺言 一個訓誨
[00:00:22.500 --> 00:00:24.000]  為什麼這樣說呢?
[00:00:24.000 --> 00:00:26.500]  因為經文是這樣告訴我們的
[00:00:26.500 --> 00:00:30.000]  我們試一下先來看 在這段的段落
[00:00:30.000 --> 00:00:32.500]  我們不是從第一節來跟大家思想
[00:00:32.500 --> 00:00:37.000]  我試一下用島嶼法 我們用後面看回頭
[00:00:37.000 --> 00:00:41.000]  在十二節到十五節 彼得是怎樣說呢?
[00:00:41.000 --> 00:00:43.000]  我們一起讀一次 好嗎?
[00:00:43.000 --> 00:00:47.000]  他說 雖然你們已經知道這些事
[00:00:47.000 --> 00:00:51.000]  並且在你們已有的真道上得到堅固
[00:00:51.000 --> 00:00:56.000]  我還是要常常提醒你們這些事
[00:00:56.000 --> 00:00:58.000]  究竟這些是什麼事呢?
[00:00:58.000 --> 00:01:00.000]  在這裏先賣個關子
[00:01:00.000 --> 00:01:04.000]  因為這些事就是我們今天所要看的經文
[00:01:04.000 --> 00:01:06.000]  那個最重要的部分
[00:01:06.000 --> 00:01:09.000]  是彼得心裏頭一直都記掛著的東西
[00:01:09.000 --> 00:01:12.000]  所以他不說不行 他也知道
[00:01:12.000 --> 00:01:18.000]  接著他的交代就是他很快會離世 我們一起讀
[00:01:18.000 --> 00:01:22.000]  我認為 趁我還在這帳篷的時候
[00:01:22.000 --> 00:01:25.000]  應該激發你們的記憶
[00:01:25.000 --> 00:01:29.500]  因為知道我脫離這帳篷的時候快到了
[00:01:29.500 --> 00:01:34.000]  正如我們的主耶穌基督所指示我的
[00:01:34.000 --> 00:01:36.000]  我也要盡心竭力
[00:01:36.000 --> 00:01:41.500]  使你們在我去世以後 事實上紀念這些事
[00:01:41.500 --> 00:01:45.000]  這個就是彼得他跟我們分享的
[00:01:45.000 --> 00:01:48.000]  有很多人都說 一個人如果
[00:01:48.000 --> 00:01:51.000]  臨離世之前所說的
[00:01:51.000 --> 00:01:55.000]  他呼最後一口氣之前要交代的事
[00:01:55.000 --> 00:01:56.000]  這麼重要嗎?
[00:01:56.000 --> 00:01:58.000]  很重要 是不是?
[00:01:58.000 --> 00:02:00.000]  很重要的事
[00:02:00.000 --> 00:02:02.000]  耶穌臨離世之前
[00:02:02.000 --> 00:02:05.000]  他來到是從死裏頭復活
[00:02:05.000 --> 00:02:07.000]  之後他跟門徒相約
[00:02:07.000 --> 00:02:13.000]  來將一個什麼吩咐給那些門徒
[00:02:13.000 --> 00:02:15.000]  是他升天之前所說的
[00:02:15.000 --> 00:02:17.000]  最後那番話是什麼?
[00:02:17.000 --> 00:02:19.000]  所以你們要去
[00:02:19.000 --> 00:02:22.000]  使萬民都作我的門徒
[00:02:22.000 --> 00:02:25.000]  奉父子聖靈的名 給他們施洗
[00:02:25.000 --> 00:02:28.000]  凡我所教訓你們的 都教訓他們遵守
[00:02:28.000 --> 00:02:30.000]  只要我常與你們同在
[00:02:30.000 --> 00:02:34.000]  直到世界的末了 是不是?
[00:02:34.000 --> 00:02:36.000]  所以今天全世界的教會
[00:02:36.000 --> 00:02:38.000]  都一定會做的就是
[00:02:38.000 --> 00:02:40.000]  我們會聽從耶穌的吩咐
[00:02:40.000 --> 00:02:42.000]  這個就是所謂大使命
[00:02:42.000 --> 00:02:45.000]  使萬民作主的門徒 是不是?
[00:02:45.000 --> 00:02:48.000]  是就是了
[00:02:48.000 --> 00:02:50.000]  不過我們看一看
[00:02:50.000 --> 00:02:53.000]  今天這個世界 歷代的世代
[00:02:53.000 --> 00:02:55.000]  每一個時期的教會
[00:02:55.000 --> 00:03:01.000]  是否每一間教會都在進行大使命?
[00:03:01.000 --> 00:03:04.000]  你很誠實
[00:03:04.000 --> 00:03:07.000]  不過每一間教會都有使命宣言
[00:03:07.000 --> 00:03:09.000]  而那些使命宣言是離不開的
[00:03:09.000 --> 00:03:11.000]  一定是講大使命的
[00:03:11.000 --> 00:03:13.000]  我們要傳福音的
[00:03:13.000 --> 00:03:16.000]  好了 傳福音 我想問問大家
[00:03:16.000 --> 00:03:18.000]  究竟傳福音好不好?
[00:03:18.000 --> 00:03:19.000]  好
[00:03:19.000 --> 00:03:21.000]  那傳福音為了什麼?
[00:03:21.000 --> 00:03:23.000]  為了叫人厥子?
[00:03:23.000 --> 00:03:24.000]  當然了
[00:03:24.000 --> 00:03:26.000]  那厥子是否原料?
[00:03:26.000 --> 00:03:28.000]  當然不是
[00:03:28.000 --> 00:03:30.000]  使萬民作主的門徒
[00:03:30.000 --> 00:03:33.000]  這個才是大使命最重要的部份
[00:03:33.000 --> 00:03:36.000]  怎樣能夠叫一個人的生命
[00:03:36.000 --> 00:03:38.000]  可以變成實實在在
[00:03:38.000 --> 00:03:40.000]  跟隨主作主的門徒
[00:03:40.000 --> 00:03:43.000]  這個就是彼得所記掛的
[00:03:43.000 --> 00:03:45.000]  彼得他當時
[00:03:45.000 --> 00:03:52.000]  他是一個很靠自己的使徒
[00:03:52.000 --> 00:03:55.000]  他原初在十二個門徒裏面
[00:03:55.000 --> 00:03:57.000]  他經常都爭著說話
[00:03:57.000 --> 00:03:59.000]  他是代言人
[00:03:59.000 --> 00:04:01.000]  他說 耶穌你說你要死
[00:04:01.000 --> 00:04:03.000]  不可以 萬萬不可
[00:04:03.000 --> 00:04:07.000]  他說 你怎麼可以死?
[00:04:07.000 --> 00:04:10.000]  他以為耶穌要做他們的王
[00:04:10.000 --> 00:04:12.000]  但是耶穌這樣說的時候
[00:04:12.000 --> 00:04:13.000]  他就勸耶穌
[00:04:13.000 --> 00:04:16.000]  結果耶穌說 撒旦退到我後面
[00:04:16.000 --> 00:04:18.000]  記不記得這些經文
[00:04:18.000 --> 00:04:21.000]  接著在大祭司的院子裏面
[00:04:21.000 --> 00:04:24.000]  主耶穌在赫西瑪利園
[00:04:24.000 --> 00:04:27.000]  已經先來預告彼得
[00:04:27.000 --> 00:04:30.000]  你今天雞叫二仙
[00:04:30.000 --> 00:04:32.000]  你要三次不認我
[00:04:32.000 --> 00:04:34.000]  三次
[00:04:34.000 --> 00:04:36.000]  彼得說 不可能的
[00:04:36.000 --> 00:04:38.000]  我跟你一起下監
[00:04:38.000 --> 00:04:39.000]  我為你死我也願意
[00:04:39.000 --> 00:04:41.000]  我怎麼會三次不認你
[00:04:41.000 --> 00:04:43.000]  結果在大祭司院子裏面
[00:04:43.000 --> 00:04:46.000]  到了雞叫的時候
[00:04:46.000 --> 00:04:49.000]  耶穌回頭一看彼得
[00:04:49.000 --> 00:04:51.000]  哇 我想那個眼神
[00:04:51.000 --> 00:04:53.000]  真的是一個很憐憫
[00:04:53.000 --> 00:04:55.000]  好像剛才師伯所講的
[00:04:55.000 --> 00:04:57.000]  耶穌那種的憐述
[00:04:57.000 --> 00:04:59.000]  哇 提醒彼得
[00:04:59.000 --> 00:05:01.000]  原來我是哪個人
[00:05:01.000 --> 00:05:03.000]  我竟然出賣主
[00:05:03.000 --> 00:05:05.000]  我竟然來背棄主
[00:05:05.000 --> 00:05:07.000]  我說我不認識這個人
[00:05:07.000 --> 00:05:09.000]  我在壓力之下
[00:05:09.000 --> 00:05:12.000]  給一些群眾很多目光
[00:05:12.000 --> 00:05:14.000]  現在耶穌被抓了
[00:05:14.000 --> 00:05:16.000]  準備要行刑
[00:05:16.000 --> 00:05:18.000]  我不認識這個人
[00:05:18.000 --> 00:05:20.000]  我跟他斷六親
[00:05:20.000 --> 00:05:22.000]  這個就是彼得
[00:05:22.000 --> 00:05:24.000]  彼得當時很懊悔
[00:05:24.000 --> 00:05:26.000]  所以他見到耶穌的眼神
[00:05:26.000 --> 00:05:28.000]  你回去你要兼顧我弟兄
[00:05:28.000 --> 00:05:30.000]  他記得這句話
[00:05:30.000 --> 00:05:32.000]  他走了出去之後他怎樣
[00:05:32.000 --> 00:05:35.000]  他痛哭 他悔改
[00:05:35.000 --> 00:05:37.000]  他不是像猶大那樣
[00:05:37.000 --> 00:05:39.000]  他吊頸死
[00:05:39.000 --> 00:05:41.000]  他重新被主的靈充滿
[00:05:41.000 --> 00:05:43.000]  所以他成為初期教會
[00:05:43.000 --> 00:05:45.000]  一個很重要的領袖
[00:05:45.000 --> 00:05:49.000]  他到處去傳廣福音
[00:05:49.000 --> 00:05:51.000]  但他不只是叫人信主
[00:05:51.000 --> 00:05:55.000]  他知道耶穌要託付給教會的使命
[00:05:55.000 --> 00:05:57.000]  就是要建立人作主的門徒
[00:05:57.000 --> 00:05:59.000]  是真真正正的
[00:05:59.000 --> 00:06:01.000]  有名有實的基督徒
[00:06:01.000 --> 00:06:03.000]  就是基督的學生
[00:06:03.000 --> 00:06:05.000]  就是一生不改變
[00:06:05.000 --> 00:06:07.000]  跟隨主的一群人
[00:06:07.000 --> 00:06:09.000]  他們在這個群體裡
[00:06:09.000 --> 00:06:11.000]  你會見證上帝的愛和恩典
[00:06:11.000 --> 00:06:13.000]  你會看見上帝的真理
[00:06:13.000 --> 00:06:15.000]  充滿著這群百姓
[00:06:15.000 --> 00:06:17.000]  是神的教會
[00:06:17.000 --> 00:06:19.000]  充滿著這份能力
[00:06:19.000 --> 00:06:21.000]  去到普天下
[00:06:21.000 --> 00:06:23.000]  去叫人作主的門徒
[00:06:23.000 --> 00:06:27.000]  所以彼得有這個心智
[00:06:27.000 --> 00:06:29.000]  當你明白這個背景
[00:06:29.000 --> 00:06:31.000]  我又問問大家
[00:06:31.000 --> 00:06:33.000]  彼得寫彼得後書的時候
[00:06:33.000 --> 00:06:35.000]  跟他初初跟隨主的時候
[00:06:35.000 --> 00:06:37.000]  相隔了多少年
[00:06:37.000 --> 00:06:41.000]  有三十幾年了
[00:06:41.000 --> 00:06:43.000]  三十幾年了
[00:06:43.000 --> 00:06:45.000]  現在這個彼得
[00:06:45.000 --> 00:06:47.000]  再不是一個年輕人
[00:06:47.000 --> 00:06:49.000]  但是他依然沒有忘記
[00:06:49.000 --> 00:06:51.000]  是主的吩咐
[00:06:51.000 --> 00:06:53.000]  所以他寫彼得後書的
[00:06:53.000 --> 00:06:55.000]  一個很重要的目的
[00:06:55.000 --> 00:06:57.000]  就是他知道自己
[00:06:57.000 --> 00:06:59.000]  就快要離世
[00:06:59.000 --> 00:07:01.000]  他很想弟兄姊妹
[00:07:01.000 --> 00:07:03.000]  聽主的說話
[00:07:03.000 --> 00:07:05.000]  主再來他的應許
[00:07:05.000 --> 00:07:07.000]  在彼得後書第三章有講
[00:07:07.000 --> 00:07:09.000]  講到生天生地
[00:07:09.000 --> 00:07:11.000]  第三章都有講
[00:07:11.000 --> 00:07:13.000]  要鼓勵他們要去長進
[00:07:13.000 --> 00:07:17.000]  他們不要被那些假教師講的
[00:07:17.000 --> 00:07:19.000]  那些似是而非的學說
[00:07:19.000 --> 00:07:21.000]  甚至是歪曲了
[00:07:21.000 --> 00:07:23.000]  聖經的教導
[00:07:23.000 --> 00:07:25.000]  那些東西
[00:07:25.000 --> 00:07:27.000]  由第一世紀到如今
[00:07:27.000 --> 00:07:29.000]  每個世代都有那些
[00:07:29.000 --> 00:07:33.000]  所謂異端邪教的傳教者
[00:07:33.000 --> 00:07:35.000]  我們今天不可以
[00:07:35.000 --> 00:07:37.000]  只是聽別人說
[00:07:37.000 --> 00:07:39.000]  你是基督徒嗎
[00:07:39.000 --> 00:07:41.000]  他不會頭上寫我是基督徒
[00:07:41.000 --> 00:07:43.000]  不過他會說我是基督徒
[00:07:43.000 --> 00:07:45.000]  如果你說你是基督徒
[00:07:45.000 --> 00:07:47.000]  你要聽其言 觀其行
[00:07:47.000 --> 00:07:49.000]  你要看看他的生命
[00:07:49.000 --> 00:07:51.000]  有沒有這些果子
[00:07:51.000 --> 00:07:53.000]  生命裡面有沒有
[00:07:53.000 --> 00:07:55.000]  彰顯耶穌基督
[00:07:55.000 --> 00:07:57.000]  這種生命的特質
[00:07:57.000 --> 00:08:01.000]  這個介紹他是很謙卑地講
