
[00:00:00.000 --> 00:00:02.000]  丁少明晚安
[00:00:02.000 --> 00:00:05.000]  不知大家看到這個題目的時候
[00:00:05.000 --> 00:00:08.000]  你心裏面想我想說什麼
[00:00:08.000 --> 00:00:11.000]  或者如果你又在家花時間
[00:00:11.000 --> 00:00:13.000]  你看了一段經文
[00:00:13.000 --> 00:00:15.000]  然後你再對應一下這個題目
[00:00:15.000 --> 00:00:17.000]  我不知道你又猜一下我
[00:00:17.000 --> 00:00:20.000]  究竟想說什麼
[00:00:20.000 --> 00:00:25.000]  心之所係一般來講
[00:00:25.000 --> 00:00:27.000]  都應該講到人的心裏面
[00:00:27.000 --> 00:00:29.000]  對於某個人某一種事
[00:00:29.000 --> 00:00:31.000]  某一種物有牽掛
[00:00:31.000 --> 00:00:34.000]  意思是處於無法放下的狀態
[00:00:34.000 --> 00:00:36.000]  即是放在心裏面
[00:00:36.000 --> 00:00:38.000]  一直都記掛著
[00:00:38.000 --> 00:00:40.000]  情之所願就是講人心裏面
[00:00:40.000 --> 00:00:43.000]  不斷的牽掛而形成了一種特別的行動
[00:00:43.000 --> 00:00:45.000]  或者一種行為
[00:00:45.000 --> 00:00:48.000]  所以當兩個詞放在一起
[00:00:48.000 --> 00:00:50.000]  好像就告訴我們聽
[00:00:50.000 --> 00:00:52.000]  當人心中有所牽掛自然的
[00:00:52.000 --> 00:00:55.000]  會投入我們的感情在裏面
[00:00:55.000 --> 00:00:58.000]  而這種感情必定會推使我們
[00:00:58.000 --> 00:01:01.000]  作出一種行為或者行動
[00:01:01.000 --> 00:01:04.000]  即是你心裏面有一種的掛念
[00:01:04.000 --> 00:01:07.000]  然後會產生一份感情
[00:01:07.000 --> 00:01:10.000]  推動你要做一些事情
[00:01:10.000 --> 00:01:12.000]  過去星期三是情人節
[00:01:12.000 --> 00:01:16.000]  不知道我們怎樣度過
[00:01:16.000 --> 00:01:19.000]  但我覺得怎樣度過這個節期
[00:01:19.000 --> 00:01:22.000]  其實是在反映我是否心之所係
[00:01:22.000 --> 00:01:24.000]  情之所願
[00:01:24.000 --> 00:01:27.000]  特別是一些弟兄
[00:01:27.000 --> 00:01:30.000]  如果你此時此刻沒什麼特別
[00:01:30.000 --> 00:01:32.000]  人是你心之所係
[00:01:32.000 --> 00:01:35.000]  我相信這個節期對你來說沒什麼特別
[00:01:35.000 --> 00:01:38.000]  但如果此時此刻
[00:01:38.000 --> 00:01:41.000]  當然可能是配偶或者你的情人
[00:01:41.000 --> 00:01:43.000]  如果特別剛剛有了情人那些
[00:01:43.000 --> 00:01:46.000]  你應該是心之所係
[00:01:46.000 --> 00:01:49.000]  如果是的時候我就猜
[00:01:49.000 --> 00:01:52.000]  哪怕玫瑰花加上情人節大餐
[00:01:52.000 --> 00:01:54.000]  花費不少的錢
[00:01:54.000 --> 00:01:57.000]  我們仍然會情之所願地
[00:01:57.000 --> 00:02:00.000]  拿錢出來花掉
[00:02:00.000 --> 00:02:03.000]  我想其實不只是錢
[00:02:03.000 --> 00:02:06.000]  很多時候都是我們的時間和心機
[00:02:06.000 --> 00:02:07.000]  找地方吃
[00:02:07.000 --> 00:02:08.000]  這家好像貴一點
[00:02:08.000 --> 00:02:09.000]  這家好像便宜一點
[00:02:09.000 --> 00:02:12.000]  這家好像東西好吃一點
[00:02:12.000 --> 00:02:15.000]  我記得當我剛回來香港木會的時候
[00:02:15.000 --> 00:02:17.000]  當時很多年前
[00:02:17.000 --> 00:02:18.000]  仍然單身一人
[00:02:18.000 --> 00:02:21.000]  期待另一半的出現
[00:02:21.000 --> 00:02:24.000]  沒多久當我知道我所服侍的教會裏面
[00:02:24.000 --> 00:02:26.000]  聽一些兄弟們說
[00:02:26.000 --> 00:02:29.000]  有一位剛剛去外地
[00:02:29.000 --> 00:02:32.000]  短宣了一年回來的姊妹
[00:02:32.000 --> 00:02:33.000]  當時就想好啊
[00:02:33.000 --> 00:02:38.000]  有時候我的心會不會適合我呢
[00:02:38.000 --> 00:02:41.000]  她是誰呢
[00:02:41.000 --> 00:02:43.000]  其實那時候教會不是很大
[00:02:43.000 --> 00:02:44.000]  只有百多人
[00:02:44.000 --> 00:02:45.000]  但不知道為什麼
[00:02:45.000 --> 00:02:47.000]  在我負責的工作範圍裏面
[00:02:47.000 --> 00:02:50.000]  我總是遇不到她
[00:02:50.000 --> 00:02:54.000]  心裏面想知道
[00:02:54.000 --> 00:02:55.000]  但又遇不到
[00:02:55.000 --> 00:02:56.000]  因為我沒有放棄
[00:02:56.000 --> 00:02:58.000]  我便和神祈禱神
[00:02:58.000 --> 00:03:00.000]  可否讓我知道是誰呢
[00:03:00.000 --> 00:03:01.000]  看看是否正確
[00:03:01.000 --> 00:03:05.000]  因為仍是單身
[00:03:05.000 --> 00:03:07.000]  我就這樣祈禱
[00:03:07.000 --> 00:03:09.000]  可能我覺得當時
[00:03:09.000 --> 00:03:10.000]  我已經心有所係
[00:03:10.000 --> 00:03:11.000]  日思夜想
[00:03:11.000 --> 00:03:12.000]  怎麼搞的
[00:03:12.000 --> 00:03:14.000]  你都不知道她是誰
[00:03:14.000 --> 00:03:15.000]  又未遇見過她
[00:03:15.000 --> 00:03:18.000]  你的心裏面已經是這樣想
[00:03:18.000 --> 00:03:20.000]  我就是那時候開始
[00:03:20.000 --> 00:03:21.000]  每一天都為這件事祈禱
[00:03:21.000 --> 00:03:23.000]  求神讓我知道她是誰
[00:03:23.000 --> 00:03:24.000]  終於有一天
[00:03:24.000 --> 00:03:26.000]  在偶然的機會下
[00:03:26.000 --> 00:03:29.000]  我知道原來就是這位姊妹
[00:03:29.000 --> 00:03:31.000]  我見完她之後
[00:03:31.000 --> 00:03:33.000]  我心裏面有更多問題
[00:03:33.000 --> 00:03:34.000]  第一個問題是
[00:03:34.000 --> 00:03:37.000]  我問她有沒有男朋友呢
[00:03:37.000 --> 00:03:38.000]  然後我想
[00:03:38.000 --> 00:03:41.000]  她對我有什麼印象呢
[00:03:41.000 --> 00:03:43.000]  真麻煩
[00:03:43.000 --> 00:03:45.000]  後來很快我知道她沒有男朋友
[00:03:45.000 --> 00:03:46.000]  心裏面很開心
[00:03:46.000 --> 00:03:48.000]  覺得可以放下心頭大石
[00:03:48.000 --> 00:03:51.000]  因為沒有男朋友
[00:03:51.000 --> 00:03:53.000]  不過心之所係的感覺更加強烈
[00:03:53.000 --> 00:03:55.000]  於是我在神面前禱告
[00:03:55.000 --> 00:03:58.000]  神可否為我開一條通達的路
[00:03:58.000 --> 00:04:02.000]  讓我有機會和她表白我的心情
[00:04:02.000 --> 00:04:03.000]  終於找到一個機會
[00:04:03.000 --> 00:04:05.000]  和她表白
[00:04:05.000 --> 00:04:06.000]  感恩
[00:04:06.000 --> 00:04:09.000]  她說可以和我拍拖
[00:04:09.000 --> 00:04:11.000]  心裏面很開心
[00:04:11.000 --> 00:04:12.000]  於是和她拍拖
[00:04:12.000 --> 00:04:13.000]  不過拍拖的時候
[00:04:13.000 --> 00:04:14.000]  遇到另一個問題
[00:04:14.000 --> 00:04:16.000]  就是她當時的工作
[00:04:16.000 --> 00:04:17.000]  放假就放星期六、星期日
[00:04:17.000 --> 00:04:20.000]  不過星期六、星期日是最忙的時間
[00:04:20.000 --> 00:04:23.000]  而她工作很多時候很晚才下班
[00:04:23.000 --> 00:04:26.000]  同時我在教會使用的時候
[00:04:26.000 --> 00:04:29.000]  教會很多時候都有晚上的工作
[00:04:29.000 --> 00:04:30.000]  所以我記得
[00:04:30.000 --> 00:04:32.000]  我們當時的拍拖方式是很特別的
[00:04:32.000 --> 00:04:34.000]  就是她上班前
[00:04:34.000 --> 00:04:35.000]  我去她樓下接她
[00:04:35.000 --> 00:04:36.000]  一起吃早餐
[00:04:36.000 --> 00:04:38.000]  然後跟著她上班
[00:04:38.000 --> 00:04:39.000]  然後我就上班
[00:04:39.000 --> 00:04:40.000]  如果我晚一點
[00:04:40.000 --> 00:04:41.000]  我回家再睡一會
[00:04:41.000 --> 00:04:43.000]  然後我上班
[00:04:43.000 --> 00:04:46.000]  又或者我會用晚飯時間
[00:04:46.000 --> 00:04:48.000]  和她相約在某個地鐵站的月台
[00:04:48.000 --> 00:04:50.000]  見面三十到四十五分鐘
[00:04:50.000 --> 00:04:51.000]  就是說我搭她的月台
[00:04:51.000 --> 00:04:52.000]  她搭她的月台
[00:04:52.000 --> 00:04:54.000]  兩個人就拿著麵包
[00:04:54.000 --> 00:04:56.000]  偷偷地在月台吃
[00:04:56.000 --> 00:04:58.000]  好像是不行的
[00:04:58.000 --> 00:05:02.000]  當然從她開始拍拖之後
