
[00:00:00.000 --> 00:00:02.000]  頌頂之妹平安
[00:00:02.000 --> 00:00:04.000]  很開心在大家當中
[00:00:04.000 --> 00:00:07.000]  能夠大家一起去分享神的話
[00:00:07.000 --> 00:00:09.000]  亦都很感恩
[00:00:09.000 --> 00:00:13.000]  因為上帝在全因堂裏面
[00:00:13.000 --> 00:00:15.000]  在頌頂之妹當中
[00:00:15.000 --> 00:00:18.000]  祂不斷地顯出祂自己的奇妙作為
[00:00:18.000 --> 00:00:20.000]  今天和大家分享一個題目
[00:00:20.000 --> 00:00:24.000]  叫做「無名小卒又點呢?」
[00:00:24.000 --> 00:00:25.000]  人世間裏面
[00:00:25.000 --> 00:00:27.000]  我們有很多會對自己
[00:00:27.000 --> 00:00:29.000]  或者對人那種的評價
[00:00:29.000 --> 00:00:32.000]  總是會覺得偉大的人偉大一點
[00:00:32.000 --> 00:00:36.000]  卑微的人就少看一點算了
[00:00:36.000 --> 00:00:39.000]  但是今天神藉著我們剛才讀的那段經文
[00:00:39.000 --> 00:00:43.000]  給我們一個新的視野或者一個學習
[00:00:43.000 --> 00:00:47.000]  我們一起從當中去彼此分享彼此學習
[00:00:47.000 --> 00:00:49.000]  我們同心做一次去禱告
[00:00:49.000 --> 00:00:51.000]  主耶穌願祢的話語打開
[00:00:51.000 --> 00:00:52.000]  就發出亮光
[00:00:52.000 --> 00:00:54.000]  願祢在我們生命裏面
[00:00:54.000 --> 00:00:58.000]  藉著祢的話建造奇妙的信心和生命力
[00:00:58.000 --> 00:01:00.000]  但願神今天在我們當中
[00:01:00.000 --> 00:01:02.000]  顯出祢奇妙的作為
[00:01:02.000 --> 00:01:04.000]  就在我們的靈性裏面
[00:01:04.000 --> 00:01:05.000]  就在教會當中
[00:01:05.000 --> 00:01:07.000]  多謝耶穌聽我們祈禱
[00:01:07.000 --> 00:01:10.000]  奉靠耶穌基督得勝的命求
[00:01:10.000 --> 00:01:11.000]  阿們
[00:01:11.000 --> 00:01:15.000]  剛才我們讀的經文是聶王記下第五章
[00:01:15.000 --> 00:01:19.000]  很感謝我們的主者Grace
[00:01:19.000 --> 00:01:22.000]  帶領我們很仔細地讀了經文
[00:01:22.000 --> 00:01:25.000]  剛才我們讀的是一個新譯本
[00:01:25.000 --> 00:01:29.000]  我在PowerPoint上用了和合本
[00:01:29.000 --> 00:01:31.000]  不過兩個對應裏面
[00:01:31.000 --> 00:01:33.000]  可能更加明白了神的話語
[00:01:33.000 --> 00:01:34.000]  也不出奇
[00:01:34.000 --> 00:01:39.000]  我再去看第一至第三章裏面
[00:01:39.000 --> 00:01:41.000]  在今天的聖經裏面
[00:01:41.000 --> 00:01:42.000]  有一個主角
[00:01:42.000 --> 00:01:47.000]  主角那個人叫做阿蘭王的元帥乃曼
[00:01:47.000 --> 00:01:50.000]  元帥乃曼還要是阿蘭王
[00:01:50.000 --> 00:01:53.000]  其實在聖經裏面的背景
[00:01:53.000 --> 00:01:57.000]  當時阿蘭王贏了以色列國
[00:01:57.000 --> 00:02:00.000]  所以他們很威風
[00:02:00.000 --> 00:02:03.000]  而能夠帶領阿蘭王贏取以色列國
[00:02:03.000 --> 00:02:06.000]  那個大將軍叫做乃曼
[00:02:06.000 --> 00:02:08.000]  所以在聖經一出場
[00:02:08.000 --> 00:02:13.000]  他不吝惜地用了很豐富的字眼
[00:02:13.000 --> 00:02:17.000]  阿蘭王元帥乃曼出場
[00:02:17.000 --> 00:02:20.000]  我想大家會想像到圖畫
[00:02:20.000 --> 00:02:25.000]  一定是很多的士兵肅立在兩旁
[00:02:25.000 --> 00:02:28.000]  這位元帥穿著最漂亮的軍服
[00:02:28.000 --> 00:02:30.000]  或者因為他很能打
[00:02:30.000 --> 00:02:32.000]  其實他身材也特別高挑
[00:02:32.000 --> 00:02:34.000]  特別有肌肉
[00:02:34.000 --> 00:02:36.000]  然後他走出來的時候
[00:02:36.000 --> 00:02:38.000]  是砰砰聲
[00:02:38.000 --> 00:02:40.000]  有咒我很隆重地
[00:02:40.000 --> 00:02:44.000]  看見這個贏了以色列國的
[00:02:44.000 --> 00:02:47.000]  或者是一直阿蘭王所依靠的
[00:02:47.000 --> 00:02:50.000]  第一個大將軍走出來
[00:02:50.000 --> 00:02:51.000]  聖經這樣形容他
[00:02:51.000 --> 00:02:55.000]  他說他是為尊為大
[00:02:55.000 --> 00:02:59.000]  也看到他說他是大能的勇士
[00:02:59.000 --> 00:03:01.000]  更加聖經說到
[00:03:01.000 --> 00:03:08.000]  他是神藉著他能夠洗阿蘭人得勝
[00:03:08.000 --> 00:03:13.000]  一個演繹一個很偉大的人物
[00:03:13.000 --> 00:03:16.000]  但聖經有一個很有趣的地方
[00:03:16.000 --> 00:03:18.000]  他有一個註腳
[00:03:18.000 --> 00:03:22.000]  指示他掌尿大麻蜂
[00:03:22.000 --> 00:03:24.000]  聖經是很老實的
[00:03:24.000 --> 00:03:25.000]  就算你多偉大
[00:03:25.000 --> 00:03:28.000]  就算你多輝煌也好
[00:03:28.000 --> 00:03:32.000]  他沒有停在那裏去拆這個乃曼的鞋
[00:03:32.000 --> 00:03:34.000]  反而他很真實地形容
[00:03:34.000 --> 00:03:36.000]  其實在他身體裏面
[00:03:36.000 --> 00:03:38.000]  慢慢有一個情況出現了
[00:03:38.000 --> 00:03:40.000]  就是大麻蜂
[00:03:40.000 --> 00:03:42.000]  當時是一個不治之症
[00:03:42.000 --> 00:03:44.000]  大麻蜂是洗他的肉
[00:03:44.000 --> 00:03:45.000]  開始臭開始爛
