
[00:00:00.000 --> 00:00:02.520]  這段經文
[00:00:02.520 --> 00:00:06.680]  其實有一個所謂寫作的對象
[00:00:06.680 --> 00:00:08.480]  就是第十八節所說的
[00:00:08.480 --> 00:00:10.280]  「你們作僕人的」
[00:00:10.280 --> 00:00:14.560]  這個作僕人的意思是甚麼人來的呢
[00:00:14.560 --> 00:00:18.120]  其實是當時那個世代裏面
[00:00:18.120 --> 00:00:23.680]  那些在一些貴族或者上等人家裏面
[00:00:23.680 --> 00:00:26.160]  做家僕的那些人
[00:00:26.160 --> 00:00:31.040]  這些人基本上在社會上是沒有地位的
[00:00:31.040 --> 00:00:35.960]  甚至在主人眼中其實他們只是一件物件
[00:00:35.960 --> 00:00:38.720]  這裏說的是一件事
[00:00:38.720 --> 00:00:44.760]  「你們作僕人的,凡是要傳敬畏的心,順服主人」
[00:00:44.760 --> 00:00:53.160]  這段經文是否跟那些只是做家僕的人說呢
[00:00:53.160 --> 00:00:54.640]  我看這段經文的時候
[00:00:54.640 --> 00:01:00.280]  我就覺得其實對象都不只是說這些人
[00:01:00.280 --> 00:01:03.480]  第十八節裏面所說的「要傳敬畏的心」
[00:01:03.480 --> 00:01:05.120]  這個敬畏的心
[00:01:05.120 --> 00:01:09.320]  其實這個敬畏的對象是誰呢
[00:01:09.320 --> 00:01:11.800]  不單是那個肉身的主人
[00:01:11.800 --> 00:01:13.520]  更加是甚麼
[00:01:13.520 --> 00:01:15.440]  更加是我們的上帝
[00:01:15.440 --> 00:01:18.520]  因為在這段經文的第十七節
[00:01:18.520 --> 00:01:21.240]  上一次應該是朱sir所說的那段經文裏面
[00:01:21.240 --> 00:01:25.560]  其實說到一個能夠勸勉眾人的做法是甚麼
[00:01:25.560 --> 00:01:26.560]  第十七節裏說
[00:01:26.560 --> 00:01:33.400]  「務要尊敬眾人,親愛教宗的弟兄,敬畏神,尊敬君王」
[00:01:33.400 --> 00:01:35.000]  其實這裏一直在說
[00:01:35.000 --> 00:01:40.000]  那個敬畏的對象是上帝
[00:01:40.000 --> 00:01:43.000]  所以某個程度這段經文的引申
[00:01:43.000 --> 00:01:46.840]  其實對整個的會眾都是對的
[00:01:46.840 --> 00:01:52.160]  今天大家是不是大部份的人都在打工
[00:01:52.160 --> 00:01:54.520]  都應該有老闆的
[00:01:54.520 --> 00:01:56.200]  某個程度你可以引申
[00:01:56.200 --> 00:01:59.280]  其實這段可以放在這個場景裏面
[00:01:59.280 --> 00:02:02.760]  那個主人引申到好像我們現在的那個老闆
[00:02:02.760 --> 00:02:04.800]  不過有些人說其實我沒有老闆
[00:02:04.800 --> 00:02:07.560]  因為我就是老闆
[00:02:07.560 --> 00:02:08.320]  是不是
[00:02:08.320 --> 00:02:10.280]  我是個體戶
[00:02:10.280 --> 00:02:12.720]  所以我自己就是老闆
[00:02:12.720 --> 00:02:16.080]  甚至你說其實我都沒有做事
[00:02:16.080 --> 00:02:19.840]  不過原來這裏說那個敬畏的對象
[00:02:19.840 --> 00:02:22.440]  不單止是地上的主人
[00:02:22.440 --> 00:02:24.280]  更加是甚麼
[00:02:24.280 --> 00:02:25.720]  敬畏我們的上帝
[00:02:25.720 --> 00:02:28.520]  其實我們天上還有一位主
[00:02:28.520 --> 00:02:31.520]  我們每一個人都有那個主
[00:02:31.520 --> 00:02:34.200]  所以這裏就是說
[00:02:34.200 --> 00:02:38.560]  你凡是要全敬畏的心去馴服主人
[00:02:38.560 --> 00:02:40.640]  我不知道你地上
[00:02:40.640 --> 00:02:45.080]  有沒有一些人你覺得你要馴服
[00:02:45.080 --> 00:02:48.480]  你是要馴服的
[00:02:48.480 --> 00:02:53.320]  可能在教會裏面你要馴服你的祖長
[00:02:53.320 --> 00:02:54.440]  你的驅牧
[00:02:54.440 --> 00:02:55.760]  你的牧者
[00:02:55.760 --> 00:02:59.280]  你在家裏可能你要馴服你的丈夫
[00:02:59.280 --> 00:03:01.080]  嘩 說到這裏
[00:03:01.080 --> 00:03:07.080]  嘩 真是很難是不是
[00:03:07.080 --> 00:03:09.080]  不知你看完這些經文
[00:03:09.080 --> 00:03:13.600]  他說你要全一個敬畏的心去馴服那個主人
[00:03:13.600 --> 00:03:16.440]  而且不單止是說馴服那麼簡單
[00:03:16.440 --> 00:03:18.160]  他這裏說一件事
[00:03:18.160 --> 00:03:24.960]  那個主人如果是良善溫和的
[00:03:24.960 --> 00:03:26.360]  你都要馴服他
[00:03:26.360 --> 00:03:28.800]  是不是 這個好
[00:03:28.800 --> 00:03:30.640]  但是反過來
[00:03:30.640 --> 00:03:32.520]  如果是甚麼
[00:03:32.520 --> 00:03:34.640]  乖僻的都要馴服
[00:03:34.640 --> 00:03:36.680]  甚麼叫乖僻
[00:03:36.680 --> 00:03:41.000]  記住 乖僻和乖巧是兩回事
[00:03:41.000 --> 00:03:44.600]  乖僻是一個很負面的詞
[00:03:44.600 --> 00:03:46.320]  我一邊看我就覺得
[00:03:46.320 --> 00:03:48.880]  其實乖僻的人是怎樣的呢
[00:03:48.880 --> 00:03:52.240]  我估計應該是喜怒無常的
[00:03:52.240 --> 00:03:53.120]  是不是
[00:03:53.120 --> 00:03:55.600]  失驚無神他就會發脾氣
[00:03:55.600 --> 00:04:00.080]  失驚無神就會想一些事來虐待你的
[00:04:00.080 --> 00:04:01.160]  來作弄你的
[00:04:01.160 --> 00:04:03.040]  來苦待你的
