
[00:00:00.000 --> 00:00:03.500]  五月份剛過了母親節
[00:00:03.500 --> 00:00:06.500]  下星期就是父親節
[00:00:06.500 --> 00:00:10.000]  我就跟弟兄姊妹傾
[00:00:10.000 --> 00:00:12.500]  通常媽媽不用怎麼說
[00:00:12.500 --> 00:00:15.500]  說母親節就一卵咀地說
[00:00:15.500 --> 00:00:18.500]  但是說到爸爸的時候
[00:00:18.500 --> 00:00:20.000]  好像沒什麼話說
[00:00:20.000 --> 00:00:21.500]  爸爸就是這樣
[00:00:21.500 --> 00:00:25.500]  所以我們就想借這兩個禮拜的時間
[00:00:25.500 --> 00:00:28.500]  去說一下爸爸
[00:00:28.500 --> 00:00:35.500]  爸爸很多時候的印象都是隱形的
[00:00:35.500 --> 00:00:37.500]  爸爸又不想表現自己
[00:00:37.500 --> 00:00:39.000]  小朋友又不想說
[00:00:39.000 --> 00:00:42.000]  總之希望這兩個禮拜
[00:00:42.000 --> 00:00:45.500]  我們有時間去說一下爸爸
[00:00:45.500 --> 00:00:47.000]  我想問一下大家
[00:00:47.000 --> 00:00:49.000]  問一些問題
[00:00:49.000 --> 00:00:53.000]  如果你比較你媽媽和你爸爸
[00:00:53.000 --> 00:00:57.500]  誰你覺得你對他親密多一點
[00:00:57.500 --> 00:01:00.500]  媽媽的舉手
[00:01:00.500 --> 00:01:01.500]  很多手
[00:01:01.500 --> 00:01:03.500]  爸爸的呢
[00:01:03.500 --> 00:01:05.500]  這是很自然的答案
[00:01:05.500 --> 00:01:07.500]  爸爸媽媽都是一樣
[00:01:07.500 --> 00:01:08.500]  是相同的
[00:01:08.500 --> 00:01:09.500]  這個很好
[00:01:09.500 --> 00:01:10.500]  比女兒好
[00:01:10.500 --> 00:01:11.500]  爸爸很平衡
[00:01:11.500 --> 00:01:12.500]  好了
[00:01:12.500 --> 00:01:14.500]  又問一下
[00:01:14.500 --> 00:01:16.500]  爸爸媽媽
[00:01:16.500 --> 00:01:18.500]  又是比較爸爸媽媽
[00:01:18.500 --> 00:01:22.500]  爸爸教導工作多的舉手
[00:01:22.500 --> 00:01:25.500]  爸爸做教導的
[00:01:25.500 --> 00:01:28.500]  媽媽做教導的
[00:01:28.500 --> 00:01:31.500]  給媽媽教的
[00:01:31.500 --> 00:01:34.500]  再問一個問題
[00:01:34.500 --> 00:01:37.500]  又是問爸爸媽媽的
[00:01:37.500 --> 00:01:39.500]  問上一代
[00:01:39.500 --> 00:01:43.500]  這個不用了
[00:01:43.500 --> 00:01:44.500]  剛才問了
[00:01:44.500 --> 00:01:45.500]  問下一代
[00:01:45.500 --> 00:01:47.500]  你今天作為爸爸
[00:01:47.500 --> 00:01:51.500]  你覺得你自己和你自己的子女
[00:01:51.500 --> 00:01:52.500]  作為爸爸
[00:01:52.500 --> 00:01:58.500]  和自己的子女親密多過媽媽的舉手
[00:01:58.500 --> 00:01:59.500]  沒有
[00:01:59.500 --> 00:02:02.500]  爸爸很慘
[00:02:02.500 --> 00:02:04.500]  不明白
[00:02:04.500 --> 00:02:05.500]  你作為爸爸
[00:02:05.500 --> 00:02:10.500]  你覺得你比你老婆親密過你的子女
[00:02:10.500 --> 00:02:15.500]  就是子女對你的親密多過你老婆
[00:02:15.500 --> 00:02:19.500]  老婆看著他不敢說
[00:02:19.500 --> 00:02:20.500]  標準答案
[00:02:20.500 --> 00:02:22.500]  給多一次機會你們答
[00:02:22.500 --> 00:02:23.500]  勇敢一點
[00:02:23.500 --> 00:02:24.500]  這裡不是很多爸爸
[00:02:24.500 --> 00:02:25.500]  誰是爸爸
[00:02:25.500 --> 00:02:26.500]  舉手
[00:02:26.500 --> 00:02:27.500]  1
[00:02:27.500 --> 00:02:28.500]  2
[00:02:28.500 --> 00:02:29.500]  舉吧
[00:02:29.500 --> 00:02:30.500]  不用怕
[00:02:30.500 --> 00:02:31.500]  1
[00:02:31.500 --> 00:02:32.500]  2
[00:02:32.500 --> 00:02:33.500]  3
[00:02:33.500 --> 00:02:34.500]  4
[00:02:34.500 --> 00:02:35.500]  5
[00:02:35.500 --> 00:02:36.500]  6個
[00:02:36.500 --> 00:02:37.500]  6個爸爸
[00:02:37.500 --> 00:02:39.500]  你覺得你比你老婆的子女對你親密多一點
[00:02:39.500 --> 00:02:40.500]  沒有
[00:02:40.500 --> 00:02:41.500]  有
[00:02:41.500 --> 00:02:42.500]  好
[00:02:42.500 --> 00:02:43.500]  都是6比1
[00:02:43.500 --> 00:02:44.500]  5比1
[00:02:44.500 --> 00:02:51.500]  這一堂我跟大家說一下這個問題
[00:02:51.500 --> 00:02:53.500]  我用兩堂的時間
[00:02:53.500 --> 00:02:55.500]  大家都看到現狀
[00:02:55.500 --> 00:02:58.500]  應該要多說一些爸爸
[00:02:58.500 --> 00:03:03.500]  今天原來大部分的子女和爸爸的關係沒有這麼親密
[00:03:03.500 --> 00:03:05.500]  相比起太太來說
[00:03:05.500 --> 00:03:07.500]  所以我用兩堂的時間
[00:03:07.500 --> 00:03:10.500]  今天想跟大家說一部分關於父親節
[00:03:10.500 --> 00:03:13.500]  但是下個禮拜才是正式的父親節
[00:03:13.500 --> 00:03:16.500]  所以下個禮拜你可以再來第二部分
[00:03:16.500 --> 00:03:21.500]  這個禮拜的主題叫做炎父添父
[00:03:21.500 --> 00:03:25.500]  說父親節其實我不是很適合說
[00:03:25.500 --> 00:03:29.500]  因為我不是爸爸
[00:03:29.500 --> 00:03:30.500]  說什麼呢
[00:03:30.500 --> 00:03:32.500]  我在想一想
[00:03:32.500 --> 00:03:34.500]  雖然我不是爸爸
[00:03:34.500 --> 00:03:36.500]  但是我是乾爹
[00:03:36.500 --> 00:03:41.500]  我有四個乾兒子乾女兒
[00:03:41.500 --> 00:03:44.500]  分別來自兩個不同的家庭
[00:03:44.500 --> 00:03:46.500]  當中你會知道
[00:03:46.500 --> 00:03:48.500]  其實為什麼會乾兒子乾女兒
[00:03:48.500 --> 00:03:51.500]  是因為你和他爸爸媽媽的關係好
[00:03:51.500 --> 00:03:52.500]  同不同意嗎
[00:03:52.500 --> 00:03:53.500]  通常他和你關係好
[00:03:53.500 --> 00:03:55.500]  他就乾了小孩給你
[00:03:55.500 --> 00:03:56.500]  這裡分別兩個家庭
[00:03:56.500 --> 00:03:58.500]  中間兩個是一個家庭
[00:03:58.500 --> 00:03:59.500]  大一點的
[00:03:59.500 --> 00:04:01.500]  旁邊那兩個也是
[00:04:01.500 --> 00:04:02.500]  他們很可愛
[00:04:02.500 --> 00:04:03.500]  基本上是另外一個家庭
[00:04:03.500 --> 00:04:05.500]  所以我那天叫他們
[00:04:05.500 --> 00:04:06.500]  這張照片已經是一年半之前
[00:04:06.500 --> 00:04:08.500]  他們現在已經大一點
[00:04:08.500 --> 00:04:11.500]  搞一個CD face
[00:04:11.500 --> 00:04:13.500]  他們就很自然地做這些事
[00:04:13.500 --> 00:04:14.500]  很開心
[00:04:14.500 --> 00:04:19.500]  有一次有一個媽媽
[00:04:19.500 --> 00:04:20.500]  我很喜歡和她玩
[00:04:20.500 --> 00:04:21.500]  因為我沒有小孩
[00:04:21.500 --> 00:04:23.500]  小孩最好和她玩
[00:04:23.500 --> 00:04:24.500]  其中一個媽媽和我說
[00:04:24.500 --> 00:04:26.500]  契爺契爺
[00:04:26.500 --> 00:04:29.500]  她說你不可以只和她玩
[00:04:29.500 --> 00:04:31.500]  她說你是契爺
[00:04:31.500 --> 00:04:32.500]  應該幫忙教她
[00:04:32.500 --> 00:04:33.500]  她這麼頑皮
[00:04:33.500 --> 00:04:34.500]  她玩到這麼瘋狂
[00:04:34.500 --> 00:04:35.500]  你也和她玩
[00:04:35.500 --> 00:04:39.500]  我說做契爺是這樣的
[00:04:39.500 --> 00:04:41.500]  是和她玩的
[00:04:41.500 --> 00:04:42.500]  她說你知不知道
[00:04:42.500 --> 00:04:43.500]  其實我幫你
[00:04:43.500 --> 00:04:45.500]  將來她長大了
[00:04:45.500 --> 00:04:47.500]  和你吵架
[00:04:47.500 --> 00:04:50.500]  離家出走的時候
[00:04:50.500 --> 00:04:53.500]  我家就是你的安全網
[00:04:53.500 --> 00:04:54.500]  她來我家
[00:04:54.500 --> 00:04:56.500]  比她走出去找別人住好
[00:04:56.500 --> 00:04:57.500]  她沒有我扶
[00:04:57.500 --> 00:04:59.500]  所以我仍然繼續做我契爺
[00:04:59.500 --> 00:05:00.500]  要做的事
[00:05:00.500 --> 00:05:02.500]  就是幫她和他們玩
[00:05:05.500 --> 00:05:07.500]  說回我自己的爸爸
[00:05:07.500 --> 00:05:09.500]  雖然我不是爸爸
[00:05:09.500 --> 00:05:11.500]  但我嘗試用我自己
[00:05:11.500 --> 00:05:12.500]  去看我爸爸的關係
[00:05:12.500 --> 00:05:14.500]  或者從他身上
[00:05:14.500 --> 00:05:15.500]  去觸摸一下
[00:05:15.500 --> 00:05:18.500]  一個爸爸的足跡是怎樣
[00:05:18.500 --> 00:05:20.500]  另外一張照片
[00:05:20.500 --> 00:05:21.500]  雖然我不是爸爸
[00:05:21.500 --> 00:05:25.500]  但我是舅父
[00:05:25.500 --> 00:05:26.500]  又是叔叔
[00:05:26.500 --> 00:05:28.500]  所以有些姪子姪女
[00:05:28.500 --> 00:05:29.500]  他們又很可愛
[00:05:29.500 --> 00:05:32.500]  不當我是長輩
[00:05:32.500 --> 00:05:34.500]  總之就是和我玩
[00:05:34.500 --> 00:05:36.500]  我一生就和他們玩
[00:05:36.500 --> 00:05:38.500]  我爸爸的身世很苦
[00:05:38.500 --> 00:05:42.500]  他在二次大戰出世成長
[00:05:42.500 --> 00:05:43.500]  那個時候的年代
[00:05:43.500 --> 00:05:45.500]  環境很不好
[00:05:45.500 --> 00:05:47.500]  他四歲的時候
[00:05:47.500 --> 00:05:49.500]  他爸爸去世了
[00:05:49.500 --> 00:05:51.500]  身為生活困苦
[00:05:51.500 --> 00:05:53.500]  做到病死了
[00:05:53.500 --> 00:05:56.500]  我爺爺我從來沒有見過
[00:05:56.500 --> 00:05:57.500]  沒多久
[00:05:57.500 --> 00:05:58.500]  因為家境困難不好
[00:05:58.500 --> 00:05:59.500]  那時候很流行
[00:05:59.500 --> 00:06:01.500]  他有個妹妹
[00:06:01.500 --> 00:06:03.500]  因為沒有錢養
[00:06:03.500 --> 00:06:05.500]  就將妹妹賣給別人
[00:06:05.500 --> 00:06:08.500]  我爸爸就剩下妹妹
[00:06:08.500 --> 00:06:10.500]  唯一的妹妹都賣了
[00:06:10.500 --> 00:06:15.500]  和他媽媽相依為命
[00:06:15.500 --> 00:06:17.500]  一直生活都很辛苦
