
[00:00:00.000 --> 00:00:02.800]  天護上帝 今日求祢的聖靈
[00:00:02.800 --> 00:00:05.420]  充滿孩子要講的
[00:00:05.420 --> 00:00:07.260]  也充滿在座
[00:00:07.260 --> 00:00:10.880]  在此每一位要聽的弟兄姊妹
[00:00:10.880 --> 00:00:14.200]  求聖靈 祢親自在我們當中工作
[00:00:14.200 --> 00:00:16.120]  引導我們
[00:00:16.120 --> 00:00:18.120]  帶領我們
[00:00:18.120 --> 00:00:20.040]  進入更深的
[00:00:20.040 --> 00:00:22.720]  和祢的同在當中
[00:00:22.720 --> 00:00:24.000]  發現祢
[00:00:24.000 --> 00:00:25.120]  認識祢
[00:00:25.120 --> 00:00:26.600]  跟從祢
[00:00:26.600 --> 00:00:28.560]  求祢帶領以下這段時間
[00:00:28.560 --> 00:00:30.560]  禱告奉耶穌基督聖名求
[00:00:30.560 --> 00:00:31.720]  阿門
[00:00:31.720 --> 00:00:33.720]  各位弟兄姊妹
[00:00:33.720 --> 00:00:35.720]  上帝在你哪裏
[00:00:35.720 --> 00:00:38.920]  在心中
[00:00:38.920 --> 00:00:40.080]  牧師這條問題
[00:00:40.080 --> 00:00:43.040]  這麼低層次的你也問的
[00:00:43.040 --> 00:00:46.600]  上帝在你心裏面
[00:00:46.600 --> 00:00:47.800]  這種感覺
[00:00:47.800 --> 00:00:49.800]  這種經歷是怎樣的呢
[00:00:49.800 --> 00:00:52.840]  我問多一次
[00:00:52.840 --> 00:00:54.040]  你說
[00:00:54.040 --> 00:00:57.040]  上帝在你的心裏面
[00:00:57.040 --> 00:00:59.960]  上帝在你心裏面這種感覺
[00:00:59.960 --> 00:01:01.960]  和這種經歷
[00:01:01.960 --> 00:01:03.960]  是怎樣的呢
[00:01:03.960 --> 00:01:08.520]  很多時候我們做基督徒太久
[00:01:08.520 --> 00:01:10.280]  我們會很容易
[00:01:10.280 --> 00:01:11.800]  回答很多的
[00:01:11.800 --> 00:01:15.120]  關於基督教或者屬靈的問題
[00:01:15.120 --> 00:01:17.120]  上帝在我們心裏面
[00:01:17.120 --> 00:01:23.000]  是不是真的在你的心裏面呢
[00:01:23.000 --> 00:01:26.200]  是不是時刻都在你的心裏面呢
[00:01:26.200 --> 00:01:27.840]  如果真是在你的心裏面的時候
[00:01:27.840 --> 00:01:29.320]  你會經歷到些甚麼
[00:01:29.320 --> 00:01:31.320]  感受到些甚麼呢
[00:01:31.320 --> 00:01:34.960]  上帝在哪裏呀
[00:01:34.960 --> 00:01:36.880]  又或者
[00:01:36.880 --> 00:01:38.880]  上帝是不是不理我呀
[00:01:38.880 --> 00:01:42.240]  好像這句問題呢
[00:01:42.240 --> 00:01:44.640]  在教會很少會聽到的
[00:01:44.640 --> 00:01:45.840]  為甚麼
[00:01:45.840 --> 00:01:48.720]  好像說出來的時候就會覺得
[00:01:48.720 --> 00:01:50.840]  你這麼沒有信心的
[00:01:50.840 --> 00:01:53.280]  你這樣想是不對的
[00:01:53.280 --> 00:01:56.920]  上帝時刻在我們心裏不會離開我們的
[00:01:56.920 --> 00:02:02.320]  但是在現實生活裏面
[00:02:02.320 --> 00:02:03.760]  說真的
[00:02:03.760 --> 00:02:05.120]  我們做基督徒的人生
[00:02:05.120 --> 00:02:07.760]  我們都是人有血有肉的人
[00:02:07.760 --> 00:02:09.520]  我們都會遇到大大小小
[00:02:09.520 --> 00:02:12.760]  不同的一些困難或者處境
[00:02:12.760 --> 00:02:17.080]  曾幾何時可能我們都會問過
[00:02:17.080 --> 00:02:19.080]  這個疑問
[00:02:19.080 --> 00:02:20.640]  上帝呀
[00:02:20.640 --> 00:02:22.640]  你在哪裏呀
[00:02:23.320 --> 00:02:25.120]  上帝呀
[00:02:25.120 --> 00:02:26.320]  你是不是
[00:02:26.320 --> 00:02:28.800]  這段時間是不是不理我呀
[00:02:28.800 --> 00:02:30.920]  為甚麼我祈禱了這麼久
[00:02:30.920 --> 00:02:32.920]  仍然都是這樣呢
[00:02:32.920 --> 00:02:35.920]  上帝呀 你在哪裏呀
[00:02:35.920 --> 00:02:41.160]  在聖經裏面主耶穌基督
[00:02:41.160 --> 00:02:42.440]  十家上面
[00:02:42.440 --> 00:02:45.880]  祂都說過一句類似的說話
[00:02:45.880 --> 00:02:47.600]  我的上帝
[00:02:47.600 --> 00:02:49.640]  我的上帝
[00:02:49.640 --> 00:02:51.920]  為甚麼離棄我
[00:02:51.920 --> 00:02:53.640]  我的上帝
