
[00:00:00.000 --> 00:00:02.420]  頂智慕月早晨!平安!
[00:00:02.420 --> 00:00:10.480]  很感恩在大家在今天崇拜之中分享上帝的道
[00:00:10.480 --> 00:00:12.620]  聆聽上帝的話
[00:00:12.620 --> 00:00:17.260]  港督的經文在大家程序表的最後一頁
[00:00:17.260 --> 00:00:22.280]  馬可福音第十三章三十二到三十七節
[00:00:22.280 --> 00:00:26.860]  我都想和大家一起在「港督之先,聆聽上帝的道之先」
[00:00:26.860 --> 00:00:28.320]  一起重讀一次,好嗎?
[00:00:28.320 --> 00:00:31.440]  我們預備,一二三
[00:00:31.440 --> 00:00:36.320]  「但那日子,那時晨,會有人知道,
[00:00:36.320 --> 00:00:41.420]  連天上的使者也不知道,子也不知道,
[00:00:41.420 --> 00:00:47.040]  惟有父知道,你們要謹慎,要請禱告,
[00:00:47.040 --> 00:00:51.700]  因為你們不曉得那日子幾時來到。
[00:00:51.700 --> 00:00:56.780]  這是正如一個人離開本家,寄居外邦,
[00:00:56.780 --> 00:01:01.900]  把權柄交給僕人,分派各人當做的工,
[00:01:01.900 --> 00:01:04.880]  又分判康門的警醒。
[00:01:04.880 --> 00:01:07.340]  所以你們要警醒,
[00:01:07.340 --> 00:01:11.680]  因為你們知道家主什麼時候來,
[00:01:11.680 --> 00:01:16.980]  或晚上,或半夜,或雞叫,或早晨,
[00:01:16.980 --> 00:01:21.860]  恐怕他忽然來到,看見你們睡著了。
[00:01:21.860 --> 00:01:28.660]  我對你們所說的話,也是對眾人說,要警醒。」
[00:01:28.660 --> 00:01:38.600]  請諮問這段教導是耶穌之後會面對的受難的時候,
[00:01:38.600 --> 00:01:42.300]  或者是一段祂仍然很平安的
[00:01:42.300 --> 00:01:50.300]  與門徒聚集之下,對門徒的一個吩咐、一個命令。
[00:01:50.300 --> 00:01:55.980]  相信大家都不會陌生耶穌對門徒說要警醒,
[00:01:55.980 --> 00:01:59.960]  要謹慎,自守,當心。
[00:01:59.960 --> 00:02:03.920]  這也是我們在特別基督教裡面的傳統當中,
[00:02:03.920 --> 00:02:10.940]  我們知道我們都要帶著一個警醒的心等候主的再來。
[00:02:10.940 --> 00:02:14.180]  這也是耶穌常向門徒,
[00:02:14.180 --> 00:02:20.660]  或者是對我們藉著聖經作的一個教導、一個吩咐,
[00:02:20.660 --> 00:02:26.000]  提醒我們要準備心靈迎接主的來臨。
[00:02:26.000 --> 00:02:31.780]  弟兄姊妹,我想和大家思考一下主的來臨,
[00:02:31.780 --> 00:02:33.660]  這個Coming,
[00:02:33.660 --> 00:02:40.760]  或者有時候我們用另一個英文字去形容,就是Present。
[00:02:40.760 --> 00:02:47.940]  Coming,來到的時候,我們就相信是主第一次來到世上,
[00:02:47.940 --> 00:02:52.380]  為我們給釘十字架,然後我們等候祂永耀的再來。
[00:02:52.380 --> 00:02:56.680]  這是我們基督信仰裡面一個很重要的教義,
[00:02:56.680 --> 00:02:59.700]  是我們盼望的源頭。
[00:02:59.700 --> 00:03:05.360]  同時間我們都記得,我們都知道主耶穌在福音書裡面的形象,
[00:03:05.360 --> 00:03:11.720]  或者主耶穌在福音書裡面的那個將福音去展現的時候,
[00:03:11.720 --> 00:03:16.220]  祂是「道成肉身」,祂是「以馬來利」的神,
[00:03:16.220 --> 00:03:19.700]  祂是那位神與人同在的神。
[00:03:19.700 --> 00:03:24.440]  就算祂即將要離世的時候,在《宇航福音》裡面,
[00:03:24.440 --> 00:03:27.700]  祂都有另一段跟門徒的分享,
[00:03:27.700 --> 00:03:32.620]  祂都說,我會差派另一位的保衛師,聖靈,
[00:03:32.620 --> 00:03:38.220]  會來到你們中間,祂是永遠與他們同在,
[00:03:38.220 --> 00:03:41.980]  也是永遠與我們同在,引導我們進入真理。
[00:03:41.980 --> 00:03:49.660]  就是說,即使耶穌基督去肉身不與我們實在、具體地同在也好,
[00:03:49.660 --> 00:03:55.080]  耶穌都讓聖靈永遠與教會同在,
[00:03:55.080 --> 00:03:58.920]  這是對我們一個很寶貴、很重要的應許,
[00:03:58.920 --> 00:04:05.100]  讓我們今天活在當下的時候,在生活當中的時候,
[00:04:05.100 --> 00:04:08.900]  工作、家庭等等的場景當中的時候,
[00:04:08.900 --> 00:04:13.620]  我們能夠測驗到主在生活中的同在,
[00:04:13.620 --> 00:04:18.180]  這份就是Presence,那份是臨在,那份是同行,
[00:04:18.180 --> 00:04:23.260]  那份帶領著我們在生活當中繼續持守信仰。
[00:04:23.260 --> 00:04:29.880]  這就是我今天很想和大家讓這個警醒的課題,
[00:04:29.880 --> 00:04:35.380]  與主在我們生活當中的同在的課題緊扣在一起。
[00:04:35.380 --> 00:04:41.180]  告訴大家一個小結,就是我想和大家最後落出的結論就是,
[00:04:41.180 --> 00:04:43.480]  警醒其實不是一種被動,
[00:04:43.480 --> 00:04:48.780]  不是只是看一看,或者是猜一猜,主何時會再回來,
[00:04:48.780 --> 00:04:53.960]  而是可以在我們生活當中,一種主動、積極的表現。
[00:04:53.960 --> 00:04:59.340]  接著我會從兩方面和大家分享警醒,
[00:04:59.340 --> 00:05:05.940]  就是消極的警醒和積極的警醒。
[00:05:05.940 --> 00:05:11.580]  在剛才讀的課本書裏面的三十二、三十三節,
[00:05:11.580 --> 00:05:15.720]  螢幕上是新漢語譯本,希望大家都不會覺得陌生,
[00:05:15.720 --> 00:05:19.300]  這是一個最新的中文譯本。
[00:05:19.300 --> 00:05:23.120]  大家可以參照一下螢幕上的新漢語譯本,
[00:05:23.120 --> 00:05:26.420]  和我們剛才在程序表上的華語譯本,
[00:05:26.420 --> 00:05:29.540]  大家也可以透過比較一下譯本,
[00:05:29.540 --> 00:05:36.440]  我們可以更加察驗到上帝的華,奧秘和寶貴的地方。
[00:05:36.440 --> 00:05:41.120]  在三十二到三十三節,兩節的經文裏面,
[00:05:41.120 --> 00:05:47.000]  強調了一個字,就是「唔知道」,即是人不知道,
[00:05:47.000 --> 00:05:49.800]  天上的天使不知道。
[00:05:49.800 --> 00:05:56.020]  接著越來越接近天上的父,但是連子都不知道,
[00:05:56.020 --> 00:06:00.380]  唯有父知道,你們要謹慎,要警醒,
[00:06:00.380 --> 00:06:04.860]  因為你們不知道那時刻,何時來到。
[00:06:04.860 --> 00:06:08.560]  強調「唔知道」、「唔知道」、「唔知道」裏面,
[00:06:08.560 --> 00:06:11.700]  就給我們一種警覺性。
[00:06:11.700 --> 00:06:14.840]  我們不知道,所以我們要醒定一點,
[00:06:14.840 --> 00:06:18.300]  我們不要行差踏錯,
[00:06:18.300 --> 00:06:23.700]  我們不要失腳跌倒,我們不要犯罪,得罪上帝,
[00:06:23.700 --> 00:06:27.600]  以免主在來的時候,我們沒有面子去見祂。
[00:06:27.600 --> 00:06:34.800]  這就是有時我們不知道的時候,帶給我們一個意義。
[00:06:34.800 --> 00:06:37.760]  頂尖,我相信大家都回教會一段日子,
[00:06:37.760 --> 00:06:42.380]  亦都在聖經裏面的學習,都有一定的基礎。
[00:06:42.380 --> 00:06:47.660]  我不擔心大家會做一些很明顯犯罪的事情,
[00:06:47.660 --> 00:06:51.700]  即是我們不會去作奸犯科,
[00:06:51.700 --> 00:06:58.120]  我們不會做一些很明顯得罪上帝、得罪人、傷害人的事情。
[00:06:58.120 --> 00:07:02.660]  反而我們可以一起去思想,就是我們要保持這種警覺狀態,
[00:07:02.660 --> 00:07:08.440]  是要警醒,不被這個世界的價值觀所痛罰。
[00:07:08.440 --> 00:07:11.520]  我們每日活在這個世界之中,
[00:07:11.520 --> 00:07:17.500]  我們聽到很多非聖經、非上帝的聲音、很多的意見,
[00:07:17.500 --> 00:07:20.500]  但可能很多都是似是而非的意見,
[00:07:20.500 --> 00:07:29.040]  並非跟我們的信仰有一個一致和諧的價值。
[00:07:29.040 --> 00:07:31.540]  我們需要謹慎警醒,
[00:07:31.540 --> 00:07:37.280]  以免我們在我們的生活、在我們的工作、在我們人際裏等等,
[00:07:37.280 --> 00:07:43.940]  我們不知道亦都不覺察地去選擇了得罪上帝、離開上帝的地方。
[00:07:43.940 --> 00:07:47.400]  有時候都很容易的,我們會有雙重的標準,
[00:07:47.400 --> 00:07:49.320]  我們會有力不從心,
[00:07:49.320 --> 00:07:52.460]  我們會有可能是雙面人的狀況,
[00:07:52.460 --> 00:07:56.040]  可能在教會裏面我們會有禮貌、有愛心,
[00:07:56.040 --> 00:08:00.000]  但是我們落在一個可能是沒有那麼警覺的環境當中,
[00:08:00.000 --> 00:08:04.560]  只有你自己面對著很多不同的可能是很煩惱、很不喜歡的人的時候,
[00:08:04.560 --> 00:08:07.600]  我們都會有一種自以為是,
[00:08:07.600 --> 00:08:14.120]  或者自我的一種態度去處理、去面對、去看人、去看事。
[00:08:14.120 --> 00:08:15.920]  這種價值觀的同化,
[00:08:15.920 --> 00:08:25.000]  是我們今天信徒更加要當心、更加要警醒。
[00:08:25.000 --> 00:08:33.420]  在這段經文裏面,除了不知道是重複去表述的時候,
[00:08:33.420 --> 00:08:37.760]  另一個是都有重複去表達的,但就不是很明顯的,
[00:08:37.760 --> 00:08:40.800]  就是關於時間的字。
[00:08:40.800 --> 00:08:43.520]  這裏都是新漢語的譯本,
[00:08:43.520 --> 00:08:45.120]  剛才讀了都看過了,
[00:08:45.120 --> 00:08:47.760]  「那日子、那時辰」,
[00:08:47.760 --> 00:08:49.700]  即是day and time,
[00:08:49.700 --> 00:08:56.700]  這個就好像今天我們星期一,11月7日早上10點半,
[00:08:56.700 --> 00:08:58.920]  我們在崇基禮拜堂勁拜,
[00:08:58.920 --> 00:09:04.220]  大家一班會眾都會按著日子、時辰來到中間,
[00:09:04.220 --> 00:09:06.060]  是一個客觀的標準,
[00:09:06.060 --> 00:09:08.520]  一個一群社群、一群人,
[00:09:08.520 --> 00:09:12.960]  一起生活上的、一起共同、協作之下,
[00:09:12.960 --> 00:09:17.220]  要去一起尊重的一個時間的觀念,
[00:09:17.220 --> 00:09:21.860]  沒問題的,是一個科學上、客觀上的一個時間的意思而已。
[00:09:21.860 --> 00:09:24.060]  但是聖經去到第三個,
