
[00:00:00.000 --> 00:00:04.840]  今天我們講到也有關係的訊息
[00:00:04.840 --> 00:00:09.900]  什麼樣的信心才叫人經歷主因呢?
[00:00:09.900 --> 00:00:12.860]  當然我們知道因典是常理比
[00:00:12.860 --> 00:00:14.220]  是白白的
[00:00:14.220 --> 00:00:16.720]  不過很多時候同時我們看到在聖經裡面
[00:00:16.720 --> 00:00:19.460]  很多的過程事件
[00:00:19.460 --> 00:00:22.140]  都討論到跟隨主的時候
[00:00:22.140 --> 00:00:26.000]  的確帶來實實在在的行動
[00:00:26.000 --> 00:00:28.100]  很叫他們踏入主的因典
[00:00:28.100 --> 00:00:29.740]  走在主的道路中
[00:00:29.740 --> 00:00:32.060]  今天我們會看看兩件事件
[00:00:32.060 --> 00:00:34.260]  帶來我們有什麼學習
[00:00:34.260 --> 00:00:37.500]  我不知道一開始有什麼前言
[00:00:37.500 --> 00:00:39.700]  大家有沒有玩過這個遊戲?
[00:00:39.700 --> 00:00:41.940]  有沒有見過有人玩過?
[00:00:41.940 --> 00:00:43.300]  有沒有跟別人玩過?
[00:00:43.300 --> 00:00:44.020]  應該有吧
[00:00:44.020 --> 00:00:45.280]  這個遊戲很簡單
[00:00:45.280 --> 00:00:49.060]  大概有不同的積木
[00:00:49.060 --> 00:00:50.360]  就是不同的款式
[00:00:50.360 --> 00:00:51.500]  不同的形狀
[00:00:51.500 --> 00:00:56.140]  進入中間這個木架
[00:00:56.140 --> 00:00:59.640]  凌凌凌凌、星形星形、四方形四方形
[00:00:59.640 --> 00:01:00.680]  進去就可以了
[00:01:00.680 --> 00:01:03.460]  當然對我們一點都不難
[00:01:03.460 --> 00:01:05.240]  你猜你能不能做到?
[00:01:05.240 --> 00:01:07.720]  有點懷疑
[00:01:07.720 --> 00:01:08.720]  有點緊張
[00:01:08.720 --> 00:01:10.040]  你猜你能不能做到?
[00:01:10.040 --> 00:01:11.520]  不瞞你就能做到
[00:01:11.520 --> 00:01:12.140]  當然是
[00:01:12.140 --> 00:01:13.740]  不過對小朋友來說
[00:01:13.740 --> 00:01:15.720]  可能的確有一點難
[00:01:15.720 --> 00:01:20.820]  所以小朋友又會在這些難題上怎麼進去
[00:01:20.820 --> 00:01:22.900]  他們會有他們的方法
[00:01:22.900 --> 00:01:24.940]  例如他進不去的時候
[00:01:24.940 --> 00:01:28.020]  很可能你也見過他會這麼做
[00:01:28.020 --> 00:01:29.820]  找點事情做
[00:01:29.820 --> 00:01:31.860]  踏上去就算了
[00:01:31.860 --> 00:01:35.580]  不過這些難題對大人的確不難
[00:01:35.580 --> 00:01:36.980]  如果我們幫助他
[00:01:36.980 --> 00:01:39.140]  其實是一個學習的過程
[00:01:39.140 --> 00:01:41.400]  叫他們可以體驗思考
[00:01:41.400 --> 00:01:43.820]  以及手腳協調
[00:01:43.820 --> 00:01:45.940]  當然如果我們這樣帶領他
[00:01:45.940 --> 00:01:49.580]  就會渡過了他不可以解決
[00:01:49.580 --> 00:01:51.860]  或者他生命上第一次接觸的難題
[00:01:51.860 --> 00:01:52.980]  我們今天也是
[00:01:52.980 --> 00:01:54.020]  我們有不同的難題
[00:01:54.020 --> 00:01:55.100]  當然不會這麼容易
[00:01:55.100 --> 00:01:57.740]  只是擺一個不同形狀的積木
[00:01:57.740 --> 00:01:58.940]  放進架子裡
[00:01:58.940 --> 00:02:01.500]  我們人生的確有很多的難題
[00:02:01.500 --> 00:02:04.900]  而難題裡面可能超越了我們的理解
[00:02:04.900 --> 00:02:06.820]  或者我們從來沒有體驗過
[00:02:06.820 --> 00:02:11.220]  我們同樣需要一個引領我們
[00:02:11.220 --> 00:02:13.980]  超越我們能力的上主
[00:02:13.980 --> 00:02:14.860]  帶領我們
[00:02:14.860 --> 00:02:17.420]  好叫我們可以在這種狀況裡面
[00:02:17.420 --> 00:02:20.100]  我們體驗經歷成長和越過
[00:02:20.100 --> 00:02:24.060]  今天這兩件事是我們都很熟悉的
[00:02:24.060 --> 00:02:25.660]  不過當我們仔細看的時候
[00:02:25.660 --> 00:02:29.540]  你會發現裡面有很多寶藏和很多的良王
[00:02:29.540 --> 00:02:31.580]  第一件事我們會看的
[00:02:31.580 --> 00:02:34.100]  我們先讀了這十多節的經文
[00:02:34.100 --> 00:02:36.460]  是關於第一個事件
[00:02:36.460 --> 00:02:39.380]  是關於管會堂的危牢
[00:02:39.380 --> 00:02:40.380]  我們一起讀
[00:02:40.380 --> 00:02:42.460]  頭三節四十到四十二節
[00:02:42.460 --> 00:02:43.140]  我們一起讀
[00:02:43.140 --> 00:02:43.980]  預備起
[00:02:43.980 --> 00:02:45.980]  耶穌回來的時候
[00:02:45.980 --> 00:02:47.540]  眾人應接受
[00:02:47.540 --> 00:02:49.860]  因為他們都等候著
[00:02:49.860 --> 00:02:53.140]  有一個管會堂的名叫艾路
[00:02:53.140 --> 00:02:55.660]  來回復在耶穌的位置
[00:02:55.660 --> 00:02:58.100]  求耶穌讀他教給他
[00:02:58.100 --> 00:03:00.540]  因他有一個新女兒
[00:03:00.540 --> 00:03:02.020]  她有十二歲
[00:03:02.020 --> 00:03:03.420]  八月四月
[00:03:03.420 --> 00:03:05.060]  耶穌去的時候
[00:03:05.060 --> 00:03:06.780]  眾人追問著她
[00:03:06.780 --> 00:03:08.660]  她又面對一個難題
[00:03:08.660 --> 00:03:11.140]  當然不是好像積木進去那麼簡單
[00:03:11.140 --> 00:03:13.180]  不過對小朋友都很複雜
[00:03:13.180 --> 00:03:14.460]  但是對大人
[00:03:14.460 --> 00:03:16.540]  她的難題就是
[00:03:16.540 --> 00:03:21.900]  她有一個獨生十二歲的女兒
[00:03:21.900 --> 00:03:23.420]  一個而已
[00:03:23.420 --> 00:03:24.500]  沒有了就沒有了
[00:03:24.500 --> 00:03:26.420]  行不行?
[00:03:26.420 --> 00:03:29.420]  她的問題面對就是快要
[00:03:29.420 --> 00:03:30.540]  死了行不行?
[00:03:30.540 --> 00:03:32.300]  好了
[00:03:32.300 --> 00:03:35.020]  連貫著第二個事件
[00:03:35.020 --> 00:03:37.220]  十二年的血流女人
[00:03:37.220 --> 00:03:39.140]  我們讀讀這六節的經文
[00:03:39.140 --> 00:03:39.580]  好嗎?
[00:03:39.580 --> 00:03:40.460]  預備起
[00:03:40.460 --> 00:03:43.980]  有一個女人患了十二年的血流
[00:03:43.980 --> 00:03:45.580]  在醫生手裡
[00:03:45.580 --> 00:03:48.380]  花盡了她一切養生的
[00:03:48.380 --> 00:03:51.100]  並沒有一人能知道她
[00:03:51.100 --> 00:03:53.180]  她來到耶穌背後
[00:03:53.180 --> 00:03:55.500]  摸她的衣裳數字
[00:03:55.500 --> 00:03:57.900]  血流她就止住了
[00:03:57.900 --> 00:03:58.980]  耶穌說
[00:03:58.980 --> 00:04:00.500]  我愛的是誰
[00:04:00.500 --> 00:04:02.300]  眾人都不承認
[00:04:02.300 --> 00:04:04.780]  比較不同的人都說
[00:04:04.780 --> 00:04:05.580]  夫子
[00:04:05.580 --> 00:04:08.700]  眾人都用濟濟引爆著你
[00:04:08.700 --> 00:04:09.900]  耶穌說
[00:04:09.900 --> 00:04:11.500]  總有人摸我
[00:04:11.500 --> 00:04:15.260]  因為我覺得有能力從我身上出去
[00:04:15.260 --> 00:04:17.660]  那女人知道我不能隱藏
[00:04:17.660 --> 00:04:21.740]  就算僭建的內婦伏在耶穌腳前
[00:04:21.740 --> 00:04:23.500]  但摸她的緣故
[00:04:23.500 --> 00:04:25.980]  我怎樣立即摸好了
[00:04:25.980 --> 00:04:28.460]  都眾人都說出來
[00:04:28.460 --> 00:04:30.060]  耶穌對她說
[00:04:30.060 --> 00:04:30.780]  女兒
[00:04:30.780 --> 00:04:32.540]  你的信救了你
[00:04:32.540 --> 00:04:34.380]  聽聽我講的句話
[00:04:34.380 --> 00:04:36.540]  我們看到第二個的主角
[00:04:36.540 --> 00:04:38.780]  她的難題是
[00:04:38.780 --> 00:04:40.180]  她患了什麼?
[00:04:40.180 --> 00:04:41.660]  血流行不行?
[00:04:41.660 --> 00:04:43.100]  一定是憑著血崩
[00:04:43.100 --> 00:04:44.180]  很困難
[00:04:44.180 --> 00:04:45.060]  第二
[00:04:45.060 --> 00:04:46.820]  她花盡什麼?
[00:04:46.820 --> 00:04:48.460]  一切養生
[00:04:48.460 --> 00:04:49.700]  就是沒錢了
[00:04:49.700 --> 00:04:51.860]  做盡她的事
[00:04:51.860 --> 00:04:53.300]  她醫不醫得好?
[00:04:53.300 --> 00:04:54.260]  醫不好
[00:04:54.260 --> 00:04:56.540]  兩個人都走投無路
[00:04:56.540 --> 00:04:58.460]  無論你有多高的地位
[00:04:58.460 --> 00:05:01.220]  管會堂一個很高的地位
[00:05:01.220 --> 00:05:02.460]  幫不了你
[00:05:02.460 --> 00:05:04.020]  又或者你有多少錢
[00:05:04.020 --> 00:05:05.660]  花光了都幫不了你
[00:05:05.660 --> 00:05:07.460]  就是這件事我們看到
[00:05:07.460 --> 00:05:09.460]  她有兩個相似之處
[00:05:09.460 --> 00:05:10.020]  第一
[00:05:10.020 --> 00:05:12.020]  就是她們都是絕望中
[00:05:12.020 --> 00:05:13.460]  垂死
[00:05:13.460 --> 00:05:15.220]  一個小女孩
[00:05:15.220 --> 00:05:19.020]  十二歲應該是正正很強壯
[00:05:19.020 --> 00:05:20.340]  很喜樂
[00:05:20.340 --> 00:05:22.740]  很正在經歷人生的時候
[00:05:22.740 --> 00:05:24.500]  患病就死
[00:05:24.500 --> 00:05:26.140]  一個女士
[00:05:26.140 --> 00:05:29.860]  不過經歷十二年的折磨
[00:05:29.860 --> 00:05:30.900]  非常困難
[00:05:30.900 --> 00:05:32.580]  但是她們困境中選擇
[00:05:32.580 --> 00:05:33.180]  相信耶穌
[00:05:33.180 --> 00:05:35.180]  但是我們困境有很多條路可以選擇
[00:05:35.180 --> 00:05:38.100]  很多的方法你可以做
[00:05:38.100 --> 00:05:39.900]  不過她們都回來
[00:05:39.900 --> 00:05:41.900]  這也是她們的共同點
[00:05:41.900 --> 00:05:45.740]  而十二年也是她們象徵一些事情
[00:05:45.740 --> 00:05:47.980]  在猶太人身上是代表什麼呢?
[00:05:47.980 --> 00:05:49.980]  是完美的號碼
[00:05:49.980 --> 00:05:52.940]  也代表很多十二支派等等
[00:05:52.940 --> 00:05:54.060]  她有些事情想說
[00:05:54.060 --> 00:05:55.460]  就是十二
[00:05:55.460 --> 00:05:56.700]  我們先看下去
[00:05:56.700 --> 00:05:58.300]  接著最後一段
[00:05:58.300 --> 00:05:59.820]  回到第一件事
[00:05:59.820 --> 00:06:01.860]  就是叫老的女兒
[00:06:01.860 --> 00:06:04.380]  最後這幾個經文我再讀完
[00:06:04.380 --> 00:06:09.100]  我們就進入今天講的主點
[00:06:09.100 --> 00:06:10.740]  你猜我今天要講多少點?
[00:06:10.740 --> 00:06:11.740]  三點
[00:06:11.740 --> 00:06:12.860]  講到三點
[00:06:12.860 --> 00:06:13.700]  好
[00:06:13.700 --> 00:06:14.900]  我們先讀完這幾節
[00:06:14.900 --> 00:06:15.700]  一二三
[00:06:41.740 --> 00:07:10.260]  (主席翻譯)
[00:07:10.260 --> 00:07:12.260]  好了,這件事
[00:07:12.260 --> 00:07:15.460]  跟剛才那件事的結局
[00:07:15.460 --> 00:07:16.420]  揭曉了
[00:07:16.420 --> 00:07:18.420]  那就沒有什麼神秘感了
[00:07:18.420 --> 00:07:22.020]  它的神秘感不是在結局
[00:07:22.020 --> 00:07:23.500]  是在過程
[00:07:23.500 --> 00:07:25.500]  一會兒我們講究竟是在過程還是怎樣
[00:07:25.500 --> 00:07:25.940]  第一
[00:07:25.940 --> 00:07:27.180]  我們先講結局
[00:07:27.180 --> 00:07:31.660]  耶穌沒有因為女人的社會地位低
[00:07:31.660 --> 00:07:34.580]  或者艾魯蛇信心不足
[00:07:34.580 --> 00:07:35.700]  因為她不夠
[00:07:35.700 --> 00:07:36.700]  神仙要講
[00:07:36.700 --> 00:07:37.700]  不要什麼?
[00:07:37.700 --> 00:07:38.460]  怕
[00:07:38.460 --> 00:07:39.140]  只要信
[00:07:39.140 --> 00:07:39.780]  行不行?
[00:07:39.780 --> 00:07:40.940]  如果你想救
[00:07:40.940 --> 00:07:41.940]  耶穌沒有這樣講
[00:07:41.940 --> 00:07:42.580]  是不是?
[00:07:42.580 --> 00:07:43.220]  好了
[00:07:43.220 --> 00:07:46.180]  女人當時的地位很低
[00:07:46.180 --> 00:07:46.700]  為什麼?
[00:07:46.700 --> 00:07:48.980]  因為當時在他們的文化
[00:07:48.980 --> 00:07:52.060]  女士講話其實沒有法律效力
[00:07:52.060 --> 00:07:54.220]  做不到見證人
[00:07:54.220 --> 00:07:56.820]  她的地位非常低微
[00:07:56.820 --> 00:07:58.900]  跟今天的女士
[00:07:58.900 --> 00:08:00.660]  差不多相反
[00:08:00.660 --> 00:08:02.140]  通常現在家裡
[00:08:02.140 --> 00:08:03.860]  都是女士說了算
[00:08:03.860 --> 00:08:05.140]  很多男士在笑
[00:08:05.140 --> 00:08:06.420]  又不敢出聲
[00:08:06.420 --> 00:08:07.220]  很不同
[00:08:07.220 --> 00:08:08.700]  今天很難想像
[00:08:08.700 --> 00:08:10.660]  不過當時是好運
[00:08:10.660 --> 00:08:11.660]  不僅如此
[00:08:11.660 --> 00:08:13.380]  她還患了什麼病?
[00:08:13.380 --> 00:08:14.500]  血癆
[00:08:14.500 --> 00:08:15.580]  血泥不潔
[00:08:15.580 --> 00:08:16.460]  不能碰的
[00:08:16.460 --> 00:08:18.260]  他們當時的理解
[00:08:18.260 --> 00:08:18.860]  第一
[00:08:18.860 --> 00:08:19.860]  在禮儀上不潔
[00:08:19.860 --> 00:08:20.420]  第二
[00:08:20.420 --> 00:08:21.940]  好像傳染病一樣
[00:08:21.940 --> 00:08:22.620]  不能碰
[00:08:22.620 --> 00:08:23.700]  一定要見證
[00:08:23.700 --> 00:08:25.100]  今天你COVID
[00:08:25.100 --> 00:08:26.820]  今天患了SARS
[00:08:26.820 --> 00:08:27.500]  行不行?
[00:08:27.500 --> 00:08:29.060]  你看看你旁邊的一個人
[00:08:29.060 --> 00:08:30.660]  如果突然間打車到你這裡
[00:08:30.660 --> 00:08:31.460]  你會怎樣?
[00:08:31.460 --> 00:08:32.020]  你會說
[00:08:32.020 --> 00:08:32.500]  正啊
[00:08:32.500 --> 00:08:32.940]  口水
[00:08:32.940 --> 00:08:33.780]  舔掉他
[00:08:33.780 --> 00:08:34.180]  不會
[00:08:34.180 --> 00:08:35.060]  推走他
[00:08:35.060 --> 00:08:35.700]  不要搞
[00:08:35.700 --> 00:08:36.660]  去外面
[00:08:36.660 --> 00:08:37.180]  不會的
[00:08:37.180 --> 00:08:38.460]  當時這個女人
[00:08:38.460 --> 00:08:39.620]  是不可以出街的
[00:08:39.620 --> 00:08:40.740]  不可以碰人的
[00:08:40.740 --> 00:08:41.900]  艾魯呢
[00:08:41.900 --> 00:08:43.300]  又另一個層面
[00:08:43.300 --> 00:08:45.140]  他是一個有地位的人
[00:08:45.140 --> 00:08:46.220]  不過
[00:08:46.220 --> 00:08:48.900]  他去到耶穌面前
[00:08:48.900 --> 00:08:49.500]  伏伏
[00:08:49.500 --> 00:08:50.820]  這是很有趣的事情
[00:08:50.820 --> 00:08:51.740]  我們看看
[00:08:51.740 --> 00:08:52.820]  耶穌對兩講
[00:08:52.820 --> 00:08:53.620]  你要信九理
[00:08:53.620 --> 00:08:54.980]  跟艾魯講
[00:08:54.980 --> 00:08:55.660]  不要怕
[00:08:55.660 --> 00:08:56.340]  只要信
[00:08:56.340 --> 00:08:57.180]  究竟
[00:08:57.180 --> 00:08:59.780]  都是信我們今天在學什麼?
[00:08:59.780 --> 00:09:01.700]  信是不是多一點
[00:09:01.700 --> 00:09:02.580]  勁一點
[00:09:02.580 --> 00:09:03.340]  厲害一點
[00:09:03.340 --> 00:09:04.380]  純熟一點呢?
[00:09:04.380 --> 00:09:06.300]  很明顯現在就說了不是
[00:09:06.300 --> 00:09:09.220]  就是沒有夠信心的
[00:09:09.220 --> 00:09:12.100]  在人的角度看
[00:09:12.100 --> 00:09:13.300]  耶穌幫不幫?
[00:09:13.300 --> 00:09:14.380]  幫
[00:09:14.380 --> 00:09:16.140]  我們看看究竟今天
[00:09:16.140 --> 00:09:18.060]  學三件事是些什麼?
[00:09:18.060 --> 00:09:20.460]  究竟他們做了些什麼?
[00:09:20.460 --> 00:09:20.860]  看看
[00:09:20.860 --> 00:09:21.820]  第一
[00:09:21.820 --> 00:09:23.420]  信心不是多多少不少
[00:09:23.420 --> 00:09:26.220]  信心不是一個抽象的理念
[00:09:26.220 --> 00:09:28.980]  信心是一個具體的行動
[00:09:28.980 --> 00:09:30.220]  信心不是一個很抽象
[00:09:30.220 --> 00:09:31.340]  我信你有多少
[00:09:31.340 --> 00:09:36.980]  信心必然帶來具體的行動
[00:09:36.980 --> 00:09:40.140]  艾魯公開伏伏在耶穌的腳前懇求
[00:09:40.140 --> 00:09:44.380]  女人又偷偷摸耶穌的衣裳
[00:09:44.380 --> 00:09:45.580]  我們慢慢看下去
[00:09:45.580 --> 00:09:48.340]  你更加明白我第一樣想講的事情
[00:09:48.340 --> 00:09:50.580]  艾魯的職位是
[00:09:50.580 --> 00:09:53.100]  猶太會堂主管
[00:09:53.100 --> 00:09:55.500]  具有地位影響力
[00:09:55.500 --> 00:09:57.900]  當時耶穌不像今天
[00:09:57.900 --> 00:10:00.340]  你不信你一定聽過耶穌
[00:10:00.340 --> 00:10:01.300]  全球都是
[00:10:01.300 --> 00:10:03.060]  當時剛剛出來有些人懂有些人不懂
[00:10:03.060 --> 00:10:04.180]  有些人覺得他卑微
[00:10:04.180 --> 00:10:05.860]  他無權無勢
[00:10:05.860 --> 00:10:06.820]  不過他有力
[00:10:06.820 --> 00:10:08.020]  有人信有人不信
[00:10:08.020 --> 00:10:13.340]  但是這個管會堂的主管
[00:10:13.340 --> 00:10:19.820]  他就將他的人生投放在
[00:10:19.820 --> 00:10:22.540]  投資在耶穌身上
[00:10:22.540 --> 00:10:25.620]  他在表示一種很有趣的行動
[00:10:25.620 --> 00:10:29.420]  是突破了身份的界限
[00:10:29.420 --> 00:10:30.140]  行不行?
[00:10:30.140 --> 00:10:32.340]  突破身份的界限
[00:10:32.340 --> 00:10:35.300]  我們今天很難想像什麼是突破身份的界限
[00:10:35.300 --> 00:10:36.900]  對於基督教來說
[00:10:36.900 --> 00:10:37.860]  我們人人都平等
[00:10:37.860 --> 00:10:39.780]  上帝做所有人都一樣
[00:10:39.780 --> 00:10:44.140]  不過人體人是的確有身份的高低
[00:10:44.140 --> 00:10:45.180]  人體人
