
[00:00:00.000 --> 00:00:02.320]  首先歡迎大家
[00:00:02.320 --> 00:00:06.120]  很欣慰上帝讓我們從平安回到殿內敬拜
[00:00:06.120 --> 00:00:08.620]  也在問候在網上
[00:00:08.620 --> 00:00:11.160]  和我一起直播參與崇拜的弟兄姊妹
[00:00:11.160 --> 00:00:13.920]  因為疫情的關係阻隔了我們
[00:00:13.920 --> 00:00:15.520]  讓我們在不同的地方
[00:00:15.520 --> 00:00:19.120]  只要我們能夠以心靈和誠實去敬拜上帝
[00:00:19.120 --> 00:00:20.920]  上帝也是這麼喜悅的
[00:00:20.920 --> 00:00:23.880]  讓我們也能夠在異地
[00:00:23.880 --> 00:00:26.680]  我們能夠同心的去敬拜上主
[00:00:26.680 --> 00:00:30.840]  讓我們首先安靜的去祈禱
[00:00:30.840 --> 00:00:33.800]  多謝祢
[00:00:33.800 --> 00:00:37.720]  感謝祢讓我們有渴望的心來到祢的面前
[00:00:37.720 --> 00:00:39.960]  雖然我們現在不在同一個地方去敬拜
[00:00:39.960 --> 00:00:44.280]  但我們深信上帝在祢時刻願意同在
[00:00:44.280 --> 00:00:48.280]  祢願納我們以心靈和誠實去敬拜祢
[00:00:48.280 --> 00:00:50.120]  我們懇求聖靈祢
[00:00:50.120 --> 00:00:52.400]  也賜給我們有悟性
[00:00:52.400 --> 00:00:53.520]  因為有了聖靈的悟性
[00:00:53.520 --> 00:00:56.920]  才能夠明白祢為了奧秘成為我們生命的力量
[00:00:56.920 --> 00:00:58.760]  生命的活柱
[00:00:58.760 --> 00:01:01.200]  讓祢時刻的幫助我們
[00:01:01.200 --> 00:01:04.200]  有願講的和聽的都同夢祢的願納
[00:01:04.200 --> 00:01:06.560]  祈禱奉主耶穌基督的名求
[00:01:06.560 --> 00:01:08.680]  阿門
[00:01:08.680 --> 00:01:10.000]  想問一問大家
[00:01:10.000 --> 00:01:13.840]  你有沒有收過一些令你喜出望外
[00:01:13.840 --> 00:01:18.800]  或者令你很開心的禮物
[00:01:18.800 --> 00:01:21.480]  可能我們部分沒有
[00:01:21.480 --> 00:01:25.800]  我相信當你收到這些禮物時
[00:01:25.800 --> 00:01:30.320]  你一定體會到送禮的那個人很在乎你
[00:01:30.320 --> 00:01:33.560]  很想你高興 很想你開心
[00:01:33.560 --> 00:01:35.240]  或者不知道你有沒有試過
[00:01:35.240 --> 00:01:39.120]  你會精心去想一些事情
[00:01:39.120 --> 00:01:40.680]  去做一些事情
[00:01:40.680 --> 00:01:42.920]  或者送出一份禮物
[00:01:42.920 --> 00:01:46.560]  去讓你所在乎的人開心
[00:01:46.560 --> 00:01:48.440]  有沒有試過
[00:01:48.440 --> 00:01:50.840]  或多或少都試過
[00:01:50.840 --> 00:01:53.040]  因為你想讓對方知道
[00:01:53.040 --> 00:01:56.080]  其實你很在乎他
[00:01:56.080 --> 00:01:58.040]  不知道我們有沒有做過什麼
[00:01:58.040 --> 00:02:01.760]  讓上帝知道我們很在乎他
[00:02:01.760 --> 00:02:04.400]  我們很愛上帝
[00:02:04.400 --> 00:02:05.840]  今天為大家選的是
[00:02:05.840 --> 00:02:10.480]  《已忽所書》五章的其中一段經文
[00:02:10.480 --> 00:02:14.680]  這個《已忽所書》是保羅在監獄裏面
[00:02:14.680 --> 00:02:17.880]  寫給已忽所教會的
[00:02:17.880 --> 00:02:21.920]  因為保羅深信他在世的機會不多
[00:02:21.920 --> 00:02:26.560]  也不一定有機會再見到已忽所的信徒
[00:02:26.560 --> 00:02:29.080]  於是他透過文字 透過書信
[00:02:29.080 --> 00:02:32.800]  來分享他在生命上的心得
[00:02:32.800 --> 00:02:35.480]  給他所愛的門徒
[00:02:35.480 --> 00:02:39.000]  盼望他們能夠持守純正的信仰
[00:02:39.000 --> 00:02:42.040]  作上帝愛的兒女
[00:02:42.040 --> 00:02:43.800]  已忽所書的全卷書
[00:02:43.800 --> 00:02:48.280]  是對基督徒應該有什麼生活有詳細的教導
[00:02:48.280 --> 00:02:49.800]  所以鼓勵大家有時間
[00:02:49.800 --> 00:02:56.160]  都可以詳細地去看《已忽所書》
[00:02:56.160 --> 00:02:58.760]  不知道剛才陳萬強弟兄去讀
[00:02:58.760 --> 00:03:00.880]  今天所選的經文的時候
[00:03:00.880 --> 00:03:05.960]  有哪些字眼是捉住你的眼球的呢?
[00:03:05.960 --> 00:03:11.000]  對我來說就是「光明之子」四個字
[00:03:11.000 --> 00:03:12.680]  「光明之子」的意思是什麼呢?
[00:03:12.680 --> 00:03:17.040]  其實是相對於「暗昧之子」
[00:03:17.040 --> 00:03:19.760]  「暗昧之子」是指我們未信耶穌之前
[00:03:19.760 --> 00:03:24.840]  我們受罪的奴役 綑綁 控制
[00:03:24.840 --> 00:03:28.680]  不知道大家能否意會到
[00:03:28.680 --> 00:03:32.920]  我們經常以自我為中心
[00:03:32.920 --> 00:03:35.000]  例如單是想自己的需要
[00:03:35.000 --> 00:03:38.360]  看不到 理會不到其他人的需要
[00:03:38.360 --> 00:03:39.760]  又或者我們所做的事
[00:03:39.760 --> 00:03:42.240]  對其他人有什麼影響
[00:03:42.240 --> 00:03:46.560]  昨天看報紙發現一對香港的情侶
[00:03:46.560 --> 00:03:50.880]  他們去到新西蘭旅遊
[00:03:50.880 --> 00:03:54.240]  他們不理會當地需要入境後
[00:03:54.240 --> 00:03:56.680]  有14天的隔離令
[00:03:56.680 --> 00:03:58.840]  他們就到處遊覽
[00:03:58.840 --> 00:04:03.680]  坐直升機去遊覽當地的冰川
[00:04:03.680 --> 00:04:08.000]  我們很多時候都只看到自己的需要
[00:04:08.000 --> 00:04:15.080]  接著我們會不去做對自己無益的事
[00:04:15.080 --> 00:04:19.720]  又或者進而去做一些對自己有利的事
[00:04:19.720 --> 00:04:21.240]  有沒有傷害到其他人呢?
[00:04:21.240 --> 00:04:23.560]  我不太理會
[00:04:23.560 --> 00:04:26.000]  黃子華曾經有一句說話
[00:04:26.000 --> 00:04:29.000]  「搵食姐 犯法呀?」
[00:04:29.000 --> 00:04:30.480]  是沒有犯法
[00:04:30.480 --> 00:04:33.360]  不過不知道會不會影響到其他人呢?
[00:04:33.360 --> 00:04:38.760]  進而我們看到有些人做一些損人不利己的事
[00:04:38.760 --> 00:04:40.200]  因為心裡面有一個歪念
[00:04:40.200 --> 00:04:46.120]  就是打擊別人就是幫助自己
[00:04:46.120 --> 00:04:52.000]  「安慰之子」最大的特徵就是以自我為中心
[00:04:52.000 --> 00:04:53.480]  「光明之子」是說什麼呢?
[00:04:53.480 --> 00:04:56.000]  因為上帝是光
[00:04:56.000 --> 00:05:00.240]  所以屬於上帝的人就是「光明之子」
[00:05:00.240 --> 00:05:05.640]  在這份所書的第五章三至五節講到一些暗昧的事
[00:05:05.640 --> 00:05:08.960]  「光明之子」是不會做一些暗昧無益的事
[00:05:08.960 --> 00:05:13.920]  這些暗昧的事指的是淫亂、污穢、貪婪的事
[00:05:13.920 --> 00:05:15.680]  一些狂妄的說話
[00:05:15.680 --> 00:05:17.800]  帶性含義的笑話
[00:05:17.800 --> 00:05:21.040]  以及冒犯其他人的言語
[00:05:21.040 --> 00:05:22.880]  甚至是粗俗的說話
[00:05:22.880 --> 00:05:24.200]  就算是開玩笑
[00:05:24.200 --> 00:05:25.800]  其實都不是很合理的
[00:05:25.800 --> 00:05:28.920]  因為這些都是暗昧無益的事
[00:05:28.920 --> 00:05:30.680]  在十二節更加告訴我們
[00:05:30.680 --> 00:05:34.000]  如果你不知道那些是否暗昧無益的事
[00:05:34.000 --> 00:05:35.480]  你只要想一想
[00:05:35.480 --> 00:05:37.880]  你做的事如果被人知道
[00:05:37.880 --> 00:05:41.320]  你會不會覺得是可恥的呢?
[00:05:41.320 --> 00:05:43.760]  其實都不適宜去做
[00:05:43.760 --> 00:05:44.920]  有一天你想
[00:05:44.920 --> 00:05:47.760]  做了沒有人知道的
[00:05:47.760 --> 00:05:50.760]  其實都不應該去做的
[00:05:50.760 --> 00:05:52.880]  第十一節提到我們
[00:05:52.880 --> 00:05:57.080]  我們不單止不要參與這些暗昧無益的事
[00:05:57.080 --> 00:06:00.960]  更加要將這些事揭發出來
[00:06:00.960 --> 00:06:02.800]  我們知道不做甚麼了
[00:06:02.800 --> 00:06:05.200]  那我們做些甚麼呢?
[00:06:05.200 --> 00:06:10.920]  要做一些合乎良善、公義和誠實的事
[00:06:10.920 --> 00:06:12.440]  很簡單的總括一句來講
[00:06:12.440 --> 00:06:16.840]  就是做上帝喜歡的事
[00:06:16.840 --> 00:06:17.960]  其實我們想都想到
[00:06:17.960 --> 00:06:19.720]  我們很難想像
[00:06:19.720 --> 00:06:21.720]  我們會做一些我們的配偶
[00:06:21.720 --> 00:06:25.200]  我們的男女朋友不喜歡我們做的事
[00:06:25.200 --> 00:06:29.240]  除非我們想搏分手
[00:06:29.240 --> 00:06:31.440]  我們總是留心我們所愛的人
[00:06:31.440 --> 00:06:33.080]  他喜歡甚麼
[00:06:33.080 --> 00:06:34.800]  又或者甚麼對他們來說
[00:06:34.800 --> 00:06:37.560]  是有最大和長遠的益處
[00:06:37.560 --> 00:06:39.480]  我們都會盡力而為
[00:06:39.480 --> 00:06:44.160]  讓對方體會到自己是多麼愛對方
[00:06:44.160 --> 00:06:47.240]  當然我們知道浪漫不是一天造成的
[00:06:47.240 --> 00:06:51.120]  記錄徒由暗昧之子轉變成為光明之子
[00:06:51.120 --> 00:06:54.840]  其實是我們一生誠盛的旅程
[00:06:54.840 --> 00:06:56.720]  每天靠上帝的幫助
[00:06:56.720 --> 00:06:59.000]  我們向著光明來成長
[00:06:59.000 --> 00:07:04.200]  就好像一棵植物向著陽光的方向去生長一樣
[00:07:04.200 --> 00:07:05.600]  重要的是我們要想著
[00:07:05.600 --> 00:07:11.040]  今天比昨天我們進步了一小步
[00:07:11.040 --> 00:07:14.600]  一天比一天我們更似上帝
[00:07:14.600 --> 00:07:16.160]  我們不要害怕
[00:07:16.160 --> 00:07:17.320]  這麼少?
[00:07:17.320 --> 00:07:19.840]  一小步的進步而已
[00:07:19.840 --> 00:07:23.960]  事實上我們知道十年樹木百年樹人
[00:07:23.960 --> 00:07:28.680]  樹齡生命的成長就好像水滴石穿
[00:07:28.680 --> 00:07:33.120]  可能是在一段長的時間底下
[00:07:33.120 --> 00:07:37.120]  我們才體會到那個轉變
[00:07:37.120 --> 00:07:39.520]  我們需要有耐性
[00:07:39.520 --> 00:07:43.800]  有耐心的去堅持長進
[00:07:43.800 --> 00:07:45.800]  第十節告訴我們
[00:07:45.800 --> 00:07:48.600]  總要察現甚麼是主所喜悅的事
[00:07:48.600 --> 00:07:50.280]  然後去做
[00:07:50.280 --> 00:07:56.040]  這是光明之子需要重視的第一件事
[00:07:56.040 --> 00:07:58.000]  因為我們在乎上帝
[00:07:58.000 --> 00:08:01.320]  我們在乎上帝不是因為我們得到祂的祝福
[00:08:01.320 --> 00:08:03.920]  雖然上帝無論我們做甚麼
[00:08:03.920 --> 00:08:05.920]  祂都一定會祝福我們
[00:08:05.920 --> 00:08:09.280]  我們這樣做不是因為想得到祂的愛
[00:08:09.280 --> 00:08:10.920]  因為上帝應許過我們
[00:08:10.920 --> 00:08:14.400]  祂給我們一個無盡的愛
[00:08:14.400 --> 00:08:16.560]  我們重視去做這第一件事
[00:08:16.560 --> 00:08:19.000]  是因為我們在乎上帝
[00:08:19.000 --> 00:08:22.880]  我們總要察現甚麼是主所喜悅的事
[00:08:22.880 --> 00:08:25.040]  然後去做
[00:08:25.040 --> 00:08:28.600]  最近有機會去看了兩套電影
[00:08:28.600 --> 00:08:32.640]  其中一套電影叫做《守護有心人》
[00:08:32.640 --> 00:08:36.520]  名字其實不太跟電影有關係
[00:08:36.520 --> 00:08:38.160]  不好意思
[00:08:38.160 --> 00:08:40.840]  讓我劇透一下
[00:08:40.840 --> 00:08:43.760]  描述一個中產以上的家庭
[00:08:43.760 --> 00:08:45.320]  為甚麼說中產以上的家庭呢
[00:08:45.320 --> 00:08:51.400]  因為爸爸經營了八十多間披薩連鎖店
[00:08:51.400 --> 00:08:54.600]  我想應該都是中產以上的家庭
[00:08:54.600 --> 00:08:56.800]  一家人在一次偶然的機會之下
[00:08:56.800 --> 00:09:04.000]  遇到跟自己的弟弟讀的同一間學校裏面
[00:09:04.000 --> 00:09:07.160]  一位黑人年青人
