
[00:00:00.000 --> 00:00:03.040]  感謝我們一起聚集
[00:00:03.040 --> 00:00:04.680]  我們可以去敬拜
[00:00:04.680 --> 00:00:06.640]  也可以去聽上帝的說話
[00:00:06.640 --> 00:00:09.080]  實在是我們的福氣
[00:00:09.080 --> 00:00:11.960]  剛才第一首詩歌唱得很好
[00:00:11.960 --> 00:00:14.560]  倚靠他的人就有什麼?
[00:00:14.560 --> 00:00:16.440]  有恩福
[00:00:16.440 --> 00:00:17.920]  我們有恩福在
[00:00:17.920 --> 00:00:20.160]  我們也要學習倚靠他的人
[00:00:20.160 --> 00:00:21.440]  我們一起去記錄
[00:00:21.440 --> 00:00:22.880]  天父我們很感謝你
[00:00:22.880 --> 00:00:25.920]  讓我們去聽你的說話
[00:00:25.920 --> 00:00:27.640]  讓你的說話去建立
[00:00:27.640 --> 00:00:31.120]  我們藉著登山補訓
[00:00:31.120 --> 00:00:33.200]  去思考上帝給予我們
[00:00:33.200 --> 00:00:35.160]  那種教導、那種福氣
[00:00:35.160 --> 00:00:37.360]  讓我們成為有福的人
[00:00:37.360 --> 00:00:38.560]  願主你幫助我們
[00:00:38.560 --> 00:00:40.080]  逐一地學習
[00:00:40.080 --> 00:00:40.960]  聽我們祈禱
[00:00:40.960 --> 00:00:42.840]  奉耶穌名字而求
[00:00:42.840 --> 00:00:43.840]  阿們
[00:00:58.640 --> 00:00:59.920]  事實上是真的
[00:00:59.920 --> 00:01:04.760]  今天我們題目也和法有關
[00:01:04.760 --> 00:01:06.240]  律法和路法
[00:01:06.240 --> 00:01:08.640]  所以在說這些法之前
[00:01:08.640 --> 00:01:10.160]  先說一下另外一個法
[00:01:10.160 --> 00:01:12.360]  不知道大家有沒有留意
[00:01:12.360 --> 00:01:14.960]  最近有一個新的電話出了
[00:01:14.960 --> 00:01:16.560]  iPhone
[00:01:16.560 --> 00:01:17.920]  iPhone去到17
[00:01:17.920 --> 00:01:19.600]  事實上這個手機一出
[00:01:19.600 --> 00:01:23.960]  iPhone17也帶來很多人買手機
[00:01:23.960 --> 00:01:27.360]  也在中國有另一個電話
[00:01:27.360 --> 00:01:29.720]  也叫自己什麼17
[00:01:29.720 --> 00:01:34.120]  想和iPhone17齊名
[00:01:34.120 --> 00:01:35.960]  說起這個iPhone電話
[00:01:35.960 --> 00:01:37.680]  不知道大家有沒有留意
[00:01:37.680 --> 00:01:39.560]  一直這麼多代的iPhone
[00:01:39.560 --> 00:01:41.680]  其實不斷地在轉變
[00:01:41.680 --> 00:01:43.160]  其中一個轉變
[00:01:43.160 --> 00:01:46.040]  網上有些人研究的就是這種轉變
[00:01:46.040 --> 00:01:49.440]  就是iPhone上面黑色那塊東西
[00:01:49.440 --> 00:01:50.480]  不斷地在變
[00:01:50.480 --> 00:01:53.680]  由最初的iPhone8
[00:01:53.680 --> 00:01:55.360]  就是整條黑色
[00:01:55.360 --> 00:01:58.120]  慢慢去到iPhone12就是中間黑色
[00:01:58.120 --> 00:02:00.480]  中間的黑色越來越少
[00:02:00.480 --> 00:02:01.920]  去到iPhone1
[00:02:01.920 --> 00:02:03.200]  看一看
[00:02:03.200 --> 00:02:05.880]  又真的好像我們的髮型
[00:02:05.880 --> 00:02:07.480]  隨著年紀越來越大
[00:02:07.480 --> 00:02:09.480]  由第八代到第十七代
[00:02:09.480 --> 00:02:11.280]  頭髮越來越少
[00:02:11.280 --> 00:02:13.920]  所以想想我們年紀越來越大
[00:02:13.920 --> 00:02:18.680]  我們的頭髮開始越來越稀疏
[00:02:18.680 --> 00:02:24.360]  事實上我覺得自己的頭髮也很豐富
[00:02:24.360 --> 00:02:27.080]  不過師母說我來了這裏兩年
[00:02:27.080 --> 00:02:31.560]  發覺這裏好像有點疏落了
[00:02:31.560 --> 00:02:34.240]  我兒子也說都覺得有這樣的現象
[00:02:34.240 --> 00:02:38.240]  但是我覺得是燈光效果
[00:02:38.240 --> 00:02:40.800]  應該不是這樣的
[00:02:40.800 --> 00:02:42.320]  當然如果是這樣的話
[00:02:42.320 --> 00:02:44.880]  就應該可能和水有關
[00:02:44.880 --> 00:02:48.640]  人們說喝硬水就容易頭髮少一點
[00:02:48.640 --> 00:02:52.280]  不過我見到這裏的人都很有頭髮
[00:02:52.280 --> 00:02:55.040]  所以應該也未必有關係
[00:02:55.040 --> 00:02:56.920]  繼續留意繼續留意觀察
[00:02:56.920 --> 00:03:00.440]  所以為了要想起這些頭髮的問題
[00:03:00.440 --> 00:03:02.680]  越來越稀疏越來越稀少的時候
[00:03:02.680 --> 00:03:05.160]  所以我想起一個很重要的事
[00:03:05.160 --> 00:03:09.240]  我一定要維護基本法
[00:03:09.240 --> 00:03:13.880]  維護這些頭髮最基本的形狀要補下去
[00:03:13.880 --> 00:03:16.600]  所以想起維護頭髮重要
[00:03:16.600 --> 00:03:19.560]  維護上帝的律法有時候也重要
[00:03:19.560 --> 00:03:23.280]  所以今天想想上帝給我們的吩咐
[00:03:23.280 --> 00:03:24.480]  我們都和法有關
[00:03:24.480 --> 00:03:29.760]  不過就想想怎樣去維護上帝給我們的基本法
[00:03:29.760 --> 00:03:33.520]  亦都怎樣去處理我們怒氣的發作
[00:03:33.520 --> 00:03:37.840]  我們怎樣基本地去理解上帝怎樣去看怒氣發作
[00:03:37.840 --> 00:03:40.320]  我們就由這兩個的向度
[00:03:40.320 --> 00:03:43.920]  去藉著登山補訓一路看下去
[00:03:43.920 --> 00:03:46.760]  其實我們仍然維繫著
[00:03:46.760 --> 00:03:49.840]  在《馬達福音》第八章裏面有一個很重要的概念
[00:03:49.840 --> 00:03:53.800]  就是一開始耶穌就說要成為有福的人
[00:03:53.800 --> 00:03:54.840]  你永遠都要記住
[00:03:54.840 --> 00:03:58.480]  就是耶穌現在說這麼多的登山補訓的教訓
[00:03:58.480 --> 00:04:00.440]  由第五章說到第七章
[00:04:00.440 --> 00:04:03.360]  都是為了要成為跟隨祂的人
[00:04:03.360 --> 00:04:06.520]  祂的門徒要讓他們成為有福的人
[00:04:06.520 --> 00:04:09.640]  有福的人不單要知道怎樣是一個有福的人
[00:04:09.640 --> 00:04:12.440]  包括在這裏說到有八種不同的特質
[00:04:12.440 --> 00:04:15.120]  成為那種福氣的根源
[00:04:15.120 --> 00:04:17.320]  更加重要的就是
[00:04:17.320 --> 00:04:20.600]  我們要知道我們成為是炎是光
[00:04:20.600 --> 00:04:22.360]  但是怎樣能夠做得到呢?
[00:04:22.360 --> 00:04:26.880]  就一定要搞清楚我們怎樣能夠去運用上帝的說話
[00:04:26.880 --> 00:04:30.200]  怎樣去用上帝的說話去幫助我們
[00:04:30.200 --> 00:04:33.360]  走在上帝的心意裏面
[00:04:33.360 --> 00:04:37.000]  所以耶穌在登山補訓當說完我們要成為一個有福的人
[00:04:37.000 --> 00:04:40.880]  我們要是炎是光去見證上帝的時候
[00:04:40.880 --> 00:04:43.320]  我們怎樣能夠做得到呢?
[00:04:43.320 --> 00:04:45.520]  原來上帝很清楚
[00:04:45.520 --> 00:04:50.240]  由舊約的時候已經為我們留下祂的說話
[00:04:50.240 --> 00:04:55.720]  祂的說話就幫助我們怎樣能夠走在上帝的心意裏面
[00:04:55.720 --> 00:04:58.000]  不過似乎對上帝的說話的理解
[00:04:58.000 --> 00:05:00.760]  有時候我們又不盡準確
[00:05:00.760 --> 00:05:04.200]  以致到耶穌都要出來作一番澄清
[00:05:04.200 --> 00:05:06.840]  所以今天我們第一個重點就是
[00:05:06.840 --> 00:05:09.320]  A就是律法
[00:05:09.320 --> 00:05:11.160]  關於律法的事情
[00:05:11.160 --> 00:05:13.160]  重要的就是還原基本法
[00:05:13.160 --> 00:05:16.840]  究竟律法的最基本是什麼呢?
[00:05:16.840 --> 00:05:20.240]  或者律法的最高峰是什麼呢?
[00:05:20.240 --> 00:05:23.600]  耶穌在說完炎是光之後
[00:05:23.600 --> 00:05:26.600]  就說出律法就是根基
[00:05:26.600 --> 00:05:31.600]  由這個根基再衍生之後的解說
[00:05:31.600 --> 00:05:34.080]  在17-20節裏面這樣說
[00:05:34.080 --> 00:05:38.480]  「不要以為我來是要廢掉律法和先知
[00:05:38.480 --> 00:05:42.160]  我來不是要廢掉 而是要承傳
[00:05:42.160 --> 00:05:43.880]  我實在告訴你們
[00:05:43.880 --> 00:05:46.040]  就是天地都廢去
[00:05:46.040 --> 00:05:49.400]  律法的一點一劃也不能廢去
[00:05:49.400 --> 00:05:51.600]  直到一切都實現
[00:05:51.600 --> 00:05:55.880]  所以無論誰廢掉這誡命中最小的一條
[00:05:55.880 --> 00:05:58.680]  又教導人這樣做
[00:05:58.680 --> 00:06:01.560]  他在天國裏要稱為最小的
[00:06:01.560 --> 00:06:05.400]  但無論誰遵行並如此教導人的
[00:06:05.400 --> 00:06:08.440]  他在天國裏要稱為大
[00:06:08.440 --> 00:06:09.960]  我告訴你們
[00:06:09.960 --> 00:06:14.040]  你們的義若不勝過民事和法理塞人的義
[00:06:14.040 --> 00:06:16.240]  絕不能進天國」
