
[00:00:00.000 --> 00:00:02.800]  好,請我們再一次同心去禱告
[00:00:02.800 --> 00:00:07.080]  天父我們去仰望祢
[00:00:07.080 --> 00:00:10.640]  仰望祢這個話語向我們發出的時候
[00:00:10.640 --> 00:00:12.140]  大有能力
[00:00:12.140 --> 00:00:14.600]  主幫助我們去回應
[00:00:14.600 --> 00:00:17.220]  幫助我們的生命
[00:00:17.220 --> 00:00:18.780]  因著有祢
[00:00:18.780 --> 00:00:20.620]  不再充滿恐懼
[00:00:20.620 --> 00:00:22.260]  求祢的話語指教我們
[00:00:22.260 --> 00:00:23.900]  奉耶穌基督的聖名
[00:00:23.900 --> 00:00:24.900]  阿們
[00:00:24.900 --> 00:00:28.980]  有一個家庭,兒子考完試
[00:00:28.980 --> 00:00:30.300]  放暑假
[00:00:30.300 --> 00:00:33.020]  他們商量有什麼節目
[00:00:33.020 --> 00:00:36.900]  我爸爸建議今晚去鋸扒
[00:00:36.900 --> 00:00:38.180]  太太說
[00:00:38.180 --> 00:00:41.400]  不是啊,牛扒你不怕風牛症嗎?
[00:00:41.400 --> 00:00:43.520]  不是,我們去吃雞扒罷了
[00:00:43.520 --> 00:00:45.200]  你不怕禽驢感嗎?
[00:00:45.200 --> 00:00:47.980]  我們不去鋸扒了
[00:00:47.980 --> 00:00:50.040]  我們去鯉魚門吃海鮮
[00:00:50.040 --> 00:00:52.340]  你不怕有些雪茄毒嗎?
[00:00:52.340 --> 00:00:54.020]  我爸爸就很無忍
[00:00:54.020 --> 00:00:55.840]  不去吃了
[00:00:55.840 --> 00:00:59.220]  太太就說,暑假不如我們一起去旅行
[00:00:59.220 --> 00:01:00.740]  我們去開心
[00:01:00.740 --> 00:01:03.780]  我們去日本,現在香港很熱門的地點
[00:01:03.780 --> 00:01:05.660]  你不怕輻射嗎?
[00:01:05.660 --> 00:01:08.620]  不過韓國又有賣護膚品
[00:01:08.620 --> 00:01:10.960]  你不怕有中東呼吸症嗎?
[00:01:10.960 --> 00:01:13.620]  太太說不如去遠一點
[00:01:13.620 --> 00:01:16.160]  我們可以去歐洲,去美國
[00:01:16.160 --> 00:01:17.520]  老公就說
[00:01:17.520 --> 00:01:20.260]  你不怕現在的飛機又失蹤又失事嗎?
[00:01:20.260 --> 00:01:23.520]  兒子聽在心裡就很無忍了
[00:01:23.520 --> 00:01:24.660]  吃也沒得吃
[00:01:24.660 --> 00:01:26.320]  旅行又沒得去
[00:01:26.320 --> 00:01:29.320]  就去雪櫃拿杯果汁喝
[00:01:29.320 --> 00:01:32.740]  我媽媽說,小心點,你不怕有些塑化劑嗎?
[00:01:32.740 --> 00:01:34.700]  兒子就說,算了,我喝清水
[00:01:34.700 --> 00:01:37.200]  你不怕有含鉛量嗎?
[00:01:37.200 --> 00:01:42.820]  其實我們人生有很多懼怕
[00:01:42.820 --> 00:01:45.100]  船頭怕鬼,船尾怕賊
[00:01:45.100 --> 00:01:46.900]  很多恐懼
[00:01:46.900 --> 00:01:50.260]  有時候恐懼令我們過足不前
[00:01:50.260 --> 00:01:52.220]  應該說的東西不敢說
[00:01:52.220 --> 00:01:54.460]  應該做的東西不敢做
[00:01:54.460 --> 00:01:58.220]  在上個世紀有個很出名的英國哲學家
[00:01:58.220 --> 00:02:00.020]  他叫羅素
[00:02:00.020 --> 00:02:03.340]  他說原來現在這個美好的世界
[00:02:03.340 --> 00:02:05.420]  最大的障礙是什麼呢?
[00:02:05.420 --> 00:02:06.940]  是恐懼
[00:02:06.940 --> 00:02:11.500]  原來這個恐懼令到這個世界有很多破壞
[00:02:11.500 --> 00:02:16.340]  當然恐懼、懼怕不一定是負面的
[00:02:16.340 --> 00:02:18.180]  有時候都是正面的
[00:02:18.180 --> 00:02:21.940]  譬如你很怕車禍,你很怕被車撞
[00:02:21.940 --> 00:02:24.900]  你會過馬路很小心
[00:02:24.900 --> 00:02:29.020]  懼怕令你有保護自己,幫助自己
[00:02:29.020 --> 00:02:33.340]  但是懼怕有更多負面的效果
[00:02:33.340 --> 00:02:38.860]  而我們發覺原來懼怕是撒旦常常用的一招
[00:02:38.860 --> 00:02:40.740]  它令你害怕就可以了
[00:02:40.740 --> 00:02:43.780]  你害怕,你不去做
[00:02:43.780 --> 00:02:48.780]  你未必能夠完成上帝託付給你的使命
[00:02:48.780 --> 00:02:52.740]  在公司裏面,如果按著真理去打工
[00:02:52.740 --> 00:02:54.460]  很吃虧而已
[00:02:54.460 --> 00:02:59.060]  我怕吃虧的話,我就未必跟真理
[00:02:59.060 --> 00:03:01.980]  我怕見不到分,我很怕孤獨
[00:03:01.980 --> 00:03:06.500]  即使那個未信的都沒有辦法
[00:03:06.500 --> 00:03:09.060]  我怕沒錢,我怕沒安全感
[00:03:09.060 --> 00:03:11.780]  所以要拼命賺錢
[00:03:11.780 --> 00:03:13.300]  我很怕別人看不起我
[00:03:13.300 --> 00:03:15.580]  所以要做一些東西令人看得起我
[00:03:15.580 --> 00:03:18.340]  即使這些東西未必合神心意
[00:03:18.340 --> 00:03:21.900]  怕,有些東西未發生
[00:03:21.900 --> 00:03:26.700]  完全未有一撇,我們怕還是善
[00:03:26.700 --> 00:03:31.460]  令我們未必做到神想我們做的事情
[00:03:31.460 --> 00:03:35.460]  其實這一招,黎熙敏現在要面對
[00:03:35.460 --> 00:03:38.460]  其實黎熙敏的敵人去到第六章
[00:03:38.460 --> 00:03:41.780]  他用了這一招令你害怕
[00:03:41.780 --> 00:03:45.700]  如果大家一直去到黎熙敏的第六章
[00:03:45.700 --> 00:03:52.660]  你知道黎熙敏見到他家鄉耶路撒冷被火焚燒
[00:03:52.660 --> 00:03:54.180]  毀壞他很心痛
[00:03:54.180 --> 00:03:58.980]  他祈禱上帝回到家鄉開始建這個城牆
[00:03:58.980 --> 00:04:01.420]  在第四章開始你發覺有敵人
[00:04:01.420 --> 00:04:04.620]  有外敵,也有內憂
