
[00:00:00.000 --> 00:00:03.920]  各位聽眾朋友,我們繼續讀《譚耀利書》
[00:00:03.920 --> 00:00:05.940]  一本很精彩的書
[00:00:05.940 --> 00:00:08.460]  今天我們來到第四講
[00:00:08.460 --> 00:00:10.660]  就是《譚耀利》的第六章
[00:00:10.660 --> 00:00:15.280]  很出名的《一晚在獅子坑裡》
[00:00:15.280 --> 00:00:17.800]  譚耀利被拋入獅子坑
[00:00:17.800 --> 00:00:23.600]  在獅子坑中和獅子度過了一晚
[00:00:23.600 --> 00:00:28.880]  很多時候我們小時候就聽主學聖經故事
[00:00:28.880 --> 00:00:34.000]  很喜歡聽的就是譚耀利被拋入獅子坑中
[00:00:34.000 --> 00:00:35.840]  然後有些同學就扮獅子
[00:00:35.840 --> 00:00:38.520]  嘩!這樣在叫
[00:00:38.520 --> 00:00:42.320]  很多很精彩的故事
[00:00:42.320 --> 00:00:46.040]  譚耀利為什麼會被拋入獅子坑?
[00:00:46.040 --> 00:00:49.880]  就是因為他的信仰的緣故
[00:00:49.880 --> 00:00:53.180]  各位,原來今天我們在職場上
[00:00:53.180 --> 00:00:56.180]  很多時候都因著我們的信仰
[00:00:56.180 --> 00:01:00.140]  受到很多的逼迫、受到很多的攻擊
[00:01:00.140 --> 00:01:02.320]  受到別人的重傷
[00:01:02.320 --> 00:01:04.440]  受到別人去煽我們
[00:01:04.440 --> 00:01:06.520]  去背後插我們
[00:01:06.520 --> 00:01:10.680]  但是我們只要堅守我們的信仰
[00:01:10.680 --> 00:01:15.800]  神總會為我們開一條出路
[00:01:15.800 --> 00:01:19.400]  現在就來到大利烏王
[00:01:19.400 --> 00:01:24.840]  就是馬代和波斯的國度裡面
[00:01:24.840 --> 00:01:28.040]  大利烏這個王做王很長
[00:01:28.040 --> 00:01:33.680]  譚耀利就被立為三個總長之一
[00:01:33.680 --> 00:01:36.080]  這些總長是做什麼?
[00:01:36.080 --> 00:01:39.760]  因為在他們的國度裡面有很多的總督
[00:01:39.760 --> 00:01:43.760]  總督要向一個人報告
[00:01:43.760 --> 00:01:47.200]  於是譚耀利就立了三個總長
[00:01:47.200 --> 00:01:51.320]  譚耀利就是其中一個總長
[00:01:51.320 --> 00:01:55.040]  由於譚耀利他心中有神
[00:01:55.040 --> 00:01:56.960]  他有聖神的靈
[00:01:56.960 --> 00:02:01.640]  其實大利烏王更加喜愛這個譚耀利
[00:02:01.640 --> 00:02:07.480]  其他的官員看到譚耀利有沒有搞錯?
[00:02:07.480 --> 00:02:14.280]  被一個以色列人爬到這麼高
[00:02:14.280 --> 00:02:15.720]  還盯著我們
[00:02:15.720 --> 00:02:18.880]  他們心裡面很不順氣
[00:02:18.880 --> 00:02:21.160]  於是他們就找方法
[00:02:21.160 --> 00:02:24.000]  看看怎麼挑剔這個譚耀利
[00:02:24.000 --> 00:02:26.880]  發覺他行動很正直
[00:02:26.880 --> 00:02:28.920]  他辦事很公正
[00:02:28.920 --> 00:02:30.960]  他辦事很勤力
[00:02:30.960 --> 00:02:32.200]  頭頭是道
[00:02:32.200 --> 00:02:35.120]  一切的事情做得非常好
[00:02:35.120 --> 00:02:38.640]  唯有在他的信仰上面落實
[00:02:38.640 --> 00:02:41.800]  他們就發覺譚耀利經常都祈禱的
[00:02:41.800 --> 00:02:43.720]  於是他們就想辦法
[00:02:43.720 --> 00:02:45.840]  於是他們就跟大利烏王
[00:02:45.840 --> 00:02:48.360]  不如你立一道的禁令
[00:02:48.360 --> 00:02:52.720]  所有的人只准向你下拜
[00:02:52.720 --> 00:02:54.960]  向你祈禱
[00:02:54.960 --> 00:02:59.040]  不准向其他任何的神明祈禱
[00:02:59.040 --> 00:03:02.160]  如果觸犯你的禁令的話
[00:03:02.160 --> 00:03:05.960]  要被扔入獅子坑裡面
[00:03:05.960 --> 00:03:12.240]  大利烏王傻乎乎的被這些大神擺佈
[00:03:12.240 --> 00:03:15.640]  於是他就下了一道這樣的命令
[00:03:15.640 --> 00:03:19.080]  而且吸了他的玉璽
[00:03:19.080 --> 00:03:24.560]  就是說這個王令是不能夠更改的
[00:03:24.560 --> 00:03:26.400]  於是就公佈了
[00:03:26.400 --> 00:03:29.240]  在30天之內
[00:03:29.240 --> 00:03:33.280]  所有的人只能夠拜大利烏
[00:03:33.280 --> 00:03:35.480]  向大利烏祈禱
[00:03:35.480 --> 00:03:39.640]  不能夠向其他神明祈禱
[00:03:39.640 --> 00:03:44.880]  但你明明知道出了這個禁令
[00:03:44.880 --> 00:03:46.560]  但《聖經》怎麼記載呢?
[00:03:46.560 --> 00:03:48.080]  在第六章裡說
[00:03:48.080 --> 00:03:50.960]  他回到自己的家裡面
[00:03:50.960 --> 00:03:53.080]  他樓上有一個窗
[00:03:53.080 --> 00:03:57.080]  窗口是向著耶路撒冷
[00:03:57.080 --> 00:04:01.000]  他照往常的習慣
[00:04:01.000 --> 00:04:06.400]  每天三次打開這個窗
[00:04:06.400 --> 00:04:09.120]  向著耶路撒冷
[00:04:09.120 --> 00:04:12.440]  向他的神祈禱
[00:04:12.440 --> 00:04:15.400]  他明明知道禁令出了
[00:04:15.400 --> 00:04:17.400]  他沒有改
[00:04:17.400 --> 00:04:18.360]  一天三次
[00:04:18.360 --> 00:04:20.440]  祈禱兩次
[00:04:20.440 --> 00:04:21.920]  每天祈禱一次
[00:04:21.920 --> 00:04:23.080]  有時候我們心想
[00:04:23.080 --> 00:04:25.440]  希望那次沒有人看到
[00:04:25.440 --> 00:04:26.640]  不是
[00:04:26.640 --> 00:04:28.000]  他不改
[00:04:28.000 --> 00:04:30.720]  他仍然一天三次
[00:04:30.720 --> 00:04:33.640]  好像掃上一樣
[00:04:33.640 --> 00:04:35.120]  《聖經》的記載
[00:04:35.120 --> 00:04:38.160]  真的很讓我們得到幫助
[00:04:38.160 --> 00:04:41.200]  各位原來面對壓力
[00:04:41.200 --> 00:04:45.240]  面對有人要攻擊我們信仰的底線
[00:04:45.240 --> 00:04:48.360]  我們納定腳筋
[00:04:48.360 --> 00:04:50.560]  絕不動搖
[00:04:50.560 --> 00:04:51.640]  我是習慣了
[00:04:51.640 --> 00:04:54.000]  每天三次向耶路撒冷祈禱
[00:04:54.000 --> 00:04:55.440]  我還不改
[00:04:55.440 --> 00:04:57.520]  我就要堅持
[00:04:57.520 --> 00:05:02.400]  每天三次都向我的神祈禱
[00:05:02.400 --> 00:05:04.200]  沒有壓力
[00:05:04.200 --> 00:05:07.400]  沒有東西可以抵銷我這個
[00:05:07.400 --> 00:05:09.120]  這麼美好的習慣
[00:05:09.120 --> 00:05:11.520]  因為我敬畏我的神
[00:05:11.520 --> 00:05:13.600]  因為我愛我的神
[00:05:13.600 --> 00:05:16.920]  因為我將神放棄第一位
[00:05:16.920 --> 00:05:18.320]  放棄首位
[00:05:18.320 --> 00:05:21.680]  所以我不怕王的命令
[00:05:21.680 --> 00:05:24.480]  明知會被扔入獅子坑
[00:05:24.480 --> 00:05:27.640]  但是我不畏懼
[00:05:27.640 --> 00:05:31.040]  於是那些大神就抓到痛腳
[00:05:31.040 --> 00:05:33.400]  就趕快向王報告
[00:05:33.400 --> 00:05:34.120]  他說
[00:05:34.120 --> 00:05:36.000]  你的朝裏面有一個人
[00:05:36.000 --> 00:05:38.760]  竟然間觸犯了這個禁令
[00:05:38.760 --> 00:05:40.760]  他每天三次向耶路撒冷祈禱
[00:05:40.760 --> 00:05:41.680]  這個就是誰
[00:05:41.680 --> 00:05:43.720]  就是你很疼愛的丹尼
[00:05:43.720 --> 00:05:47.680]  王當時心都冷了一肚子
[00:05:47.680 --> 00:05:49.200]  其實他知道
[00:05:49.200 --> 00:05:53.400]  神一定會保護丹尼
