
[00:00:00.000 --> 00:00:03.560]  今天是教會的兒童主日
[00:00:03.560 --> 00:00:07.040]  當這個海報出了寫著兒童主日的時候
[00:00:07.040 --> 00:00:09.920]  我收到很多電話和WhatsApp
[00:00:09.920 --> 00:00:12.600]  大家都說很開心
[00:00:12.600 --> 00:00:14.920]  我們可以和我們的小朋友
[00:00:14.920 --> 00:00:17.160]  一起來大堂崇拜
[00:00:17.160 --> 00:00:18.600]  我們未試過的
[00:00:18.600 --> 00:00:21.480]  我說未試過,繼續都是未試過的
[00:00:21.480 --> 00:00:23.880]  因為是講給大人聽的
[00:00:23.880 --> 00:00:26.360]  其實很早期的時候
[00:00:26.360 --> 00:00:27.720]  我們在Frama
[00:00:27.720 --> 00:00:29.520]  真的是兒童主日
[00:00:29.520 --> 00:00:34.160]  我記得吳師母在台上坐著
[00:00:34.160 --> 00:00:37.000]  有主日學的小朋友圍著她
[00:00:37.000 --> 00:00:38.840]  她講了一個故事之後
[00:00:38.840 --> 00:00:41.800]  然後對著會眾講道
[00:00:41.800 --> 00:00:46.000]  當時主日學的小朋友只有二十個左右
[00:00:46.000 --> 00:00:47.680]  但今天有二百多個
[00:00:47.680 --> 00:00:49.640]  所以台上都坐不下了
[00:00:49.640 --> 00:00:52.320]  所以我說給大人聽
[00:00:52.320 --> 00:00:55.480]  你又發現兒童主日學
[00:00:55.480 --> 00:00:57.320]  即是講給父母聽
[00:00:57.320 --> 00:00:59.720]  有沒有人好像很想走
[00:00:59.720 --> 00:01:00.600]  但不是的
[00:01:00.600 --> 00:01:04.280]  神的話語是講給我們每一個人聽的
[00:01:04.280 --> 00:01:07.120]  今天這段經文是出自《針研》
[00:01:07.120 --> 00:01:09.240]  《針研》很特別的
[00:01:09.240 --> 00:01:11.640]  它總共有三十一章
[00:01:11.640 --> 00:01:15.920]  我們很記得當時吳牧師教我們怎樣讀《針研》
[00:01:15.920 --> 00:01:19.040]  他說你每天讀一章
[00:01:19.040 --> 00:01:22.480]  如果三十日那個月你就讀兩章
[00:01:22.480 --> 00:01:24.000]  一年有十二個月
[00:01:24.000 --> 00:01:26.640]  你就讀了十二次《針研》
[00:01:26.640 --> 00:01:31.120]  你不多不少都會在這裡取得智慧吧
[00:01:31.120 --> 00:01:32.480]  我挑戰一下大家
[00:01:32.480 --> 00:01:36.320]  今晚開始每天讀一章《針研》
[00:01:36.320 --> 00:01:39.400]  看看你會否得到一些智慧
[00:01:39.400 --> 00:01:41.760]  今天我講這個題目
[00:01:41.760 --> 00:01:46.680]  是關於你不知道你搜到些什麼
[00:01:46.680 --> 00:01:48.400]  在《針研》裏面
[00:01:48.400 --> 00:01:50.320]  是很特別的一個格式
[00:01:50.320 --> 00:01:52.520]  它是兩節兩節
[00:01:52.520 --> 00:01:54.520]  你要搜到些什麼呢
[00:01:54.520 --> 00:01:58.760]  神又很體貼地賜予一些東西給你
[00:01:58.760 --> 00:02:01.040]  在這裏講到
[00:02:01.040 --> 00:02:02.600]  第一點我們說
[00:02:02.600 --> 00:02:04.640]  祂要謹守誡命
[00:02:04.640 --> 00:02:08.480]  祂說我兒不要忘記我的教誨
[00:02:08.480 --> 00:02:11.800]  你的心要遵守我的命令
[00:02:11.800 --> 00:02:14.200]  因為你遵守了我的命令
[00:02:14.200 --> 00:02:16.680]  我就加給你長久的日子
[00:02:16.680 --> 00:02:19.760]  生命的年數和平安
[00:02:19.760 --> 00:02:22.320]  在第三章裏面
[00:02:22.320 --> 00:02:24.720]  所羅門王對他的兒子
[00:02:24.720 --> 00:02:27.120]  講及這個智慧
[00:02:27.120 --> 00:02:28.120]  他告訴他
[00:02:28.120 --> 00:02:30.560]  如果你要得到真正的智慧
[00:02:30.560 --> 00:02:33.560]  你必須要去過敬虔的生活
[00:02:33.560 --> 00:02:36.800]  你必須要遵行神的道
[00:02:36.800 --> 00:02:39.680]  不知道大家回到家裏會否坐下來
[00:02:39.680 --> 00:02:41.640]  和你的家人說一下
[00:02:41.640 --> 00:02:45.080]  怎樣才可以得到智慧呢
[00:02:45.080 --> 00:02:46.920]  這裏告訴我們
[00:02:46.920 --> 00:02:48.680]  如果我們要得到智慧
[00:02:48.680 --> 00:02:51.360]  就必須要聽神的管教
[00:02:51.360 --> 00:02:52.880]  聽神的命令
[00:02:52.880 --> 00:02:54.360]  神很體貼
[00:02:54.360 --> 00:02:55.480]  祂告訴我們
[00:02:55.480 --> 00:02:57.880]  祂會給我們長壽
[00:02:57.880 --> 00:02:59.600]  不單有長壽
[00:02:59.600 --> 00:03:01.600]  還要有平安
[00:03:01.600 --> 00:03:03.360]  當你現在在電視節目
[00:03:03.360 --> 00:03:06.280]  晚上說長命百二歲
[00:03:06.280 --> 00:03:08.400]  如果當你有百二歲的時候
[00:03:08.400 --> 00:03:09.920]  你沒有平安的話
[00:03:09.920 --> 00:03:11.880]  這並不是一個福份
[00:03:11.880 --> 00:03:14.400]  當你有長壽而有平安
[00:03:14.400 --> 00:03:18.400]  這才是耶和華最體貼的福份
[00:03:18.400 --> 00:03:22.240]  很多時候我們都會教導小朋友
[00:03:22.240 --> 00:03:25.240]  怎樣去成為一個
[00:03:25.240 --> 00:03:28.520]  在你心目中一個乖巧的小朋友
[00:03:28.520 --> 00:03:30.880]  但其實我們作為父母
[00:03:30.880 --> 00:03:32.440]  我們都很想他們
[00:03:32.440 --> 00:03:35.040]  健康快樂地成長
[00:03:35.040 --> 00:03:37.160]  到底怎樣才可以讓小朋友
[00:03:37.160 --> 00:03:39.360]  健康快樂地成長呢
[00:03:39.360 --> 00:03:43.160]  是否就是父母要上多幾個育兒班
[00:03:43.160 --> 00:03:46.240]  了解多些怎樣去教導小朋友
[00:03:46.240 --> 00:03:48.880]  甚至要小朋友很辛苦地
[00:03:48.880 --> 00:03:50.960]  去考二十多間學校
[00:03:50.960 --> 00:03:52.960]  然後去名校
[00:03:52.960 --> 00:03:57.000]  為他安排所有課外活動
[00:03:57.000 --> 00:04:01.200]  這些才是主耶穌要的東西呢
[00:04:01.200 --> 00:04:02.720]  其實有很多時候
[00:04:02.720 --> 00:04:05.960]  我們在生活上一些很少的知識
[00:04:05.960 --> 00:04:09.520]  我們有沒有留心去教導他們呢
[00:04:09.520 --> 00:04:12.160]  好像前一陣子
[00:04:12.160 --> 00:04:14.080]  在新年前
[00:04:14.080 --> 00:04:16.600]  有一個小朋友不舒服
[00:04:16.600 --> 00:04:19.680]  差不多上完主一學
[00:04:19.680 --> 00:04:21.480]  老師就帶他出來
[00:04:21.480 --> 00:04:24.400]  他眼淚快要掉出來了
[00:04:24.400 --> 00:04:25.400]  我們就問他
[00:04:25.400 --> 00:04:28.520]  打算叫爸爸媽媽早點接他
[00:04:28.520 --> 00:04:29.800]  因為他肚子痛
[00:04:29.800 --> 00:04:31.000]  就問他
[00:04:31.000 --> 00:04:33.400]  你媽媽叫什麼名字
[00:04:33.400 --> 00:04:35.240]  他就答媽咪
[00:04:35.240 --> 00:04:37.440]  不是呀 你媽媽有個名字
[00:04:37.440 --> 00:04:38.440]  叫什麼呀
[00:04:38.440 --> 00:04:39.440]  媽咪
[00:04:39.440 --> 00:04:41.160]  不問了
[00:04:41.160 --> 00:04:44.480]  這次就問爸爸
[00:04:44.480 --> 00:04:46.440]  你爸爸叫什麼名字
[00:04:46.440 --> 00:04:48.320]  他答得很快
[00:04:48.320 --> 00:04:49.640]  老公
[00:04:49.640 --> 00:04:53.640]  老公
[00:04:53.640 --> 00:04:55.680]  如是者幾個回合
[00:04:55.680 --> 00:04:57.160]  很快
[00:04:57.160 --> 00:04:59.280]  媽咪和老公就上來了
[00:04:59.280 --> 00:05:02.000]  這個小朋友一見到他們就很開心
[00:05:02.000 --> 00:05:03.240]  我們當然說
[00:05:03.240 --> 00:05:06.120]  你要教小朋友你的名字
[00:05:06.120 --> 00:05:08.240]  不然下一次他有什麼事
[00:05:08.240 --> 00:05:10.200]  我們找不到你
[00:05:10.200 --> 00:05:12.160]  不知道大家有沒有試過
[00:05:12.160 --> 00:05:14.680]  在主一學放學的時候上二樓
[00:05:14.680 --> 00:05:16.720]  很多老人甲乙丙
[00:05:16.720 --> 00:05:19.440]  有個小朋友的朋友
[00:05:19.440 --> 00:05:20.560]  聽到我們說
[00:05:20.560 --> 00:05:22.800]  要知道媽媽的名字
[00:05:22.800 --> 00:05:23.840]  他就很快
[00:05:23.840 --> 00:05:25.160]  我知道我媽媽的名字
[00:05:25.160 --> 00:05:26.680]  我媽媽的名字是什麼
[00:05:26.680 --> 00:05:29.200]  她屬豬 三十五歲
[00:05:29.200 --> 00:05:33.720]  旁邊總有一些阿姨
[00:05:33.720 --> 00:05:36.840]  你三十五歲了 保養得很好
[00:05:36.840 --> 00:05:40.160]  我們是要有智慧的
[00:05:40.160 --> 00:05:42.640]  哪些要教小朋友知道
[00:05:42.640 --> 00:05:44.840]  哪些不用說得那麼清楚
[00:05:44.840 --> 00:05:46.320]  這個我很清楚
[00:05:46.320 --> 00:05:48.640]  所以我有個五歲的兒生
[00:05:48.640 --> 00:05:49.560]  他經常問
[00:05:49.560 --> 00:05:50.640]  姨媽你屬什麼
[00:05:50.640 --> 00:05:52.080]  我說我屬豬
[00:05:52.080 --> 00:05:53.600]  不是啊 你屬什麼
[00:05:53.600 --> 00:05:54.400]  那些動物
[00:05:54.400 --> 00:05:55.400]  我說貓
[00:05:55.400 --> 00:05:58.920]  他說了之後他就離開了
[00:05:58.920 --> 00:06:01.800]  所以我們真的教導小朋友
[00:06:01.800 --> 00:06:03.760]  是有智慧的
[00:06:03.760 --> 00:06:05.480]  我們作為基督徒的父母
[00:06:05.480 --> 00:06:07.160]  我們在日常生活裡面
[00:06:07.160 --> 00:06:09.960]  我們應該從小就教導他
[00:06:09.960 --> 00:06:11.880]  認識主的道
[00:06:11.880 --> 00:06:14.680]  認識什麼是主的愛
[00:06:14.680 --> 00:06:16.240]  我們曾經說
[00:06:16.240 --> 00:06:18.240]  二人行為順征
[00:06:18.240 --> 00:06:21.400]  他後代的子孫有福
[00:06:21.400 --> 00:06:23.000]  同樣我們經常聽到
[00:06:23.000 --> 00:06:25.760]  在《真言二十二章》六節裡說
[00:06:25.760 --> 00:06:28.480]  教養孩童走當行的道
[00:06:28.480 --> 00:06:32.040]  就事到老也不偏離
[00:06:32.040 --> 00:06:33.840]  我們經常都以為
[00:06:33.840 --> 00:06:37.240]  這句話很多人都解到一半
[00:06:37.240 --> 00:06:38.480]  解不到另一半
[00:06:38.480 --> 00:06:40.520]  解到一半就是以為
[00:06:40.520 --> 00:06:44.160]  小時候跟他們說聖經故事
[00:06:44.160 --> 00:06:46.560]  帶他們回來主日學
[00:06:46.560 --> 00:06:50.640]  這樣他們就走在當行的路上
[00:06:50.640 --> 00:06:51.640]  你又想想
[00:06:51.640 --> 00:06:53.840]  只是說聖經故事
[00:06:53.840 --> 00:06:55.280]  回來主日學
[00:06:55.280 --> 00:06:58.200]  是不是可以讓他們
[00:06:58.200 --> 00:07:01.480]  到老都不偏離呢
[00:07:01.480 --> 00:07:04.960]  其實聖經真正告訴我們的是
[00:07:04.960 --> 00:07:07.400]  每一個人都是一個個體
[00:07:07.400 --> 00:07:10.520]  每一個人都有他獨特的性格
[00:07:10.520 --> 00:07:15.040]  我們要讓他走在他自己的道路當中
[00:07:15.040 --> 00:07:19.120]  神為我們每一個人安排了的一條路當中
[00:07:19.120 --> 00:07:21.440]  當我們願意踏上
[00:07:21.440 --> 00:07:24.880]  神為我們安排的道路當中的時候
[00:07:24.880 --> 00:07:27.240]  他就保守我們
[00:07:27.240 --> 00:07:28.200]  怎樣啊?
[00:07:28.200 --> 00:07:31.680]  道路都不偏離
[00:07:31.680 --> 00:07:35.040]  神是一個有真有活的神
[00:07:35.040 --> 00:07:37.800]  祂很想賜給我們
[00:07:37.800 --> 00:07:40.560]  我們這麼豐盛的產業
[00:07:40.560 --> 00:07:43.720]  祂要我們栽培它成長
[00:07:43.720 --> 00:07:49.120]  但是否真的上下幾堂教養
[00:07:49.120 --> 00:07:51.080]  就會做到呢?
[00:07:51.080 --> 00:07:53.800]  神不是要我們一開始的時候
[00:07:53.800 --> 00:07:57.400]  學習怎樣管教我們的小朋友
[00:07:57.400 --> 00:08:01.120]  祂要我們首先要學習的是
[00:08:01.120 --> 00:08:04.880]  我們怎樣做好父母
[00:08:04.880 --> 00:08:07.640]  做好一個父母不簡單
[00:08:07.640 --> 00:08:12.440]  你想想做醫生做護士做老師做很多行業
[00:08:12.440 --> 00:08:13.200]  都怎樣?
[00:08:13.200 --> 00:08:14.440]  都有實習
[00:08:14.440 --> 00:08:17.960]  唯獨是做父母有沒有得先實習?
[00:08:17.960 --> 00:08:18.720]  沒有啊
[00:08:18.720 --> 00:08:20.200]  一來就做了
[00:08:20.200 --> 00:08:25.520]  我們怎樣才可以做到一個好的父母呢?
[00:08:25.520 --> 00:08:27.720]  這裡告訴我們
[00:08:27.720 --> 00:08:31.560]  我們真的要去看準上帝
[00:08:31.560 --> 00:08:36.560]  上帝創造我們每一個人帶領著我們去每一條路
[00:08:36.560 --> 00:08:40.040]  但是憑我過去的經驗告訴我
[00:08:40.040 --> 00:08:47.280]  很多父母都很想他完成自己未能完成的願望
[00:08:47.280 --> 00:08:51.920]  或者去承繼自己的衣缽
[00:08:51.920 --> 00:08:56.960]  於是他就很用心去栽培他成為醫生啊
[00:08:56.960 --> 00:08:58.120]  律師啊
[00:08:58.120 --> 00:09:00.200]  怎樣啊
[00:09:00.200 --> 00:09:02.440]  但是在我教書期間
[00:09:02.440 --> 00:09:04.840]  有一個家庭很特別的
[00:09:04.840 --> 00:09:05.840]  他是怎樣呢?
[00:09:05.840 --> 00:09:08.040]  有一天有一個小朋友
[00:09:08.040 --> 00:09:11.160]  不知道大家有沒有留意現在的小朋友
[00:09:11.160 --> 00:09:15.960]  夏天三十多度還穿著毛衣
