
[00:00:00.000 --> 00:00:05.760]  如果你再想想下個月已經是2020年了
[00:00:05.760 --> 00:00:10.000]  你有沒有想過今年好像已經剩下最後一個月
[00:00:10.000 --> 00:00:14.480]  回想起來不知道你覺得今年你過得怎樣呢
[00:00:14.480 --> 00:00:21.280]  我相信可能對我們很多人來說今年都挺難過的
[00:00:21.280 --> 00:00:29.360]  特別我們可能有半年的時間都在社會的困擾當中
[00:00:29.360 --> 00:00:33.200]  甚至可能我們一些生活都很受影響
[00:00:33.200 --> 00:00:35.760]  地鐵很早就關了
[00:00:35.760 --> 00:00:38.560]  有一次去調裝備的時候
[00:00:38.560 --> 00:00:40.560]  我就跟弟兄姊妹說
[00:00:40.560 --> 00:00:43.600]  今天九點半就要放學了
[00:00:43.600 --> 00:00:46.800]  但是九點半放學我都趕不到地鐵
[00:00:46.800 --> 00:00:49.280]  因為地鐵十點就關了
[00:00:49.280 --> 00:00:51.520]  聽說那些地鐵是怎樣的呢
[00:00:51.520 --> 00:00:53.840]  就是說你就算中途搭到那個站
[00:00:53.840 --> 00:00:56.880]  十點就要你下車離開那個站
[00:00:56.880 --> 00:01:00.640]  所以今年真的很不方便
[00:01:00.640 --> 00:01:04.240]  所以我們看到12月
[00:01:04.240 --> 00:01:06.800]  其實也是我們剛才也說了
[00:01:06.800 --> 00:01:11.520]  我們預備一個很重要的聖誕節的來臨
[00:01:11.520 --> 00:01:14.720]  在教會年裡面
[00:01:14.720 --> 00:01:18.320]  其實今天就叫做張臨期第一主日
[00:01:18.320 --> 00:01:22.080]  因為其實在聖誕節之前有四個主日
[00:01:22.080 --> 00:01:24.080]  都叫做張臨期
[00:01:24.080 --> 00:01:25.360]  今天是第一個主日
[00:01:25.360 --> 00:01:26.640]  下個星期第二個主日
[00:01:26.640 --> 00:01:31.120]  如此類推去到第四個主日
[00:01:31.120 --> 00:01:35.360]  所以22號就是我們的第四個主日
[00:01:35.360 --> 00:01:37.360]  25號就是我們的聖誕節
[00:01:37.360 --> 00:01:39.760]  所以在這段時間裡面
[00:01:39.760 --> 00:01:42.880]  教會年也都告訴我們
[00:01:42.880 --> 00:01:45.600]  這個是教會年的新年
[00:01:45.600 --> 00:01:47.360]  為什麼呢
[00:01:47.360 --> 00:01:49.680]  因為上個星期就叫做基督君王
[00:01:49.680 --> 00:01:53.520]  基督君王就是主耶穌作主作王在地上
[00:01:53.520 --> 00:01:57.280]  跟著我們這個星期就是要紀念
[00:01:57.280 --> 00:02:00.560]  道成肉身的主來到我們當中
[00:02:00.560 --> 00:02:04.400]  所以今天也有一個顏色
[00:02:04.400 --> 00:02:06.880]  不知道你們知不知道
[00:02:06.880 --> 00:02:08.720]  張臨期有什麼顏色
[00:02:08.720 --> 00:02:12.800]  不要緊我年年都會說
[00:02:12.800 --> 00:02:15.280]  不過今年忘了是明年
[00:02:15.280 --> 00:02:17.600]  通常是紫色的
[00:02:17.600 --> 00:02:21.520]  我們通常用紫色代表張臨期
[00:02:21.520 --> 00:02:23.280]  紫色有幾個意思
[00:02:23.280 --> 00:02:25.280]  一方面代表尊貴
[00:02:25.280 --> 00:02:28.800]  也都是代表等候和警醒
[00:02:28.800 --> 00:02:34.800]  因為張臨節期同時也是聖誕節預備和期待
[00:02:34.800 --> 00:02:38.000]  其實我們有一個雙重的期待
[00:02:38.000 --> 00:02:41.600]  一方面我們是期待聖誕節
[00:02:41.600 --> 00:02:43.120]  就是紀念主耶穌
[00:02:43.120 --> 00:02:45.840]  他道成肉身來到這個世間
[00:02:45.840 --> 00:02:49.120]  但同時我們也都是期待未來
[00:02:49.120 --> 00:02:52.000]  希望聖誕節所代表的意義
[00:02:52.000 --> 00:02:55.760]  能夠在未來能夠在終極的地方
[00:02:55.760 --> 00:02:58.720]  終極的實踐
[00:02:58.720 --> 00:03:02.560]  所以教會年裏面有三代經課
[00:03:02.560 --> 00:03:06.080]  三代經課裏面通常會用三段聖經
[00:03:06.080 --> 00:03:11.520]  舊約詩篇和新約經文串連一個信息
[00:03:11.520 --> 00:03:15.600]  我們浸信會人比較少用這種經課講道
[00:03:15.600 --> 00:03:20.480]  因為我們覺得一次過處理三段經文很不簡單
[00:03:20.480 --> 00:03:22.720]  三段都要解釋得很清楚
[00:03:22.720 --> 00:03:24.640]  不過後來我經過思想的時候
[00:03:24.640 --> 00:03:28.640]  其實他們這樣編寫是有一個神學上的意思
[00:03:28.640 --> 00:03:33.120]  就是他不是要每一段經都解釋得很仔細
[00:03:33.120 --> 00:03:36.560]  反而他是將每一段經文放在一起的時候
[00:03:36.560 --> 00:03:39.600]  我們從經文裏面給到我們的含義
[00:03:39.600 --> 00:03:43.600]  我們看到整個信息立體起來
[00:03:43.600 --> 00:03:46.160]  所以今天我們和大家去思想
[00:03:46.160 --> 00:03:51.600]  張臨奇對我們這一班屬他的兒女有什麼意義呢
[00:03:51.600 --> 00:03:54.480]  我們既然是一班夢神赦免的子民
[00:03:54.480 --> 00:04:00.240]  究竟這個期待對我們今天有什麼應用和提醒呢
[00:04:00.240 --> 00:04:03.200]  讓我們一起禱告
[00:04:03.200 --> 00:04:05.440]  慈愛天父
[00:04:05.440 --> 00:04:10.240]  我們今天要在你的面前期待聖誕節的來臨
[00:04:10.240 --> 00:04:14.960]  這個期待不單止是紀念昔日你道成肉身來到這個世間上
[00:04:14.960 --> 00:04:17.520]  為我們的罪釘身十字架
[00:04:17.520 --> 00:04:20.400]  我們又期待有一天你要再來
[00:04:20.400 --> 00:04:22.160]  你去主持公道
[00:04:22.160 --> 00:04:24.320]  行公平行公義
[00:04:24.320 --> 00:04:26.800]  以致這個真相能夠顯明
[00:04:26.800 --> 00:04:29.360]  以致復和能夠展開
[00:04:29.360 --> 00:04:31.280]  主耶穌你幫助我們
[00:04:31.280 --> 00:04:34.080]  這個期待由過去到未來
[00:04:34.080 --> 00:04:36.800]  都在我們的心中引領我們
[00:04:36.800 --> 00:04:38.960]  我們這樣在你面前祈禱感恩
[00:04:38.960 --> 00:04:41.200]  奉基督寶貴名字祈求
[00:04:41.200 --> 00:04:42.880]  阿們
[00:04:42.880 --> 00:04:45.200]  張臨期的來臨對我們第一個意義
[00:04:45.200 --> 00:04:48.320]  就是神在光明中行走
[00:04:48.320 --> 00:04:52.640]  經文是記載在以賽亞書第二章第一到第五節
[00:04:52.640 --> 00:04:54.080]  不如我們一起讀
[00:04:54.080 --> 00:04:55.360]  今天會讀多一點經文
[00:04:55.360 --> 00:04:56.480]  預備起
[00:04:56.480 --> 00:04:59.600]  阿摩斯的兒子以賽亞所見
[00:04:59.600 --> 00:05:02.720]  有關猶大和耶路撒冷的事
[00:05:02.720 --> 00:05:04.080]  末後的日子
[00:05:04.080 --> 00:05:06.560]  耶和華殿的山必建立
[00:05:06.560 --> 00:05:08.000]  超乎諸山
[00:05:08.000 --> 00:05:10.000]  高舉過於萬靈
[00:05:10.000 --> 00:05:13.280]  萬國都要留歸這山
[00:05:13.280 --> 00:05:15.520]  必有許多民族前往
[00:05:15.520 --> 00:05:18.960]  說:來吧!我們登耶和華的山
[00:05:18.960 --> 00:05:20.960]  到雅各臣的殿
[00:05:20.960 --> 00:05:23.760]  他必為他的道教導我們
[00:05:23.760 --> 00:05:26.000]  我們也要行他的路
[00:05:26.000 --> 00:05:28.720]  因為教誨必出於錫安
[00:05:28.720 --> 00:05:32.800]  耶和華的言語必出於耶路撒冷
[00:05:32.800 --> 00:05:35.920]  他必在萬國中施行審判
[00:05:35.920 --> 00:05:38.880]  為許多民族斷定是非
[00:05:38.880 --> 00:05:41.600]  他們要將刀打成泥頭
[00:05:41.600 --> 00:05:43.680]  把槍打成鐮刀
[00:05:43.680 --> 00:05:46.320]  這國不舉刀攻擊那國
[00:05:46.320 --> 00:05:48.960]  他們也不再學習戰事
[00:05:48.960 --> 00:05:50.960]  雅各加!來吧!
[00:05:50.960 --> 00:05:54.800]  讓我們在耶和華的光明中行走
[00:05:54.800 --> 00:05:58.160]  我相信這段經文告訴我們一個期待
[00:05:58.160 --> 00:06:01.440]  就是期待主在末後的日子
[00:06:01.440 --> 00:06:04.880]  這個耶和華殿的山就是講錫安山
[00:06:04.880 --> 00:06:08.320]  這個錫安山就是代表神的殿的所在
[00:06:08.320 --> 00:06:11.920]  萬國萬民都要返回這個山裏
[00:06:11.920 --> 00:06:13.920]  而我們去這個山裏
[00:06:13.920 --> 00:06:17.280]  就是渴望神將他的道教導我們
[00:06:17.280 --> 00:06:19.680]  將他的路指引我們
[00:06:19.680 --> 00:06:21.200]  如果這段經文裏面
[00:06:21.200 --> 00:06:23.520]  你也看到在末後的日子
[00:06:23.520 --> 00:06:27.120]  原本戰爭的事情都要終結
[00:06:27.120 --> 00:06:30.400]  因為那些戰爭的器具都要改變
[00:06:30.400 --> 00:06:32.160]  刀要打成泥頭
[00:06:32.160 --> 00:06:34.960]  那些槍要打成鐮刀
[00:06:34.960 --> 00:06:36.640]  不再有戰爭
[00:06:36.640 --> 00:06:39.360]  因為不再需要有戰爭
[00:06:39.360 --> 00:06:42.480]  所以在這段經文裏面
[00:06:42.480 --> 00:06:44.000]  耳塞就呼籲說
[00:06:44.000 --> 00:06:45.680]  雅各加!來吧!
[00:06:45.680 --> 00:06:50.960]  讓我們在耶和華的光明中行走
[00:06:50.960 --> 00:06:53.600]  當主他要再回來的時候
[00:06:53.600 --> 00:06:57.840]  他要結束這個世間上的戰爭的時候
[00:06:57.840 --> 00:07:03.360]  我們就恢復我們光明的景況
[00:07:03.360 --> 00:07:06.160]  另外有一段經文我沒有打出來
[00:07:06.160 --> 00:07:09.040]  也是說這個光明
[00:07:09.040 --> 00:07:12.320]  就是在羅馬書第十三章
[00:07:12.320 --> 00:07:14.480]  第十一到第十四節
[00:07:14.480 --> 00:07:15.840]  經文是這樣說的
[00:07:15.840 --> 00:07:17.760]  「還有你們要知道
[00:07:17.760 --> 00:07:22.000]  現在正是該從睡夢中醒來的時候了
[00:07:22.000 --> 00:07:23.280]  因為我們得救
[00:07:23.280 --> 00:07:26.480]  現在比初信的時候更近了
[00:07:26.480 --> 00:07:27.680]  黑夜已深
[00:07:27.680 --> 00:07:29.280]  白晝將近
[00:07:29.280 --> 00:07:31.760]  所以我們該除去暗昧的行為
[00:07:31.760 --> 00:07:33.760]  帶上光明的兵器
[00:07:33.760 --> 00:07:35.840]  行事為人要端正
[00:07:35.840 --> 00:07:38.080]  好將在白晝行走
[00:07:38.080 --> 00:07:39.680]  不可謊言醉酒
[00:07:39.680 --> 00:07:41.280]  不可好色淫蕩
[00:07:41.280 --> 00:07:42.960]  不可紛爭嫉妒
[00:07:42.960 --> 00:07:45.600]  總要披戴主耶穌基督
[00:07:45.600 --> 00:07:47.920]  不要只顧滿足肉體
[00:07:47.920 --> 00:07:50.480]  去放縱私慾」
[00:07:50.480 --> 00:07:52.240]  當我們在光明中行走的時候
[00:07:52.240 --> 00:07:55.040]  這段經文又提醒我們
[00:07:55.040 --> 00:07:56.320]  黑夜已深
[00:07:56.320 --> 00:07:58.400]  即是說我們現在是一個黑夜的時代
[00:07:58.400 --> 00:08:00.960]  但是白晝將要來臨了
[00:08:00.960 --> 00:08:03.280]  當白晝要來臨之前
[00:08:03.280 --> 00:08:05.360]  我們要除去暗昧的行為
[00:08:05.360 --> 00:08:08.160]  帶上一個光明的兵器
[00:08:08.160 --> 00:08:11.520]  我們要披戴我們的主耶穌基督
[00:08:11.520 --> 00:08:12.400]  因為經文說
[00:08:12.400 --> 00:08:17.520]  我們得救現在比初信的時候更近了
[00:08:17.520 --> 00:08:19.680]  今天我們這一班屬他的子民
[00:08:19.680 --> 00:08:21.280]  我們要在光明中行走
[00:08:21.280 --> 00:08:22.800]  就是我們的生命
[00:08:22.800 --> 00:08:26.880]  要將我們的邪情私慾在神的裏面除去
[00:08:26.880 --> 00:08:29.920]  就是要除去暗昧的行為
[00:08:29.920 --> 00:08:31.600]  我不知道在我們的生命裏面
[00:08:31.600 --> 00:08:34.960]  有什麼地方我們需要神的光照
[00:08:34.960 --> 00:08:36.880]  當我們說在光明中行走之前
[00:08:36.880 --> 00:08:41.600]  第一件事就是我們的生命要先被神光照
[00:08:41.600 --> 00:08:45.920]  基督徒是一個不斷悔改的人
[00:08:45.920 --> 00:08:48.080]  不是因為我決志舉手那一刻
[00:08:48.080 --> 00:08:50.080]  我信耶穌我就悔改
[00:08:50.080 --> 00:08:50.720]  不是的
[00:08:50.720 --> 00:08:52.720]  就是我們每天的生活裏面
[00:08:52.720 --> 00:08:54.880]  我們都會求聖靈光照我們
[00:08:54.880 --> 00:08:58.240]  我們所言所行所思所想
[00:08:58.240 --> 00:09:00.880]  是不是有不合神心意的地方
[00:09:00.880 --> 00:09:03.840]  是不是有得罪人、攻擊人的地方
[00:09:03.840 --> 00:09:05.280]  是不是我們的生命裏面
[00:09:05.280 --> 00:09:08.960]  有一些地方令人叛倒
[00:09:08.960 --> 00:09:10.640]  這些都是我們生命裏面
[00:09:10.640 --> 00:09:15.200]  每天都要求主驅除我們內心的黑暗
[00:09:15.200 --> 00:09:16.800]  帶上光明的兵器
[00:09:16.800 --> 00:09:18.320]  就是在神的道裏面
[00:09:18.320 --> 00:09:20.080]  我們活出神的話語
[00:09:20.080 --> 00:09:23.280]  我們行走神要我們走的路
[00:09:23.280 --> 00:09:27.040]  披戴主耶穌基督這個名很有意思
[00:09:27.040 --> 00:09:30.080]  我們很多時候在傳統來說
[00:09:30.080 --> 00:09:33.040]  牧師就會有一件牧師袍
[00:09:33.040 --> 00:09:36.320]  師班就會有個師班袍
[00:09:36.320 --> 00:09:38.720]  我們很喜歡穿袍
[00:09:38.720 --> 00:09:41.440]  這個袍是代表什麼呢
[00:09:41.440 --> 00:09:44.160]  我們本身是普通人
[00:09:44.160 --> 00:09:45.040]  但是穿了這個袍
[00:09:45.040 --> 00:09:46.080]  好像師班一樣
[00:09:46.080 --> 00:09:47.680]  我們普通唱歌
[00:09:47.680 --> 00:09:49.600]  穿了這個師班袍的時候
[00:09:49.600 --> 00:09:51.600]  大家就覺得我們是一個團體
[00:09:51.600 --> 00:09:53.040]  我們是一個群體
[00:09:53.040 --> 00:09:54.720]  而且我們這一班的人
[00:09:54.720 --> 00:09:58.000]  是分別出來要歌頌神的
[00:09:58.000 --> 00:10:01.280]  所以浸信會就不流行穿袍
[00:10:01.280 --> 00:10:03.280]  但是有很多牧者
[00:10:03.280 --> 00:10:05.120]  以前唐有之牧師
[00:10:05.120 --> 00:10:06.480]  可能你們都不知道是誰
[00:10:06.480 --> 00:10:10.080]  很多年前他就提醒說
[00:10:10.080 --> 00:10:13.440]  浸信會的牧師要穿袍
[00:10:13.440 --> 00:10:16.640]  要好像其他的教會一樣穿袍
[00:10:16.640 --> 00:10:17.440]  為什麼呢
[00:10:17.440 --> 00:10:18.960]  因為你要尊重身份
[00:10:18.960 --> 00:10:20.400]  你要尊重神的道
[00:10:20.400 --> 00:10:22.480]  今天不是每個人都要穿袍
[00:10:22.480 --> 00:10:24.240]  但是意思是一樣
[00:10:24.240 --> 00:10:26.160]  我們要披戴主基督
[00:10:26.160 --> 00:10:28.720]  我們的生命要有一個渴慕
[00:10:28.720 --> 00:10:29.520]  好像主一樣
[00:10:29.520 --> 00:10:31.600]  我們要分別為聖出來
[00:10:31.600 --> 00:10:33.440]  預備給神的使用
[00:10:33.440 --> 00:10:35.040]  所以過去兩堂信息
[00:10:35.040 --> 00:10:37.840]  都特別和大家思想分別為聖
[00:10:37.840 --> 00:10:40.560]  分別為聖不是只是說外表
[00:10:40.560 --> 00:10:42.160]  不是說很神聖
[00:10:42.160 --> 00:10:43.680]  不是拿著一本聖經
[00:10:43.680 --> 00:10:45.440]  讓人覺得你很敬虔
[00:10:45.440 --> 00:10:46.480]  分別為聖的生活
[00:10:46.480 --> 00:10:48.400]  是從我們裡面的生命
[00:10:48.400 --> 00:10:51.360]  被光照開始的
[00:10:51.360 --> 00:10:52.800]  所以有人說得好
[00:10:52.800 --> 00:10:54.320]  他說福音是什麼呢
[00:10:54.320 --> 00:10:58.240]  福音就是將光明送進黑暗
[00:10:58.240 --> 00:11:00.640]  原本這個光明是從神而來的光明
[00:11:00.640 --> 00:11:02.080]  我們要進入黑暗
[00:11:02.080 --> 00:11:04.960]  進入人內心的深處
[00:11:04.960 --> 00:11:12.240]  這個福音更要進到未信主的人群當中
[00:11:12.240 --> 00:11:17.520]  最近看到劉駿濤弟兄分享了一個題目
[00:11:17.520 --> 00:11:22.240]  他的題目叫做真相公義復和
[00:11:22.240 --> 00:11:26.000]  如果你有留意一些YouTube
[00:11:26.000 --> 00:11:31.120]  早前蔡元雲醫生也有分享過一個類似的訊息
[00:11:31.120 --> 00:11:33.120]  那個在恩福堂講的訊息
[00:11:33.120 --> 00:11:34.560]  其實是一個報道訊息
