
[00:00:00.000 --> 00:00:03.000]  爲了配合李師傅的見證
[00:00:03.000 --> 00:00:07.000]  我今天的講道題目叫做
[00:00:07.000 --> 00:00:10.000]  人老志不老
[00:00:10.000 --> 00:00:12.000]  我相信在李師傅的身上你看到
[00:00:12.000 --> 00:00:16.000]  他外在告訴你一個信息
[00:00:16.000 --> 00:00:22.000]  他裏面又告訴你另一個信息
[00:00:22.000 --> 00:00:29.000]  爲什麼這個老人家的生命這麼活潑呢
[00:00:29.000 --> 00:00:33.000]  或者爲什麼他仍然可以在超過七十歲
[00:00:33.000 --> 00:00:35.000]  都努力去服侍人
[00:00:35.000 --> 00:00:38.000]  出了院在家裏休息一下就好了
[00:00:38.000 --> 00:00:41.000]  又要來這裏講見證呢
[00:00:41.000 --> 00:00:43.000]  又或者都年過七十了
[00:00:43.000 --> 00:00:45.000]  安享一下晚年
[00:00:45.000 --> 00:00:48.000]  就算了和子女孫孫玩一下
[00:00:48.000 --> 00:00:53.000]  又或者爲什麼他不會因病而叫苦連天呢
[00:00:53.000 --> 00:00:58.000]  你看到他心裏面都是不住的感謝神
[00:00:58.000 --> 00:01:05.000]  我相信背後他找到一份生活的信心和盼望
[00:01:05.000 --> 00:01:07.000]  不是在人那裏得回來的
[00:01:07.000 --> 00:01:08.000]  正如他剛纔講
[00:01:08.000 --> 00:01:12.000]  是他信了主之後在聖經裏面所得到的智慧
[00:01:12.000 --> 00:01:15.000]  我要和大家分享的幾支經文
[00:01:15.000 --> 00:01:17.000]  寫的人是保羅
[00:01:17.000 --> 00:01:19.000]  你和師傅一樣
[00:01:19.000 --> 00:01:23.000]  沒有因爲患難而叫苦或者懼怕
[00:01:23.000 --> 00:01:26.000]  反而在患難裏面他得着信心與盼望
[00:01:26.000 --> 00:01:29.000]  並且他能夠不住的感謝神
[00:01:29.000 --> 00:01:34.000]  滿有熱情的來對服侍主關心身邊的人
[00:01:34.000 --> 00:01:36.000]  很想請姐妹們和我一起來對《中毒》
[00:01:36.000 --> 00:01:40.000]  哥林多後書第四章十六至十八節
[00:01:40.000 --> 00:01:41.000]  我們一起中毒
[00:01:41.000 --> 00:01:42.000]  預備起
[00:01:42.000 --> 00:01:45.000]  所以我們不喪膽
[00:01:45.000 --> 00:01:47.000]  外體雖然毀壞
[00:01:47.000 --> 00:01:50.000]  內心卻一天生此一天
[00:01:50.000 --> 00:01:54.000]  我們這至暫至輕的苦楚
[00:01:54.000 --> 00:01:59.000]  要爲我們成就極重無比永遠的榮耀
[00:01:59.000 --> 00:02:02.000]  原來我們不是顧念所見的
[00:02:02.000 --> 00:02:05.000]  乃是顧念所不見的
[00:02:05.000 --> 00:02:08.000]  因爲所見的是暫時的
[00:02:08.000 --> 00:02:11.000]  所不見的是永遠的
[00:02:11.000 --> 00:02:13.000]  短短三節經文
[00:02:13.000 --> 00:02:15.000]  有時我們查聖經
[00:02:15.000 --> 00:02:18.000]  看看它有很多對比
[00:02:18.000 --> 00:02:20.000]  外體和內心
[00:02:20.000 --> 00:02:23.000]  毀壞和一天生此一天
[00:02:23.000 --> 00:02:29.000]  至暫至輕和極重無比永遠
[00:02:29.000 --> 00:02:32.000]  苦楚和榮耀
[00:02:32.000 --> 00:02:35.000]  所見的對着不見的
[00:02:35.000 --> 00:02:38.000]  暫時的對比着永遠的
[00:02:38.000 --> 00:02:41.000]  保羅在這裏宣告我們不喪膽
[00:02:41.000 --> 00:02:43.000]  意思是遇到困難
[00:02:43.000 --> 00:02:46.000]  遇到挑戰的時候不懼怕
[00:02:46.000 --> 00:02:48.000]  祕訣有三個
[00:02:48.000 --> 00:02:49.000]  第一
[00:02:49.000 --> 00:02:53.000]  從承認外體會毀壞
[00:02:53.000 --> 00:02:57.000]  到發現我們的內心可以更新
[00:02:57.000 --> 00:02:58.000]  這裏是十六節
[00:02:58.000 --> 00:02:59.000]  我們可以看到
[00:02:59.000 --> 00:03:01.000]  從承認外體會毀壞
[00:03:01.000 --> 00:03:04.000]  到發現內心可以更新
[00:03:04.000 --> 00:03:06.000]  保羅講出人生一個很重要的事實
[00:03:06.000 --> 00:03:08.000]  就是我們這個外在的身體
[00:03:08.000 --> 00:03:10.000]  原來會有什麼
[00:03:10.000 --> 00:03:12.000]  消耗會有損壞
[00:03:12.000 --> 00:03:15.000]  以至衰殘的一天
[00:03:15.000 --> 00:03:16.000]  有一幅圖
[00:03:16.000 --> 00:03:18.000]  你會看到
[00:03:18.000 --> 00:03:22.000]  我們一路一路長大
[00:03:22.000 --> 00:03:25.000]  長大到最後是怎樣
[00:03:25.000 --> 00:03:29.000]  原來我們都會年老
[00:03:29.000 --> 00:03:30.000]  這是一個事實
[00:03:30.000 --> 00:03:31.000]  我們會年老
[00:03:31.000 --> 00:03:33.000]  無論男或女
[00:03:33.000 --> 00:03:35.000]  我們會經歷身體上會成長
[00:03:35.000 --> 00:03:36.000]  由嬰兒到孩童
[00:03:36.000 --> 00:03:37.000]  再到青少年
[00:03:37.000 --> 00:03:38.000]  到即青壯年
[00:03:38.000 --> 00:03:39.000]  到老年
[00:03:39.000 --> 00:03:41.000]  經歷會病
[00:03:41.000 --> 00:03:43.000]  身體會衰弱
[00:03:43.000 --> 00:03:44.000]  會老
[00:03:44.000 --> 00:03:47.000]  甚至會死
[00:03:47.000 --> 00:03:50.000]  不過我們中間
[00:03:50.000 --> 00:03:52.000]  如果你是三十歲或以下
[00:03:52.000 --> 00:03:53.000]  有沒有
[00:03:53.000 --> 00:03:55.000]  少一點
[00:03:55.000 --> 00:03:57.000]  四十歲或以下
[00:03:57.000 --> 00:03:59.000]  都沒有
[00:03:59.000 --> 00:04:00.000]  有嗎
[00:04:00.000 --> 00:04:01.000]  少少
[00:04:01.000 --> 00:04:02.000]  四十歲或以下
[00:04:02.000 --> 00:04:06.000]  可能我們不是很體會到
[00:04:06.000 --> 00:04:11.000]  外體衰殘或毀壞是一回事
[00:04:11.000 --> 00:04:12.000]  如果有年輕人
[00:04:12.000 --> 00:04:13.000]  爲什麼
[00:04:13.000 --> 00:04:16.000]  由七歲到二十歲
[00:04:16.000 --> 00:04:18.000]  應該是上一章
[00:04:18.000 --> 00:04:20.000]  出世到二十歲
[00:04:20.000 --> 00:04:22.000]  是發展階段
[00:04:22.000 --> 00:04:24.000]  二十歲到三十歲
[00:04:24.000 --> 00:04:25.000]  應該是最強壯
[00:04:25.000 --> 00:04:27.000]  所以他挨家挨戶都沒有問題
[00:04:27.000 --> 00:04:28.000]  年紀小挨家挨戶
[00:04:28.000 --> 00:04:30.000]  一晚通宵都沒有問題
[00:04:30.000 --> 00:04:32.000]  他玩玩玩打遊戲
[00:04:32.000 --> 00:04:33.000]  所以你經常說他
[00:04:33.000 --> 00:04:34.000]  打遊戲不用睡嗎
[00:04:34.000 --> 00:04:36.000]  他真的不用睡
[00:04:36.000 --> 00:04:38.000]  打到通頂都沒有問題
[00:04:38.000 --> 00:04:39.000]  他連續幾天都沒有問題
[00:04:39.000 --> 00:04:40.000]  爲什麼
[00:04:40.000 --> 00:04:42.000]  因爲他的身體正在發展
[00:04:42.000 --> 00:04:43.000]  是發育時期
[00:04:43.000 --> 00:04:45.000]  由小朋友的發展階段
[00:04:45.000 --> 00:04:46.000]  到他青春期
[00:04:46.000 --> 00:04:47.000]  發育時期
[00:04:47.000 --> 00:04:48.000]  大到開始
[00:04:48.000 --> 00:04:50.000]  可能三十多歲之後
[00:04:50.000 --> 00:04:51.000]  甚至有些是四十歲
[00:04:51.000 --> 00:04:52.000]  開始
[00:04:52.000 --> 00:04:53.000]  下一章
[00:04:53.000 --> 00:04:54.000]  開始不同了
[00:04:54.000 --> 00:04:55.000]  你看到
[00:04:55.000 --> 00:04:57.000]  新陳代借慢了
[00:04:57.000 --> 00:04:58.000]  容易肥胖
[00:04:58.000 --> 00:04:59.000]  容易累
[00:04:59.000 --> 00:05:01.000]  容易病
[00:05:01.000 --> 00:05:02.000]  你又發現自己
[00:05:02.000 --> 00:05:03.000]  血糖有問題
[00:05:03.000 --> 00:05:04.000]  血壓有問題
[00:05:04.000 --> 00:05:05.000]  關節有問題
[00:05:05.000 --> 00:05:07.000]  三十多歲結婚那些
[00:05:07.000 --> 00:05:09.000]  好像結了婚幸福
[00:05:09.000 --> 00:05:11.000]  老公肯定是肥的
[00:05:11.000 --> 00:05:13.000]  其實不是純屬結了婚幸福
[00:05:13.000 --> 00:05:15.000]  因爲他達到某一個年紀
[00:05:15.000 --> 00:05:16.000]  開始怎樣
[00:05:16.000 --> 00:05:18.000]  新陳代借慢
[00:05:18.000 --> 00:05:19.000]  剛纔說的
[00:05:19.000 --> 00:05:20.000]  越來越多問題
[00:05:20.000 --> 00:05:21.000]  有些男士
[00:05:21.000 --> 00:05:22.000]  開始怎樣
[00:05:22.000 --> 00:05:23.000]  禿頭
[00:05:23.000 --> 00:05:25.000]  不禿頭都脫掉
[00:05:25.000 --> 00:05:26.000]  越來越稀疏
[00:05:26.000 --> 00:05:27.000]  女士也是
[00:05:27.000 --> 00:05:28.000]  不過女士一向長頭髮
[00:05:28.000 --> 00:05:29.000]  沒有那麼角
[00:05:29.000 --> 00:05:30.000]  又或者開始
[00:05:30.000 --> 00:05:31.000]  白
[00:05:31.000 --> 00:05:32.000]  這些白
[00:05:32.000 --> 00:05:34.000]  我頭頂是白的
[00:05:34.000 --> 00:05:35.000]  我小一顆
[00:05:35.000 --> 00:05:37.000]  那些頂會經常在我上高
[00:05:37.000 --> 00:05:39.000]  不要
[00:05:39.000 --> 00:05:40.000]  那些白髮總在這裏
[00:05:40.000 --> 00:05:42.000]  以前我都不染髮
[00:05:42.000 --> 00:05:44.000]  不過好像不太精神
[00:05:44.000 --> 00:05:46.000]  我都染了
[00:05:46.000 --> 00:05:47.000]  是啊
[00:05:47.000 --> 00:05:48.000]  年紀大
[00:05:48.000 --> 00:05:50.000]  我們俗語說什麼
[00:05:50.000 --> 00:05:52.000]  機器壞
[00:05:52.000 --> 00:05:53.000]  我們骨骼有問題
[00:05:53.000 --> 00:05:54.000]  行動有問題
[00:05:54.000 --> 00:05:56.000]  記憶有問題
[00:05:56.000 --> 00:05:57.000]  這個就是保羅所說
[00:05:57.000 --> 00:06:00.000]  我們外體會毀壞的意思
[00:06:00.000 --> 00:06:01.000]  不過保羅所面對的
[00:06:01.000 --> 00:06:04.000]  不止只是身體的毀壞
[00:06:04.000 --> 00:06:06.000]  而是他面對的是什麼
[00:06:06.000 --> 00:06:08.000]  他面對的是
[00:06:08.000 --> 00:06:09.000]  眼前都有很多的痛苦
[00:06:09.000 --> 00:06:10.000]  困難
[00:06:10.000 --> 00:06:11.000]  挑戰
[00:06:11.000 --> 00:06:13.000]  他不喪膽
[00:06:13.000 --> 00:06:14.000]  他不懼怕
[00:06:14.000 --> 00:06:16.000]  不是他無視現實
[00:06:16.000 --> 00:06:20.000]  他不是覺得身體毀壞就算了
[00:06:20.000 --> 00:06:25.000]  他看他裏面
[00:06:25.000 --> 00:06:27.000]  有另外的一樣東西
[00:06:27.000 --> 00:06:28.000]  他說外體是會毀壞的
[00:06:28.000 --> 00:06:30.000]  不過他內心
