
[00:00:00.000 --> 00:00:02.000]  各位英青姐妹早晨
[00:00:02.000 --> 00:00:07.000]  有一次我出席了一個聚會
[00:00:07.000 --> 00:00:13.000]  是一本雜誌的一個特別的聚會
[00:00:13.000 --> 00:00:15.000]  那個雜誌的名字很吸引我
[00:00:15.000 --> 00:00:17.000]  叫做快樂人
[00:00:17.000 --> 00:00:20.000]  快樂人雜誌不知道大家聽過沒有
[00:00:20.000 --> 00:00:23.000]  英文就是Happy Man
[00:00:23.000 --> 00:00:26.000]  後來有機會接觸他們的負責人
[00:00:26.000 --> 00:00:28.000]  還有他們的團契
[00:00:28.000 --> 00:00:30.000]  不知道大家聽過沒有
[00:00:30.000 --> 00:00:32.000]  商人團契
[00:00:32.000 --> 00:00:34.000]  他們的一些餐會等等
[00:00:34.000 --> 00:00:36.000]  我留意到他們的口號
[00:00:36.000 --> 00:00:38.000]  他們常常說
[00:00:38.000 --> 00:00:41.000]  商人團契是男士團契
[00:00:41.000 --> 00:00:43.000]  他們的口號是什麼呢
[00:00:43.000 --> 00:00:46.000]  他們說做一個開心快樂的男人
[00:00:46.000 --> 00:00:49.000]  我想想今天那些男士們
[00:00:49.000 --> 00:00:51.000]  開心快不快樂
[00:00:51.000 --> 00:00:54.000]  做一個開心快樂的男人
[00:00:54.000 --> 00:00:56.000]  當然我會說
[00:00:56.000 --> 00:00:58.000]  應該做一個開心快樂的女人
[00:00:58.000 --> 00:01:00.000]  開心快樂的家庭
[00:01:00.000 --> 00:01:02.000]  開心快樂的小朋友
[00:01:02.000 --> 00:01:04.000]  開心快樂的教會
[00:01:04.000 --> 00:01:06.000]  開心快樂的弟兄姊妹
[00:01:06.000 --> 00:01:08.000]  令我很深刻
[00:01:08.000 --> 00:01:10.000]  原來今天現在的人
[00:01:10.000 --> 00:01:12.000]  很多時候都真的不是開心
[00:01:12.000 --> 00:01:15.000]  特別我們生活在香港社會裡面
[00:01:15.000 --> 00:01:17.000]  都很多壓力
[00:01:17.000 --> 00:01:19.000]  今天是星期日
[00:01:19.000 --> 00:01:22.000]  前天文憑試放榜
[00:01:22.000 --> 00:01:24.000]  每年這些季節
[00:01:24.000 --> 00:01:26.000]  放榜日子都有人開心
[00:01:26.000 --> 00:01:28.000]  有人不開心
[00:01:28.000 --> 00:01:30.000]  在工作上
[00:01:30.000 --> 00:01:33.000]  其實我們都面對很多的壓力
[00:01:33.000 --> 00:01:35.000]  很多的擔子
[00:01:35.000 --> 00:01:37.000]  匆匆忙忙
[00:01:37.000 --> 00:01:39.000]  忙忙碌碌
[00:01:39.000 --> 00:01:40.000]  形形異異
[00:01:40.000 --> 00:01:42.000]  究竟我們還有沒有開心
[00:01:42.000 --> 00:01:44.000]  還有沒有喜樂呢
[00:01:44.000 --> 00:01:48.000]  令我想起聖經裡面
[00:01:48.000 --> 00:01:49.000]  有一本書
[00:01:49.000 --> 00:01:50.000]  今天跟大家分享
[00:01:50.000 --> 00:01:52.000]  《彼立比書》
[00:01:52.000 --> 00:01:54.000]  這本書稱為喜樂的書信
[00:01:54.000 --> 00:01:56.000]  我就會問
[00:01:56.000 --> 00:01:58.000]  聖經怎麼提呢
[00:01:58.000 --> 00:02:02.000]  究竟我們有沒有一些喜樂的秘訣
[00:02:02.000 --> 00:02:04.000]  能夠超越環境
[00:02:04.000 --> 00:02:06.000]  超越時空
[00:02:06.000 --> 00:02:07.000]  超越壓力
[00:02:07.000 --> 00:02:09.000]  甚至在逆境當中
[00:02:09.000 --> 00:02:10.000]  在困難裡面
[00:02:10.000 --> 00:02:12.000]  我們仍然心裡面
[00:02:12.000 --> 00:02:14.000]  是滿心歡喜快樂
[00:02:14.000 --> 00:02:16.000]  內心是有平安
[00:02:16.000 --> 00:02:18.000]  有喜樂
[00:02:18.000 --> 00:02:20.000]  我就想起《彼立比書》
[00:02:20.000 --> 00:02:24.000]  保羅在裡面跟我們激勵
[00:02:24.000 --> 00:02:26.000]  提醒和教導
[00:02:26.000 --> 00:02:28.000]  今天跟大家翻開
[00:02:28.000 --> 00:02:30.000]  看《彼立比書》第一章
[00:02:30.000 --> 00:02:34.000]  《彼立比書》又稱為喜樂的書信
[00:02:34.000 --> 00:02:36.000]  如果細心看這本書
[00:02:36.000 --> 00:02:38.000]  你會發覺有很多的字眼
[00:02:38.000 --> 00:02:39.000]  都提到喜樂
[00:02:39.000 --> 00:02:40.000]  開心
[00:02:40.000 --> 00:02:41.000]  歡歡喜喜
[00:02:41.000 --> 00:02:44.000]  快樂等等的字眼
[00:02:44.000 --> 00:02:45.000]  有人心水清
[00:02:45.000 --> 00:02:49.000]  可以數到二十多個喜樂的字
[00:02:49.000 --> 00:02:50.000]  我們就會問
[00:02:50.000 --> 00:02:53.000]  什麼令到保羅滿心歡喜快樂
[00:02:53.000 --> 00:02:55.000]  什麼令到保羅的心裡面
[00:02:55.000 --> 00:02:57.000]  常存喜樂呢?
[00:02:57.000 --> 00:02:59.000]  千萬不要忘記這本書信
[00:02:59.000 --> 00:03:01.000]  稱為監獄書信
[00:03:01.000 --> 00:03:04.000]  就是保羅正在坐牢
[00:03:04.000 --> 00:03:05.000]  在監獄裡面
[00:03:05.000 --> 00:03:08.000]  他的心裡面仍然是歡喜快樂
[00:03:08.000 --> 00:03:09.000]  在經文提到
[00:03:09.000 --> 00:03:11.000]  他說我是被囚當中
[00:03:11.000 --> 00:03:17.000]  在囚所裡面
[00:03:17.000 --> 00:03:19.000]  特別是第十四節裡面說
[00:03:19.000 --> 00:03:22.000]  我受的囚所
[00:03:22.000 --> 00:03:26.000]  當時保羅是在監獄裡面
[00:03:26.000 --> 00:03:28.000]  其實自己的思想
[00:03:28.000 --> 00:03:30.000]  什麼令到一個坐牢的人
[00:03:30.000 --> 00:03:32.000]  一個被囚的人
[00:03:32.000 --> 00:03:35.000]  仍然是歡喜快樂呢?
[00:03:35.000 --> 00:03:36.000]  今天自己的思想
[00:03:36.000 --> 00:03:39.000]  很想跟大家看一段經文
[00:03:39.000 --> 00:03:40.000]  保羅第三節裡面說
[00:03:40.000 --> 00:03:42.000]  我每逢想念你們的時候
[00:03:42.000 --> 00:03:44.000]  我就感謝上帝
[00:03:44.000 --> 00:03:47.000]  每逢為你們眾人祈禱的時候
[00:03:47.000 --> 00:03:50.000]  嘗試歡歡喜喜的祈求
[00:03:50.000 --> 00:03:52.000]  我們可以看到保羅的心
[00:03:52.000 --> 00:03:54.000]  是歡歡喜喜的
[00:03:54.000 --> 00:03:56.000]  他坐牢
