
[00:00:00.000 --> 00:00:02.000]  - 大家早上好 - 大家早上好
[00:00:02.000 --> 00:00:04.000]  - 願你們平安 - 願大家平安
[00:00:04.000 --> 00:00:07.000]  - 今天天氣很好啊 - 今天的天氣非常之好
[00:00:07.000 --> 00:00:12.000]  好像讓我們覺得那些讓我們擔憂的東西都遠離了我們
[00:00:12.000 --> 00:00:17.000]  好像讓我們覺得好像我們很擔憂的那些事情都好像遠離了我們這樣
[00:00:17.000 --> 00:00:20.000]  但是我們真的是不必那麼擔憂
[00:00:20.000 --> 00:00:22.000]  我們真的不必那麼擔憂
[00:00:22.000 --> 00:00:25.000]  因為我們的主耶穌基督祂是我們一切的源頭
[00:00:25.000 --> 00:00:28.000]  因為我們的主耶穌基督祂是我們一切的源頭
[00:00:31.000 --> 00:00:34.000]  像《新約聖經》裏
[00:00:34.000 --> 00:00:36.000]  好像《新約聖經》裏
[00:00:36.000 --> 00:00:37.000]  這個《使徒行傳》
[00:00:37.000 --> 00:00:38.000]  這個《使徒行傳》
[00:00:38.000 --> 00:00:44.000]  它裏邊有很多處某一個人的演講
[00:00:44.000 --> 00:00:47.000]  它裏邊有很多處某一個人的演講
[00:00:47.000 --> 00:00:49.000]  像那個斯提反
[00:00:49.000 --> 00:00:50.000]  好像史提反
[00:00:50.000 --> 00:00:51.000]  保羅
[00:00:51.000 --> 00:00:52.000]  保羅
[00:00:52.000 --> 00:00:57.000]  其中最有名的或者說是最先出現的就是彼得這一個
[00:00:57.000 --> 00:01:01.000]  其中最有名的或者說是最先出現的就是彼得這一個
[00:01:01.000 --> 00:01:04.000]  當然他講的這一段內容
[00:01:04.000 --> 00:01:06.000]  當然他講的這一段內容
[00:01:06.000 --> 00:01:09.000]  絕不是他全部說的話
[00:01:09.000 --> 00:01:12.000]  絕對不是他講的全部的話
[00:01:12.000 --> 00:01:15.000]  而是路加他經過他的編輯
[00:01:15.000 --> 00:01:17.000]  而是路加他經過他的編輯
[00:01:17.000 --> 00:01:21.000]  他認為因著聖靈的感動
[00:01:21.000 --> 00:01:23.000]  他認為因著聖靈的感動
[00:01:23.000 --> 00:01:25.000]  把這些東西記下來
[00:01:25.000 --> 00:01:28.000]  把這些話語記下來
[00:01:28.000 --> 00:01:32.000]  你知道這麼精華一樣的
[00:01:32.000 --> 00:01:34.000]  你知道這麼精華一樣的
[00:01:34.000 --> 00:01:36.000]  這樣的講道的內容
[00:01:36.000 --> 00:01:38.000]  這樣的講道的內容
[00:01:38.000 --> 00:01:39.000]  我們在講道
[00:01:39.000 --> 00:01:41.000]  我們在講道
[00:01:41.000 --> 00:01:42.000]  這是很辛苦的
[00:01:42.000 --> 00:01:44.000]  是很辛苦的
[00:01:44.000 --> 00:01:49.000]  因為總不能把彼得所有話重複一遍
[00:01:49.000 --> 00:01:51.000]  慢慢的一句一句的解釋
[00:01:51.000 --> 00:01:57.000]  慢慢的一句一句的解釋
[00:01:57.000 --> 00:02:00.000]  所以我為大家總結了這麼五點
[00:02:00.000 --> 00:02:03.000]  所以我為大家總結了這麼五點
[00:02:03.000 --> 00:02:06.000]  希望大家能夠有所收穫
[00:02:06.000 --> 00:02:08.000]  希望大家能夠有所收穫
[00:02:08.000 --> 00:02:11.000]  首先我們來看二章二十二節
[00:02:11.000 --> 00:02:14.000]  首先我們來看第二章的二十二節
[00:02:14.000 --> 00:02:22.000]  二十二節是彼得說的是主耶穌基督所做的事
[00:02:22.000 --> 00:02:26.000]  二十二節是彼得說的是主耶穌基督所做的事
[00:02:26.000 --> 00:02:29.000]  二十二節是彼得說的是主耶穌基督所做的事
[00:02:29.000 --> 00:02:31.000]  他說因著他所做的
[00:02:31.000 --> 00:02:32.000]  他說因著他所做的
[00:02:32.000 --> 00:02:34.000]  他就證明了自己就是基督
[00:02:34.000 --> 00:02:36.000]  他就證明了自己就是基督
[00:02:36.000 --> 00:02:40.000]  就是舊約裡那麼多先知所預言的那位
[00:02:40.000 --> 00:02:43.000]  就是舊約裡那麼多先知所預言的那位
[00:02:43.000 --> 00:02:47.000]  就是好幾百年猶太人在等的那位
[00:02:47.000 --> 00:02:50.000]  就是好幾百年猶太人在等的那位
[00:02:50.000 --> 00:02:54.000]  然後二章二十三節又是一節
[00:02:54.000 --> 00:02:57.000]  然後二章二十三節又是一節
[00:02:57.000 --> 00:03:00.000]  是說我們的主耶穌基督的死
[00:03:00.000 --> 00:03:02.000]  是說我們的主耶穌基督的死
[00:03:02.000 --> 00:03:05.000]  他既是天父上帝的旨意
[00:03:05.000 --> 00:03:08.000]  他既是天父上帝的旨意
[00:03:08.000 --> 00:03:14.000]  他也是猶太人乃至於我們人類的最使然
[00:03:14.000 --> 00:03:16.000]  他也使我們猶太人
[00:03:16.000 --> 00:03:20.000]  或者甚至是我們人類的最使然
[00:03:20.000 --> 00:03:22.000]  就是因為我們是罪人
[00:03:22.000 --> 00:03:24.000]  就是因為我們是罪人
[00:03:24.000 --> 00:03:27.000]  因為猶太人哪怕是耶穌基督的同胞
[00:03:27.000 --> 00:03:28.000]  他們依然是罪人
[00:03:28.000 --> 00:03:33.000]  因為耶穌基督的同胞也是罪人
[00:03:33.000 --> 00:03:36.000]  所以他同時是天父上帝的旨意
[00:03:36.000 --> 00:03:38.000]  也是人的罪的表達
[00:03:38.000 --> 00:03:41.000]  他既是天父上帝的旨意
[00:03:41.000 --> 00:03:43.000]  同時也是人的罪的表達
[00:03:43.000 --> 00:03:47.000]  所以主耶穌基督才要成為一個戴罪的羔羊
[00:03:47.000 --> 00:03:51.000]  所以主耶穌基督才要成為一個戴罪的羔羊
[00:03:51.000 --> 00:03:54.000]  然後接下來就長了
[00:03:54.000 --> 00:03:56.000]  接下來就很長了
[00:03:56.000 --> 00:03:59.000]  就是二十四節到三十二節
[00:03:59.000 --> 00:04:02.000]  就是二十四到三十二節
[00:04:02.000 --> 00:04:05.000]  彼得在講我們主耶穌基督的復活
[00:04:05.000 --> 00:04:08.000]  彼得在講我們主耶穌基督的復活
[00:04:08.000 --> 00:04:12.000]  這裏面有幾個點大家可以去註意的
[00:04:12.000 --> 00:04:14.000]  這裏有幾個點大家可以註意的
[00:04:14.000 --> 00:04:16.000]  首先就是二十四節
[00:04:16.000 --> 00:04:18.000]  首先是第二十四節
[00:04:18.000 --> 00:04:22.000]  你看它裏面有一個詞是死的痛苦
[00:04:22.000 --> 00:04:24.000]  它裏面有一個詞是死的痛苦
[00:04:24.000 --> 00:04:26.000]  那個痛苦這個詞
[00:04:26.000 --> 00:04:28.000]  痛苦這個詞
[00:04:28.000 --> 00:04:33.000]  它原意是女人生孩子那個生孩子的痛苦
[00:04:33.000 --> 00:04:40.000]  它原意是女人生孩子那個生孩子的痛苦
[00:04:40.000 --> 00:04:42.000]  就是生產的痛苦
[00:04:42.000 --> 00:04:45.000]  就是生小朋友的那種痛楚
[00:04:45.000 --> 00:04:49.000]  你看它這個很有意思
[00:04:49.000 --> 00:04:51.000]  你看到這裏很有意思
[00:04:51.000 --> 00:04:53.000]  貼撒羅尼加前書
[00:04:53.000 --> 00:04:55.000]  貼撒羅尼加前書
[00:04:55.000 --> 00:04:56.000]  十五章
[00:04:56.000 --> 00:04:57.000]  十五章
[00:04:57.000 --> 00:04:58.000]  第三節
[00:04:58.000 --> 00:04:59.000]  第三節
[00:04:59.000 --> 00:05:00.000]  一樣用了這個詞
[00:05:00.000 --> 00:05:02.000]  一樣用了這個詞
[00:05:02.000 --> 00:05:05.000]  保羅也是用這個詞說出
[00:05:05.000 --> 00:05:07.000]  用在這個人的痛苦上
[00:05:07.000 --> 00:05:11.000]  保羅也是用這個詞用在人的痛苦身上
[00:05:11.000 --> 00:05:13.000]  保羅也是用這個詞用在人的痛苦身上
[00:05:13.000 --> 00:05:16.000]  就是生產的婦人的痛苦
[00:05:16.000 --> 00:05:19.000]  就是生產的婦人的痛苦
[00:05:19.000 --> 00:05:24.000]  所以這裏面包含了一個正面的含義
[00:05:24.000 --> 00:05:26.000]  所以這裏包含了一個正面的含義
[00:05:26.000 --> 00:05:27.000]  哪怕是痛苦
[00:05:27.000 --> 00:05:28.000]  哪怕是痛苦
[00:05:28.000 --> 00:05:29.000]  即使是痛苦
[00:05:29.000 --> 00:05:33.000]  你看使徒們在用詞上都有一個正面的東西
[00:05:33.000 --> 00:05:34.000]  你看使徒們
[00:05:34.000 --> 00:05:37.000]  他們在用詞上都有一個正面的訊息
[00:05:37.000 --> 00:05:38.000]  他們沒有說生病
[00:05:38.000 --> 00:05:39.000]  也沒有說受傷
[00:05:39.000 --> 00:05:40.000]  他們沒有說生病
[00:05:40.000 --> 00:05:41.000]  也沒有說受傷
[00:05:41.000 --> 00:05:42.000]  他說生孩子
[00:05:42.000 --> 00:05:44.000]  他說生孩子
[00:05:44.000 --> 00:05:47.000]  他說這種生命的痛苦
[00:05:47.000 --> 00:05:49.000]  他說這種生命的痛苦
[00:05:49.000 --> 00:05:52.000]  最終要帶來一個美好的結果
[00:05:52.000 --> 00:05:54.000]  最終會帶來一個美好的結果
[00:05:54.000 --> 00:05:56.000]  就是我們的重生
[00:05:56.000 --> 00:05:57.000]  就是我們的重生
[00:05:57.000 --> 00:05:59.000]  也是主耶穌基督的復活
[00:05:59.000 --> 00:06:01.000]  也是主耶穌基督的復活
[00:06:01.000 --> 00:06:03.000]  帶給我們一個重生
[00:06:03.000 --> 00:06:04.000]  帶給我們一個重生
[00:06:04.000 --> 00:06:06.000]  好像新生的孩子一樣
[00:06:06.000 --> 00:06:08.000]  好像新生的孩子一樣
[00:06:08.000 --> 00:06:10.000]  然後接著同樣是二十四節
[00:06:10.000 --> 00:06:12.000]  然後接著同樣是二十四節
[00:06:12.000 --> 00:06:13.000]  你看剛才有一個詞
[00:06:13.000 --> 00:06:15.000]  你們會不會覺得奇怪
[00:06:15.000 --> 00:06:16.000]  剛才你們大家看到有一個詞
[00:06:16.000 --> 00:06:17.000]  會不會覺得奇怪
[00:06:17.000 --> 00:06:19.000]  他說這個死的痛苦被解釋了
[00:06:19.000 --> 00:06:24.000]  他說這個死的痛苦被解釋了
[00:06:24.000 --> 00:06:26.000]  難道是我在這裏解釋嗎
[00:06:26.000 --> 00:06:28.000]  難道是我們在這裏解釋嗎
[00:06:28.000 --> 00:06:29.000]  不是
[00:06:29.000 --> 00:06:30.000]  並不是的
[00:06:30.000 --> 00:06:32.000]  這個是一百年前中文翻譯的時候
[00:06:32.000 --> 00:06:34.000]  一個小小的不足
[00:06:34.000 --> 00:06:36.000]  這個是一百年前中文翻譯當中
[00:06:36.000 --> 00:06:38.000]  一個小小的不足
[00:06:38.000 --> 00:06:39.000]  這個解釋
[00:06:39.000 --> 00:06:40.000]  這個解釋
[00:06:40.000 --> 00:06:43.000]  其實就是解這個字和釋這個字
[00:06:43.000 --> 00:06:46.000]  其實就是解這個字和釋這個字
[00:06:46.000 --> 00:06:47.000]  解就是解開
