
[00:00:00.000 --> 00:00:04.000]  孔子明問:弟兄姊妹平安 孔子:孔子問弟兄姊妹平安
[00:00:04.000 --> 00:00:08.000]  我和大家一直在看耶利米蘇
[00:00:08.000 --> 00:00:11.000]  我和大家一直在看耶利米蘇
[00:00:11.000 --> 00:00:14.000]  上次你看到四章的十八節
[00:00:14.000 --> 00:00:16.000]  上次看到四章十八節
[00:00:16.000 --> 00:00:19.000]  接著四章的第十節 現在是十一到十二節
[00:00:19.000 --> 00:00:24.000]  上次看到是四章第十節 現在往下看 十一到二十二節
[00:00:24.000 --> 00:00:26.000]  我和大家重溫一幅大圖畫
[00:00:26.000 --> 00:00:29.000]  我和大家先重溫一下大圖畫
[00:00:29.000 --> 00:00:33.000]  四章五節 直到六章三十節
[00:00:33.000 --> 00:00:36.000]  那大圖畫是什麼呢?
[00:00:36.000 --> 00:00:41.000]  上帝不會回頭
[00:00:41.000 --> 00:00:43.000]  上帝不會回頭
[00:00:43.000 --> 00:00:47.000]  即是說上帝計劃要做的事
[00:00:47.000 --> 00:00:49.000]  上帝計劃要做的事情
[00:00:49.000 --> 00:00:51.000]  他就一定要做 他不會turn back
[00:00:51.000 --> 00:00:53.000]  他不會說回過頭
[00:00:53.000 --> 00:00:55.000]  他不會說 哎呀好不好做呢?
[00:00:55.000 --> 00:00:59.000]  那是不是我不做了呢?
[00:00:59.000 --> 00:01:01.000]  主要是他要降禍給猶太人的災禍
[00:01:01.000 --> 00:01:05.000]  他是要降禍給猶太人
[00:01:05.000 --> 00:01:09.000]  但是這本書是給秘魯之後的猶太人看的
[00:01:09.000 --> 00:01:13.000]  因為這本書是給秘魯之後的猶太人看的
[00:01:13.000 --> 00:01:17.000]  而秘魯之後的猶太人問了一個迫切的問題
[00:01:17.000 --> 00:01:20.000]  秘魯之後的猶太人會問一個迫切的問題
[00:01:20.000 --> 00:01:22.000]  這些事發生了
[00:01:22.000 --> 00:01:24.000]  這些事已經發生了
[00:01:24.000 --> 00:01:29.000]  耶和華的神為什麼要向我們做這些事呢?
[00:01:29.000 --> 00:01:33.000]  為什麼要讓我們國破家亡呢?
[00:01:33.000 --> 00:01:38.000]  耶和華的神為什麼要做這些事讓我們國破家亡呢?
[00:01:38.000 --> 00:01:40.000]  其實答案很簡單
[00:01:40.000 --> 00:01:41.000]  其實答案非常簡單
[00:01:41.000 --> 00:01:43.000]  五章十一節下就說了
[00:01:43.000 --> 00:01:46.000]  五章十一節下有講
[00:01:46.000 --> 00:01:51.000]  五章十一節下我們看看
[00:01:51.000 --> 00:01:56.000]  我們先看五章十七節下
[00:01:56.000 --> 00:02:01.000]  五章十七節
[00:02:17.000 --> 00:02:22.000]  五章十七節下
[00:02:22.000 --> 00:02:25.000]  他們必吃盡你的張家父的你的糧食
[00:02:25.000 --> 00:02:26.000]  是你兒女該吃的
[00:02:26.000 --> 00:02:27.000]  必吃盡你的牛羊
[00:02:27.000 --> 00:02:30.000]  吃盡你的葡萄和無法果
[00:02:30.000 --> 00:02:34.000]  必用刀毀壞你所依靠的堅固城
[00:02:34.000 --> 00:02:36.000]  不知道是不是我寫錯
[00:02:36.000 --> 00:02:38.000]  但是我的稿子就說
[00:02:38.000 --> 00:02:43.000]  是說他們是屬靈上不爭
[00:02:43.000 --> 00:02:45.000]  屬靈上不爭
[00:02:45.000 --> 00:02:52.000]  你就要在外地去侍奉外邦人
[00:02:52.000 --> 00:02:55.000]  十八節
[00:02:55.000 --> 00:02:59.000]  你們是怎樣離棄耶和華
[00:02:59.000 --> 00:03:02.000]  在你們地上侍奉外邦神
[00:03:02.000 --> 00:03:06.000]  也必照樣在不受你們地上侍奉外邦人
[00:03:06.000 --> 00:03:08.000]  答案就在這裡
[00:03:08.000 --> 00:03:11.000]  就是說你離棄耶和華
[00:03:11.000 --> 00:03:13.000]  你離棄耶和華
[00:03:13.000 --> 00:03:15.000]  去侍奉外邦的神
[00:03:15.000 --> 00:03:16.000]  去侍奉外邦神
[00:03:16.000 --> 00:03:18.000]  我就讓你去到外邦地
[00:03:18.000 --> 00:03:20.000]  去侍奉那些外邦人
[00:03:20.000 --> 00:03:24.000]  我就怕你們派到外邦地去侍奉外邦人
[00:03:24.000 --> 00:03:25.000]  你聽不聽得懂這句話
[00:03:25.000 --> 00:03:29.000]  你能不能聽懂這句話
[00:03:29.000 --> 00:03:30.000]  你不喜歡我
[00:03:30.000 --> 00:03:31.000]  你不喜歡我
[00:03:31.000 --> 00:03:33.000]  你喜歡他
[00:03:33.000 --> 00:03:34.000]  你喜歡他
[00:03:34.000 --> 00:03:35.000]  那你就跟他玩
[00:03:35.000 --> 00:03:37.000]  那你就跟他玩
[00:03:37.000 --> 00:03:40.000]  像不像一對夫婦
[00:03:40.000 --> 00:03:41.000]  像不像一對夫婦
[00:03:41.000 --> 00:03:44.000]  丈夫找了小三
[00:03:44.000 --> 00:03:46.000]  丈夫去找了小三
[00:03:46.000 --> 00:03:47.000]  太太說
[00:03:47.000 --> 00:03:48.000]  太太說
[00:03:48.000 --> 00:03:49.000]  那我和你離婚
[00:03:49.000 --> 00:03:50.000]  那我和你離婚
[00:03:50.000 --> 00:03:54.000]  你就和小三相宿相棲
[00:03:54.000 --> 00:03:56.000]  你就和小三相宿相棲
[00:03:56.000 --> 00:03:58.000]  就這麼簡單
[00:03:58.000 --> 00:03:59.000]  就這麼簡單
[00:03:59.000 --> 00:04:01.000]  但是你知道其實我說這個有意思
[00:04:01.000 --> 00:04:03.000]  因為童年所娶的妻子
[00:04:03.000 --> 00:04:05.000]  就童年所娶的妻子
[00:04:05.000 --> 00:04:09.000]  要我教導我們不要忘記童年所娶的妻子
[00:04:09.000 --> 00:04:11.000]  就不要忘記童年所娶的妻子
[00:04:11.000 --> 00:04:12.000]  因為童年所娶的妻子
[00:04:12.000 --> 00:04:15.000]  她和你同甘共苦
[00:04:15.000 --> 00:04:17.000]  因為她和你同甘共苦
[00:04:17.000 --> 00:04:18.000]  小三進來
[00:04:18.000 --> 00:04:19.000]  小三進來
[00:04:19.000 --> 00:04:20.000]  她不會和你共苦
[00:04:20.000 --> 00:04:21.000]  她不會和你共苦
[00:04:21.000 --> 00:04:23.000]  她只看見你的錢包
[00:04:23.000 --> 00:04:25.000]  她只看見你的錢包
[00:04:25.000 --> 00:04:28.000]  你的錢包你用完了
[00:04:28.000 --> 00:04:29.000]  你的錢包你用完了
[00:04:29.000 --> 00:04:31.000]  小三就會走人
[00:04:31.000 --> 00:04:32.000]  小三就會走人
[00:04:32.000 --> 00:04:33.000]  你明不明白
[00:04:33.000 --> 00:04:34.000]  這些道理不用我說
[00:04:34.000 --> 00:04:35.000]  大家都明白
[00:04:35.000 --> 00:04:36.000]  這個道理不需要我講
[00:04:36.000 --> 00:04:37.000]  大家都會明白
[00:04:37.000 --> 00:04:39.000]  上帝就說你既然離棄我
[00:04:39.000 --> 00:04:40.000]  你既然離棄我
[00:04:40.000 --> 00:04:42.000]  你要拜外邦人的神
[00:04:42.000 --> 00:04:44.000]  你要拜外邦人的神
[00:04:44.000 --> 00:04:45.000]  那喜歡他們
[00:04:45.000 --> 00:04:46.000]  你這麼喜歡他們
[00:04:46.000 --> 00:04:47.000]  好
[00:04:47.000 --> 00:04:50.000]  我就將你趕到外邦來
[00:04:50.000 --> 00:04:52.000]  我就將你趕到外邦去
[00:04:52.000 --> 00:04:53.000]  去侍奉這些外邦人
[00:04:53.000 --> 00:04:56.000]  去侍奉這些外邦人
[00:04:56.000 --> 00:04:57.000]  明不明白上帝在做什麼
[00:04:57.000 --> 00:04:58.000]  明白上帝所說的嗎
[00:04:58.000 --> 00:04:59.000]  如果你明白的時候呢
[00:04:59.000 --> 00:05:02.000]  當你明白的時候
[00:05:02.000 --> 00:05:03.000]  這句話很重要
[00:05:03.000 --> 00:05:04.000]  這句話非常重要
[00:05:04.000 --> 00:05:06.000]  因為要知道為什麼你國破家亡
[00:05:06.000 --> 00:05:08.000]  因為要知道為什麼你國破家亡
[00:05:08.000 --> 00:05:09.000]  OK
[00:05:09.000 --> 00:05:10.000]  前文呢
[00:05:10.000 --> 00:05:11.000]  前文
[00:05:11.000 --> 00:05:12.000]  就是這個
[00:05:12.000 --> 00:05:13.000]  前文
[00:05:13.000 --> 00:05:15.000]  我們今天十八節開始
[00:05:15.000 --> 00:05:17.000]  我們今天十一節開始
[00:05:17.000 --> 00:05:18.000]  十一節開始
[00:05:18.000 --> 00:05:24.000]  耶利米描繪了一幅猶大將來災禍的圖畫
[00:05:24.000 --> 00:05:30.000]  耶利米描繪了一幅猶大將來災禍的圖畫
[00:05:30.000 --> 00:05:32.000]  用了獅子做象徵
[00:05:32.000 --> 00:05:34.000]  用獅子做象徵
[00:05:34.000 --> 00:05:36.000]  獅子呢
[00:05:36.000 --> 00:05:40.000]  獅子是馬國和哥格
[00:05:40.000 --> 00:05:44.000]  就是以西傑書38、39章所說的一個地方
[00:05:44.000 --> 00:05:46.000]  是他們的
[00:05:46.000 --> 00:05:49.000]  是他們的prototype
[00:05:49.000 --> 00:05:51.000]  prototype是他們的模型
[00:05:51.000 --> 00:06:03.000]  獅子是馬國的哥格在以西傑書38章、39章已經描述的一個原型
[00:06:03.000 --> 00:06:06.000]  號角吹響了
[00:06:06.000 --> 00:06:07.000]  號角吹響了
[00:06:07.000 --> 00:06:10.000]  因為北方來的敵人已經在路上了
[00:06:10.000 --> 00:06:12.000]  從北方來的敵人已經在路上了
[00:06:12.000 --> 00:06:18.000]  耶利米預言猶大的領袖都會驚慌和詫異
[00:06:18.000 --> 00:06:22.000]  耶利米預言猶大的領袖都會驚慌和詫異
[00:06:22.000 --> 00:06:24.000]  並且埋怨上帝不保護他們
[00:06:24.000 --> 00:06:26.000]  並且埋怨上帝不保護他們
[00:06:26.000 --> 00:06:27.000]  不過在災禍之前呢
[00:06:27.000 --> 00:06:29.000]  不過在災禍之前呢
[00:06:29.000 --> 00:06:33.000]  耶利米預言是差不多不能避免的災禍
[00:06:33.000 --> 00:06:36.000]  耶利米預言是差不多不能避免的災禍
[00:06:36.000 --> 00:06:38.000]  而猶大的領袖呢
[00:06:38.000 --> 00:06:39.000]  猶大的領袖
[00:06:39.000 --> 00:06:42.000]  當時是預言有平安來到
[00:06:42.000 --> 00:06:45.000]  當時預言有平安來到
[00:06:45.000 --> 00:06:46.000]  當時預言有平安來到
[00:06:46.000 --> 00:06:47.000]  我講到這裡的時候呢
[00:06:47.000 --> 00:06:48.000]  我講到這裡的時候呢
[00:06:48.000 --> 00:06:50.000]  其實聖經裡面有相關語的
[00:06:50.000 --> 00:06:52.000]  在聖經裡面會有相關語
[00:06:52.000 --> 00:06:53.000]  在聖經裡面會有相關語的
[00:06:53.000 --> 00:06:55.000]  以西傑書38、39章呢
[00:06:55.000 --> 00:06:58.000]  在以西傑書38、39章呢
[00:06:58.000 --> 00:06:59.000]  他講的東西呢
[00:06:59.000 --> 00:07:00.000]  他所講的
[00:07:00.000 --> 00:07:01.000]  到今天還未曾應驗的
[00:07:01.000 --> 00:07:02.000]  到今天還未曾應驗的
[00:07:02.000 --> 00:07:03.000]  到現在還沒有應驗
[00:07:03.000 --> 00:07:04.000]  到現在還沒有應驗
[00:07:04.000 --> 00:07:05.000]  不過呢
[00:07:05.000 --> 00:07:06.000]  不過呢
[00:07:06.000 --> 00:07:07.000]  他們講呢
[00:07:07.000 --> 00:07:08.000]  他們講呢
[00:07:08.000 --> 00:07:09.000]  北方尼的仇敵
[00:07:09.000 --> 00:07:10.000]  他們講呢
[00:07:10.000 --> 00:07:11.000]  北方尼的仇敵
[00:07:11.000 --> 00:07:12.000]  北方尼的仇敵
[00:07:12.000 --> 00:07:13.000]  當時是北方尼的仇敵
[00:07:13.000 --> 00:07:14.000]  當時是北方尼的仇敵
[00:07:14.000 --> 00:07:15.000]  當時是北方尼的仇敵
[00:07:15.000 --> 00:07:16.000]  當時是北方尼的仇敵
[00:07:16.000 --> 00:07:17.000]  當時是北方尼的仇敵
[00:07:17.000 --> 00:07:18.000]  當時是北方尼的仇敵
[00:07:18.000 --> 00:07:19.000]  當時是北方尼的仇敵
[00:07:19.000 --> 00:07:28.000]  當時是北方尼的仇敵
[00:07:28.000 --> 00:07:29.000]  當時是北方尼的仇敵
[00:07:29.000 --> 00:07:30.000]  當時是北方尼的仇敵
[00:07:30.000 --> 00:07:31.000]  當時是北方尼的仇敵
[00:07:31.000 --> 00:07:32.000]  當時是北方尼的仇敵
[00:07:32.000 --> 00:07:33.000]  當時是北方尼的仇敵
[00:07:33.000 --> 00:07:34.000]  當時是北方尼的仇敵
[00:07:34.000 --> 00:07:35.000]  當時是北方尼的仇敵
[00:07:35.000 --> 00:07:36.000]  當時是北方尼的仇敵
[00:07:36.000 --> 00:07:37.000]  當時是北方尼的仇敵
[00:07:37.000 --> 00:07:38.000]  當時是北方尼的仇敵
[00:07:38.000 --> 00:07:39.000]  當時是北方尼的仇敵
[00:07:39.000 --> 00:07:40.000]  當時是北方尼的仇敵
[00:07:40.000 --> 00:07:41.000]  當時是北方尼的仇敵
[00:07:41.000 --> 00:07:42.000]  當時是北方尼的仇敵
[00:07:42.000 --> 00:07:53.000]  當時是北方尼的仇敵
[00:07:53.000 --> 00:07:54.000]  當時是北方尼的仇敵
[00:07:54.000 --> 00:07:55.000]  當時是北方尼的仇敵
[00:07:55.000 --> 00:07:56.000]  當時是北方尼的仇敵
[00:07:56.000 --> 00:07:57.000]  當時是北方尼的仇敵
[00:07:57.000 --> 00:07:58.000]  當時是北方尼的仇敵
[00:07:58.000 --> 00:07:59.000]  當時是北方尼的仇敵
[00:07:59.000 --> 00:08:00.000]  當時是北方尼的仇敵
[00:08:00.000 --> 00:08:01.000]  當時是北方尼的仇敵
[00:08:01.000 --> 00:08:02.000]  當時是北方尼的仇敵
[00:08:02.000 --> 00:08:03.000]  當時是北方尼的仇敵
[00:08:03.000 --> 00:08:04.000]  當時是北方尼的仇敵
[00:08:04.000 --> 00:08:05.000]  當時是北方尼的仇敵
[00:08:05.000 --> 00:08:06.000]  當時是北方尼的仇敵
[00:08:06.000 --> 00:08:07.000]  當時是北方尼的仇敵
[00:08:07.000 --> 00:08:12.000]  當時是北方尼的仇敵
[00:08:12.000 --> 00:08:13.000]  當時是北方尼的仇敵
[00:08:13.000 --> 00:08:14.000]  當時是北方尼的仇敵
[00:08:14.000 --> 00:08:15.000]  當時是北方尼的仇敵
[00:08:15.000 --> 00:08:16.000]  當時是北方尼的仇敵
[00:08:16.000 --> 00:08:17.000]  當時是北方尼的仇敵
[00:08:17.000 --> 00:08:18.000]  當時是北方尼的仇敵
[00:08:18.000 --> 00:08:19.000]  當時是北方尼的仇敵
[00:08:19.000 --> 00:08:20.000]  當時是北方尼的仇敵
[00:08:20.000 --> 00:08:21.000]  當時是北方尼的仇敵
[00:08:21.000 --> 00:08:22.000]  當時是北方尼的仇敵
[00:08:22.000 --> 00:08:23.000]  當時是北方尼的仇敵
[00:08:23.000 --> 00:08:24.000]  當時是北方尼的仇敵
[00:08:24.000 --> 00:08:25.000]  當時是北方尼的仇敵
