
[00:00:00.000 --> 00:00:01.940]  今天是母親節
[00:00:01.940 --> 00:00:03.660]  每逢母親節的時間
[00:00:03.660 --> 00:00:05.840]  我都有很多不同的感受
[00:00:05.840 --> 00:00:08.500]  我五歲失去我的母親
[00:00:08.500 --> 00:00:10.900]  因爲土改的時候
[00:00:10.900 --> 00:00:14.820]  在被鬥
[00:00:14.820 --> 00:00:17.620]  整個的過程非常悲慘
[00:00:17.620 --> 00:00:19.020]  因爲這個緣故
[00:00:19.020 --> 00:00:21.020]  我的媽媽在我五歲的時間
[00:00:21.020 --> 00:00:23.420]  已經自殺死掉
[00:00:23.420 --> 00:00:26.180]  但是我感謝主
[00:00:26.180 --> 00:00:27.700]  雖然在人看來
[00:00:27.700 --> 00:00:30.740]  我好像沒有母親的人一樣
[00:00:30.740 --> 00:00:32.980]  但當我去到主的裏面
[00:00:32.980 --> 00:00:35.860]  在主的裏面認識了我
[00:00:35.860 --> 00:00:38.140]  現在我的太太
[00:00:38.140 --> 00:00:40.140]  我們的家中
[00:00:40.140 --> 00:00:41.740]  老實講
[00:00:41.740 --> 00:00:44.340]  她不光是我孩子的母親
[00:00:44.340 --> 00:00:45.540]  在我有需要的時候
[00:00:45.540 --> 00:00:47.980]  也同時也是我的母親一樣
[00:00:47.980 --> 00:00:50.140]  來照顧我的需要
[00:00:50.140 --> 00:00:51.300]  當然
[00:00:51.300 --> 00:00:52.580]  在他們有需要的時間
[00:00:52.580 --> 00:00:55.540]  我也作爲一個父親
[00:00:55.540 --> 00:00:56.980]  扮演我的角色
[00:00:56.980 --> 00:00:59.220]  來照顧他們的需要
[00:00:59.220 --> 00:01:01.020]  所以在我的家中
[00:01:01.020 --> 00:01:02.100]  很溫馨
[00:01:02.100 --> 00:01:03.820]  我跟各位講
[00:01:03.820 --> 00:01:06.940]  特別在我的手受傷
[00:01:06.940 --> 00:01:08.300]  我的腳
[00:01:08.300 --> 00:01:11.540]  我的腳的那個大指
[00:01:11.540 --> 00:01:14.220]  也有一些的發炎那個時間
[00:01:14.220 --> 00:01:18.140]  我經歷了很多溫馨的片段
[00:01:18.140 --> 00:01:20.140]  每天都是享受
[00:01:20.140 --> 00:01:22.180]  在主的裏面
[00:01:22.180 --> 00:01:23.420]  我的願望
[00:01:23.420 --> 00:01:26.020]  你們都可以享受同樣的溫馨
[00:01:26.020 --> 00:01:27.140]  與快樂
[00:01:27.140 --> 00:01:29.180]  很多的時候以爲病
[00:01:29.180 --> 00:01:30.060]  是受苦
[00:01:30.060 --> 00:01:31.060]  老實講
[00:01:31.060 --> 00:01:32.100]  我個人經歷
[00:01:32.100 --> 00:01:33.060]  病
[00:01:33.060 --> 00:01:35.460]  是一種福
[00:01:35.460 --> 00:01:38.420]  我從來沒有享受過那麼多的福
[00:01:38.420 --> 00:01:39.780]  是我病了以後
[00:01:39.780 --> 00:01:41.300]  享受最多
[00:01:41.300 --> 00:01:43.340]  所以那種的溫馨快樂
[00:01:43.340 --> 00:01:46.980]  是難以用語言來形容的
[00:01:46.980 --> 00:01:48.460]  願意在今天
[00:01:48.460 --> 00:01:49.700]  你們透過
[00:01:49.700 --> 00:01:51.100]  神的話
[00:01:51.100 --> 00:01:53.500]  你們都能夠享受
[00:01:53.500 --> 00:01:54.980]  在主裏面
[00:01:54.980 --> 00:01:56.620]  這些的溫馨
[00:01:56.620 --> 00:01:57.580]  快樂
[00:01:57.580 --> 00:01:58.620]  我也願意
[00:01:58.620 --> 00:02:01.780]  每一個做侄女的弟兄姐妹
[00:02:01.780 --> 00:02:03.420]  有多少人
[00:02:03.420 --> 00:02:06.220]  是別人的兒女的
[00:02:06.220 --> 00:02:09.620]  好不好舉手
[00:02:09.620 --> 00:02:15.180]  我看看有誰沒有舉手的
[00:02:15.180 --> 00:02:18.140]  請你們知道
[00:02:18.140 --> 00:02:20.500]  母親節
[00:02:20.500 --> 00:02:23.780]  不是一年一次
[00:02:23.780 --> 00:02:26.300]  我希望你們能夠記得
[00:02:26.300 --> 00:02:28.020]  孝順父母
[00:02:28.020 --> 00:02:31.180]  不是一年一次
[00:02:31.180 --> 00:02:34.300]  乃是每年365天
[00:02:34.300 --> 00:02:36.740]  都是母親節
[00:02:36.740 --> 00:02:39.660]  好好孝順他們
[00:02:39.660 --> 00:02:41.180]  服侍他們
[00:02:41.180 --> 00:02:42.900]  照顧他們
[00:02:42.900 --> 00:02:44.820]  當你這樣做的時間
[00:02:44.820 --> 00:02:49.620]  神就允許使你在世長壽
[00:02:49.620 --> 00:02:51.300]  我們看見兩個的國家
[00:02:51.300 --> 00:02:52.420]  不光是個人
[00:02:52.420 --> 00:02:53.940]  國家也是一樣
[00:02:53.940 --> 00:02:55.340]  中國以色列
[00:02:55.340 --> 00:02:57.740]  是最重視這個孝道的
[00:02:57.740 --> 00:02:59.220]  兩個國家
[00:02:59.220 --> 00:03:01.340]  雖然他們亡國多年
[00:03:01.340 --> 00:03:02.500]  多次
[00:03:02.500 --> 00:03:03.500]  但是
[00:03:03.500 --> 00:03:05.180]  一直到現在爲止
[00:03:05.180 --> 00:03:06.460]  屹立不動
[00:03:06.460 --> 00:03:07.700]  還是
[00:03:07.700 --> 00:03:09.260]  經歷到神
[00:03:09.260 --> 00:03:11.500]  再一次爲他們服國
[00:03:11.500 --> 00:03:13.220]  經歷在這個地上
[00:03:13.220 --> 00:03:13.860]  老實講
[00:03:13.860 --> 00:03:15.660]  今天在我們的家裏當中
[00:03:15.660 --> 00:03:18.340]  你要真正享受一代一代
[00:03:18.340 --> 00:03:19.220]  溫馨
[00:03:19.220 --> 00:03:20.060]  快樂
[00:03:20.060 --> 00:03:21.260]  滿足的人生
[00:03:21.260 --> 00:03:23.100]  有福的人生
[00:03:23.100 --> 00:03:24.700]  孝順你的父母
[00:03:24.700 --> 00:03:26.100]  而且在主你
[00:03:26.100 --> 00:03:26.980]  非常清楚
[00:03:26.980 --> 00:03:28.060]  在主你
[00:03:28.060 --> 00:03:29.300]  聽從他們
[00:03:29.300 --> 00:03:30.740]  這是個祕訣
[00:03:30.740 --> 00:03:31.420]  請各位低頭
[00:03:31.420 --> 00:03:35.060]  我們一起禱告
[00:03:35.060 --> 00:03:38.100]  主耶穌我們謝謝禰
[00:03:38.100 --> 00:03:39.220]  我們謝謝禰就是
[00:03:39.220 --> 00:03:40.460]  禰把禰的話
[00:03:40.460 --> 00:03:43.060]  把人生的指標
[00:03:43.060 --> 00:03:44.740]  來自給我們
[00:03:44.740 --> 00:03:45.580]  這樣我們能夠知道
[00:03:45.580 --> 00:03:47.620]  每天行事爲人
[00:03:47.620 --> 00:03:48.940]  我們在家
[00:03:48.940 --> 00:03:51.060]  怎麼對我們的雙親
[00:03:51.060 --> 00:03:53.060]  怎麼樣對我們的兄弟姐妹
[00:03:53.060 --> 00:03:54.940]  怎麼樣對我們的同事
[00:03:54.940 --> 00:03:57.500]  在這個社會怎麼樣對其他的人
[00:03:57.500 --> 00:04:00.300]  怎麼樣來到生活
[00:04:00.300 --> 00:04:02.260]  你非常清楚
[00:04:02.260 --> 00:04:04.420]  把這樣的一個指標
[00:04:04.420 --> 00:04:06.260]  放在我們的心中
[00:04:06.260 --> 00:04:09.020]  我們求你繼續不斷與我們同在
[00:04:09.020 --> 00:04:10.780]  讓我們在每天生活的當中
[00:04:10.780 --> 00:04:11.940]  認定你的話
[00:04:11.940 --> 00:04:14.860]  就是我們人生的指標
[00:04:14.860 --> 00:04:16.860]  要是我們偏離了以後
[00:04:16.860 --> 00:04:18.700]  受苦的是我們
[00:04:18.700 --> 00:04:19.420]  我也求你
[00:04:19.420 --> 00:04:22.020]  幫助我們接受下面的世界
[00:04:22.020 --> 00:04:23.500]  提醒我們今天
[00:04:23.500 --> 00:04:28.620]  整個世界最多問題的一些東西
[00:04:28.620 --> 00:04:32.620]  免得我們陷在一個迷惑的當中
[00:04:32.620 --> 00:04:36.140]  陷阱的當中不能自拔
[00:04:36.140 --> 00:04:37.820]  求你與我們同在
[00:04:37.820 --> 00:04:40.420]  與講的聽的同在
[00:04:40.420 --> 00:04:43.020]  讓你的話都成爲他們的借鏡
[00:04:43.020 --> 00:04:44.860]  成爲他們的激勵
[00:04:44.860 --> 00:04:46.500]  奉主耶穌的名求
[00:04:46.500 --> 00:04:50.980]  Amen
[00:04:50.980 --> 00:04:52.580]  南韓的李總統
[00:04:52.580 --> 00:04:55.180]  第一位的李總統
[00:04:55.180 --> 00:04:58.780]  在第一次訪問美國
[00:04:58.780 --> 00:05:00.340]  有人問他
[00:05:00.340 --> 00:05:02.660]  最興奮的是什麼
[00:05:02.660 --> 00:05:04.140]  他說能夠在國會
[00:05:04.140 --> 00:05:06.220]  在各方面暢所欲言
[00:05:06.220 --> 00:05:08.060]  也能夠得到非常非常好
