
[00:00:00.000 --> 00:00:05.000]  今天我繼續跟各位來看那個馬太福音的八福
[00:00:05.000 --> 00:00:08.940]  在過去在網上崇拜的時候
[00:00:08.940 --> 00:00:12.240]  有沒有機會你還記得
[00:00:12.240 --> 00:00:15.440]  對上一次大概是三月份的時候
[00:00:15.440 --> 00:00:18.240]  我們請到那個陳純傳道
[00:00:18.240 --> 00:00:21.440]  講到溫柔的人有福了
[00:00:21.440 --> 00:00:24.940]  所以我們大概可以有點
[00:00:24.940 --> 00:00:27.940]  知道怎麼樣做溫柔的人
[00:00:27.940 --> 00:00:31.700]  今天講到一個有些聖經的學姊
[00:00:31.700 --> 00:00:34.700]  他們覺得這些解經文是很重要的
[00:00:34.700 --> 00:00:36.200]  在八福當中
[00:00:36.200 --> 00:00:38.700]  原來不是一定是最前面的一個
[00:00:38.700 --> 00:00:40.200]  或者是最後面一個
[00:00:40.200 --> 00:00:42.200]  其實可能是八個福都重要
[00:00:42.200 --> 00:00:47.200]  但有一些聖經學姊覺得第四福
[00:00:47.200 --> 00:00:49.200]  我們今天要講的第四個福
[00:00:49.200 --> 00:00:53.200]  就是覺得在我們的一個揪圖的生命當中
[00:00:53.200 --> 00:00:55.700]  其實也是一個很重要的
[00:00:55.700 --> 00:01:00.700]  有點他覺得如果我們沒有去明白這些解經文的話
[00:01:00.700 --> 00:01:05.700]  有可能我們在信仰上也有點需要重新再來
[00:01:05.700 --> 00:01:08.700]  所以我想跟各位來看今天的第四福
[00:01:08.700 --> 00:01:12.700]  也是如果你有機會讀到八福的時候
[00:01:12.700 --> 00:01:16.700]  應該我希望你們有機會可以把它背起來
[00:01:16.700 --> 00:01:19.700]  八福其實也是蠻容易背起來的
[00:01:19.700 --> 00:01:21.700]  所以這個我們先讀一遍
[00:01:21.700 --> 00:01:24.200]  我把兩個翻譯本給大家
[00:01:24.200 --> 00:01:25.700]  一個是河本
[00:01:25.700 --> 00:01:28.200]  一個是現代中文譯本
[00:01:28.200 --> 00:01:31.200]  看大家能夠從當中去
[00:01:31.200 --> 00:01:35.700]  先看看這個意思大概領受多少
[00:01:35.700 --> 00:01:36.700]  我們先讀河本
[00:01:36.700 --> 00:01:38.700]  然後讀那個現代中文譯本
[00:01:38.700 --> 00:01:40.200]  可以嗎?我們看到的
[00:01:40.200 --> 00:01:41.200]  請各位一起來讀
[00:01:41.200 --> 00:01:43.200]  預備!來!
[00:01:43.200 --> 00:01:58.200]  這個沐浴的人有福了,因為他們必得飽足。渴望實行上帝旨意的人多麼有福!上帝要充分地滿足他們。
[00:01:58.200 --> 00:02:01.200]  這個是八福
[00:02:01.200 --> 00:02:05.200]  這第四個福其實有點
[00:02:05.200 --> 00:02:08.200]  也看字面的話
[00:02:08.200 --> 00:02:11.200]  如果是用河本的話
[00:02:11.200 --> 00:02:14.200]  可能你會覺得有點也不太容易明白
[00:02:14.200 --> 00:02:17.200]  知可沐浴的人有福
[00:02:17.200 --> 00:02:18.200]  所以當個重要
[00:02:18.200 --> 00:02:21.200]  其中一個就是我們怎麼樣去
[00:02:21.200 --> 00:02:24.200]  可沐這個意
[00:02:24.200 --> 00:02:26.200]  那這個意是什麼呢?
[00:02:26.200 --> 00:02:28.200]  我希望你可以回去看看
[00:02:28.200 --> 00:02:30.200]  馬太福音的第五章
[00:02:30.200 --> 00:02:32.200]  至少除了這邊
[00:02:32.200 --> 00:02:35.200]  這些節經文講到意的話
[00:02:35.200 --> 00:02:36.200]  在第十節
[00:02:36.200 --> 00:02:38.200]  在第二十節
[00:02:38.200 --> 00:02:41.200]  也有講到意的那個意思
[00:02:41.200 --> 00:02:43.200]  你回去慢慢看
[00:02:43.200 --> 00:02:46.200]  這三個意都一樣的
[00:02:46.200 --> 00:02:49.200]  你多看第十節跟第二十節的時候
[00:02:49.200 --> 00:02:53.200]  你大概可以抓到它另外一個意思
[00:02:53.200 --> 00:02:56.200]  一個更明顯的意思
[00:02:56.200 --> 00:02:59.200]  然後我希望現代中文譯本
[00:02:59.200 --> 00:03:02.200]  幫助我們更明白這句話的意思
[00:03:02.200 --> 00:03:05.200]  如果大家做比較
[00:03:05.200 --> 00:03:09.200]  大家也是應該也會有這樣子
[00:03:09.200 --> 00:03:10.200]  你覺得這個意
[00:03:10.200 --> 00:03:13.200]  從現代中文譯本來看的時候
[00:03:13.200 --> 00:03:19.200]  這個意是什麼意思?
[00:03:19.200 --> 00:03:21.200]  上帝的旨意
[00:03:21.200 --> 00:03:22.200]  可以啊
[00:03:22.200 --> 00:03:23.200]  就是啊
[00:03:23.200 --> 00:03:24.200]  很簡單
[00:03:24.200 --> 00:03:25.200]  不要怕
[00:03:25.200 --> 00:03:27.200]  這個答案很明顯
[00:03:27.200 --> 00:03:28.200]  所以這個意
[00:03:28.200 --> 00:03:30.200]  從現代中文譯本來
[00:03:30.200 --> 00:03:32.200]  給我們很清楚
[00:03:32.200 --> 00:03:33.200]  或者說更容易看到
[00:03:33.200 --> 00:03:38.200]  這個意就是上帝的旨意
[00:03:38.200 --> 00:03:42.200]  當然它幫助我們是怎麼樣說呢
[00:03:42.200 --> 00:03:45.200]  除了是既可目
[00:03:45.200 --> 00:03:48.200]  一個可目上帝旨意的人
[00:03:48.200 --> 00:03:51.200]  他把它另外一個更重要的意思就是說
[00:03:51.200 --> 00:03:54.200]  這個上帝的旨意要怎麼樣
[00:03:54.200 --> 00:03:58.200]  要實行出來
[00:03:58.200 --> 00:04:03.200]  這就是一個可目實行上帝旨意的人
[00:04:03.200 --> 00:04:06.200]  這是一個既可目意的人
[00:04:06.200 --> 00:04:09.200]  所以我相信這個對我們來說
[00:04:09.200 --> 00:04:12.200]  這個聖經的意是更明顯
[00:04:12.200 --> 00:04:14.200]  所以也是很容易
[00:04:14.200 --> 00:04:15.200]  如果既可目意
[00:04:15.200 --> 00:04:18.200]  大概我們就會有點困在裡面
[00:04:18.200 --> 00:04:19.200]  怎麼樣去可目
[00:04:19.200 --> 00:04:21.200]  怎麼樣去意是什麼呢
[00:04:21.200 --> 00:04:23.200]  所以你很直接
[00:04:23.200 --> 00:04:27.200]  或者說更明顯地告訴我們
[00:04:27.200 --> 00:04:30.200]  我們應該是一個渴望
[00:04:30.200 --> 00:04:32.200]  很想去追求
[00:04:32.200 --> 00:04:34.200]  去可目
[00:04:34.200 --> 00:04:37.200]  實行上帝旨意的人
[00:04:37.200 --> 00:04:41.200]  這是我們每一個基督徒都應該做的
[00:04:41.200 --> 00:04:42.200]  所以有聖經學者
[00:04:42.200 --> 00:04:45.200]  為什麼覺得這個經文那麼重要
[00:04:45.200 --> 00:04:48.200]  這是因為我們每一個基督徒
[00:04:48.200 --> 00:04:52.200]  都應該是一個可目追求
[00:04:52.200 --> 00:04:56.200]  實行上帝旨意的基督徒
[00:04:56.200 --> 00:04:59.200]  如果你覺得這個對你不重要的話
[00:04:59.200 --> 00:05:04.200]  那有可能我們就要好好去回到信仰當中
[00:05:04.200 --> 00:05:08.200]  今天講第四福的時候
[00:05:08.200 --> 00:05:10.200]  剛好這段時間是
[00:05:10.200 --> 00:05:15.200]  我們要經歷受難節跟復活節
[00:05:15.200 --> 00:05:19.200]  所以我很想從耶穌的身上我們來看
[00:05:19.200 --> 00:05:22.200]  耶穌是一個最好的榜樣
[00:05:22.200 --> 00:05:28.200]  我們要去明白他是一個實行上帝旨意的人
[00:05:28.200 --> 00:05:30.200]  也是因為耶穌是這樣子
[00:05:30.200 --> 00:05:33.200]  我們作為耶穌的跟隨者
[00:05:33.200 --> 00:05:35.200]  作為耶穌的門徒
[00:05:35.200 --> 00:05:38.200]  我們都應該是可目
[00:05:38.200 --> 00:05:40.200]  實行上帝旨意的人
[00:05:40.200 --> 00:05:43.200]  所以今天我另外一個重點
[00:05:43.200 --> 00:05:44.200]  除了是八福以外
[00:05:44.200 --> 00:05:46.200]  我想跟各位來看
[00:05:46.200 --> 00:05:49.200]  在耶穌受難受苦的時候
[00:05:49.200 --> 00:05:50.200]  有一個很出名的
