
[00:00:00.000 --> 00:00:02.000]  親愛的電視姐妹早安
[00:00:02.000 --> 00:00:04.000]  今天很大雪
[00:00:04.000 --> 00:00:06.000]  其實今個星期也很冷
[00:00:06.000 --> 00:00:08.000]  感恩
[00:00:08.000 --> 00:00:10.000]  見到大家平安回來
[00:00:10.000 --> 00:00:12.000]  今個星期冷到
[00:00:12.000 --> 00:00:14.000]  有一天Ken
[00:00:14.000 --> 00:00:16.000]  跟我說
[00:00:16.000 --> 00:00:18.000]  為什麼我的眼鏡
[00:00:18.000 --> 00:00:20.000]  這麼模糊
[00:00:20.000 --> 00:00:22.000]  他說擦擦眼鏡
[00:00:22.000 --> 00:00:24.000]  一脫眼鏡
[00:00:24.000 --> 00:00:26.000]  就發現兩個鏡片
[00:00:26.000 --> 00:00:28.000]  都掉下來了
[00:00:28.000 --> 00:00:30.000]  不知道是否冷縮熱脹
[00:00:30.000 --> 00:00:32.000]  還是怎樣
[00:00:32.000 --> 00:00:34.000]  大家保重
[00:00:34.000 --> 00:00:36.000]  不知道今個星期
[00:00:36.000 --> 00:00:38.000]  大家過得怎樣
[00:00:38.000 --> 00:00:40.000]  有些弟兄姊妹
[00:00:40.000 --> 00:00:42.000]  出了遠門
[00:00:42.000 --> 00:00:44.000]  求神保守他們的老徒平安
[00:00:44.000 --> 00:00:46.000]  我也知道可能
[00:00:46.000 --> 00:00:48.000]  大家中間也有些心情
[00:00:48.000 --> 00:00:50.000]  是一般般的
[00:00:50.000 --> 00:00:52.000]  我也求上帝的話語去安慰我們
[00:00:52.000 --> 00:00:54.000]  跟我們
[00:00:54.000 --> 00:00:56.000]  去過渡這個艱難的時間
[00:00:56.000 --> 00:00:58.000]  今天我們會一起
[00:00:58.000 --> 00:01:00.000]  繼續看出埃及記
[00:01:00.000 --> 00:01:02.000]  出埃及記二章
[00:01:02.000 --> 00:01:04.000]  23至25節
[00:01:04.000 --> 00:01:06.000]  這段聖經
[00:01:06.000 --> 00:01:08.000]  可以說是說出埃及
[00:01:08.000 --> 00:01:10.000]  的緣由
[00:01:10.000 --> 00:01:12.000]  其實只有三節很簡短
[00:01:12.000 --> 00:01:14.000]  我們一起去
[00:01:14.000 --> 00:01:16.000]  重讀好嗎
[00:01:16.000 --> 00:01:18.000]  出埃及記二章23至25節
[00:01:18.000 --> 00:01:20.000]  預備起
[00:01:20.000 --> 00:01:22.000]  過了許多日子
[00:01:22.000 --> 00:01:24.000]  那個埃及王死了
[00:01:24.000 --> 00:01:26.000]  以色列人因為奴役
[00:01:26.000 --> 00:01:28.000]  而薪淫枯究
[00:01:28.000 --> 00:01:30.000]  他們因為奴役
[00:01:30.000 --> 00:01:32.000]  而發的求救聲
[00:01:32.000 --> 00:01:34.000]  上達神那裡
[00:01:34.000 --> 00:01:36.000]  神聽見他們的哀聲
[00:01:36.000 --> 00:01:38.000]  神顧念他和阿巴拉罕
[00:01:38.000 --> 00:01:40.000]  以撒瓦國的藥
[00:01:40.000 --> 00:01:42.000]  神看見
[00:01:42.000 --> 00:01:44.000]  以色列人的痛苦
[00:01:44.000 --> 00:01:46.000]  神知道
[00:01:46.000 --> 00:01:48.000]  這段經文
[00:01:48.000 --> 00:01:50.000]  是說以色列人
[00:01:50.000 --> 00:01:52.000]  向上帝發出
[00:01:52.000 --> 00:01:54.000]  哀求
[00:01:54.000 --> 00:01:56.000]  求救的聲音
[00:01:56.000 --> 00:01:58.000]  究竟他們發生了什麼事
[00:01:58.000 --> 00:02:00.000]  其實上一次我們說到第一章的時候
[00:02:00.000 --> 00:02:02.000]  也有提到一點
[00:02:02.000 --> 00:02:04.000]  讓我們一起去回顧
[00:02:04.000 --> 00:02:06.000]  出埃及記第一章
[00:02:06.000 --> 00:02:08.000]  由一開始
[00:02:08.000 --> 00:02:10.000]  可以說是一個
[00:02:10.000 --> 00:02:12.000]  很蒙福的開始
[00:02:12.000 --> 00:02:14.000]  但是轉變到
[00:02:14.000 --> 00:02:16.000]  慢慢變成哀哭的過程
[00:02:16.000 --> 00:02:18.000]  當藥室
[00:02:18.000 --> 00:02:20.000]  還是宰相的時候
[00:02:20.000 --> 00:02:22.000]  你們是從
[00:02:22.000 --> 00:02:24.000]  左手邊開始看起
[00:02:24.000 --> 00:02:26.000]  你們是從
[00:02:26.000 --> 00:02:28.000]  左手邊開始看起
[00:02:28.000 --> 00:02:30.000]  以色列在一個
[00:02:30.000 --> 00:02:32.000]  很興盛的時候
[00:02:32.000 --> 00:02:34.000]  當藥室還是宰相的時候
[00:02:34.000 --> 00:02:36.000]  他們開始在埃及那裡
[00:02:36.000 --> 00:02:38.000]  落地生根
[00:02:38.000 --> 00:02:40.000]  新養眾多
[00:02:40.000 --> 00:02:42.000]  而且極其強盛
[00:02:42.000 --> 00:02:44.000]  遍滿那地
[00:02:44.000 --> 00:02:46.000]  然而好景不常
[00:02:46.000 --> 00:02:48.000]  有一個新的埃及王上場
[00:02:48.000 --> 00:02:50.000]  他們是不認識藥室
[00:02:50.000 --> 00:02:52.000]  以色列人
[00:02:52.000 --> 00:02:54.000]  在埃及王眼中
[00:02:54.000 --> 00:02:56.000]  成為了一個威脅
[00:02:56.000 --> 00:02:58.000]  埃及王見到這一班
[00:02:58.000 --> 00:03:00.000]  又大又強盛的民族
[00:03:00.000 --> 00:03:02.000]  就很擔心他們會反抗
[00:03:02.000 --> 00:03:04.000]  甚至在戰爭裡
[00:03:04.000 --> 00:03:06.000]  倒戈相向幫助
[00:03:06.000 --> 00:03:08.000]  他們的強敵
[00:03:08.000 --> 00:03:10.000]  所以法老千萬
[00:03:10.000 --> 00:03:12.000]  都要洗計
[00:03:12.000 --> 00:03:14.000]  去強迫這些
[00:03:14.000 --> 00:03:16.000]  以色列人做苦工
[00:03:16.000 --> 00:03:18.000]  去壓榨他們
[00:03:18.000 --> 00:03:20.000]  而且還下令
[00:03:20.000 --> 00:03:22.000]  修身婆
[00:03:22.000 --> 00:03:24.000]  去接生的時候
[00:03:24.000 --> 00:03:26.000]  殺死所有的男嬰
[00:03:26.000 --> 00:03:28.000]  他們就可以杜絕
[00:03:28.000 --> 00:03:30.000]  人口的增長
[00:03:30.000 --> 00:03:32.000]  不過上一次
[00:03:32.000 --> 00:03:34.000]  講到這個修身婆
[00:03:34.000 --> 00:03:36.000]  是敬畏神
[00:03:36.000 --> 00:03:38.000]  所以她沒有照
[00:03:38.000 --> 00:03:40.000]  柯打辦事
[00:03:40.000 --> 00:03:42.000]  然後神很賜福給他們
[00:03:42.000 --> 00:03:44.000]  但是法老沒有停止
[00:03:44.000 --> 00:03:46.000]  他越發殘酷
[00:03:46.000 --> 00:03:48.000]  去害
[00:03:48.000 --> 00:03:50.000]  這一班以色列人
[00:03:50.000 --> 00:03:52.000]  他說
[00:03:52.000 --> 00:03:54.000]  所有希伯來的男嬰一出世
[00:03:54.000 --> 00:03:56.000]  他就要被丟進
[00:03:56.000 --> 00:03:58.000]  尼羅河
[00:03:58.000 --> 00:04:00.000]  進一步殘害
[00:04:00.000 --> 00:04:02.000]  這些以色列人
[00:04:02.000 --> 00:04:04.000]  然後我們再看第二章
[00:04:04.000 --> 00:04:06.000]  這些苦難
[00:04:06.000 --> 00:04:08.000]  繼續的加劇
[00:04:08.000 --> 00:04:10.000]  二章一開始就講到
[00:04:10.000 --> 00:04:12.000]  摩西的出世
[00:04:12.000 --> 00:04:14.000]  摩西是出於
[00:04:14.000 --> 00:04:16.000]  利美的家庭
[00:04:16.000 --> 00:04:18.000]  她媽媽
[00:04:18.000 --> 00:04:20.000]  在一些殘暴的
[00:04:20.000 --> 00:04:22.000]  條例底下
[00:04:22.000 --> 00:04:24.000]  她將摩西收起來
[00:04:24.000 --> 00:04:26.000]  但收起來三個月
[00:04:26.000 --> 00:04:28.000]  你看我們教會的嬰兒
[00:04:28.000 --> 00:04:30.000]  都越來越大了
[00:04:30.000 --> 00:04:32.000]  已經收不到了
[00:04:32.000 --> 00:04:34.000]  去到三個月的時候
[00:04:34.000 --> 00:04:36.000]  她就將他放在一個蒲草箱
[00:04:36.000 --> 00:04:38.000]  放進尼羅河
[00:04:38.000 --> 00:04:40.000]  她都不知道可以怎樣做
[00:04:40.000 --> 00:04:42.000]  因為摩西人很看顧
[00:04:42.000 --> 00:04:44.000]  她被法老的女兒發現了
[00:04:44.000 --> 00:04:46.000]  並且收養她
[00:04:46.000 --> 00:04:48.000]  撫養她成人
[00:04:48.000 --> 00:04:50.000]  摩西長大了
[00:04:50.000 --> 00:04:52.000]  不過她很看不過眼
[00:04:52.000 --> 00:04:54.000]  那些埃及人
[00:04:54.000 --> 00:04:56.000]  去欺壓她自己的民族
[00:04:56.000 --> 00:04:58.000]  所以她打死了
[00:04:58.000 --> 00:05:00.000]  那些欺負她自己人的
[00:05:00.000 --> 00:05:02.000]  埃及人
[00:05:02.000 --> 00:05:04.000]  然後她都被人追殺
[00:05:04.000 --> 00:05:06.000]  所以摩西就逃到米甸
[00:05:06.000 --> 00:05:08.000]  米甸這個地方
[00:05:08.000 --> 00:05:10.000]  遇到她的妻子
[00:05:10.000 --> 00:05:12.000]  生兒育女
