
[00:00:00.000 --> 00:00:05.240]  感謝主讓我們可以一起去敬拜我們的上帝
[00:00:05.240 --> 00:00:08.500]  今天去到《文素記》的第六章
[00:00:08.500 --> 00:00:13.900]  我給個題目叫做 分別為聖 將自己教給神
[00:00:13.900 --> 00:00:19.820]  《文素記》不單止是一個好像數點人數的一卷書
[00:00:19.820 --> 00:00:25.620]  同樣《文素記》都是記載了一班夢救贖的子民
[00:00:25.620 --> 00:00:29.100]  他們走到在曠野的路上
[00:00:29.100 --> 00:00:33.900]  外面有試探 裏面又不停抱怨
[00:00:33.900 --> 00:00:37.700]  又面對未知的前面
[00:00:37.700 --> 00:00:41.300]  其實想想都幾像我們自己
[00:00:41.300 --> 00:00:45.480]  我們在外面有很多試探
[00:00:45.480 --> 00:00:49.400]  裏面可能在家裏 在職場上
[00:00:49.400 --> 00:00:52.300]  我們心裏有很多抱怨
[00:00:52.300 --> 00:00:58.300]  同樣我們一樣 對前路是甚麼都不知道
[00:00:58.300 --> 00:01:05.600]  但是上帝就在曠野裏面帶領著這班以色列民
[00:01:05.600 --> 00:01:09.000]  不單止帶他們走到目的地
[00:01:09.000 --> 00:01:13.400]  同樣將他們在這個走曠野的路上
[00:01:13.400 --> 00:01:17.000]  讓他們成為屬神的子民
[00:01:17.000 --> 00:01:20.000]  大家每個星期來到教會
[00:01:20.000 --> 00:01:23.200]  同樣都是被神去造就
[00:01:23.200 --> 00:01:29.300]  希望成為一個更健全的基督徒
[00:01:29.300 --> 00:01:34.300]  今日我們在整個章節第六章的時候
[00:01:34.300 --> 00:01:38.300]  分別有三個我們要解決的問題
[00:01:38.300 --> 00:01:40.300]  第一個就是
[00:01:40.300 --> 00:01:45.500]  甚麼叫做將自己交給神
[00:01:45.500 --> 00:01:51.300]  分別為性和日常生活有甚麼關係呢
[00:01:51.300 --> 00:01:56.800]  當我們生命上有破口 有失誤的時候
[00:01:56.800 --> 00:01:58.800]  我們應該怎樣做呢
[00:01:58.800 --> 00:02:04.800]  我們怎樣才可以重回上帝的面前呢
[00:02:04.800 --> 00:02:08.800]  最後到底祝福是做甚麼的呢
[00:02:08.800 --> 00:02:12.300]  神要透過祭司宣告祝福
[00:02:12.300 --> 00:02:16.800]  這個對我們現今每一個坐在這裏的弟兄姊妹
[00:02:16.800 --> 00:02:18.800]  有甚麼意思呢
[00:02:18.800 --> 00:02:22.800]  我會將它分為三個大的段落
[00:02:22.800 --> 00:02:25.800]  就是第一個拿西爾人所許的願
[00:02:25.800 --> 00:02:28.800]  自願分別獻給神
[00:02:28.800 --> 00:02:31.800]  接著就是當這個誓起完之後
[00:02:31.800 --> 00:02:35.800]  原來會有些失誤之後要怎樣算呢
[00:02:35.800 --> 00:02:38.800]  最後是祭司的祝福
[00:02:38.800 --> 00:02:41.800]  三個重要的點
[00:02:41.800 --> 00:02:48.800]  就將我們整個第六章從今生奉獻到怎樣去失誤
[00:02:48.800 --> 00:02:54.800]  然後恢復最後進入神的祝福和差遣
[00:02:54.800 --> 00:02:57.800]  我們一起開始看看這個第六章
[00:02:57.800 --> 00:02:59.800]  拿西爾人的奉獻
[00:02:59.800 --> 00:03:04.800]  成熟的信徒自願去分別為性
[00:03:04.800 --> 00:03:08.800]  我們一起讀一下第一至第八節
[00:03:08.800 --> 00:03:11.800]  耶和華對摩西說
[00:03:11.800 --> 00:03:14.800]  李曉遇以色列人說
[00:03:14.800 --> 00:03:17.800]  無論男女許了特別的願
[00:03:17.800 --> 00:03:19.800]  就是拿西爾人的願
[00:03:19.800 --> 00:03:22.800]  要離族歸耶和華
[00:03:22.800 --> 00:03:25.800]  他就要遠離清酒弄酒
[00:03:25.800 --> 00:03:29.800]  也不可喝甚麼清酒弄酒做的醋
[00:03:29.800 --> 00:03:32.800]  也不可喝甚麼葡萄汁
[00:03:32.800 --> 00:03:36.800]  也不可吃鮮葡萄或公葡萄
[00:03:36.800 --> 00:03:38.800]  在一切離族的日子
[00:03:38.800 --> 00:03:41.800]  凡葡萄樹上結的
[00:03:41.800 --> 00:03:43.800]  自核自皮所做的物
[00:03:43.800 --> 00:03:45.800]  都不可吃
[00:03:45.800 --> 00:03:49.800]  在一切的日子
[00:03:49.800 --> 00:03:52.800]  不可用剃頭的剃頭
[00:03:52.800 --> 00:03:54.800]  要由髮留長長了
[00:03:54.800 --> 00:03:56.800]  他要性結
[00:03:56.800 --> 00:04:00.800]  直到離族歸耶和華的日子滿了
[00:04:00.800 --> 00:04:04.800]  在他離族歸耶和華的日子
[00:04:04.800 --> 00:04:06.800]  不可靠近死屍
[00:04:06.800 --> 00:04:10.800]  他的父母或弟兄姊妹死了的時候
[00:04:10.800 --> 00:04:14.800]  他不可因他們使自己不潔淨
[00:04:14.800 --> 00:04:17.800]  因為他離族歸神的憑據
[00:04:17.800 --> 00:04:19.800]  是在他頭上
[00:04:19.800 --> 00:04:22.800]  在他一切離族的日子
[00:04:22.800 --> 00:04:25.800]  是歸耶和華為聖
[00:04:25.800 --> 00:04:29.800]  這裡說到一個很特別的族類
[00:04:29.800 --> 00:04:31.800]  叫做甚麼
[00:04:31.800 --> 00:04:33.800]  拿西爾人
[00:04:33.800 --> 00:04:36.800]  神主動的啟示
[00:04:36.800 --> 00:04:39.800]  無論男女許了特別的緣
[00:04:39.800 --> 00:04:41.800]  作拿西爾人
[00:04:41.800 --> 00:04:43.800]  要離族歸耶和華
[00:04:43.800 --> 00:04:45.800]  大家記不記得
[00:04:45.800 --> 00:04:47.800]  有一個在聖經裏面
[00:04:47.800 --> 00:04:48.800]  大家應該很熟悉的人
[00:04:48.800 --> 00:04:50.800]  拿西爾人
[00:04:50.800 --> 00:04:52.800]  有沒有記得是誰
[00:04:52.800 --> 00:04:54.800]  參算
[00:04:54.800 --> 00:04:57.800]  到底這些拿西爾人是怎樣的呢
[00:04:57.800 --> 00:04:59.800]  原來拿西爾人
[00:04:59.800 --> 00:05:01.800]  他不是一個人種
[00:05:01.800 --> 00:05:03.800]  不是中國人
[00:05:03.800 --> 00:05:07.800]  他們是一個自願去奉獻
[00:05:07.800 --> 00:05:10.800]  不是因為律法要求他們這樣做
[00:05:10.800 --> 00:05:14.800]  而是神將一個更深奉獻的路
[00:05:14.800 --> 00:05:16.800]  擺在他們面前
[00:05:16.800 --> 00:05:20.800]  讓他們願意去回應上帝這個願
[00:05:20.800 --> 00:05:22.800]  對於成熟的基督徒
[00:05:22.800 --> 00:05:25.800]  給我們一個很大的提醒
[00:05:25.800 --> 00:05:27.800]  我們熟悉崇拜
[00:05:27.800 --> 00:05:29.800]  侍奉奉獻
[00:05:29.800 --> 00:05:31.800]  但熟悉之後
[00:05:31.800 --> 00:05:33.800]  我們經常都會有一個
[00:05:33.800 --> 00:05:36.800]  我們外在維持是這樣
[00:05:36.800 --> 00:05:41.800]  但內裡我們已經習慣了
[00:05:41.800 --> 00:05:44.800]  我們很多時候都會說
[00:05:44.800 --> 00:05:49.800]  渴望有什麼問題出現
[00:05:49.800 --> 00:05:54.800]  我們會不會還是很想去親近神
[00:05:54.800 --> 00:05:59.800]  還是覺得其實我們現在坐在這裡都OK
[00:05:59.800 --> 00:06:01.800]  都幾好這個狀態
[00:06:01.800 --> 00:06:04.800]  又或者我們對於毀身的問題
[00:06:04.800 --> 00:06:08.800]  我們是不是仍然去相信
[00:06:08.800 --> 00:06:12.800]  神值得我們為祂做出具體的選擇
[00:06:12.800 --> 00:06:14.800]  而不是停留那些
[00:06:14.800 --> 00:06:16.800]  我好感動
[00:06:16.800 --> 00:06:19.800]  這句口號幾好
[00:06:19.800 --> 00:06:26.800]  拿西爾人亦都不是一個叫我們去做超級基督徒的制度
[00:06:26.800 --> 00:06:30.800]  反而是給我們一班成熟的基督徒
[00:06:30.800 --> 00:06:32.800]  作一面鏡子
[00:06:32.800 --> 00:06:35.800]  照下我們在這個時間
[00:06:35.800 --> 00:06:40.800]  我們願不願意去盡心專注的
[00:06:40.800 --> 00:06:44.800]  去在我們的基督身上
[00:06:44.800 --> 00:06:45.800]  他告訴我們
[00:06:45.800 --> 00:06:48.800]  作拿西爾人有三個記號
[00:06:48.800 --> 00:06:50.800]  三個層面的交托
[00:06:50.800 --> 00:06:52.800]  第一個就是說
[00:06:52.800 --> 00:06:54.800]  不可吃清酒
[00:06:54.800 --> 00:06:56.800]  不可喝清酒濃酒
[00:06:56.800 --> 00:07:00.800]  放下那些可以依靠的安慰
[00:07:00.800 --> 00:07:02.800]  不剃頭髮
[00:07:02.800 --> 00:07:07.800]  是要讓人見到我們是屬於神的
[00:07:07.800 --> 00:07:10.800]  不要捱近死屍
[00:07:10.800 --> 00:07:12.800]  保守敬拜的時候
[00:07:12.800 --> 00:07:14.800]  那一種的純潔
[00:07:14.800 --> 00:07:17.800]  和什麼才是優先次序
[00:07:17.800 --> 00:07:20.800]  這三個就是告訴我們
[00:07:20.800 --> 00:07:22.800]  作拿西爾人的時候
[00:07:22.800 --> 00:07:24.800]  我們將自己交給神
[00:07:24.800 --> 00:07:26.800]  我們依靠什麼
[00:07:26.800 --> 00:07:29.800]  我們是屬於誰的
[00:07:29.800 --> 00:07:33.800]  以誰為我們的生命優先次序
[00:07:33.800 --> 00:07:36.800]  我們說第一個記號就是
[00:07:36.800 --> 00:07:39.800]  不要喝清酒濃酒
[00:07:39.800 --> 00:07:41.800]  放下可安慰的
[00:07:41.800 --> 00:07:42.800]  清酒濃酒
[00:07:42.800 --> 00:07:47.800]  我猜就是由茅台到啤酒
[00:07:47.800 --> 00:07:48.800]  現在這樣說
[00:07:48.800 --> 00:07:51.800]  由茅台到啤酒都不可以喝
[00:07:51.800 --> 00:07:56.800]  紅酒白酒當然是不可以喝
[00:07:56.800 --> 00:07:59.800]  剛才經文裡面都說到
[00:07:59.800 --> 00:08:04.800]  不可以吃葡萄製的東西
[00:08:04.800 --> 00:08:07.800]  有一些解經家就說
[00:08:07.800 --> 00:08:11.800]  為什麼不可以吃葡萄呢
[00:08:11.800 --> 00:08:15.800]  因為在當時的背景裡
[00:08:15.800 --> 00:08:19.800]  葡萄所製的東西和吃葡萄
[00:08:19.800 --> 00:08:23.800]  是代表一個享樂的意思
[00:08:23.800 --> 00:08:26.800]  大家有沒有看電影或電視
[00:08:26.800 --> 00:08:28.800]  那些皇帝躺在那裡
[00:08:28.800 --> 00:08:30.800]  通常妃子都是給什麼去吃
[00:08:30.800 --> 00:08:32.800]  葡萄
[00:08:32.800 --> 00:08:35.800]  我覺得好像是挺對的
[00:08:35.800 --> 00:08:37.800]  所以就叫我們
[00:08:37.800 --> 00:08:40.800]  不要吃葡萄所做的一切
[00:08:40.800 --> 00:08:46.800]  叫我們放下這個享樂
[00:08:46.800 --> 00:08:49.800]  我們說在這個替代性的安慰
[00:08:49.800 --> 00:08:52.800]  什麼叫替代性的安慰呢
[00:08:52.800 --> 00:08:54.800]  其實在這個時間
[00:08:54.800 --> 00:08:55.800]  我們說走
[00:08:55.800 --> 00:08:58.800]  未必是最大的試探
[00:08:58.800 --> 00:09:00.800]  但是很多時候
[00:09:00.800 --> 00:09:03.800]  很多東西給我們的替代安慰
