
[00:00:00.000 --> 00:00:03.000]  今日想和大家分享一個題目
[00:00:03.000 --> 00:00:07.000]  「真信靠與真敬畏」
[00:00:07.000 --> 00:00:12.000]  其實就是「敬畏與信靠」
[00:00:12.000 --> 00:00:18.000]  其實當我收到教會給我們一段經文的時候
[00:00:18.000 --> 00:00:22.000]  這段經文是在說十一奉獻和憐憫
[00:00:22.000 --> 00:00:24.000]  那我想一下究竟他在說些什麼呢?
[00:00:24.000 --> 00:00:26.000]  這段經文是要說些什麼呢?
[00:00:26.000 --> 00:00:30.000]  所以看一段經文我們不可以只看一段
[00:00:30.000 --> 00:00:34.000]  我們想看看究竟生命記他想說些什麼
[00:00:34.000 --> 00:00:36.000]  生命記其實記載著的
[00:00:36.000 --> 00:00:41.000]  都是一些歷史性和教導性的一些講論
[00:00:41.000 --> 00:00:45.000]  如果一至十一章是從述
[00:00:45.000 --> 00:00:49.000]  十二至二十六章其實是講解
[00:00:49.000 --> 00:00:51.000]  講解律法典章的要義
[00:00:51.000 --> 00:00:58.000]  甚至解釋以色列人對上帝救贖應當有的回應
[00:00:58.000 --> 00:01:03.000]  簡單來說就是前面講了一些歷史的故事
[00:01:03.000 --> 00:01:07.000]  然後後面告訴你那些意義所在
[00:01:07.000 --> 00:01:10.000]  以及他應該怎樣作出回應
[00:01:10.000 --> 00:01:13.000]  所以當我們看第十二章的時候
[00:01:13.000 --> 00:01:16.000]  你就會知道原來第十二章告訴你
[00:01:16.000 --> 00:01:21.000]  要在耶和華所選擇的地方敬拜祂
[00:01:21.000 --> 00:01:24.000]  不是你隨隨便便
[00:01:24.000 --> 00:01:28.000]  不是你自己喜歡就可以敬拜神
[00:01:28.000 --> 00:01:32.000]  而是你需要在耶和華選擇的地方
[00:01:32.000 --> 00:01:35.000]  然後第十三章就警告以色列人
[00:01:35.000 --> 00:01:39.000]  不要因為人有而跟從假神
[00:01:39.000 --> 00:01:42.000]  要專心依靠神
[00:01:42.000 --> 00:01:45.000]  所以是一脈相承的
[00:01:45.000 --> 00:01:48.000]  第十四章它說甚麼呢
[00:01:48.000 --> 00:01:53.000]  它說你們是耶和華你們是上帝的兒女
[00:01:53.000 --> 00:02:00.000]  所以你們要專心跟從獨一的真神耶和華
[00:02:00.000 --> 00:02:02.000]  其實又是一脈相承
[00:02:02.000 --> 00:02:06.000]  所以我們再看細一點的
[00:02:06.000 --> 00:02:08.000]  第一節至第二節
[00:02:08.000 --> 00:02:11.000]  其實是不要效法外教異教的風俗
[00:02:11.000 --> 00:02:17.000]  證明你這群以色列的民的身份
[00:02:17.000 --> 00:02:19.000]  第三節至二十一節
[00:02:19.000 --> 00:02:25.000]  原來從食和不食的條例裏面
[00:02:25.000 --> 00:02:27.000]  那個不是最重要的
[00:02:27.000 --> 00:02:29.000]  最重要是告訴你
[00:02:29.000 --> 00:02:34.000]  你跟外邦人跟萬民是有分別的
[00:02:34.000 --> 00:02:38.000]  所以第十四第二十二至二十九節
[00:02:38.000 --> 00:02:41.000]  就不是單單說處理財物
[00:02:41.000 --> 00:02:44.000]  是從處理財物的行為
[00:02:44.000 --> 00:02:52.000]  確證以色列人能夠真的信靠耶和華神
[00:02:52.000 --> 00:02:54.000]  這樣去看的時候
[00:02:54.000 --> 00:02:56.000]  我們就要問
[00:02:56.000 --> 00:02:58.000]  甚麼是信靠
[00:02:58.000 --> 00:03:01.000]  甚麼是敬畏
[00:03:01.000 --> 00:03:03.000]  敬畏在生命記裏面
[00:03:03.000 --> 00:03:07.000]  基本上是時常出現的一個字
[00:03:07.000 --> 00:03:09.000]  甚至在舊約裏面
[00:03:09.000 --> 00:03:12.000]  我們都時常見到
[00:03:12.000 --> 00:03:15.000]  但今天可能對所有弟兄姊妹
[00:03:15.000 --> 00:03:20.000]  敬畏這個字已經很遠了
[00:03:20.000 --> 00:03:24.000]  我們認識的神是慈愛的主
[00:03:24.000 --> 00:03:25.000]  是愛我們的神
[00:03:25.000 --> 00:03:28.000]  是憐憫我們的主
[00:03:28.000 --> 00:03:31.000]  所以當認識的人在說甚麼
[00:03:31.000 --> 00:03:34.000]  我們需要細心了解一下
[00:03:34.000 --> 00:03:38.000]  所以我有兩個疑問
[00:03:38.000 --> 00:03:40.000]  你問一下自己
[00:03:40.000 --> 00:03:43.000]  我是因為信靠上帝
[00:03:43.000 --> 00:03:46.000]  所以才敬畏上帝
[00:03:46.000 --> 00:03:50.000]  還是我是因為敬畏上帝
[00:03:50.000 --> 00:03:54.000]  所以才信靠上帝
[00:03:54.000 --> 00:03:57.000]  你問一下自己
[00:03:57.000 --> 00:03:59.000]  如果你有留意
[00:03:59.000 --> 00:04:06.000]  我開始的題目跟你印在周刊裏面的題目有少許不同
[00:04:06.000 --> 00:04:09.000]  我是用VS的
[00:04:09.000 --> 00:04:14.000]  真信靠和真敬畏
[00:04:14.000 --> 00:04:20.000]  究竟你選哪一種呢
[00:04:20.000 --> 00:04:23.000]  周刊裏面不是寫
[00:04:23.000 --> 00:04:25.000]  是寫語的
[00:04:25.000 --> 00:04:29.000]  但我剛剛打出來的是VS的
[00:04:29.000 --> 00:04:31.000]  對你來說
[00:04:31.000 --> 00:04:35.000]  你信靠上帝是因為你敬畏上帝
[00:04:35.000 --> 00:04:39.000]  還是你敬畏上帝所以你信靠上帝
[00:04:39.000 --> 00:04:41.000]  今天這段經文
[00:04:41.000 --> 00:04:44.000]  裏面有處理到這個問題
