
[00:00:00.000 --> 00:00:04.600]  不知道年輕人有沒有一些年輕歌手的偶像呢?
[00:00:04.600 --> 00:00:09.000]  我不知道年輕人是否有你們年輕歌手的偶像呢?
[00:00:09.000 --> 00:00:15.000]  我們這些年輕人好像不是太喜歡追流行時代曲是不是?
[00:00:15.000 --> 00:00:19.400]  我們教會的年輕人是不是不太喜歡追流行曲、流行歌曲?
[00:00:19.400 --> 00:00:21.400]  我想慢慢慢慢就會有了
[00:00:21.400 --> 00:00:23.200]  我想慢慢慢慢就會有了
[00:00:23.200 --> 00:00:26.600]  想當年我也有聽一些流行時代曲的
[00:00:26.600 --> 00:00:29.400]  想當年我也有聽這些流行時代歌曲
[00:00:29.400 --> 00:00:31.600]  大家認不認識這兩位仁兄呢?
[00:00:31.600 --> 00:00:34.200]  我看大家認不認識這兩位仁兄呢?
[00:00:34.200 --> 00:00:37.800]  年輕人可能不太覺得這是什麼特別的人物
[00:00:37.800 --> 00:00:41.200]  年輕人可能不覺得這是什麼特別的人物
[00:00:41.200 --> 00:00:44.600]  但是應該來說都很有名的
[00:00:44.600 --> 00:00:47.000]  但是應該他們都很有名
[00:00:47.000 --> 00:00:49.200]  那時候我聽他們的歌的時候
[00:00:49.200 --> 00:00:52.800]  聽得真是很入神
[00:00:52.800 --> 00:00:55.600]  我那時候聽他們的歌真的聽得很入神
[00:00:55.600 --> 00:00:57.400]  那些歌喉真是一流
[00:00:57.400 --> 00:00:59.400]  那些歌喉真是一流
[00:00:59.400 --> 00:01:03.600]  當然這些就是我年輕的時候
[00:01:03.600 --> 00:01:05.800]  當然這些就是我年輕的時候
[00:01:05.800 --> 00:01:07.800]  也是這些歌手年輕的時候
[00:01:07.800 --> 00:01:09.800]  也是這些歌手年輕的時候
[00:01:09.800 --> 00:01:14.200]  不知道大家有沒有想過歌手的生命週期可以唱多久呢?
[00:01:14.200 --> 00:01:14.200]  不知道大家有沒有想過歌手的生命週期可以唱多久呢?
[00:01:14.200 --> 00:01:14.200]  我不知道大家有沒有想過歌手的生命週期可以唱多久呢?
[00:01:14.200 --> 00:01:14.200]  我不知道大家有沒有想過歌手的生命週期可以唱多久呢?
[00:01:14.200 --> 00:01:14.200]  我不知道大家有沒有想過歌手的生命週期可以唱多久呢?
[00:01:14.200 --> 00:01:14.200]  我不知道大家有沒有想過歌手的生命週期可以唱多久呢?
[00:01:14.200 --> 00:01:14.200]  我不知道大家有沒有想過歌手的生命週期可以唱多久呢?
[00:01:14.200 --> 00:01:14.200]  我不知道大家有沒有想過歌手的生命週期可以唱多久呢?
[00:01:14.200 --> 00:01:29.200]  我不知道大家有沒有想過歌手的生命週期可以唱多久呢?
[00:01:44.200 --> 00:01:47.800]  當他們唱了十幾年之後做了一個演唱會
[00:01:47.800 --> 00:01:47.800]  當他們唱了十幾年之後做了一個演唱會
[00:01:47.800 --> 00:01:47.800]  這個是一九八幾年的時候他們在紐約有一個演唱會
[00:01:47.800 --> 00:01:52.200]  這個是一九八幾年的時候他們在紐約有一個演唱會
[00:01:52.200 --> 00:01:52.200]  這個是一九八零年代他們在紐約的演唱會
[00:01:52.200 --> 00:01:56.800]  這個是一九八零年代他們在紐約的演唱會
[00:01:56.800 --> 00:01:56.800]  大家有沒有發現他們有些什麼不同呢?
[00:01:56.800 --> 00:01:58.600]  大家有沒有發現他們有些什麼不同呢?
[00:01:58.600 --> 00:01:58.600]  大家有沒有發現他們有些什麼不一樣呢?
[00:01:58.600 --> 00:02:01.200]  大家有沒有發現他們有些什麼不一樣呢?
[00:02:01.200 --> 00:02:01.200]  大家有沒有發現他們有些什麼不一樣呢?
[00:02:01.200 --> 00:02:01.200]  大家有沒有發現他們有些什麼不一樣呢?
[00:02:01.200 --> 00:02:01.200]  大家有沒有發現他們有些什麼不一樣呢?
[00:02:01.200 --> 00:02:01.200]  大家有沒有發現他們有些什麼不一樣呢?
[00:02:01.200 --> 00:02:21.200]  大家有沒有發現他們有些什麼不一樣呢?
[00:02:21.200 --> 00:02:21.200]  大家有沒有發現他們有些什麼不一樣呢?
[00:02:21.200 --> 00:02:21.200]  大家有沒有發現他們有些什麼不一樣呢?
[00:02:21.200 --> 00:02:21.200]  大家有沒有發現他們有些什麼不一樣呢?
[00:02:21.200 --> 00:02:21.200]  大家有沒有發現他們有些什麼不一樣呢?
[00:02:21.200 --> 00:02:21.200]  大家有沒有發現他們有些什麼不一樣呢?
[00:02:21.200 --> 00:02:21.200]  大家有沒有發現他們有些什麼不一樣呢?
[00:02:21.200 --> 00:02:21.200]  大家有沒有發現他們有些什麼不一樣呢?
[00:02:21.200 --> 00:02:21.200]  大家有沒有發現他們有些什麼不一樣呢?
[00:02:21.200 --> 00:02:21.200]  大家有沒有發現他們有些什麼不一樣呢?
[00:02:21.200 --> 00:02:21.200]  大家有沒有發現他們有些什麼不一樣呢?
[00:02:21.200 --> 00:02:21.200]  大家有沒有發現他們有些什麼不一樣呢?
[00:02:21.200 --> 00:02:21.200]  大家有沒有發現他們有些什麼不一樣呢?
[00:02:21.200 --> 00:02:21.200]  大家有沒有發現他們有些什麼不一樣呢?
[00:02:21.200 --> 00:02:21.200]  大家有沒有發現他們有些什麼不一樣呢?
[00:02:21.200 --> 00:02:21.200]  大家有沒有發現他們有些什麼不一樣呢?
[00:02:21.200 --> 00:02:31.200]  大家有沒有發現他們有些什麼不一樣呢?
[00:02:31.200 --> 00:02:31.200]  大家有沒有發現他們有些什麼不一樣呢?
[00:02:31.200 --> 00:02:51.200]  大家有沒有發現他們有些什麼不一樣呢?
[00:02:51.200 --> 00:02:51.200]  大家有沒有發現他們有些什麼不一樣呢?
[00:02:51.200 --> 00:02:51.200]  大家有沒有發現他們有些什麼不一樣呢?
[00:02:51.200 --> 00:02:51.200]  大家有沒有發現他們有些什麼不一樣呢?
[00:02:51.200 --> 00:02:51.200]  大家有沒有發現他們有些什麼不一樣呢?
