
[00:00:00.000 --> 00:00:02.000]  我們一起同心再祈禱
[00:00:02.000 --> 00:00:12.000]  創造天地的主,我們敬拜祢
[00:00:12.000 --> 00:00:17.000]  不單止祢在寶座上掌管萬有
[00:00:17.000 --> 00:00:20.000]  祢同樣住在我們心中
[00:00:20.000 --> 00:00:24.000]  人算甚麼,祢竟然眷顧我們
[00:00:24.000 --> 00:00:27.000]  祢看我們為寶貴
[00:00:28.000 --> 00:00:32.000]  主讓我們很願意,真是每一天跟隨祢
[00:00:32.000 --> 00:00:35.000]  因為唯有祢,有永生之道
[00:00:35.000 --> 00:00:38.000]  主讓我們知道,在跟隨祢的路上
[00:00:38.000 --> 00:00:44.000]  有時我們的心被吸引,轉移了,追求其他
[00:00:44.000 --> 00:00:52.000]  主讓祢呼籲我們的心,要信服祢,聽從祢,要信靠祢
[00:00:53.000 --> 00:00:59.000]  以致我們知道,在祢的裡面,祢所賜下的,是真實的豐富
[00:00:59.000 --> 00:01:03.000]  主因此我們今天一齊到祢面前敬拜祢
[00:01:03.000 --> 00:01:05.000]  亦都思想祢聖經的說話
[00:01:05.000 --> 00:01:09.000]  求祢將一顆信靠信服的心賜給我們
[00:01:09.000 --> 00:01:12.000]  讓我們在祢的面前,因為跟隨祢
[00:01:12.000 --> 00:01:16.000]  我們得著祢要給我們的恩惠
[00:01:16.000 --> 00:01:20.000]  如今等候主的面前,求主賜下祢的聖靈
[00:01:21.000 --> 00:01:24.000]  開我們的心窍,讓我們明白祢的道
[00:01:24.000 --> 00:01:27.000]  亦都知道跟隨
[00:01:27.000 --> 00:01:31.000]  我們仰望祈禱,奉耶穌聖名祈求
[00:01:31.000 --> 00:01:37.000]  我們這段時間一直在思想《出拉及記》的經文
[00:01:37.000 --> 00:01:39.000]  今次來到三十二章
[00:01:39.000 --> 00:01:46.000]  我們想到,神賜給人有藥,毀身,愛我們
[00:01:46.000 --> 00:01:49.000]  亦都呼籲我們去聽從祂的說話
[00:01:50.000 --> 00:01:52.000]  進入藥的關係裡面
[00:01:52.000 --> 00:01:54.000]  而今天在三十二章我們看到
[00:01:54.000 --> 00:01:56.000]  以色列人領受了藥之後
[00:01:56.000 --> 00:01:59.000]  他們竟然很快就違背上帝
[00:01:59.000 --> 00:02:02.000]  而上帝是如何在這個過程裡面來管教他們
[00:02:02.000 --> 00:02:05.000]  亦都帶來了深刻的提醒
[00:02:05.000 --> 00:02:09.000]  亦都讓他們將來重新進入神的藥當中
[00:02:09.000 --> 00:02:13.000]  大家一齊再打開聖經的三十二章《出拉及記》
[00:02:13.000 --> 00:02:18.000]  當我們讀到原著經文的時候
[00:02:19.000 --> 00:02:21.000]  他們已經領受了神給他們的藥
[00:02:21.000 --> 00:02:24.000]  特別聖經亦都提及當時
[00:02:24.000 --> 00:02:28.000]  當摩西將神的藥來向他們講述的時候
[00:02:28.000 --> 00:02:31.000]  他們都異口同聲地說
[00:02:31.000 --> 00:02:34.000]  神所吩咐我們的都必遵從
[00:02:34.000 --> 00:02:38.000]  在之前的《出拉及記》二十四章
[00:02:38.000 --> 00:02:43.000]  曾經提到摩西就將梵濟獻給神
[00:02:43.000 --> 00:02:47.000]  然後將梵濟的血灑在百姓的身上
[00:02:48.000 --> 00:02:51.000]  很清楚地跟百姓講這是納藥的血
[00:02:51.000 --> 00:02:55.000]  是神給他們納藥的證據
[00:02:55.000 --> 00:02:57.000]  而百姓都清楚地表明
[00:02:57.000 --> 00:03:00.000]  我們願意遵守神給我們的吩咐
[00:03:00.000 --> 00:03:02.000]  作祂的指紋
[00:03:02.000 --> 00:03:05.000]  後來神就再吩咐摩西上山
[00:03:05.000 --> 00:03:11.000]  他就將黑了律法的石板賜給摩西
[00:03:11.000 --> 00:03:15.000]  然後請他將律法教訓百姓
[00:03:16.000 --> 00:03:18.000]  在山上四十尊的時候
[00:03:18.000 --> 00:03:22.000]  山下就發生三十二章所提及的事情
[00:03:22.000 --> 00:03:25.000]  大家一起看看三十二章
[00:03:25.000 --> 00:03:27.000]  在三十二章開始的時候
[00:03:27.000 --> 00:03:32.000]  聖經就提到人民見到摩西遲遲不下山
[00:03:32.000 --> 00:03:35.000]  他們就聚集到亞倫那裡對他說
[00:03:35.000 --> 00:03:37.000]  起來為我們做神像
[00:03:37.000 --> 00:03:40.000]  可以走在我們前頭領路
[00:03:40.000 --> 00:03:45.000]  因為那摩西就是把我們從埃及地領出來的那個人
[00:03:46.000 --> 00:03:49.000]  我們不知道他遭遇了什麼事情
[00:03:49.000 --> 00:03:53.000]  百姓在當時等待摩西下來
[00:03:53.000 --> 00:03:57.000]  其實摩西在山上大家知道只是四十天的時間
[00:03:57.000 --> 00:04:00.000]  但是等待的期間他們不耐煩
[00:04:00.000 --> 00:04:02.000]  他們不能夠再等候
[00:04:02.000 --> 00:04:05.000]  因此他們就要求亞倫
[00:04:05.000 --> 00:04:08.000]  不如你幫我們做一個神像
[00:04:08.000 --> 00:04:14.000]  代替耶和華在我們前面帶領我們走繼續的曠野路
[00:04:15.000 --> 00:04:17.000]  在等候過程當中
[00:04:17.000 --> 00:04:20.000]  人的心不能夠等候神
[00:04:20.000 --> 00:04:23.000]  因此為自己製造神像
[00:04:23.000 --> 00:04:30.000]  你發覺當時他們將整個焦點集中在摩西身上
[00:04:30.000 --> 00:04:32.000]  所以你會留意到他們說
[00:04:32.000 --> 00:04:36.000]  這個摩西其實這些說話都是輕描的表達
[00:04:36.000 --> 00:04:38.000]  都不知道在上面
[00:04:38.000 --> 00:04:40.000]  用我們現在的說話說
[00:04:40.000 --> 00:04:42.000]  都不知道搞什麼鬼
[00:04:42.000 --> 00:04:44.000]  遭遇什麼事情我們都不知道做什麼
[00:04:45.000 --> 00:04:47.000]  都不知道有沒有什麼不測出現
[00:04:47.000 --> 00:04:50.000]  他們說這個摩西
[00:04:50.000 --> 00:04:53.000]  他們領我們出來的那個摩西
[00:04:53.000 --> 00:04:57.000]  突然間他們將整個注意集中在一個人的身上
[00:04:57.000 --> 00:05:00.000]  是摩西領我們出埃及
[00:05:00.000 --> 00:05:05.000]  當這個時候他們這樣去注意摩西的時候
[00:05:05.000 --> 00:05:07.000]  突然間就好像忘記了
[00:05:07.000 --> 00:05:12.000]  其實摩西是按照神的引導帶領他們出埃及
[00:05:12.000 --> 00:05:14.000]  好像忘記了背後是神
[00:05:15.000 --> 00:05:19.000]  忘記了神曾經有的工作包括了那十個災
[00:05:19.000 --> 00:05:22.000]  包括了怎樣出埃及
[00:05:22.000 --> 00:05:24.000]  怎樣過紅海
[00:05:24.000 --> 00:05:26.000]  神怎樣很奇妙地來釋放他們
[00:05:26.000 --> 00:05:29.000]  好像那些事情突然間都忘記了
[00:05:29.000 --> 00:05:31.000]  只是看到一個現實
[00:05:31.000 --> 00:05:35.000]  就是這個人這個領袖現在不見了
[00:05:35.000 --> 00:05:41.000]  有些時候當人將焦點集中在人的身上的時候
[00:05:42.000 --> 00:05:45.000]  很容易就會對神產生懷疑
[00:05:45.000 --> 00:05:48.000]  開始有不信
[00:05:48.000 --> 00:05:53.000]  但是什麼時候人對神有信心
[00:05:53.000 --> 00:05:57.000]  也因此會產生一種對人的忍耐
[00:05:57.000 --> 00:06:01.000]  知道有神在當中掌管帶領著
[00:06:01.000 --> 00:06:04.000]  然後耐心去等候上帝
[00:06:04.000 --> 00:06:08.000]  但是在那種不信和不等候的過程裡面
[00:06:08.000 --> 00:06:10.000]  人就會想自己的方法
[00:06:11.000 --> 00:06:13.000]  去解決眼前的問題
[00:06:13.000 --> 00:06:15.000]  或者說在一個不安全的感覺裡面
[00:06:15.000 --> 00:06:17.000]  前面是誰帶領我們
[00:06:17.000 --> 00:06:19.000]  前面怎麼辦呢
[00:06:19.000 --> 00:06:23.000]  在不安全當中轉移去依靠其他的事情
[00:06:23.000 --> 00:06:25.000]  因此製造偶像
[00:06:25.000 --> 00:06:30.000]  偶像可能不單單是說當時的牛族
[00:06:30.000 --> 00:06:33.000]  或者說我們很多時候都會有一種經歷
[00:06:33.000 --> 00:06:37.000]  有時候都會希望找一些依靠
[00:06:37.000 --> 00:06:40.000]  如果我能夠轉了這份工作
[00:06:41.000 --> 00:06:43.000]  我接下來會比較安全
[00:06:43.000 --> 00:06:46.000]  或者說如果我能夠靠這個人
[00:06:46.000 --> 00:06:49.000]  他會給我很多的幫助
[00:06:49.000 --> 00:06:51.000]  我就會安全很多
[00:06:51.000 --> 00:06:54.000]  很多時候不知不覺當中
[00:06:54.000 --> 00:06:57.000]  將神聖的位置
[00:06:57.000 --> 00:07:02.000]  從神身上轉移到某些人某些事
[00:07:02.000 --> 00:07:04.000]  某些人某些事情
[00:07:04.000 --> 00:07:06.000]  好像給你安全感
[00:07:06.000 --> 00:07:09.000]  但其實是帶給你一種生命的控制
