
[00:00:00.000 --> 00:00:02.000]  (主席)各位電視姊妹早安
[00:00:02.000 --> 00:00:05.440]  (主席)在這個疫症裏祝願各人平安
[00:00:05.440 --> 00:00:11.800]  (主席)人類是一種不停渴望的動物
[00:00:11.800 --> 00:00:14.960]  (主席)我們渴望的範圍
[00:00:14.960 --> 00:00:16.960]  (主席)從生理的滿足
[00:00:16.960 --> 00:00:20.120]  (主席)到心理或情感的滿足
[00:00:20.120 --> 00:00:22.720]  (主席)再到精神的滿足
[00:00:22.720 --> 00:00:30.160]  (主席)BB仔嬰孩的時期
[00:00:30.160 --> 00:00:32.400]  (主席)BB仔在哭
[00:00:32.400 --> 00:00:35.360]  (主席)渴望母親的餵哺
[00:00:35.360 --> 00:00:41.920]  (主席)小孩子做很多古靈精怪的行為
[00:00:41.920 --> 00:00:44.480]  (主席)渴望大人的注意
[00:00:44.480 --> 00:00:46.720]  (主席)再長大一點
[00:00:46.720 --> 00:00:50.880]  (主席)年輕人努力做出各種的成果
[00:00:50.880 --> 00:00:54.320]  (主席)渴望得到別人的認同
[00:00:54.320 --> 00:00:56.640]  (主席)甚至成熟的
[00:00:56.640 --> 00:01:00.560]  (主席)就進而渴望一個理想的世界
[00:01:00.560 --> 00:01:02.720]  (主席)人其實真的很特別
[00:01:02.720 --> 00:01:05.520]  (主席)我們雖然活在當下
[00:01:05.520 --> 00:01:07.920]  (主席)活在此時此刻
[00:01:07.920 --> 00:01:14.800]  (主席)卻是時時都渴望一個從未出現過的世界
[00:01:14.800 --> 00:01:16.640]  (主席)希臘的柏拉圖
[00:01:16.640 --> 00:01:18.240]  (主席)活在當下
[00:01:18.240 --> 00:01:22.720]  (主席)卻是渴望那個從未見過的
[00:01:22.720 --> 00:01:26.800]  (主席)超越時間的理型的世界
[00:01:26.800 --> 00:01:29.920]  (主席)中國古代的禮記
[00:01:29.920 --> 00:01:33.840]  (主席)渴望一個人不獨親其親
[00:01:33.840 --> 00:01:36.320]  (主席)不獨子其子
[00:01:36.320 --> 00:01:38.000]  (主席)使老有所忠
[00:01:38.000 --> 00:01:39.520]  (主席)壯有所勇
[00:01:39.520 --> 00:01:41.280]  (主席)又有所長
[00:01:41.280 --> 00:01:42.880]  (主席)關寡孤獨
[00:01:42.880 --> 00:01:45.680]  (主席)廢窒者皆有所養
[00:01:45.680 --> 00:01:48.880]  (主席)這樣的大同世界
[00:01:48.880 --> 00:01:51.040]  (主席)耶穌時代的猶太人
[00:01:51.040 --> 00:01:52.800]  (主席)他們都在渴望
[00:01:52.800 --> 00:01:54.400]  (主席)他們在等待
[00:01:54.400 --> 00:01:56.880]  (主席)他們在等待一個能夠解救他們
[00:01:56.880 --> 00:01:59.760]  (主席)脫離人間苦難的救主
[00:01:59.760 --> 00:02:00.960]  (主席)他們渴望
[00:02:00.960 --> 00:02:02.560]  (主席)他們在等待
[00:02:02.560 --> 00:02:04.800]  (主席)這個救主能夠開展
[00:02:04.800 --> 00:02:08.240]  (主席)一個意想不到的天國
[00:02:08.240 --> 00:02:11.680]  (主席)人類不停在渴望
[00:02:11.680 --> 00:02:13.840]  (主席)今天我們提一個
[00:02:13.840 --> 00:02:17.040]  (主席)渴望得到初步實現的故事
[00:02:17.040 --> 00:02:19.760]  (主席)就是今天的福音書經課
[00:02:19.760 --> 00:02:24.480]  (主席)約翰福音第一章43-51節
[00:02:24.480 --> 00:02:26.240]  (主席)故事很簡單
[00:02:26.240 --> 00:02:27.440]  (主席)經文說
[00:02:27.440 --> 00:02:28.800]  (主席)有次日
[00:02:28.800 --> 00:02:32.400]  (主席)耶穌想要王加利尼去遇見肥力
[00:02:32.400 --> 00:02:33.920]  (主席)就對他說
[00:02:33.920 --> 00:02:36.640]  (主席)來 跟從我吧
[00:02:36.640 --> 00:02:38.880]  (主席)這個肥力是伯塞大人
[00:02:38.880 --> 00:02:42.000]  (主席)和安德烈彼得同城
[00:02:42.000 --> 00:02:45.600]  (主席)肥力找著拿彈葉對他說
[00:02:45.600 --> 00:02:48.480]  (主席)摩西在律法上所寫的
[00:02:48.480 --> 00:02:51.600]  (主席)和眾仙之所記的那一位
[00:02:51.600 --> 00:02:53.040]  (主席)我們遇見了
[00:02:53.040 --> 00:02:54.720]  (主席)就是約瑟的兒子
[00:02:54.720 --> 00:02:57.200]  (主席)拿撒勒人耶穌
[00:02:57.200 --> 00:02:58.960]  (主席)拿彈葉對他說
[00:02:58.960 --> 00:03:02.720]  (主席)拿撒勒還能出什麼好的嗎?
[00:03:02.720 --> 00:03:03.680]  (主席)肥力說
[00:03:03.680 --> 00:03:05.600]  (主席)你來看
[00:03:05.600 --> 00:03:07.440]  (主席)耶穌看見拿彈葉
[00:03:07.440 --> 00:03:08.880]  (主席)就指著他說
[00:03:08.880 --> 00:03:12.080]  (主席)看呀!這是個真以色列人
[00:03:12.080 --> 00:03:14.960]  (主席)他心裡是沒有鬼詐的
[00:03:14.960 --> 00:03:16.880]  (主席)拿彈葉對耶穌說
[00:03:16.880 --> 00:03:19.200]  (主席)你從哪裡知道我呢?
[00:03:19.200 --> 00:03:20.480]  (主席)耶穌回答說
[00:03:20.480 --> 00:03:21.600]  (主席)肥力
[00:03:21.600 --> 00:03:23.360]  (主席)還沒有招呼你
[00:03:23.360 --> 00:03:25.440]  (主席)你在無花果樹底下
[00:03:25.440 --> 00:03:27.520]  (主席)我就看見你了
[00:03:27.520 --> 00:03:28.400]  (主席)拿彈葉說
[00:03:28.400 --> 00:03:29.520]  (主席)拉比
[00:03:29.520 --> 00:03:31.120]  (主席)你是神的兒子
[00:03:31.120 --> 00:03:33.280]  (主席)你是以色列的王
[00:03:33.280 --> 00:03:34.880]  (主席)耶穌對他說
[00:03:34.880 --> 00:03:38.160]  (主席)因為我說在無花果樹底下看見你
[00:03:38.160 --> 00:03:39.600]  (主席)你就信嗎?
[00:03:39.600 --> 00:03:42.800]  (主席)你將要看見比這更大的事
[00:03:42.800 --> 00:03:44.240]  (主席)又說
[00:03:44.240 --> 00:03:46.800]  (主席)我實實在在地告訴你們
[00:03:46.800 --> 00:03:49.520]  (主席)你們將要看見天開了
[00:03:49.520 --> 00:03:56.000]  (主席)神的使者上去下來在人子身上
[00:03:56.000 --> 00:03:59.280]  這個故事的開始就是這樣的
[00:03:59.280 --> 00:04:01.040]  他說:有次日
[00:04:01.040 --> 00:04:03.680]  (主席)耶穌想要往加里尼去
[00:04:03.680 --> 00:04:04.960]  (主席)遇見肥力
[00:04:04.960 --> 00:04:08.880]  (主席)就對他說:來跟從我吧
[00:04:08.880 --> 00:04:10.800]  (主席)這裏有個時間的標記
[00:04:10.800 --> 00:04:13.040]  (主席)有次日
[00:04:13.040 --> 00:04:15.920]  (主席)這是《約翰福音》開場白裏面
[00:04:15.920 --> 00:04:19.200]  (主席)七日結構裏面的第四日
[00:04:19.200 --> 00:04:21.040]  (主席)這個七日結構
[00:04:21.040 --> 00:04:23.600]  (主席)是刻意和《創世紀》的
[00:04:23.600 --> 00:04:27.120]  (主席)七日創造的結構相對應的
[00:04:27.120 --> 00:04:28.640]  (主席)在《創世紀》裏面
[00:04:28.640 --> 00:04:29.840]  (主席)第四日
[00:04:29.840 --> 00:04:32.960]  (主席)神創造天上的光體
[00:04:32.960 --> 00:04:34.160]  (主席)從此
[00:04:34.160 --> 00:04:35.600]  (主席)無論日夜
[00:04:35.600 --> 00:04:40.800]  (主席)都有光體將光明帶來人間
[00:04:40.800 --> 00:04:45.440]  (主席)在《約翰福音》開場白的第四日
[00:04:45.440 --> 00:04:48.640]  (主席)耶穌呼召人跟從祂
[00:04:48.640 --> 00:04:51.280]  (主席)而這些人很明顯
[00:04:51.280 --> 00:04:55.200]  (主席)將要成為反照神榮光的光體
[00:04:55.200 --> 00:05:00.720]  (主席)將神的榮光帶來人間
[00:05:00.720 --> 00:05:04.720]  (主席)故事說耶穌準備去加利利
[00:05:04.720 --> 00:05:07.360]  (主席)忽然間祂遇見菲力
[00:05:07.360 --> 00:05:09.840]  (主席)耶穌很直接地對祂說
[00:05:09.840 --> 00:05:12.400]  (主席)「來跟從我吧」
[00:05:12.400 --> 00:05:16.880]  (主席)在這裏《約翰福音》沒有交代任何背景
[00:05:16.880 --> 00:05:21.280]  (主席)沒有交代耶穌是否事前認識了菲力
[00:05:21.280 --> 00:05:25.520]  (主席)也沒有交代菲力的心理反應
[00:05:25.520 --> 00:05:27.520]  (主席)總之耶穌走過
[00:05:27.520 --> 00:05:28.800]  (主席)見到人
[00:05:28.800 --> 00:05:33.600]  (主席)就叫他跟從祂
[00:05:33.600 --> 00:05:35.600]  (主席)你可以試試
[00:05:35.600 --> 00:05:37.440]  (主席)在旺角街頭
[00:05:37.440 --> 00:05:38.960]  (主席)你見到人
[00:05:38.960 --> 00:05:41.360]  (主席)隨便叫他跟你
[00:05:41.360 --> 00:05:45.840]  (主席)看看有甚麼結果
[00:05:45.840 --> 00:05:47.760]  (主席)看來《約翰福音》在這裏
[00:05:47.760 --> 00:05:53.600]  (主席)不是記述一件生活中的小事件
[00:05:53.600 --> 00:05:57.440]  (主席)它是描述一個神學上的大事件
[00:05:57.440 --> 00:06:00.000]  (主席)這是一個神學性的描述
[00:06:00.000 --> 00:06:02.240]  (主席)耶穌臨到這個世界
[00:06:02.240 --> 00:06:04.800]  (主席)就是一把大的聲音
[00:06:04.800 --> 00:06:06.960]  (主席)一個大的呼喚
[00:06:06.960 --> 00:06:12.800]  (主席)一個震動每個人靈魂的大呼喚
[00:06:12.800 --> 00:06:14.880]  (主席)這個大呼喚
[00:06:14.880 --> 00:06:20.000]  (主席)呼喚每一個人跟從祂
[00:06:20.000 --> 00:06:23.360]  (主席)大自然也充滿呼喚
[00:06:23.360 --> 00:06:25.600]  (主席)我讀大學的時代
[00:06:25.600 --> 00:06:28.320]  (主席)我上黃山
[00:06:28.320 --> 00:06:30.240]  (主席)上去那一天
[00:06:30.240 --> 00:06:31.760]  (主席)黃昏時分
[00:06:31.760 --> 00:06:33.920]  (主席)快要日落
[00:06:33.920 --> 00:06:36.400]  (主席)正在下雨
[00:06:36.400 --> 00:06:40.400]  (主席)忽然雨停了
[00:06:40.400 --> 00:06:41.840]  (主席)然後很快
[00:06:41.840 --> 00:06:45.760]  (主席)那些雲就降落在我的腳下
[00:06:45.760 --> 00:06:46.800]  (主席)我在山上
[00:06:46.800 --> 00:06:49.920]  (主席)它已經降落在山頂之下
[00:06:49.920 --> 00:06:53.440]  (主席)就變成一望無際的雲海
[00:06:53.440 --> 00:06:55.920]  (主席)我站在雲上
[00:06:55.920 --> 00:06:58.080]  (主席)夕陽就在我前面
[00:06:58.080 --> 00:07:02.800]  (主席)隨隨落在雲海裏面
[00:07:02.800 --> 00:07:08.320]  (主席)這真是何似在人間的景況
[00:07:08.320 --> 00:07:11.840]  (主席)面對這些震撼性的美麗
[00:07:11.840 --> 00:07:16.880]  (主席)我聽到這種大自然的美
[00:07:16.880 --> 00:07:20.640]  (主席)我聽到它對人類發出的呼喚
[00:07:20.640 --> 00:07:24.560]  (主席)它呼喚我們每一個謙虛落泥
[00:07:24.560 --> 00:07:26.640]  (主席)放下憎恨
[00:07:26.640 --> 00:07:30.000]  (主席)深懷敬畏地去生活
[00:07:30.000 --> 00:07:33.760]  (主席)壯麗的大地是會呼喚的
[00:07:33.760 --> 00:07:37.920]  (主席)高貴的人格也會呼喚
[00:07:37.920 --> 00:07:39.360]  (主席)危蛾的高山
[00:07:39.360 --> 00:07:42.560]  (主席)它呼喚我們承認生命的渺小
[00:07:42.560 --> 00:07:46.480]  (主席)但卻不能呼喚我們跟從它
[00:07:46.480 --> 00:07:48.560]  (主席)唯有神聖的耶穌
[00:07:48.560 --> 00:07:50.240]  (主席)高貴的人格
[00:07:50.240 --> 00:07:54.400]  (主席)祂能夠呼喚我們跟從祂
[00:07:54.400 --> 00:07:56.640]  (主席)耶穌來到這個塵世
[00:07:56.640 --> 00:08:00.720]  (主席)呼喚我們放下手頭的工作
[00:08:00.720 --> 00:08:04.320]  (主席)放下日日夜夜的形形異異
[00:08:04.320 --> 00:08:08.320]  (主席)耶穌呼喚我們跟從祂
[00:08:08.320 --> 00:08:10.000]  (主席)耶穌呼喚我們跟從祂
[00:08:10.000 --> 00:08:15.040]  (主席)這個呼喚有點古怪
[00:08:15.040 --> 00:08:17.600]  (主席)有時來得很突然
[00:08:17.600 --> 00:08:25.680]  (主席)卻令人不得不停下來尋思
