
[00:00:00.000 --> 00:00:02.000]  愛人是甚麼一回事呢?
[00:00:02.000 --> 00:00:04.500]  愛人是怎樣的一回事呢?
[00:00:04.500 --> 00:00:08.500]  今天的題目就是「愛是憐憫人」
[00:00:08.500 --> 00:00:11.000]  今天的題目就是「愛是憐憫人」
[00:00:11.000 --> 00:00:15.000]  第二,我們今天就從主耶穌的說話裏面
[00:00:15.000 --> 00:00:17.500]  學習怎樣去愛身邊的人
[00:00:17.500 --> 00:00:21.000]  今天就讓我們從主耶穌的話裏面學習
[00:00:21.000 --> 00:00:23.000]  怎樣去愛身邊的人
[00:00:23.000 --> 00:00:24.500]  因為時間的緣故
[00:00:24.500 --> 00:00:27.500]  我就不會再讀經文了
[00:00:27.500 --> 00:00:28.500]  因為時間的緣故
[00:00:28.500 --> 00:00:31.500]  我不會再念一次那段經文
[00:00:31.500 --> 00:00:36.500]  或者大家留意那些藍紫色的字
[00:00:36.500 --> 00:00:39.500]  或者大家去注意那些紫色的字
[00:00:39.500 --> 00:00:44.500]  在這裏,律法師就是聖經的教師
[00:00:44.500 --> 00:00:46.500]  在這裏,律法師是聖經的教師
[00:00:46.500 --> 00:00:48.500]  是熟悉這個律法的
[00:00:48.500 --> 00:00:50.500]  他熟悉這個律法
[00:00:50.500 --> 00:00:58.500]  但這個律法師他是想從對話當中找到耶穌犯罪的把柄
[00:00:58.500 --> 00:01:03.500]  但是這個律法師卻想在對話之中找到耶穌犯罪的把柄
[00:01:03.500 --> 00:01:07.500]  所以他就這樣問
[00:01:07.500 --> 00:01:12.500]  當義人將來復活的時候
[00:01:12.500 --> 00:01:18.500]  他怎樣才有資格和他們一起享受永生的福氣呢?
[00:01:18.500 --> 00:01:23.500]  他怎樣才有資格和他們一起享受永生的福氣呢?
[00:01:23.500 --> 00:01:32.500]  主耶穌就用舊約聖經的律法來反問他
[00:01:32.500 --> 00:01:37.500]  你認為答案是怎樣?
[00:01:37.500 --> 00:01:40.500]  主耶穌就用舊約聖經中的律法來反問他
[00:01:40.500 --> 00:01:43.500]  你認為答案是怎樣的呢?
[00:01:43.500 --> 00:01:49.500]  律法師基本上就用了新命紀和利未紀的幾個聖經來回答耶穌
[00:01:49.500 --> 00:01:55.500]  律法師基本上就用了聖命紀和利未紀的其中幾個經節來回答耶穌
[00:01:55.500 --> 00:01:59.500]  就是螢幕上那三節的聖經
[00:01:59.500 --> 00:02:01.500]  就是螢幕上那三節的聖經
[00:02:01.500 --> 00:02:04.500]  簡單來說就是四個字
[00:02:04.500 --> 00:02:05.500]  簡單來說就是四個字
[00:02:05.500 --> 00:02:06.500]  愛神
[00:02:06.500 --> 00:02:07.500]  愛神
[00:02:07.500 --> 00:02:08.500]  愛人
[00:02:08.500 --> 00:02:09.500]  愛人
[00:02:09.500 --> 00:02:11.500]  這個也被稱為大誡命
[00:02:11.500 --> 00:02:13.500]  這個也被稱為大誡命
[00:02:13.500 --> 00:02:16.500]  就是我們台上Banner的這三個字
[00:02:16.500 --> 00:02:20.500]  就是我們台上Banner的這三個字
[00:02:20.500 --> 00:02:22.500]  大誡命是什麼?
[00:02:22.500 --> 00:02:23.500]  大誡命是什麼?
[00:02:23.500 --> 00:02:24.500]  四個字
[00:02:24.500 --> 00:02:25.500]  愛神
[00:02:25.500 --> 00:02:26.500]  愛神
[00:02:26.500 --> 00:02:27.500]  愛人
[00:02:27.500 --> 00:02:28.500]  愛人
[00:02:28.500 --> 00:02:33.500]  主耶穌是贊成律法師的答案
[00:02:33.500 --> 00:02:35.500]  主耶穌是贊成律法師的答案
[00:02:35.500 --> 00:02:40.500]  因為這個是神的基本倫理的要求
[00:02:40.500 --> 00:02:43.500]  因為這個是神的基本倫理的要求
[00:02:43.500 --> 00:02:47.500]  人可以依著這個律法的要求行出來
[00:02:47.500 --> 00:02:50.500]  人可以依著這個律法的要求行出來
[00:02:50.500 --> 00:02:52.500]  就能夠享受到永生的福分
[00:02:52.500 --> 00:02:55.500]  就能夠享受到永生的福分
[00:02:55.500 --> 00:02:57.500]  接著28、29節
[00:02:57.500 --> 00:02:59.500]  接著28、29節
[00:02:59.500 --> 00:03:03.500]  28節就是耶穌叫他行出來
[00:03:03.500 --> 00:03:07.500]  28節就是耶穌叫他這樣子行出來
[00:03:07.500 --> 00:03:11.500]  第29節這個律法書卻是不滿足主耶穌的說法
[00:03:11.500 --> 00:03:16.500]  但是29節那個律法師卻不滿足耶穌的講法
[00:03:16.500 --> 00:03:19.500]  他就問誰是我的靈舍呢?
[00:03:19.500 --> 00:03:21.500]  他就問誰是我的靈舍呢?
[00:03:21.500 --> 00:03:28.500]  目的就是要清楚界定這個靈舍的範圍是什麼
[00:03:28.500 --> 00:03:32.500]  目的就是要清楚界定這個靈舍的範圍是什麼呢?
[00:03:32.500 --> 00:03:38.500]  好使他清楚知道自己是不是已經實踐了愛倫社的要求
[00:03:38.500 --> 00:03:38.500]  好使他清楚知道自己是不是已經實踐了愛倫社的要求
[00:03:38.500 --> 00:03:44.500]  好使他清楚知道自己是不是已經實踐了愛倫社的要求
[00:03:44.500 --> 00:03:49.500]  他這樣問只是要證明他自己是有理由的
[00:03:49.500 --> 00:03:52.500]  他這樣問只是要證明他自己是有理由的
[00:03:52.500 --> 00:03:58.500]  可能他心裡想到猶太的智慧書有一種教導
[00:03:58.500 --> 00:04:01.500]  可能他心裡想到猶太教的智慧書
[00:04:01.500 --> 00:04:03.500]  可能他心裡想到猶太教的智慧書
[00:04:03.500 --> 00:04:07.500]  人是不能夠幫那些有罪的人
[00:04:07.500 --> 00:04:09.500]  人是不能夠幫那些有罪的人
[00:04:09.500 --> 00:04:12.500]  如果我的靈舍是有罪的人
[00:04:12.500 --> 00:04:15.500]  那我應不應該去憐憫祂呢?
[00:04:15.500 --> 00:04:17.500]  如果我的靈舍是有罪的人
[00:04:17.500 --> 00:04:19.500]  我應不應該去憐憫祂呢?
[00:04:19.500 --> 00:04:24.500]  所以他要主耶穌將這個靈舍的範圍分得清清楚楚
[00:04:24.500 --> 00:04:28.500]  所以他要主耶穌將這個靈舍的範圍分得清清楚楚
[00:04:28.500 --> 00:04:32.500]  主耶穌這樣回答這個問題
[00:04:32.500 --> 00:04:32.500]  主耶穌這樣回答這個問題
[00:04:32.500 --> 00:04:34.500]  主耶穌這樣回答這個問題
[00:04:34.500 --> 00:04:36.500]  那主耶穌怎樣去回答這個問題呢?
[00:04:36.500 --> 00:04:37.500]  那主耶穌怎樣去回答這個問題呢?
[00:04:37.500 --> 00:04:40.500]  他就講了一個很出名的好撒瑪利亞人的比喻
[00:04:40.500 --> 00:04:44.500]  他就講了一個很出名的好撒瑪利亞人的比喻
[00:04:44.500 --> 00:04:47.500]  這就是三十節和三十二節
[00:04:47.500 --> 00:04:48.500]  這就是三十節和三十二節
[00:04:48.500 --> 00:04:51.500]  這就是三十節和三十二節
[00:04:51.500 --> 00:04:55.500]  有一個猶太人明顯受到不公義的對待
[00:04:55.500 --> 00:04:58.500]  有一個猶太人明顯受到不公義的對待
[00:04:58.500 --> 00:05:03.500]  當他在耶路撒冷到耶利哥的路上
[00:05:03.500 --> 00:05:06.500]  當他在耶路撒冷到耶利哥的路上
[00:05:06.500 --> 00:05:07.500]  當他在耶路撒冷到耶利哥的路上
[00:05:07.500 --> 00:05:09.500]  被強盜搶劫
[00:05:09.500 --> 00:05:10.500]  被強盜搶劫
[00:05:10.500 --> 00:05:12.500]  不單止失去了財物
[00:05:12.500 --> 00:05:14.500]  不單止失去了財物
[00:05:14.500 --> 00:05:16.500]  他的衣服被人拿走了
[00:05:16.500 --> 00:05:18.500]  他的衣服被人拿走了
[00:05:18.500 --> 00:05:20.500]  更加被人打到半死
[00:05:20.500 --> 00:05:22.500]  更加被人打到半死
[00:05:22.500 --> 00:05:26.500]  所以很可能他受傷躺在地上
[00:05:26.500 --> 00:05:28.500]  所以很可能他受傷躺在地上
[00:05:28.500 --> 00:05:31.500]  當強盜走了之後
[00:05:31.500 --> 00:05:33.500]  當強盜走了之後
[00:05:33.500 --> 00:05:38.500]  傷者指望路過的人可以救助他
[00:05:38.500 --> 00:05:43.500]  傷者指望路過的人可以救助他
[00:05:43.500 --> 00:05:45.500]  大家有沒有試過這個經歷呢?
[00:05:45.500 --> 00:05:47.500]  大家有沒有試過這個經歷呢?
[00:05:47.500 --> 00:05:49.500]  買不到機票誰來救你呢?
[00:05:49.500 --> 00:05:51.500]  買不到機票誰來救你呢?
[00:05:51.500 --> 00:05:54.500]  自己拿錢出來
[00:05:54.500 --> 00:05:55.500]  自己拿錢出來
[00:05:55.500 --> 00:05:57.500]  有時錢也解決不了
[00:05:57.500 --> 00:05:59.500]  有時錢也解決不了
[00:05:59.500 --> 00:06:01.500]  果然有兩個人經過
[00:06:01.500 --> 00:06:02.500]  果然有兩個人經過
[00:06:02.500 --> 00:06:04.500]  一個是祭司一個是利美人
[00:06:04.500 --> 00:06:06.500]  一個是祭司一個是利美人
[00:06:06.500 --> 00:06:08.500]  都是在聖殿裡工作的人
[00:06:08.500 --> 00:06:09.500]  都是在聖殿裡工作的人
[00:06:09.500 --> 00:06:11.500]  他們看到這個傷者
[00:06:11.500 --> 00:06:12.500]  他們看到這個傷者
[00:06:12.500 --> 00:06:16.500]  竟然繞到另外一邊過去了
[00:06:16.500 --> 00:06:19.500]  竟然繞到另外一邊過去了
[00:06:19.500 --> 00:06:23.500]  他並不理會那個傷者
[00:06:23.500 --> 00:06:25.500]  他並不理會那個傷者
[00:06:25.500 --> 00:06:26.500]  由此可見
[00:06:26.500 --> 00:06:27.500]  由此可見
[00:06:27.500 --> 00:06:31.500]  就算是那些認識神的律法的人
[00:06:31.500 --> 00:06:33.500]  就算是那些認識神的律法的人
[00:06:33.500 --> 00:06:36.500]  甚至是專職服侍神的人
[00:06:36.500 --> 00:06:38.500]  甚至是專職服侍神的人
[00:06:38.500 --> 00:06:42.500]  也未必願意去愛他們身邊的人
[00:06:42.500 --> 00:06:45.500]  也未必願意去愛他們身邊的人
[00:06:45.500 --> 00:06:47.500]  在這個時候傷者的救星出現了
[00:06:47.500 --> 00:06:49.500]  在這個時候傷者的救星出現了
[00:06:49.500 --> 00:06:51.500]  在這個時候傷者的救星出現了
[00:06:51.500 --> 00:06:53.500]  我們看33節至35節
[00:06:53.500 --> 00:06:53.500]  我們看33節至35節
[00:06:53.500 --> 00:06:54.500]  我們看33節至35節
[00:06:54.500 --> 00:06:55.500]  這裡大家都很熟
[00:06:55.500 --> 00:06:56.500]  這裡大家都很熟
[00:06:56.500 --> 00:06:57.500]  這裡大家都很熟
[00:06:57.500 --> 00:06:58.500]  我們看33到35節
[00:06:58.500 --> 00:06:59.500]  我們看33到35節
[00:06:59.500 --> 00:07:00.500]  這幾節大家都很熟的了
[00:07:00.500 --> 00:07:01.500]  這幾節大家都很熟的了
[00:07:01.500 --> 00:07:02.500]  但是這個實在是太重要了
[00:07:02.500 --> 00:07:03.500]  但是這個實在是太重要了
[00:07:03.500 --> 00:07:04.500]  但是這個實在是太重要了
[00:07:04.500 --> 00:07:05.500]  還是請麥理讀出來
[00:07:05.500 --> 00:07:06.500]  還是請麥理讀出來
[00:07:06.500 --> 00:07:07.500]  33節
