
[00:00:00.000 --> 00:00:02.840]  天氣開始慢慢轉涼
[00:00:02.840 --> 00:00:07.800]  聽說下星期天氣會降到20度
[00:00:07.800 --> 00:00:11.320]  在天氣轉變的時候人最容易就病了
[00:00:11.320 --> 00:00:14.680]  這個時候最多病一定是傷風感冒
[00:00:14.680 --> 00:00:17.640]  大家猜一下傷風感冒的時候
[00:00:17.640 --> 00:00:22.280]  哪一個年紀是比較辛苦的呢?
[00:00:22.280 --> 00:00:25.880]  可能你說牧師每個年紀都是這麼辛苦的
[00:00:25.880 --> 00:00:28.120]  病就是辛苦的
[00:00:28.120 --> 00:00:33.080]  我想像一下應該最辛苦的就是嬰兒
[00:00:33.080 --> 00:00:37.360]  剛才Yuki說她有一個一歲的嬰兒
[00:00:37.360 --> 00:00:39.840]  我想未滿一歲的嬰兒會很辛苦
[00:00:39.840 --> 00:00:43.560]  因為牠呼吸要用鼻子
[00:00:43.560 --> 00:00:46.360]  不過如果牠傷風感冒鼻塞的時候
[00:00:46.360 --> 00:00:48.240]  就要用口呼吸
[00:00:48.240 --> 00:00:50.240]  我們還容易一點
[00:00:50.240 --> 00:00:53.240]  吃東西都可以呼吸得到
[00:00:53.240 --> 00:00:58.800]  但小朋友越是啜奶就呼吸不到
[00:00:58.800 --> 00:01:01.680]  呼吸就吃不到東西
[00:01:01.680 --> 00:01:06.280]  於是相信這段時間小朋友一定會很煩躁
[00:01:06.280 --> 00:01:08.280]  也會經常哭
[00:01:08.280 --> 00:01:10.960]  現在有一些好的工具
[00:01:10.960 --> 00:01:13.800]  我相信爸爸媽媽都知道
[00:01:13.800 --> 00:01:18.680]  在藥房買一些吸鼻子的鼻涕出來
[00:01:18.680 --> 00:01:22.360]  不過我有個朋友說這些都不好用
[00:01:22.360 --> 00:01:25.160]  她有一個方法
[00:01:25.160 --> 00:01:26.320]  大家知不知道什麼方法
[00:01:26.320 --> 00:01:32.880]  可以幫小朋友的鼻涕吸出來讓牠舒暢一下呢?
[00:01:32.880 --> 00:01:34.760]  知不知道?
[00:01:34.760 --> 00:01:41.560]  原來最好的方法就是用口
[00:01:41.560 --> 00:01:46.280]  我有個朋友是一個爸爸
[00:01:46.280 --> 00:01:55.200]  我跟他聊天的時候他說會用口來吸小朋友的鼻涕
[00:01:55.200 --> 00:01:58.400]  我聽到的時候心都在顫抖
[00:01:58.400 --> 00:02:03.000]  因為我都沒有這樣做過
[00:02:03.000 --> 00:02:09.040]  我看到背後那份爸爸對子女的愛
[00:02:09.040 --> 00:02:12.280]  在印度的加爾各答有一位叫德蘭修女
[00:02:12.280 --> 00:02:17.720]  她在那裡做了很多服務的工作特別是對一些直貧的人士
[00:02:17.720 --> 00:02:20.440]  有一次她在一個坑渠
[00:02:20.440 --> 00:02:23.120]  因為當地的人很貧窮
[00:02:23.120 --> 00:02:26.400]  所以他們對於自己的親屬
[00:02:26.400 --> 00:02:29.800]  如果他們離世的時候或者他們病得快要死了
[00:02:29.800 --> 00:02:32.280]  就會將他們扔到坑渠裡
[00:02:32.280 --> 00:02:34.800]  因為沒有錢去念葬他們
[00:02:34.800 --> 00:02:39.240]  德蘭修女和她的同伴每天都會去這些地方
[00:02:39.240 --> 00:02:42.320]  看看有沒有一些垂死的人
[00:02:42.320 --> 00:02:48.640]  將他們接回自己的垂死之家裡來服侍
[00:02:48.640 --> 00:02:52.160]  有一個記者看著德蘭修女
[00:02:52.160 --> 00:02:59.200]  她那天去幫快要去世的人清潔她的身體和洗澡
[00:02:59.200 --> 00:03:04.280]  並且將身上一些被老鼠咬了
[00:03:04.280 --> 00:03:10.720]  現在傷口已經出現了座蟲的地方來很悉心地照顧
[00:03:10.720 --> 00:03:14.560]  這個記者看完之後就跟德蘭修女說
[00:03:14.560 --> 00:03:17.720]  「你給我一百萬美金,我都不會這樣做的」
[00:03:17.720 --> 00:03:19.880]  「我都不會這樣做的」
[00:03:19.880 --> 00:03:21.840]  德蘭修女笑著這樣說
[00:03:21.840 --> 00:03:24.120]  「我都不會啊」
[00:03:24.120 --> 00:03:26.560]  「我是為上帝做的」
[00:03:26.560 --> 00:03:30.440]  「我在這個垂死的人身上看到受傷的基督」
[00:03:30.440 --> 00:03:34.080]  「我是坐在基督的身上」
[00:03:34.080 --> 00:03:37.040]  今天跟大家簡述的經文是
[00:03:37.040 --> 00:03:39.720]  《貼撒羅尼加》前書1至12節
[00:03:39.720 --> 00:03:41.920]  當時嘉群大兄也為我們讀出
[00:03:41.920 --> 00:03:46.280]  題目就叫做「出於愛心的服侍」
[00:03:46.280 --> 00:03:50.360]  《貼撒羅尼加》前書這本書的背景是怎樣的呢?
[00:03:50.360 --> 00:03:54.640]  大家可以打開唐聖經新約的第312頁
[00:03:54.640 --> 00:03:57.000]  那裡有一個簡介
[00:03:57.000 --> 00:04:00.920]  新約傳書第312頁
[00:04:00.920 --> 00:04:04.120]  「貼撒羅尼加」是羅馬統治之後
[00:04:04.120 --> 00:04:07.160]  馬其頓的首輔
[00:04:07.160 --> 00:04:09.200]  當保羅離開菲律賓之後
[00:04:09.200 --> 00:04:11.760]  在那裡建立了一間教會
[00:04:11.760 --> 00:04:13.160]  不過不久之後
[00:04:13.160 --> 00:04:16.120]  當地的猶太人因為妒忌保羅
[00:04:16.120 --> 00:04:19.760]  在外邦人當中傳講基督的信息
[00:04:19.760 --> 00:04:23.800]  成功地轉移他們對猶太教的興趣
[00:04:23.800 --> 00:04:26.560]  於是起來反對保羅
[00:04:26.560 --> 00:04:28.480]  他們煽動全城的人
[00:04:28.480 --> 00:04:32.520]  走進接待保羅當地人耶孫的家
[00:04:32.520 --> 00:04:39.320]  這件事跡記載在《小蘭傳》17章1-10節
[00:04:39.320 --> 00:04:41.360]  他們去到耶孫的家做甚麼呢?
[00:04:41.360 --> 00:04:44.160]  就是要抓保羅和西拉
[00:04:44.160 --> 00:04:45.720]  不過當然找不到
[00:04:45.720 --> 00:04:50.920]  就抓了耶孫和幾個弟兄去告官府
[00:04:50.920 --> 00:04:52.080]  城西這麼危急
[00:04:52.080 --> 00:05:00.040]  於是弟兄就連夜把保羅和西拉送離開貼撒羅尼加
[00:05:00.040 --> 00:05:02.360]  去皮尼亞
[00:05:02.360 --> 00:05:04.160]  他們到了哥倫多之後
[00:05:04.160 --> 00:05:06.800]  他的同鄉提摩泰來看他
[00:05:06.800 --> 00:05:10.960]  向他報告一下貼撒羅尼加教會的狀況
[00:05:10.960 --> 00:05:12.680]  保羅寫這封信的目的
[00:05:12.680 --> 00:05:15.240]  就是鼓勵貼撒羅尼加的基督徒
[00:05:15.240 --> 00:05:17.920]  去兼顧他們的信心
[00:05:17.920 --> 00:05:19.440]  在年輕的時候
[00:05:19.440 --> 00:05:20.800]  無論我在主一學
[00:05:20.800 --> 00:05:21.760]  在柴經班
[00:05:21.760 --> 00:05:23.840]  甚至在港台牧師的教導
[00:05:23.840 --> 00:05:26.240]  都給我一個印象
[00:05:26.240 --> 00:05:28.600]  就是如果我想一份封信的話
[00:05:28.600 --> 00:05:30.960]  我就要小心去謹慎
[00:05:30.960 --> 00:05:33.440]  去遵行上帝的心意
[00:05:33.440 --> 00:05:34.200]  換句話說
[00:05:34.200 --> 00:05:38.280]  我心裏覺得如果我的生活不是很好
[00:05:38.280 --> 00:05:39.920]  不是一份封信的話
[00:05:39.920 --> 00:05:43.120]  就是說我沒有順服上帝
[00:05:43.120 --> 00:05:45.160]  去任意而行
[00:05:45.160 --> 00:05:47.640]  所以當我看到這段經文的時候
[00:05:47.640 --> 00:05:51.200]  保羅的工作不是一份封信
[00:05:51.200 --> 00:05:52.960]  不是受人愛戴
[00:05:52.960 --> 00:05:55.760]  而是經驗了很多困難
[00:05:55.760 --> 00:05:57.520]  令我覺得很困惑
[00:05:57.520 --> 00:06:01.080]  加上我看到哥林多後書11章24-28節
[00:06:01.080 --> 00:06:03.880]  提到保羅在全婚的時候
[00:06:03.880 --> 00:06:05.840]  他所經驗的苦難
[00:06:05.840 --> 00:06:08.000]  更加令我覺得匪夷所思
[00:06:08.000 --> 00:06:11.080]  他在做上帝的工作
[00:06:11.080 --> 00:06:12.080]  保羅說
[00:06:12.080 --> 00:06:14.760]  我被猶太人鞭打五次
[00:06:14.760 --> 00:06:17.080]  每次四十減去一下
[00:06:17.080 --> 00:06:18.920]  也就是三十九下
[00:06:18.920 --> 00:06:20.600]  被棍打了三次
[00:06:20.600 --> 00:06:22.520]  被石頭打了一次
[00:06:22.520 --> 00:06:23.960]  大家知道在猶太人那裏
[00:06:23.960 --> 00:06:25.080]  如果你被石頭打
[00:06:25.080 --> 00:06:27.720]  差不多是面對一個死刑
[00:06:27.720 --> 00:06:29.960]  他遭海難三次
[00:06:29.960 --> 00:06:32.320]  一早一夜在深海裏掙扎
[00:06:32.320 --> 00:06:33.800]  他也屢次走遠路
[00:06:33.800 --> 00:06:35.400]  遭江海的危險
[00:06:35.400 --> 00:06:36.520]  盜賊的危險
[00:06:36.520 --> 00:06:37.680]  同族人的危險
[00:06:37.680 --> 00:06:39.160]  外邦人的危險
