
[00:00:00.000 --> 00:00:09.400]  第二次梅艷安在互聯網和收費電視非常盛行的時候
[00:00:09.400 --> 00:00:13.700]  我想大家都比較少入戲院看戲
[00:00:13.700 --> 00:00:17.400]  因為戲院不用執完一間就一間
[00:00:17.400 --> 00:00:21.900]  可能以前我不知道你多不多入戲院看戲
[00:00:21.900 --> 00:00:22.900]  我都不多的
[00:00:22.900 --> 00:00:25.900]  但是我選擇來看
[00:00:25.900 --> 00:00:30.900]  通常都是和人倫關係有關的電影
[00:00:30.900 --> 00:00:34.900]  有一套戲我不知道大家有沒有看過
[00:00:34.900 --> 00:00:37.900]  很久的四十多年之前
[00:00:37.900 --> 00:00:41.900]  我覺得這套戲很值得重溫
[00:00:41.900 --> 00:00:45.900]  所以我之前看完之後
[00:00:45.900 --> 00:00:53.900]  很早期我專登買了一隻碟回家作為收藏
[00:00:53.900 --> 00:01:02.900]  這套戲是1981年播放的一套電影
[00:01:02.900 --> 00:01:05.900]  《金瓷堂》on Golden Point
[00:01:05.900 --> 00:01:07.900]  我不叫你舉手
[00:01:07.900 --> 00:01:11.900]  你一舉手我就知道你是什麼年代的人
[00:01:11.900 --> 00:01:13.900]  這套戲都很厲害
[00:01:13.900 --> 00:01:14.900]  為什麼呢?
[00:01:14.900 --> 00:01:18.900]  它是奪得奧斯卡三個大獎
[00:01:18.900 --> 00:01:20.900]  最佳改編劇本
[00:01:20.900 --> 00:01:22.900]  最佳男主角
[00:01:22.900 --> 00:01:24.900]  和最佳女主角
[00:01:24.900 --> 00:01:27.900]  即是男女主角包辦
[00:01:27.900 --> 00:01:32.900]  故事講述一個八十歲的退休教授
[00:01:32.900 --> 00:01:34.900]  他的名字叫Norman
[00:01:34.900 --> 00:01:40.900]  他和太太在冬天過去之後
[00:01:40.900 --> 00:01:45.900]  回到一個叫金瓷堂的地方度假
[00:01:45.900 --> 00:01:48.900]  在這套戲裡面除了Norman
[00:01:48.900 --> 00:01:51.900]  即是這個退休教授的太太
[00:01:51.900 --> 00:01:53.900]  頂得住之外
[00:01:53.900 --> 00:01:59.900]  基本上周邊所有人都頂不住他的尖酸刻薄
[00:01:59.900 --> 00:02:03.900]  包括他有一個離婚的女兒
[00:02:03.900 --> 00:02:06.900]  他有一個男朋友
[00:02:06.900 --> 00:02:10.900]  男朋友帶著一個兒子十三歲
[00:02:10.900 --> 00:02:15.900]  不過就是藉著這一老一戀
[00:02:15.900 --> 00:02:18.900]  一個八十歲的老人家
[00:02:18.900 --> 00:02:23.900]  和一個十三歲的少年人的相處
[00:02:23.900 --> 00:02:24.900]  走在一起
[00:02:24.900 --> 00:02:28.900]  令到整個家庭都改變了
[00:02:28.900 --> 00:02:32.900]  我們由今年三月份開始
[00:02:32.900 --> 00:02:34.900]  如果大家有印象的話
[00:02:34.900 --> 00:02:38.900]  我們就開始講提摩泰前後書
[00:02:38.900 --> 00:02:42.900]  三月到現在都九月底了
[00:02:42.900 --> 00:02:46.900]  提摩泰和保羅
[00:02:46.900 --> 00:02:49.900]  基本上就是一老一戀的關係
[00:02:49.900 --> 00:02:52.900]  和大家稍微溫習一下
[00:02:52.900 --> 00:02:58.900]  司徒行傳十六章第一至第三節是這樣說的
[00:02:58.900 --> 00:03:00.900]  保羅來到特比又到勞斯德
[00:03:00.900 --> 00:03:04.900]  在那裡有一個門徒名叫提摩泰
[00:03:04.900 --> 00:03:07.900]  是信主之猶太婦人的兒子
[00:03:07.900 --> 00:03:09.900]  他父親卻是希尼尼人
[00:03:09.900 --> 00:03:13.900]  勞斯德和以哥廉的弟兄都稱讚他
[00:03:13.900 --> 00:03:15.900]  保羅要帶他同去
[00:03:15.900 --> 00:03:17.900]  只因那些地方的猶太人
[00:03:17.900 --> 00:03:20.900]  都知道他父親是希尼尼人
[00:03:20.900 --> 00:03:23.900]  就給他行了葛禮
[00:03:23.900 --> 00:03:29.900]  這裡其實是講保羅的第二次宣教旅程
[00:03:29.900 --> 00:03:33.900]  當時提摩泰信了主
[00:03:33.900 --> 00:03:36.900]  保羅要帶他一起上路
[00:03:36.900 --> 00:03:38.900]  在福音的事情上
[00:03:38.900 --> 00:03:42.900]  希望年輕人能夠幫助他
[00:03:42.900 --> 00:03:44.900]  不單是這樣
[00:03:44.900 --> 00:03:47.900]  其實保羅在提摩泰前後書
[00:03:47.900 --> 00:03:53.900]  不同的地方都幾次叫他做兒子
[00:03:53.900 --> 00:03:55.900]  這裡寫出來給你
[00:03:55.900 --> 00:03:58.900]  提摩泰後書二章一節這樣說
[00:03:58.900 --> 00:04:03.900]  「我兒子,你要在基督耶穌的恩典上剛強起來」
[00:04:03.900 --> 00:04:09.900]  接著提摩泰前書的第一章第二節的上半節
[00:04:09.900 --> 00:04:13.900]  和剛好提摩泰後書的一章第二節的上半節
[00:04:13.900 --> 00:04:17.900]  其實都有相類似的描述
[00:04:17.900 --> 00:04:20.900]  那兩節分別是這樣說的
[00:04:20.900 --> 00:04:24.900]  寫信給我親愛的兒子提摩泰
[00:04:24.900 --> 00:04:27.900]  另外一段就是寫信給那恩信主
[00:04:27.900 --> 00:04:31.900]  作我真兒子的提摩泰
[00:04:31.900 --> 00:04:35.900]  這裡其實聖經學者都很清楚告訴我們
[00:04:35.900 --> 00:04:40.900]  保羅應該在他第一次宣教旅程的時候
[00:04:40.900 --> 00:04:43.900]  帶著提摩泰上耶穌
[00:04:43.900 --> 00:04:50.900]  所以他們兩個基本上是屬靈師徒的關係
[00:04:50.900 --> 00:04:52.900]  這個走不掉
[00:04:52.900 --> 00:04:57.900]  他們兩師徒基本上是拍著相
[00:04:57.900 --> 00:04:59.900]  一起來配搭服侍
[00:04:59.900 --> 00:05:06.900]  甚至他們的關係就好像爸爸和兒子那麼緊密
[00:05:06.900 --> 00:05:11.900]  你聽落師徒父子
[00:05:11.900 --> 00:05:15.900]  其實你都想像得到一定有高低之分
[00:05:15.900 --> 00:05:19.900]  不過我今天選出來和大家說的
[00:05:19.900 --> 00:05:22.900]  提摩後書四章九節二十二節
[00:05:22.900 --> 00:05:27.900]  其實是保羅寫的最後一卷書
[00:05:27.900 --> 00:05:29.900]  我不知道大家知不知道
[00:05:29.900 --> 00:05:33.900]  最後的一章也是最後一個段落
[00:05:33.900 --> 00:05:37.900]  透過這一段經文
[00:05:37.900 --> 00:05:43.900]  其實是展現出保羅和提摩泰之間第三種關係
[00:05:43.900 --> 00:05:49.900]  除了師徒父子其實他們也是情同手足
[00:05:49.900 --> 00:05:55.900]  相信我們不少信徒都會這樣想
[00:05:55.900 --> 00:05:58.900]  保羅是一個很偉大
[00:05:58.900 --> 00:06:01.900]  上帝所使用的人
[00:06:01.900 --> 00:06:05.900]  就好像美國的時代雜誌
[00:06:05.900 --> 00:06:10.900]  它每年都會選出一個代表性的人物
[00:06:10.900 --> 00:06:12.900]  Person of the Year
[00:06:12.900 --> 00:06:16.900]  過去這五年它選了什麼代表人物呢
[00:06:16.900 --> 00:06:19.900]  分別有這幾個
[00:06:19.900 --> 00:06:22.900]  有些是來自演藝界
[00:06:22.900 --> 00:06:24.900]  有些是生意人
[00:06:24.900 --> 00:06:28.900]  當然你見到不少都是政治人物
[00:06:28.900 --> 00:06:33.900]  無論是什麼背景範疇的人
[00:06:33.900 --> 00:06:35.900]  其實我們都不得不否認
[00:06:35.900 --> 00:06:39.900]  這些人在整個世界當中
[00:06:39.900 --> 00:06:41.900]  影響是非常之大的
[00:06:41.900 --> 00:06:44.900]  如果我心想
[00:06:44.900 --> 00:06:49.900]  保羅有機會在今天仍然在世的話
[00:06:49.900 --> 00:06:51.900]  可能他也是其中之一
[00:06:51.900 --> 00:06:54.900]  獲選的人物也不一定
[00:06:54.900 --> 00:07:01.900]  不過當我們看這些好像影響力很大的
[00:07:01.900 --> 00:07:03.900]  偉大的人物
[00:07:03.900 --> 00:07:07.900]  其實是比較少說到
[00:07:07.900 --> 00:07:10.900]  關於他們個人的需要
[00:07:10.900 --> 00:07:12.900]  個人的軟弱
[00:07:12.900 --> 00:07:15.900]  今天和大家看提摩太后書
[00:07:15.900 --> 00:07:18.900]  四章九至二十二節這段經文
[00:07:18.900 --> 00:07:21.900]  我正正就是要用這個角度
[00:07:21.900 --> 00:07:26.900]  來看一看究竟這麼偉大的仕途
[00:07:26.900 --> 00:07:30.900]  那個心腸裏面其實是怎樣的呢
[00:07:30.900 --> 00:07:32.900]  開始的時候
[00:07:32.900 --> 00:07:36.900]  想先和大家讀一讀這十四節的經文
[00:07:36.900 --> 00:07:38.900]  比較長
[00:07:38.900 --> 00:07:40.900]  好,我們慢慢讀,預備起
[00:07:40.900 --> 00:07:43.900]  你要趕緊的到我這裡來
[00:07:43.900 --> 00:07:46.900]  因為抵瑪貪愛現今的世界
[00:07:46.900 --> 00:07:50.900]  就離希我往帖薩羅尼加去了
[00:07:50.900 --> 00:07:52.900]  格勒斯往加拉泰去
[00:07:52.900 --> 00:07:55.900]  提多往達瑪泰去
[00:07:55.900 --> 00:07:57.900]  獨有路加在我這裡
[00:07:57.900 --> 00:08:00.900]  你來的時候要把馬可帶來
[00:08:00.900 --> 00:08:04.900]  因為他在全道的事上於我有益
[00:08:04.900 --> 00:08:09.900]  我已經立法推機鼓往爾弗所去
[00:08:09.900 --> 00:08:14.900]  我在特萊亞留下布的那件外衣
[00:08:14.900 --> 00:08:17.900]  你來的時候可以帶來
[00:08:17.900 --> 00:08:19.900]  那些書也要帶來
[00:08:19.900 --> 00:08:22.900]  要謹記的是那些疲倦
[00:08:22.900 --> 00:08:26.900]  同像亞歷山大多多的害我
[00:08:26.900 --> 00:08:29.900]  主必照他所行的報應他
[00:08:29.900 --> 00:08:31.900]  你也要防備他
[00:08:31.900 --> 00:08:34.900]  因為他極力抵擋了我們的話
[00:08:34.900 --> 00:08:36.900]  我初次申訴
[00:08:36.900 --> 00:08:38.900]  沒有人前來幫助
[00:08:38.900 --> 00:08:40.900]  竟都離棄我
[00:08:40.900 --> 00:08:43.900]  但願這罪不歸於他們
[00:08:43.900 --> 00:08:46.900]  唯有主站在我旁邊
[00:08:46.900 --> 00:08:50.900]  加給我力量使福音被我盡都傳明
[00:08:50.900 --> 00:08:53.900]  叫外邦人都聽見
[00:08:53.900 --> 00:08:56.900]  也從獅子口裡被救出來
[00:08:56.900 --> 00:08:59.900]  主必救我脫離諸般的凶惡
[00:08:59.900 --> 00:09:02.900]  也必救我盡他的天國
