
[00:00:00.000 --> 00:00:04.500]  好 那我們這次繼續去看這個敬拜的系列
[00:00:04.500 --> 00:00:08.260]  我們講過有幾次我們會講到什麼叫做敬拜
[00:00:08.260 --> 00:00:11.000]  上一次你記得我們講到詩篇第八篇
[00:00:11.000 --> 00:00:16.000]  這次我們講到聖經的開頭
[00:00:16.000 --> 00:00:23.000]  我們看看聖經裡面整體有些什麼對敬拜是有教導的
[00:00:23.000 --> 00:00:28.500]  首先我們去看一段的聖經就是蒼世紀第二章
[00:00:28.500 --> 00:00:30.500]  我們回到伊甸園
[00:00:30.500 --> 00:00:32.500]  先讀一頁經文
[00:00:32.500 --> 00:00:34.500]  二章第七節
[00:00:34.500 --> 00:00:38.500]  耶和華上帝用地上的塵土做人
[00:00:38.500 --> 00:00:42.500]  將生命的氣吹盡他的鼻孔
[00:00:42.500 --> 00:00:46.000]  這人就成了有靈的活人
[00:00:46.000 --> 00:00:50.500]  耶和華上帝在東方的伊甸栽了一個原子
[00:00:50.500 --> 00:00:53.500]  把所做的人安置在那裡
[00:00:53.500 --> 00:00:58.500]  耶和華上帝使各樣的樹從土地裡長出來
[00:00:58.500 --> 00:01:01.500]  可以閱人的眼目好作食物
[00:01:01.500 --> 00:01:06.500]  原子當中有生命樹和知善惡的樹
[00:01:06.500 --> 00:01:08.500]  第十五節我們跳到
[00:01:08.500 --> 00:01:12.500]  耶和華上帝把那人安置在伊甸園
[00:01:12.500 --> 00:01:14.500]  讓他耕耘看管
[00:01:14.500 --> 00:01:16.500]  耶和華上帝吩咐那人說
[00:01:16.500 --> 00:01:21.500]  園中各樣樹上所出的 你可以隨意吃
[00:01:21.500 --> 00:01:25.500]  只是知善惡的樹所出的 你不可吃
[00:01:25.500 --> 00:01:28.500]  因為你吃他的子必定死
[00:01:28.500 --> 00:01:30.500]  耶和華上帝說
[00:01:30.500 --> 00:01:33.500]  那人單獨一個不好
[00:01:33.500 --> 00:01:37.500]  我要為他做一個配偶 幫助他
[00:01:37.500 --> 00:01:42.500]  伊甸的故事或者創世紀頭幾章
[00:01:42.500 --> 00:01:46.500]  我們經常覺得是一些很簡單的故事
[00:01:46.500 --> 00:01:48.500]  大家有沒有 特別有子女
[00:01:48.500 --> 00:01:50.500]  有沒有兒童聖經 有
[00:01:50.500 --> 00:01:52.500]  兒童聖經有沒有這些故事
[00:01:52.500 --> 00:01:56.500]  一定有 一定有亞當夏娃在草叢那裡
[00:01:56.500 --> 00:01:59.500]  一定是有一些動物等等
[00:01:59.500 --> 00:02:02.500]  我們經常覺得這些是兒童故事的
[00:02:02.500 --> 00:02:05.500]  簡單的敘述
[00:02:05.500 --> 00:02:08.500]  不是很難的
[00:02:08.500 --> 00:02:11.500]  但大家知道如果真的細心去查聖經的話
[00:02:11.500 --> 00:02:14.500]  其實有很多事情不是那麼簡單
[00:02:14.500 --> 00:02:16.500]  特別頭幾章
[00:02:16.500 --> 00:02:18.500]  我們覺得很簡單
[00:02:18.500 --> 00:02:20.500]  因為我們沒有想到很多問題
[00:02:20.500 --> 00:02:23.500]  或者我們查聖經 查多一點的時候
[00:02:23.500 --> 00:02:25.500]  我們漸漸就會發現有很多的問題
[00:02:25.500 --> 00:02:27.500]  可能聖經裡面應該有什麼答案
[00:02:27.500 --> 00:02:28.500]  或者甚至沒有答案
[00:02:28.500 --> 00:02:31.500]  譬如亞當有沒有肚臍
[00:02:31.500 --> 00:02:33.500]  因為亞當是第一個人
[00:02:33.500 --> 00:02:36.500]  他不是從孖山出來 不用剪磁帶
[00:02:36.500 --> 00:02:39.500]  夏娃也是一樣
[00:02:39.500 --> 00:02:41.500]  或者我們會很簡單的去看
[00:02:41.500 --> 00:02:43.500]  聖經會不會告訴我們
[00:02:43.500 --> 00:02:47.500]  這個地球其實是很近很近發生的事
[00:02:47.500 --> 00:02:49.500]  創造的事只不過是很近很近
[00:02:49.500 --> 00:02:51.500]  諸如此類的問題
[00:02:51.500 --> 00:02:53.500]  都是我們查經的時候
[00:02:53.500 --> 00:02:55.500]  我們會想一下
[00:02:55.500 --> 00:02:57.500]  會不會這裡有些答案呢
[00:02:57.500 --> 00:02:59.500]  或者應該這樣說
[00:02:59.500 --> 00:03:01.500]  會不會是沒有答案呢
[00:03:01.500 --> 00:03:04.500]  或者聖經想答什麼答案呢
[00:03:04.500 --> 00:03:07.500]  我們想看看這段聖經說到這些的時候
[00:03:07.500 --> 00:03:09.500]  一個似乎很簡單
[00:03:09.500 --> 00:03:13.500]  但是裡面其實有很多的記號
[00:03:13.500 --> 00:03:15.500]  有很多的symbol
[00:03:15.500 --> 00:03:17.500]  有很多的符號
[00:03:17.500 --> 00:03:19.500]  是一個充滿符號的故事
[00:03:19.500 --> 00:03:21.500]  我們在看這個故事之前
[00:03:21.500 --> 00:03:22.500]  我們需要想一想
[00:03:22.500 --> 00:03:24.500]  怎樣去看一個故事
[00:03:24.500 --> 00:03:26.500]  怎樣去看聖經裡面的故事
[00:03:26.500 --> 00:03:27.500]  我有一個例子
[00:03:27.500 --> 00:03:30.500]  我覺得是可以幫助大家
[00:03:30.500 --> 00:03:32.500]  去怎樣看這些
[00:03:32.500 --> 00:03:34.500]  所以好像很顯淺
[00:03:34.500 --> 00:03:36.500]  但是其實裡面可能是
[00:03:36.500 --> 00:03:38.500]  隱藏著一些符號
[00:03:38.500 --> 00:03:40.500]  是很深奧的東西
[00:03:40.500 --> 00:03:41.500]  怎樣看到那些真理呢
[00:03:41.500 --> 00:03:43.500]  我這個例子就是這樣的
[00:03:43.500 --> 00:03:45.500]  地圖
[00:03:45.500 --> 00:03:46.500]  大家都有地圖的
[00:03:46.500 --> 00:03:47.500]  會看地圖
[00:03:47.500 --> 00:03:48.500]  Google Earth
[00:03:48.500 --> 00:03:50.500]  或者Google Map
[00:03:50.500 --> 00:03:51.500]  你去某個地方
[00:03:51.500 --> 00:03:53.500]  你就打那個地址下去
[00:03:53.500 --> 00:03:54.500]  然後他就告訴你
[00:03:54.500 --> 00:03:55.500]  什麼時候轉左
[00:03:55.500 --> 00:03:56.500]  什麼時候轉右
[00:03:56.500 --> 00:03:57.500]  還有上哪條路
[00:03:57.500 --> 00:03:59.500]  那些都是地圖
[00:03:59.500 --> 00:04:00.500]  地圖
[00:04:00.500 --> 00:04:01.500]  如果你懂得看的話
[00:04:01.500 --> 00:04:03.500]  你就應該明白
[00:04:03.500 --> 00:04:05.500]  看地圖是有技巧的
[00:04:05.500 --> 00:04:06.500]  我們很多時候
[00:04:06.500 --> 00:04:07.500]  沒有想過怎樣看地圖
[00:04:07.500 --> 00:04:08.500]  但是我們其實
[00:04:08.500 --> 00:04:09.500]  很下意識地
[00:04:09.500 --> 00:04:10.500]  我們就會覺得
[00:04:10.500 --> 00:04:11.500]  地圖是這樣看
[00:04:11.500 --> 00:04:13.500]  我們就會明白
[00:04:13.500 --> 00:04:14.500]  這裡有三個地圖
[00:04:14.500 --> 00:04:15.500]  一個是芝加哥地圖
[00:04:15.500 --> 00:04:17.500]  一個是香港地圖
[00:04:17.500 --> 00:04:18.500]  一個是日本地圖
[00:04:18.500 --> 00:04:19.500]  因為每個都是日本
[00:04:19.500 --> 00:04:21.500]  我特意放一個日本地圖在這裡
[00:04:21.500 --> 00:04:22.500]  你去吧
[00:04:22.500 --> 00:04:24.500]  又給你地圖
[00:04:24.500 --> 00:04:27.500]  三種不同的地圖
[00:04:27.500 --> 00:04:28.500]  右邊那個
[00:04:28.500 --> 00:04:30.500]  芝加哥地圖
[00:04:30.500 --> 00:04:31.500]  看到嗎
[00:04:31.500 --> 00:04:32.500]  我們大概在所謂
[00:04:32.500 --> 00:04:33.500]  Near South
[00:04:33.500 --> 00:04:35.500]  就是粉紅色那個地方
[00:04:35.500 --> 00:04:37.500]  粉紅色下面那個地方
[00:04:37.500 --> 00:04:38.500]  然後它有不同的區域
[00:04:38.500 --> 00:04:40.500]  它就用不同的顏色
[00:04:40.500 --> 00:04:42.500]  來代表
[00:04:42.500 --> 00:04:44.500]  然後左上角
[00:04:44.500 --> 00:04:45.500]  就是那個地圖
[00:04:45.500 --> 00:04:46.500]  其實有traffic在那裡
[00:04:46.500 --> 00:04:48.500]  就是有交通的路線
[00:04:48.500 --> 00:04:50.500]  交通塞不塞等等
[00:04:50.500 --> 00:04:51.500]  有時候有紅色
[00:04:51.500 --> 00:04:52.500]  有時候有黑色
[00:04:52.500 --> 00:04:53.500]  有時候黃色
[00:04:53.500 --> 00:04:54.500]  有時候綠色
[00:04:54.500 --> 00:04:56.500]  然後左下角的地圖
[00:04:56.500 --> 00:04:58.500]  就是一個地勢的地圖
[00:04:58.500 --> 00:04:59.500]  Torin
[00:04:59.500 --> 00:05:00.500]  就是它告訴你
[00:05:00.500 --> 00:05:02.500]  富士山你見不見到
[00:05:02.500 --> 00:05:03.500]  見到
[00:05:03.500 --> 00:05:05.500]  是不是想去
[00:05:05.500 --> 00:05:06.500]  OK
[00:05:06.500 --> 00:05:07.500]  就是它告訴你
[00:05:07.500 --> 00:05:09.500]  東京這裡附近
[00:05:09.500 --> 00:05:10.500]  有個海灣
[00:05:10.500 --> 00:05:12.500]  然後左邊那裡有些山
[00:05:12.500 --> 00:05:14.500]  其中一個就是富士山
