
[00:00:00.000 --> 00:00:06.000]  大家也知道中國歷史有一個大家很熟悉的故事
[00:00:06.000 --> 00:00:08.200]  《荊軛刺秦王》
[00:00:08.200 --> 00:00:12.000]  就算我們不知道這個歷史典故
[00:00:12.000 --> 00:00:17.500]  我相信大家看電影或電視也知道這個故事
[00:00:17.500 --> 00:00:21.000]  不過我相信未必每一個人都知道
[00:00:21.000 --> 00:00:26.000]  原來在以色列人的歷史裡也有一個類似的故事
[00:00:26.000 --> 00:00:33.000]  說到有人刺殺另一個國家的國王
[00:00:33.000 --> 00:00:36.000]  雖然在傳說裡
[00:00:36.000 --> 00:00:39.000]  大家看電影的時候也知道
[00:00:39.000 --> 00:00:45.000]  荊軛被繪畫成一個絕世的用劍武林高手
[00:00:45.000 --> 00:00:52.000]  不過荊軛的行刺行動失敗
[00:00:52.000 --> 00:00:56.000]  不過我們今天所讀的這個故事
[00:00:56.000 --> 00:01:02.000]  劍客爾忽在他的行刺行動
[00:01:02.000 --> 00:01:06.000]  刺殺魔壓王伊基倫的故事裡
[00:01:06.000 --> 00:01:08.000]  他是成功的
[00:01:08.000 --> 00:01:14.000]  也許我不知道大家熟不熟悉爾忽這個故事
[00:01:14.000 --> 00:01:18.000]  如果我們當中有教過兒童主義學
[00:01:18.000 --> 00:01:22.000]  你們小時候上過兒童主義學的時候
[00:01:22.000 --> 00:01:30.000]  大概我估計你們不會在兒童主義學裡聽過這個故事
[00:01:30.000 --> 00:01:32.000]  為什麼呢?
[00:01:32.000 --> 00:01:35.000]  因為這個故事也挺暴力的
[00:01:35.000 --> 00:01:39.000]  他所描繪的細節也挺殘暴的
[00:01:39.000 --> 00:01:41.000]  甚至可以說是有點噁心
[00:01:41.000 --> 00:01:44.000]  不過無論如何
[00:01:44.000 --> 00:01:47.000]  這個故事我們可以在當中
[00:01:47.000 --> 00:01:50.000]  一同學到頗多的屬靈功課
[00:01:50.000 --> 00:01:54.000]  讓我們一同在這個故事裡學習
[00:01:54.000 --> 00:01:57.000]  在這個故事一開始的時候
[00:01:57.000 --> 00:01:59.000]  聖經告訴我們
[00:01:59.000 --> 00:02:05.000]  以色列人又再在尼西臣拜偶像
[00:02:05.000 --> 00:02:09.000]  然後又回歸神的惡性循環裡
[00:02:09.000 --> 00:02:11.000]  又再來一次
[00:02:11.000 --> 00:02:19.000]  這一次神興起摩訝王伊基倫來懲罰以色列人
[00:02:19.000 --> 00:02:25.000]  摩訝王又再壓制以色列人
[00:02:25.000 --> 00:02:26.000]  十八年
[00:02:26.000 --> 00:02:29.000]  在這十八年裡
[00:02:29.000 --> 00:02:31.000]  以色列人受盡苦頭
[00:02:31.000 --> 00:02:34.000]  然後向神呼求
[00:02:34.000 --> 00:02:39.000]  神在他們當中興起了一個事司來拯救他們
[00:02:39.000 --> 00:02:43.000]  這一次興起的事司就是這個故事的主角
[00:02:43.000 --> 00:02:44.000]  以弗
[00:02:44.000 --> 00:02:47.000]  我想大家留意的是
[00:02:47.000 --> 00:02:49.000]  聖經如何形容這個以弗
[00:02:49.000 --> 00:02:51.000]  聖經在十五節裡說
[00:02:51.000 --> 00:02:55.000]  這個以弗是屬於變雅敏人之派
[00:02:55.000 --> 00:02:58.000]  他的父親是基拉
[00:02:58.000 --> 00:03:01.000]  還加了一個補充
[00:03:01.000 --> 00:03:05.000]  就是這個以弗是左手便利的
[00:03:05.000 --> 00:03:09.000]  左手便利的這句形容詞
[00:03:09.000 --> 00:03:14.000]  在希伯來文是由三個希伯來原文所組成的
[00:03:14.000 --> 00:03:16.000]  意思就是指
[00:03:16.000 --> 00:03:22.000]  失去了正常功能的右手
[00:03:22.000 --> 00:03:26.000]  所以有解經家提出
[00:03:26.000 --> 00:03:33.000]  也許這個以弗並不只是指他習慣用左手這麼簡單
[00:03:33.000 --> 00:03:40.000]  也許他根本就是在他的右手某一些殘疾
[00:03:40.000 --> 00:03:45.000]  而這個殘疾如果是天生的話
[00:03:45.000 --> 00:03:47.000]  當時的文化就是說
[00:03:47.000 --> 00:03:50.000]  如果天生出來就有殘疾的話
[00:03:50.000 --> 00:03:52.000]  這個人都是有問題的
[00:03:52.000 --> 00:03:54.000]  因為神不單不似弗
[00:03:54.000 --> 00:04:00.000]  甚至神是懲罰就坐這個天生有殘疾的人
[00:04:00.000 --> 00:04:04.000]  所以以弗可以說
[00:04:04.000 --> 00:04:06.000]  如果他真是天生殘疾的話
[00:04:06.000 --> 00:04:10.000]  是不被當時的社會文化所體重的一個人
[00:04:10.000 --> 00:04:14.000]  就算以弗他的殘疾並不是天生
[00:04:14.000 --> 00:04:19.000]  根據當時的文化所理解
[00:04:19.000 --> 00:04:22.000]  右邊是代表好的
[00:04:22.000 --> 00:04:24.000]  左邊是代表壞的
[00:04:24.000 --> 00:04:27.000]  或者甚至最低限度都沒那麼好
[00:04:27.000 --> 00:04:30.000]  所以如果我們單是看聖經
[00:04:30.000 --> 00:04:32.000]  其實聖經裡面有很多例子
[00:04:32.000 --> 00:04:37.000]  都是說到神用右手
[00:04:37.000 --> 00:04:41.000]  引用右手的時候都是正面意義的
[00:04:41.000 --> 00:04:43.000]  例如有什麼例子呢?
[00:04:43.000 --> 00:04:47.000]  例如神是用他的右手來起勢
[00:04:47.000 --> 00:04:52.000]  或者是神的右手代表著神的能力、權能
[00:04:52.000 --> 00:04:55.000]  又或者主耶穌當升天之後
[00:04:55.000 --> 00:04:57.000]  是坐在神的右邊
[00:04:57.000 --> 00:04:59.000]  很多這樣的例子
[00:04:59.000 --> 00:05:04.000]  都是說到右邊是代表著正面、好的、善的
[00:05:04.000 --> 00:05:09.000]  所以這裡所說的左手便利
[00:05:09.000 --> 00:05:14.000]  在那個時候是可以我們理解為次一等的
[00:05:14.000 --> 00:05:15.000]  沒那麼好的
[00:05:15.000 --> 00:05:17.000]  甚至是不正常的
[00:05:17.000 --> 00:05:19.000]  實際上這個觀念
[00:05:19.000 --> 00:05:24.000]  其實都是流行在我們現今的社會
[00:05:24.000 --> 00:05:26.000]  大家不知道有沒有聽過
[00:05:26.000 --> 00:05:28.000]  或者自己也有這個觀念
[00:05:28.000 --> 00:05:29.000]  我們的子女
[00:05:29.000 --> 00:05:31.000]  我們的孫子孫女
[00:05:31.000 --> 00:05:33.000]  假如發覺他們是用左手的話
[00:05:33.000 --> 00:05:35.000]  有些人會怎樣呢?
[00:05:35.000 --> 00:05:37.000]  訓練他們
[00:05:37.000 --> 00:05:39.000]  強迫他們用多點右手
[00:05:39.000 --> 00:05:41.000]  我們或多或少可能
[00:05:41.000 --> 00:05:46.000]  到今天這個世界都有這樣的觀念
[00:05:46.000 --> 00:05:48.000]  對於這個以弗來說
[00:05:48.000 --> 00:05:49.000]  我們不難想像
[00:05:49.000 --> 00:05:52.000]  在他整個成長的歷程裡面
[00:05:52.000 --> 00:05:56.000]  他都受著他的同輩所恥笑
[00:05:56.000 --> 00:05:58.000]  這個左手
[00:05:58.000 --> 00:06:00.000]  或者甚至是右手殘廢的人
[00:06:00.000 --> 00:06:03.000]  不過很諷刺地
[00:06:03.000 --> 00:06:07.000]  以弗大家有沒有留意他出自哪一個支派
[00:06:07.000 --> 00:06:10.000]  他出自辯雅敏支派
[00:06:10.000 --> 00:06:11.000]  以辯雅敏支派
[00:06:11.000 --> 00:06:13.000]  辯雅敏這個字本身
[00:06:13.000 --> 00:06:15.000]  他的意思是什麼
[00:06:15.000 --> 00:06:19.000]  他的意思是右手的兒子
[00:06:19.000 --> 00:06:21.000]  我的右手的兒子
[00:06:21.000 --> 00:06:22.000]  就是這樣
[00:06:22.000 --> 00:06:23.000]  大家都剛才說過
[00:06:23.000 --> 00:06:24.000]  右手是代表什麼
[00:06:24.000 --> 00:06:26.000]  右手是代表權能
[00:06:26.000 --> 00:06:27.000]  代表力量
[00:06:27.000 --> 00:06:30.000]  所以如果單從支派的出身
[00:06:30.000 --> 00:06:32.000]  那個意思來說
[00:06:32.000 --> 00:06:36.000]  以弗可以說是代表著能力
[00:06:36.000 --> 00:06:38.000]  更加諷刺的就是
[00:06:38.000 --> 00:06:39.000]  如果我們再看後一點
[00:06:39.000 --> 00:06:43.000]  以斯記的最後三章
[00:06:43.000 --> 00:06:47.000]  十九到二十一這三章的聖經的話
[00:06:47.000 --> 00:06:48.000]  我們發現那三章裡面
[00:06:48.000 --> 00:06:52.000]  記載了一個很黑暗的歷史故事
[00:06:52.000 --> 00:06:54.000]  這個歷史故事說到
[00:06:54.000 --> 00:06:57.000]  差不多在這個事件裡面
[00:06:57.000 --> 00:06:59.000]  整個辯雅敏支派
[00:06:59.000 --> 00:07:02.000]  差不多是被人滅派
[00:07:02.000 --> 00:07:05.000]  就是說死光所有辯雅敏人
[00:07:05.000 --> 00:07:08.000]  也由於這樣的緣故
[00:07:08.000 --> 00:07:12.000]  雖然今天我沒時間跟大家說這個故事
[00:07:12.000 --> 00:07:14.000]  不過也很值得鼓勵大家回去
[00:07:14.000 --> 00:07:19.000]  有時間的話看看十九到二十一節的故事
[00:07:19.000 --> 00:07:23.000]  而這個差不多滅派的故事
[00:07:23.000 --> 00:07:26.000]  也頗有可能是發生在
[00:07:26.000 --> 00:07:30.000]  以弗這個事件之前
[00:07:30.000 --> 00:07:32.000]  如果真的是這樣的時候
[00:07:32.000 --> 00:07:36.000]  我們發覺當時的辯雅敏支派
[00:07:36.000 --> 00:07:39.000]  可以說是十二支派裡面最弱
[00:07:39.000 --> 00:07:41.000]  最少的一個支派
[00:07:41.000 --> 00:07:45.000]  所以如果我們看這個薩姆爾記上的話
[00:07:45.000 --> 00:07:47.000]  那裡也記載到
[00:07:47.000 --> 00:07:52.000]  當薩姆爾要去到為當時的蘇羅
