
[00:00:00.000 --> 00:00:03.840]  好了,今天我會講到哥倫多前書第九章
[00:00:03.840 --> 00:00:06.640]  我們上個禮拜第八章剛剛講到
[00:00:06.640 --> 00:00:11.040]  一個自由,如何可以在自由裏面
[00:00:11.040 --> 00:00:14.480]  但是又願意放下權利
[00:00:14.480 --> 00:00:16.560]  爲了更大的價值
[00:00:16.560 --> 00:00:20.640]  就是愛可以喫或者不喫,就是肉
[00:00:20.640 --> 00:00:22.880]  如果你很想知道,可以聽回上個禮拜
[00:00:22.880 --> 00:00:24.480]  今天講的另一個題目
[00:00:24.480 --> 00:00:28.960]  就是一個保羅在這個地方
[00:00:28.960 --> 00:00:32.160]  今次不是他開始,好像上個禮拜一樣
[00:00:32.160 --> 00:00:35.680]  去質問哥倫多的會友
[00:00:35.680 --> 00:00:39.920]  今次是反過來,是哥倫多的信徒對有些質問
[00:00:39.920 --> 00:00:43.200]  開始先,都問一下大家一些問題
[00:00:43.200 --> 00:00:47.680]  就是,我不知道你覺得你自己的教會如何
[00:00:47.680 --> 00:00:50.960]  當然坐在這裏的牧者,童工
[00:00:50.960 --> 00:00:54.400]  你們在哪個教會?雅庚堂,知不知道?
[00:00:54.400 --> 00:00:56.320]  是啦,不知道你們覺得如何
[00:00:56.320 --> 00:00:57.600]  但是網上的電視節目
[00:00:57.600 --> 00:01:01.120]  可能有些是回我們教會,有些是回別的教會
[00:01:01.120 --> 00:01:03.360]  你爲什麼喜歡你的教會呢?
[00:01:03.360 --> 00:01:05.600]  爲什麼你要回教會呢?
[00:01:05.600 --> 00:01:09.200]  對我們來說,我也問了一些童工
[00:01:09.200 --> 00:01:10.560]  Melisa,大家認識的
[00:01:10.560 --> 00:01:11.840]  她說她爲什麼這麼喜歡教會
[00:01:11.840 --> 00:01:14.960]  因爲她覺得教會有愛
[00:01:14.960 --> 00:01:17.040]  覺得教會是行門分
[00:01:17.040 --> 00:01:19.200]  是生命被主數做
[00:01:19.200 --> 00:01:22.720]  她覺得教會是人與人之間的關係很重要
[00:01:22.720 --> 00:01:24.400]  那我就問她下一個問題
[00:01:24.400 --> 00:01:26.720]  你從教會中學到些什麼?
[00:01:26.720 --> 00:01:28.640]  她說她品格越來越好了
[00:01:28.640 --> 00:01:30.320]  大家覺得是不是?
[00:01:30.320 --> 00:01:32.080]  是啊,鼓勵一下她
[00:01:32.080 --> 00:01:33.680]  是啊,Melisa
[00:01:33.680 --> 00:01:35.600]  她覺得很能找到自己
[00:01:35.600 --> 00:01:37.680]  知道自己的身份是誰
[00:01:37.680 --> 00:01:39.040]  突然間不見了你的頭
[00:01:39.040 --> 00:01:41.840]  是啦,還害羞
[00:01:41.840 --> 00:01:44.960]  在那個時刻,我估計在教會中
[00:01:44.960 --> 00:01:47.120]  無論經歷或者成長
[00:01:47.120 --> 00:01:50.400]  是對我們有一定的意義的
[00:01:50.400 --> 00:01:55.280]  在前兩天,我們知道在疫情又打風又沒有飯喫中
[00:01:55.280 --> 00:02:00.000]  我們有一位區的老表
[00:02:00.000 --> 00:02:05.760]  三十多歲,在上個月在潛水的練習中
[00:02:05.760 --> 00:02:11.680]  他死去了,遇溺死去
[00:02:11.680 --> 00:02:13.920]  對我們來說是一個很大的打擊
[00:02:13.920 --> 00:02:15.760]  但是那天我看到很多的愛
[00:02:15.760 --> 00:02:18.640]  我們大家也知道罪責不是不危險的
[00:02:18.640 --> 00:02:20.880]  但是我們的罪責是爲了送別
[00:02:20.880 --> 00:02:24.240]  給他的媽媽,一個單身的媽媽
[00:02:24.240 --> 00:02:27.520]  還有他的弟弟的一些支持
[00:02:27.520 --> 00:02:30.320]  在裏面我看到很多的眼淚
[00:02:30.320 --> 00:02:33.200]  而同時我聽到有很多
[00:02:33.200 --> 00:02:36.400]  講回老表生平的舊同學
[00:02:36.400 --> 00:02:38.240]  認識了他十幾二十年了
[00:02:38.240 --> 00:02:39.840]  我自己也認識了他十幾年了
[00:02:39.840 --> 00:02:42.320]  很多的牧者,我估計和他一起成長
[00:02:42.320 --> 00:02:44.160]  也認識了他十幾年
[00:02:44.160 --> 00:02:45.600]  其中有些同學說
[00:02:45.600 --> 00:02:48.560]  他以前是一個很火爆的人
[00:02:48.560 --> 00:02:50.640]  我也見過
[00:02:50.640 --> 00:02:53.280]  不好碰的
[00:02:53.280 --> 00:02:55.600]  但是我覺得這幾年好像完全忘記了
[00:02:55.600 --> 00:02:57.440]  有那種性格
[00:02:57.440 --> 00:02:59.520]  我不知道大家是不是
[00:02:59.520 --> 00:03:00.800]  連他媽媽也說
[00:03:00.800 --> 00:03:02.560]  當他十幾年前沒上教會
[00:03:02.560 --> 00:03:03.680]  和上教會之後
[00:03:03.680 --> 00:03:06.240]  他媽媽以前還沒信主
[00:03:06.240 --> 00:03:08.800]  他好像兩個人一樣
[00:03:08.800 --> 00:03:13.600]  並且老表還和他安排兩個人去旅行
[00:03:13.600 --> 00:03:17.920]  而那個細節安排到他很開心
[00:03:17.920 --> 00:03:21.440]  和我們越親的人就越知道我們有沒有改變
[00:03:21.440 --> 00:03:24.640]  騙不了的
[00:03:24.640 --> 00:03:26.080]  我見到這些生命
[00:03:26.080 --> 00:03:28.720]  我沒辦法不讚嘆上帝
[00:03:28.720 --> 00:03:30.480]  我沒辦法不讚嘆弟兄姊妹
[00:03:30.480 --> 00:03:32.560]  或者各牧者一起的同行
[00:03:32.560 --> 00:03:35.120]  令到一些沒可能的事發生了
[00:03:35.120 --> 00:03:36.720]  縱然老表的生命很短
[00:03:36.720 --> 00:03:37.760]  三十多歲
[00:03:37.760 --> 00:03:41.200]  不過他的生命在地上一點也沒有浪費
[00:03:41.200 --> 00:03:42.800]  Amen?
[00:03:42.800 --> 00:03:45.280]  而最終當他離開
[00:03:45.280 --> 00:03:48.320]  他媽媽和他弟弟也信了主
[00:03:48.320 --> 00:03:51.520]  今天正在受災培,Pastor Lily和Pastor King
[00:03:51.520 --> 00:03:53.760]  正在跟進,很好的跟進
[00:03:53.760 --> 00:03:56.400]  是不是?很重要
[00:03:56.400 --> 00:03:59.680]  叫到離開了老表
[00:03:59.680 --> 00:04:02.480]  沒有伯伯的離開
[00:04:02.480 --> 00:04:06.400]  叫到我們的生命不像耶穌沒有離開一樣
[00:04:06.400 --> 00:04:09.120]  耶穌離開不是伯伯的
[00:04:09.120 --> 00:04:11.280]  是對我們的生命改變的
[00:04:11.280 --> 00:04:13.680]  所以對我們上教會的人我們很明白
[00:04:13.680 --> 00:04:14.720]  有時候人們都問我們
[00:04:14.720 --> 00:04:17.120]  爲什麼你用這麼多時間上教會
[00:04:17.120 --> 00:04:19.040]  爲什麼你坐在這裏
[00:04:19.040 --> 00:04:20.320]  爲什麼你們這麼傻
[00:04:20.320 --> 00:04:23.600]  爲什麼有些義工又突然回來彈吉他
[00:04:23.600 --> 00:04:27.840]  有些不用再回來的實習全隊又回來兩天
[00:04:27.840 --> 00:04:30.000]  因爲對我來說很簡單
[00:04:30.000 --> 00:04:31.600]  因爲上帝是真的
[00:04:31.600 --> 00:04:33.360]  錢買不到,什麼都買不到
[00:04:33.360 --> 00:04:35.280]  在這裏就見到神蹟了
[00:04:35.280 --> 00:04:36.800]  在這裏就見到人的生命
[00:04:36.800 --> 00:04:38.640]  在這裏我們服侍大恩典
[00:04:38.640 --> 00:04:40.160]  Amen?
[00:04:40.160 --> 00:04:42.160]  無論我們什麼角色,什麼位置
[00:04:42.160 --> 00:04:44.080]  就算開個門給人喫飯
[00:04:44.080 --> 00:04:46.880]  我們見到人可以安安樂樂喫一頓飯
[00:04:46.880 --> 00:04:48.080]  都開心的
[00:04:48.080 --> 00:04:50.880]  這就是這麼奇妙的事
[00:04:50.880 --> 00:04:54.240]  究竟我們今天在教會做什麼
[00:04:54.240 --> 00:04:55.760]  爲什麼我們要服侍
[00:04:55.760 --> 00:04:59.920]  我們爲上帝的國貢獻過些什麼
[00:04:59.920 --> 00:05:02.240]  今天去到哥倫多前書第九章
[00:05:02.240 --> 00:05:05.920]  保羅正正被人質信
[00:05:05.920 --> 00:05:08.640]  究竟你的神國做些什麼
[00:05:08.640 --> 00:05:10.400]  保羅都被人質信
[00:05:10.400 --> 00:05:12.960]  我們的大師祖奇怪
[00:05:12.960 --> 00:05:15.840]  在他的生命上我們一定學到很多東西
[00:05:15.840 --> 00:05:18.800]  今天第九章我們看一看
[00:05:18.800 --> 00:05:22.480]  先看第三節
[00:05:22.480 --> 00:05:24.000]  竟然發生這件事
