
[00:00:00.000 --> 00:00:04.560]  教會叫我來跟大家分享關於聖餐
[00:00:04.560 --> 00:00:07.080]  很多時我們經常做的事
[00:00:07.080 --> 00:00:10.720]  有時我們反而不太留意背後的意義
[00:00:10.720 --> 00:00:13.520]  我想問有多少人每次吃飯都會想
[00:00:13.520 --> 00:00:15.320]  為何我要吃飯呢?
[00:00:15.320 --> 00:00:17.520]  吃飯對我有甚麼好處呢?
[00:00:17.520 --> 00:00:18.480]  我們是不會的
[00:00:18.480 --> 00:00:20.000]  我們照常去吃飯
[00:00:20.000 --> 00:00:22.560]  而我們如果在基督徒的時候
[00:00:22.560 --> 00:00:23.960]  我們如果回教會
[00:00:23.960 --> 00:00:26.040]  我們就會教會
[00:00:26.040 --> 00:00:27.800]  那時可能有些是教會
[00:00:27.800 --> 00:00:29.080]  每個星期
[00:00:29.080 --> 00:00:30.640]  有些教會是一個月
[00:00:30.640 --> 00:00:32.360]  就舉行一次聖餐
[00:00:32.360 --> 00:00:34.400]  但聖餐只是在崇拜裏面
[00:00:34.400 --> 00:00:36.360]  一個較短的環節
[00:00:36.360 --> 00:00:40.280]  所以很可能我們沒有詳細的去反思
[00:00:40.280 --> 00:00:42.480]  所以教會叫我來跟大家分享
[00:00:42.480 --> 00:00:45.360]  關於聖餐其實都是很有意思的
[00:00:45.360 --> 00:00:47.160]  我們會想一想
[00:00:47.160 --> 00:00:49.800]  聖餐是甚麼回事呢?
[00:00:49.800 --> 00:00:52.800]  我十三歲的時候就開始回教會了
[00:00:52.800 --> 00:00:56.000]  回了大概大半年至九個月左右
[00:00:56.000 --> 00:00:56.960]  回到團體一
[00:00:56.960 --> 00:00:58.560]  就開始回崇拜了
[00:00:58.560 --> 00:00:59.800]  回崇拜的時候
[00:00:59.800 --> 00:01:02.080]  後來知道原來每個月第一個星期
[00:01:02.080 --> 00:01:03.400]  有聖餐
[00:01:03.400 --> 00:01:06.560]  當我第一次參與聖餐的時候
[00:01:06.560 --> 00:01:08.520]  那個星期我連早餐都沒有吃
[00:01:08.520 --> 00:01:10.640]  因為有餐吃
[00:01:10.640 --> 00:01:11.840]  教會也不錯
[00:01:11.840 --> 00:01:13.000]  我記得我小時候
[00:01:13.000 --> 00:01:14.840]  我婆婆就會回教會
[00:01:14.840 --> 00:01:17.400]  那時候會派奶粉、派米
[00:01:17.400 --> 00:01:19.560]  所以那天我沒有吃早餐
[00:01:19.560 --> 00:01:21.240]  誰知道後來講完之後
[00:01:21.240 --> 00:01:22.880]  就派聖餐了
[00:01:22.880 --> 00:01:24.640]  她說誰已經洗禮了
[00:01:24.640 --> 00:01:26.480]  請你站起來
[00:01:26.480 --> 00:01:28.160]  我就被很多人包圍著了
[00:01:28.160 --> 00:01:29.080]  我坐在那裡
[00:01:29.080 --> 00:01:30.280]  不知道該做甚麼
[00:01:30.280 --> 00:01:32.520]  接著她就派了
[00:01:32.520 --> 00:01:34.720]  後來我發覺到
[00:01:34.720 --> 00:01:36.240]  不是吧
[00:01:36.240 --> 00:01:38.040]  這麼吝嗇的
[00:01:38.040 --> 00:01:40.400]  原來那些餅
[00:01:40.400 --> 00:01:42.360]  真的給一些
[00:01:42.360 --> 00:01:43.280]  不要介意
[00:01:43.280 --> 00:01:44.480]  給鼻屎大一點而已
[00:01:44.480 --> 00:01:46.120]  原來那時候是自己做的
[00:01:46.120 --> 00:01:48.640]  然後撕得很碎
[00:01:48.640 --> 00:01:51.120]  好了,我又不能吃就看看吧
[00:01:51.120 --> 00:01:52.200]  接著
[00:01:52.200 --> 00:01:54.000]  後來又派杯
[00:01:54.000 --> 00:01:55.480]  厲害
[00:01:55.480 --> 00:01:58.360]  我家是一個很傳統、很迷信的家
[00:01:58.360 --> 00:02:00.680]  我婆婆經常拜菩薩
[00:02:00.680 --> 00:02:03.640]  拜菩薩有些酒杯很小的
[00:02:03.640 --> 00:02:05.840]  用來電酒的
[00:02:05.840 --> 00:02:08.080]  我想不到教會那杯比那杯還小
[00:02:08.080 --> 00:02:09.560]  我從未見過
[00:02:09.560 --> 00:02:10.800]  於是我就覺得
[00:02:10.800 --> 00:02:12.320]  算了,沒所謂了
[00:02:12.320 --> 00:02:14.120]  原來這一餐吃不飽
[00:02:14.120 --> 00:02:16.440]  所以不能吃對我們來說沒有問題
[00:02:16.440 --> 00:02:18.040]  不過後來更生氣
[00:02:18.040 --> 00:02:19.280]  為甚麼呢?
[00:02:19.280 --> 00:02:20.200]  派完聖餐之後
[00:02:20.200 --> 00:02:21.600]  吃完了,我沒得吃了
[00:02:21.600 --> 00:02:22.560]  坐下來吧
[00:02:22.560 --> 00:02:24.640]  接著我們在聖餐的時候
[00:02:24.640 --> 00:02:26.480]  我們會多一次奉獻
[00:02:26.480 --> 00:02:27.880]  有詞彙奉獻
[00:02:27.880 --> 00:02:29.320]  我不知道甚麼叫詞彙奉獻
[00:02:29.320 --> 00:02:31.200]  總之又要多一次吃那個袋
[00:02:31.200 --> 00:02:32.440]  又要給奉獻
[00:02:32.440 --> 00:02:33.920]  給又不是,不給又不是
[00:02:33.920 --> 00:02:35.800]  我沒得吃還要多一次給錢
[00:02:35.800 --> 00:02:37.600]  真的很離譜
[00:02:37.600 --> 00:02:40.480]  我覺得很不對
[00:02:40.480 --> 00:02:42.920]  但這是我剛剛回教會
[00:02:42.920 --> 00:02:45.880]  第一次參與崇拜的時候
[00:02:45.880 --> 00:02:48.160]  那一個感受
[00:02:48.160 --> 00:02:50.520]  當然當我慢慢成熟的時候
[00:02:50.520 --> 00:02:53.680]  我就會知道聖餐背後的意義是甚麼
[00:02:53.680 --> 00:02:56.120]  好了,我們來看看
[00:02:56.120 --> 00:02:58.240]  原來沒轉過拍檔
[00:02:58.240 --> 00:03:03.160]  原來聖餐是我們所認為的一個聖禮
[00:03:03.160 --> 00:03:04.920]  原來在某一些教會
[00:03:04.920 --> 00:03:07.240]  特別是天主教的教會裡面
[00:03:07.240 --> 00:03:10.040]  他們是有七種的聖禮的
[00:03:10.040 --> 00:03:13.040]  就是迎光幕上打出的七種聖禮
[00:03:13.040 --> 00:03:15.000]  天主教、東正教
[00:03:15.000 --> 00:03:16.440]  他們都有這些聖禮
[00:03:16.440 --> 00:03:18.360]  認為透過這些聖禮
[00:03:18.360 --> 00:03:23.840]  神就會去祝福那些忠誠去跟隨祂的人
[00:03:23.840 --> 00:03:25.360]  哪幾個聖禮呢?
[00:03:25.360 --> 00:03:26.200]  我們逐個逐個去想
[00:03:26.200 --> 00:03:28.160]  第一就是洗禮
[00:03:28.160 --> 00:03:30.920]  甚至在天主教裡面
[00:03:30.920 --> 00:03:32.080]  你認為洗禮
[00:03:32.080 --> 00:03:35.240]  甚至可以將你的原罪洗去
[00:03:35.240 --> 00:03:36.800]  洗禮
[00:03:36.800 --> 00:03:38.640]  第二方面就是甚麼呢?
[00:03:38.640 --> 00:03:41.040]  就叫做堅信禮
[00:03:41.040 --> 00:03:42.360]  甚麼叫堅信禮呢?
[00:03:42.360 --> 00:03:45.800]  有些教會包括聖公會
[00:03:45.800 --> 00:03:48.280]  他們是有嬰兒洗禮的
[00:03:48.280 --> 00:03:53.040]  但是嬰兒可能他自己沒有決斷能力
[00:03:53.040 --> 00:03:54.840]  所以到十幾歲的時候
[00:03:54.840 --> 00:03:57.280]  就要上一些叫做堅振班
[00:03:57.280 --> 00:03:59.280]  中文就不是很明白
[00:03:59.280 --> 00:04:01.520]  但是一講英文大家就會明白
[00:04:01.520 --> 00:04:02.760]  confirmation
[00:04:02.760 --> 00:04:06.680]  你確認了那件事沒有?
[00:04:06.680 --> 00:04:10.080]  原來堅信禮就是堅定你的信心
[00:04:10.080 --> 00:04:12.520]  你雖然洗小孩洗禮而已
[00:04:12.520 --> 00:04:14.280]  但是到你十幾歲的時候
[00:04:14.280 --> 00:04:17.040]  你仍然要在教會裡面有聚會的時候
[00:04:17.040 --> 00:04:19.400]  就行堅信禮
[00:04:19.400 --> 00:04:21.480]  第三就是聖餐
[00:04:21.480 --> 00:04:23.880]  聖餐就是今天我們要講的主要
[00:04:23.880 --> 00:04:25.600]  所以現在暫時跳過去
[00:04:25.600 --> 00:04:29.120]  在一些教會裡面稱為聖體
[00:04:29.120 --> 00:04:30.640]  神聖的身體
[00:04:30.640 --> 00:04:31.840]  聖體禮
[00:04:31.840 --> 00:04:35.240]  當我們領受聖餐的時候就會得到祝福
[00:04:35.240 --> 00:04:36.880]  第四就是甚麼呢?
[00:04:36.880 --> 00:04:40.320]  就是神職的任命
[00:04:40.320 --> 00:04:42.680]  就是叫做orientation
[00:04:42.680 --> 00:04:43.800]  很簡單舉一個例子
[00:04:43.800 --> 00:04:46.040]  有些人是按立做牧師
[00:04:46.040 --> 00:04:47.520]  我建立的冥恩堂
[00:04:47.520 --> 00:04:51.880]  上個星期就剛剛按立了一個傳道人做牧師
[00:04:51.880 --> 00:04:53.760]  原本我應該回去有份按立的
[00:04:53.760 --> 00:04:55.760]  但是現在就沒有回去了
[00:04:55.760 --> 00:04:57.160]  我只能遙控地去
[00:04:57.160 --> 00:04:58.400]  唯是祈禱而已
[00:04:58.400 --> 00:05:00.920]  接下來他按立了做牧師
[00:05:00.920 --> 00:05:03.320]  就會成為教會裡面的接班人
[00:05:03.320 --> 00:05:06.520]  另外一個就是懺悔禮
[00:05:06.520 --> 00:05:09.120]  大家知道在天主教裡面
[00:05:09.120 --> 00:05:12.120]  就會有告誡的
[00:05:12.120 --> 00:05:13.360]  年輕人不知道
[00:05:13.360 --> 00:05:15.160]  很多很多年之前
[00:05:15.160 --> 00:05:16.480]  有一個廣告
[00:05:16.480 --> 00:05:17.400]  你記不記得?
[00:05:17.400 --> 00:05:20.840]  後來那個賣廣告的人也相信了耶穌
[00:05:20.840 --> 00:05:22.560]  就說
[00:05:22.560 --> 00:05:25.360]  「神父,我要認罪啊」
[00:05:25.360 --> 00:05:26.920]  「認甚麼罪啊?」
